Código,COUNTER,1,2,Total,CO_FRAC_RA
020030107,847.0,36.0,15.0,51.0,3_1_7
020030108,491.0,36.0,4.0,40.0,3_1_8
020030109,530.0,23.0,2.0,25.0,3_1_9
020030110,438.0,17.0,5.0,22.0,3_1_10
020030111,462.0,17.0,8.0,25.0,3_1_11
020030201,742.0,34.0,3.0,37.0,3_2_1
020030202,714.0,28.0,2.0,30.0,3_2_2
020030203,676.0,36.0,2.0,38.0,3_2_3
020030204,734.0,24.0,4.0,28.0,3_2_4
020030205,872.0,42.0,5.0,47.0,3_2_5
020030206,927.0,58.0,7.0,65.0,3_2_6
020030207,1021.0,52.0,11.0,63.0,3_2_7
020030208,866.0,61.0,3.0,64.0,3_2_8
020030209,836.0,48.0,3.0,51.0,3_2_9
020030210,427.0,23.0,3.0,26.0,3_2_10
020030211,602.0,31.0,4.0,35.0,3_2_11
020030212,845.0,41.0,1.0,42.0,3_2_12
020030301,1101.0,48.0,5.0,53.0,3_3_1
020030302,860.0,41.0,5.0,46.0,3_3_2
020030303,614.0,25.0,5.0,30.0,3_3_3
020030304,516.0,25.0,0.0,25.0,3_3_4
020030305,579.0,27.0,2.0,29.0,3_3_5
020030306,823.0,34.0,3.0,37.0,3_3_6
020030307,802.0,38.0,9.0,47.0,3_3_7
020030308,726.0,48.0,8.0,56.0,3_3_8
020030309,285.0,16.0,3.0,19.0,3_3_9
020030310,950.0,43.0,11.0,54.0,3_3_10
020030311,869.0,38.0,0.0,38.0,3_3_11
020030401,736.0,29.0,2.0,31.0,3_4_1
020030402,499.0,25.0,1.0,26.0,3_4_2
020030403,681.0,28.0,4.0,32.0,3_4_3
020030404,772.0,51.0,6.0,57.0,3_4_4
020030405,683.0,46.0,5.0,51.0,3_4_5
020030406,655.0,33.0,4.0,37.0,3_4_6
020030407,674.0,31.0,2.0,33.0,3_4_7
020030408,724.0,45.0,4.0,49.0,3_4_8
020030501,802.0,44.0,4.0,48.0,3_5_1
020030502,648.0,31.0,2.0,33.0,3_5_2
020030503,970.0,46.0,6.0,52.0,3_5_3
020030504,542.0,26.0,3.0,29.0,3_5_4
020030505,610.0,24.0,3.0,27.0,3_5_5
020030506,441.0,15.0,0.0,15.0,3_5_6
020030507,768.0,26.0,1.0,27.0,3_5_7
020030601,716.0,23.0,2.0,25.0,3_6_1
020030602,351.0,15.0,3.0,18.0,3_6_2
020030603,617.0,24.0,3.0,27.0,3_6_3
020030604,610.0,25.0,2.0,27.0,3_6_4
020030605,866.0,40.0,5.0,45.0,3_6_5
020030606,522.0,10.0,1.0,11.0,3_6_6
020030607,683.0,21.0,1.0,22.0,3_6_7
020030701,310.0,9.0,0.0,9.0,3_7_1
020030702,864.0,38.0,0.0,38.0,3_7_2
020030703,967.0,45.0,3.0,48.0,3_7_3
020030704,914.0,24.0,1.0,25.0,3_7_4
020030705,579.0,16.0,0.0,16.0,3_7_5
020030706,584.0,17.0,2.0,19.0,3_7_6
020030707,922.0,37.0,5.0,42.0,3_7_7
020030708,395.0,11.0,1.0,12.0,3_7_8
020030709,931.0,35.0,2.0,37.0,3_7_9
020030801,647.0,38.0,4.0,42.0,3_8_1
020030802,552.0,24.0,1.0,25.0,3_8_2
020030803,839.0,39.0,5.0,44.0,3_8_3
020030804,538.0,21.0,4.0,25.0,3_8_4
020030805,496.0,27.0,3.0,30.0,3_8_5
020030806,478.0,30.0,7.0,37.0,3_8_6
020030807,427.0,25.0,2.0,27.0,3_8_7
020030808,524.0,26.0,4.0,30.0,3_8_8
020030809,718.0,38.0,2.0,40.0,3_8_9
020030810,547.0,19.0,4.0,23.0,3_8_10
020030901,860.0,50.0,3.0,53.0,3_9_1
020030902,486.0,21.0,2.0,23.0,3_9_2
020030903,762.0,29.0,4.0,33.0,3_9_3
020030904,1026.0,49.0,5.0,54.0,3_9_4
020030905,594.0,28.0,9.0,37.0,3_9_5
020030906,497.0,25.0,4.0,29.0,3_9_6
020030907,776.0,47.0,5.0,52.0,3_9_7
020030908,740.0,31.0,6.0,37.0,3_9_8
020030909,803.0,35.0,6.0,41.0,3_9_9
020030910,787.0,43.0,6.0,49.0,3_9_10
020031001,786.0,26.0,2.0,28.0,3_10_1
020031002,820.0,44.0,2.0,46.0,3_10_2
020031003,952.0,42.0,3.0,45.0,3_10_3
020031004,733.0,37.0,3.0,40.0,3_10_4
020031005,469.0,25.0,1.0,26.0,3_10_5
020031006,976.0,47.0,4.0,51.0,3_10_6
020031007,742.0,40.0,6.0,46.0,3_10_7
020031008,658.0,25.0,17.0,42.0,3_10_8
020031101,809.0,29.0,2.0,31.0,3_11_1
020031102,934.0,41.0,7.0,48.0,3_11_2
020031103,898.0,37.0,8.0,45.0,3_11_3
020031104,1213.0,45.0,8.0,53.0,3_11_4
020031105,704.0,37.0,0.0,37.0,3_11_5
020031106,916.0,60.0,13.0,73.0,3_11_6
020031107,843.0,26.0,4.0,30.0,3_11_7
020031108,584.0,27.0,4.0,31.0,3_11_8
020031201,679.0,25.0,0.0,25.0,3_12_1
020031202,904.0,32.0,1.0,33.0,3_12_2
020031203,578.0,15.0,8.0,23.0,3_12_3
020031204,491.0,15.0,1.0,16.0,3_12_4
020031205,971.0,32.0,2.0,34.0,3_12_5
020031206,269.0,20.0,14.0,34.0,3_12_6
020031207,928.0,31.0,2.0,33.0,3_12_7
020031208,546.0,24.0,5.0,29.0,3_12_8
020031209,478.0,17.0,4.0,21.0,3_12_9
020031210,845.0,48.0,10.0,58.0,3_12_10
020031301,744.0,30.0,8.0,38.0,3_13_1
020031302,771.0,40.0,7.0,47.0,3_13_2
020031303,817.0,22.0,2.0,24.0,3_13_3
020031304,516.0,22.0,1.0,23.0,3_13_4
020031305,633.0,29.0,1.0,30.0,3_13_5
020031306,735.0,43.0,2.0,45.0,3_13_6
020031307,622.0,19.0,2.0,21.0,3_13_7
020031308,498.0,20.0,7.0,27.0,3_13_8
020031309,723.0,26.0,1.0,27.0,3_13_9
020031310,693.0,41.0,5.0,46.0,3_13_10
020031311,896.0,30.0,7.0,37.0,3_13_11
020031401,880.0,43.0,8.0,51.0,3_14_1
020031402,948.0,58.0,4.0,62.0,3_14_2
020031403,1052.0,59.0,9.0,68.0,3_14_3
020031404,802.0,36.0,21.0,57.0,3_14_4
020031405,844.0,54.0,9.0,63.0,3_14_5
020031406,1114.0,50.0,7.0,57.0,3_14_6
020031407,633.0,36.0,1.0,37.0,3_14_7
020031408,720.0,23.0,6.0,29.0,3_14_8
020031409,103.0,7.0,2.0,9.0,3_14_9
020031410,898.0,38.0,6.0,44.0,3_14_10
020031501,683.0,27.0,3.0,30.0,3_15_1
020031502,909.0,46.0,2.0,48.0,3_15_2
020031503,666.0,50.0,2.0,52.0,3_15_3
020031504,788.0,43.0,8.0,51.0,3_15_4
020031505,755.0,29.0,9.0,38.0,3_15_5
020031506,805.0,41.0,5.0,46.0,3_15_6
020031507,1248.0,61.0,17.0,78.0,3_15_7
020031508,1281.0,54.0,4.0,58.0,3_15_8
020031509,275.0,6.0,2.0,8.0,3_15_9
020031601,891.0,40.0,5.0,45.0,3_16_1
020031602,1121.0,59.0,8.0,67.0,3_16_2
020031603,881.0,52.0,5.0,57.0,3_16_3
020031604,464.0,35.0,5.0,40.0,3_16_4
020031605,664.0,27.0,23.0,50.0,3_16_5
020031606,741.0,42.0,9.0,51.0,3_16_6
020031607,787.0,43.0,9.0,52.0,3_16_7
020031608,774.0,34.0,9.0,43.0,3_16_8
020031609,1153.0,54.0,3.0,57.0,3_16_9
020031701,738.0,39.0,4.0,43.0,3_17_1
020031702,822.0,47.0,14.0,61.0,3_17_2
020031703,452.0,19.0,2.0,21.0,3_17_3
020031704,905.0,78.0,13.0,91.0,3_17_4
020031705,811.0,47.0,18.0,65.0,3_17_5
020031706,726.0,33.0,11.0,44.0,3_17_6
020031707,880.0,56.0,9.0,65.0,3_17_7
020031708,1182.0,64.0,27.0,91.0,3_17_8
020031709,707.0,43.0,11.0,54.0,3_17_9
020031801,573.0,39.0,7.0,46.0,3_18_1
020031802,761.0,50.0,6.0,56.0,3_18_2
020031803,486.0,25.0,6.0,31.0,3_18_3
020031804,830.0,62.0,5.0,67.0,3_18_4
020031805,396.0,16.0,3.0,19.0,3_18_5
020031806,644.0,40.0,4.0,44.0,3_18_6
020031807,709.0,45.0,3.0,48.0,3_18_7
020031808,538.0,23.0,3.0,26.0,3_18_8
020031809,895.0,50.0,9.0,59.0,3_18_9
020031810,581.0,48.0,1.0,49.0,3_18_10
020031811,597.0,33.0,5.0,38.0,3_18_11
020031901,1181.0,47.0,7.0,54.0,3_19_1
020031902,301.0,11.0,2.0,13.0,3_19_2
020031903,665.0,18.0,2.0,20.0,3_19_3
020031904,727.0,42.0,5.0,47.0,3_19_4
020031905,812.0,48.0,6.0,54.0,3_19_5
020031906,781.0,47.0,2.0,49.0,3_19_6
020031907,949.0,55.0,10.0,65.0,3_19_7
020031908,1160.0,64.0,10.0,74.0,3_19_8
020031909,689.0,30.0,2.0,32.0,3_19_9
020031910,520.0,32.0,2.0,34.0,3_19_10
020032001,603.0,32.0,4.0,36.0,3_20_1
020032002,880.0,23.0,3.0,26.0,3_20_2
020032003,613.0,18.0,2.0,20.0,3_20_3
020032004,616.0,25.0,1.0,26.0,3_20_4
020032005,482.0,16.0,3.0,19.0,3_20_5
020032006,485.0,25.0,5.0,30.0,3_20_6
020032007,802.0,21.0,5.0,26.0,3_20_7
020032008,803.0,29.0,12.0,41.0,3_20_8
020032009,974.0,38.0,4.0,42.0,3_20_9
020032010,626.0,41.0,4.0,45.0,3_20_10
020032011,479.0,21.0,0.0,21.0,3_20_11
020032101,959.0,58.0,1.0,59.0,3_21_1
020032102,912.0,34.0,2.0,36.0,3_21_2
020032103,739.0,34.0,3.0,37.0,3_21_3
020032104,768.0,52.0,4.0,56.0,3_21_4
020032105,507.0,26.0,7.0,33.0,3_21_5
020032106,797.0,47.0,12.0,59.0,3_21_6
020032107,405.0,19.0,1.0,20.0,3_21_7
020032108,690.0,33.0,4.0,37.0,3_21_8
020032109,416.0,19.0,1.0,20.0,3_21_9
020032110,972.0,47.0,5.0,52.0,3_21_10
020032201,787.0,43.0,9.0,52.0,3_22_1
020032202,658.0,31.0,10.0,41.0,3_22_2
020032203,407.0,25.0,8.0,33.0,3_22_3
020032204,513.0,21.0,2.0,23.0,3_22_4
020032205,809.0,41.0,1.0,42.0,3_22_5
020032206,753.0,40.0,4.0,44.0,3_22_6
020032207,737.0,33.0,0.0,33.0,3_22_7
020032208,931.0,64.0,4.0,68.0,3_22_8
020032209,939.0,62.0,6.0,68.0,3_22_9
020032301,799.0,40.0,7.0,47.0,3_23_1
020032302,803.0,31.0,1.0,32.0,3_23_2
020032303,810.0,30.0,4.0,34.0,3_23_3
020032304,448.0,27.0,7.0,34.0,3_23_4
020032305,614.0,27.0,9.0,36.0,3_23_5
020032306,610.0,32.0,7.0,39.0,3_23_6
020032307,661.0,32.0,6.0,38.0,3_23_7
020032308,880.0,45.0,14.0,59.0,3_23_8
020032309,972.0,66.0,10.0,76.0,3_23_9
020032310,1044.0,65.0,11.0,76.0,3_23_10
020032401,692.0,26.0,6.0,32.0,3_24_1
020032402,851.0,41.0,10.0,51.0,3_24_2
020032403,651.0,39.0,0.0,39.0,3_24_3
020032404,701.0,32.0,5.0,37.0,3_24_4
020032405,517.0,24.0,1.0,25.0,3_24_5
020032406,1074.0,40.0,13.0,53.0,3_24_6
020032407,674.0,31.0,1.0,32.0,3_24_7
020032408,753.0,44.0,4.0,48.0,3_24_8
020032409,458.0,29.0,2.0,31.0,3_24_9
020032501,1221.0,69.0,2.0,71.0,3_25_1
020032502,709.0,41.0,6.0,47.0,3_25_2
020032503,549.0,35.0,9.0,44.0,3_25_3
020032504,696.0,37.0,3.0,40.0,3_25_4
020032505,829.0,38.0,8.0,46.0,3_25_5
020032506,959.0,64.0,11.0,75.0,3_25_6
020032507,527.0,29.0,3.0,32.0,3_25_7
020032508,1553.0,90.0,16.0,106.0,3_25_8
020032509,746.0,43.0,7.0,50.0,3_25_9
020032601,900.0,37.0,1.0,38.0,3_26_1
020032602,1162.0,51.0,10.0,61.0,3_26_2
020032603,803.0,38.0,6.0,44.0,3_26_3
020032604,517.0,22.0,4.0,26.0,3_26_4
020032605,834.0,47.0,7.0,54.0,3_26_5
020032606,605.0,29.0,3.0,32.0,3_26_6
020032607,815.0,61.0,3.0,64.0,3_26_7
020032608,586.0,39.0,0.0,39.0,3_26_8
020032609,790.0,60.0,5.0,65.0,3_26_9
020032701,966.0,53.0,7.0,60.0,3_27_1
020032702,842.0,49.0,4.0,53.0,3_27_2
020032703,906.0,45.0,11.0,56.0,3_27_3
020032704,834.0,58.0,6.0,64.0,3_27_4
020032705,781.0,36.0,10.0,46.0,3_27_5
020032706,838.0,48.0,7.0,55.0,3_27_6
020032707,932.0,47.0,6.0,53.0,3_27_7
020040101,770.0,44.0,9.0,53.0,4_1_1
020040102,795.0,39.0,13.0,52.0,4_1_2
020040103,635.0,40.0,2.0,42.0,4_1_3
020040104,801.0,91.0,16.0,107.0,4_1_4
020040105,824.0,72.0,18.0,90.0,4_1_5
020040106,725.0,70.0,18.0,88.0,4_1_6
020040107,518.0,33.0,1.0,34.0,4_1_7
020040108,685.0,52.0,4.0,56.0,4_1_8
020040109,650.0,41.0,0.0,41.0,4_1_9
020040110,491.0,31.0,6.0,37.0,4_1_10
020040111,593.0,41.0,12.0,53.0,4_1_11
020040112,529.0,31.0,4.0,35.0,4_1_12
020040113,405.0,24.0,0.0,24.0,4_1_13
020040114,749.0,74.0,10.0,84.0,4_1_14
020040201,753.0,35.0,3.0,38.0,4_2_1
020040202,826.0,48.0,5.0,53.0,4_2_2
020040203,1049.0,50.0,7.0,57.0,4_2_3
020040204,796.0,55.0,10.0,65.0,4_2_4
020040205,738.0,43.0,11.0,54.0,4_2_5
020040206,683.0,35.0,2.0,37.0,4_2_6
020040207,899.0,64.0,11.0,75.0,4_2_7
020040208,520.0,27.0,11.0,38.0,4_2_8
020040209,621.0,47.0,9.0,56.0,4_2_9
020040210,1051.0,83.0,29.0,112.0,4_2_10
020040301,974.0,70.0,2.0,72.0,4_3_1
020040302,849.0,50.0,8.0,58.0,4_3_2
020040303,643.0,36.0,6.0,42.0,4_3_3
020040304,904.0,64.0,10.0,74.0,4_3_4
020040305,1061.0,62.0,6.0,68.0,4_3_5
020040306,902.0,69.0,11.0,80.0,4_3_6
020040307,686.0,39.0,2.0,41.0,4_3_7
020040308,844.0,50.0,5.0,55.0,4_3_8
020040309,575.0,38.0,1.0,39.0,4_3_9
020040310,822.0,52.0,4.0,56.0,4_3_10
020040311,920.0,46.0,17.0,63.0,4_3_11
020040312,1065.0,69.0,9.0,78.0,4_3_12
020040313,590.0,38.0,9.0,47.0,4_3_13
020040401,668.0,46.0,3.0,49.0,4_4_1
020040402,738.0,35.0,0.0,35.0,4_4_2
020040403,902.0,40.0,6.0,46.0,4_4_3
020040404,1041.0,67.0,6.0,73.0,4_4_4
020040405,1016.0,77.0,6.0,83.0,4_4_5
020040406,795.0,43.0,13.0,56.0,4_4_6
020040407,886.0,51.0,4.0,55.0,4_4_7
020040408,780.0,48.0,4.0,52.0,4_4_8
020040409,850.0,60.0,9.0,69.0,4_4_9
020040410,661.0,40.0,2.0,42.0,4_4_10
020040411,960.0,55.0,8.0,63.0,4_4_11
020040501,891.0,44.0,3.0,47.0,4_5_1
020040502,639.0,32.0,5.0,37.0,4_5_2
020040503,797.0,34.0,6.0,40.0,4_5_3
020040504,715.0,47.0,4.0,51.0,4_5_4
020040505,453.0,25.0,1.0,26.0,4_5_5
020040506,936.0,67.0,2.0,69.0,4_5_6
020040507,834.0,61.0,3.0,64.0,4_5_7
020040508,1082.0,50.0,16.0,66.0,4_5_8
020040509,2162.0,192.0,28.0,220.0,4_5_9
020040510,1258.0,98.0,23.0,121.0,4_5_10
020040511,1016.0,54.0,14.0,68.0,4_5_11
020040601,1090.0,50.0,2.0,52.0,4_6_1
020040602,787.0,60.0,3.0,63.0,4_6_2
020040603,751.0,46.0,7.0,53.0,4_6_3
020040604,955.0,45.0,3.0,48.0,4_6_4
020040605,733.0,43.0,3.0,46.0,4_6_5
020040606,929.0,49.0,1.0,50.0,4_6_6
020040607,766.0,42.0,8.0,50.0,4_6_7
020040608,920.0,70.0,6.0,76.0,4_6_8
020040609,707.0,30.0,0.0,30.0,4_6_9
020040610,730.0,30.0,14.0,44.0,4_6_10
020040611,654.0,33.0,4.0,37.0,4_6_11
020040701,902.0,39.0,7.0,46.0,4_7_1
020040702,756.0,49.0,1.0,50.0,4_7_2
020040703,938.0,52.0,16.0,68.0,4_7_3
020040704,2159.0,113.0,9.0,122.0,4_7_4
020040705,763.0,33.0,0.0,33.0,4_7_5
020040706,861.0,62.0,3.0,65.0,4_7_6
020040707,785.0,42.0,0.0,42.0,4_7_7
020040708,689.0,24.0,4.0,28.0,4_7_8
020040709,744.0,42.0,6.0,48.0,4_7_9
020040710,610.0,17.0,0.0,17.0,4_7_10
020040711,1277.0,58.0,22.0,80.0,4_7_11
020040712,866.0,39.0,11.0,50.0,4_7_12
020040801,705.0,34.0,4.0,38.0,4_8_1
020040802,767.0,44.0,1.0,45.0,4_8_2
020040803,630.0,31.0,1.0,32.0,4_8_3
020040804,800.0,47.0,7.0,54.0,4_8_4
020040805,594.0,25.0,1.0,26.0,4_8_5
020040806,710.0,38.0,4.0,42.0,4_8_6
020040807,2464.0,166.0,30.0,196.0,4_8_7
020040808,405.0,31.0,10.0,41.0,4_8_8
020040809,1093.0,80.0,11.0,91.0,4_8_9
020040810,763.0,65.0,8.0,73.0,4_8_10
020040811,899.0,59.0,9.0,68.0,4_8_11
020040901,1495.0,146.0,36.0,182.0,4_9_1
020040902,765.0,54.0,15.0,69.0,4_9_2
020040903,536.0,39.0,9.0,48.0,4_9_3
020040904,503.0,34.0,11.0,45.0,4_9_4
020040905,537.0,58.0,8.0,66.0,4_9_5
020040906,839.0,69.0,10.0,79.0,4_9_6
020040907,782.0,49.0,3.0,52.0,4_9_7
020041001,73.0,7.0,5.0,12.0,4_10_1
020041002,1935.0,185.0,95.0,280.0,4_10_2
020041003,1653.0,157.0,104.0,261.0,4_10_3
020041004,464.0,64.0,30.0,94.0,4_10_4
020041005,1659.0,132.0,80.0,212.0,4_10_5
020041006,1004.0,90.0,34.0,124.0,4_10_6
020041007,901.0,89.0,47.0,136.0,4_10_7
020041008,1602.0,91.0,144.0,235.0,4_10_8
020041009,2091.0,205.0,135.0,340.0,4_10_9
020041101,862.0,61.0,3.0,64.0,4_11_1
020041102,847.0,40.0,3.0,43.0,4_11_2
020041103,785.0,37.0,1.0,38.0,4_11_3
020041104,643.0,31.0,2.0,33.0,4_11_4
020041105,456.0,24.0,7.0,31.0,4_11_5
020041106,964.0,69.0,13.0,82.0,4_11_6
020041107,1049.0,88.0,22.0,110.0,4_11_7
020041108,922.0,51.0,1.0,52.0,4_11_8
020041109,885.0,95.0,24.0,119.0,4_11_9
020041201,604.0,41.0,13.0,54.0,4_12_1
020041202,540.0,32.0,14.0,46.0,4_12_2
020041203,721.0,49.0,7.0,56.0,4_12_3
020041204,975.0,83.0,9.0,92.0,4_12_4
020041205,615.0,38.0,6.0,44.0,4_12_5
020041206,796.0,63.0,15.0,78.0,4_12_6
020041207,484.0,35.0,6.0,41.0,4_12_7
020041208,403.0,26.0,0.0,26.0,4_12_8
020041209,739.0,42.0,1.0,43.0,4_12_9
020041210,884.0,63.0,14.0,77.0,4_12_10
020041211,632.0,30.0,2.0,32.0,4_12_11
020041212,573.0,31.0,1.0,32.0,4_12_12
020041301,907.0,50.0,2.0,52.0,4_13_1
020041302,618.0,39.0,3.0,42.0,4_13_2
020041303,638.0,38.0,3.0,41.0,4_13_3
020041304,486.0,19.0,3.0,22.0,4_13_4
020041305,956.0,39.0,0.0,39.0,4_13_5
020041306,576.0,43.0,4.0,47.0,4_13_6
020041307,898.0,25.0,0.0,25.0,4_13_7
020041308,409.0,16.0,3.0,19.0,4_13_8
020041309,407.0,22.0,0.0,22.0,4_13_9
020041310,491.0,15.0,1.0,16.0,4_13_10
020041311,1139.0,56.0,2.0,58.0,4_13_11
020041401,635.0,38.0,4.0,42.0,4_14_1
020041402,588.0,30.0,12.0,42.0,4_14_2
020041403,645.0,32.0,5.0,37.0,4_14_3
020041404,1110.0,57.0,5.0,62.0,4_14_4
020041405,669.0,30.0,2.0,32.0,4_14_5
020041406,497.0,25.0,1.0,26.0,4_14_6
020041407,757.0,57.0,3.0,60.0,4_14_7
020041408,992.0,73.0,4.0,77.0,4_14_8
020041409,664.0,39.0,3.0,42.0,4_14_9
020041501,639.0,30.0,2.0,32.0,4_15_1
020041502,1292.0,45.0,3.0,48.0,4_15_2
020041503,1064.0,36.0,0.0,36.0,4_15_3
020041504,732.0,33.0,0.0,33.0,4_15_4
020041505,542.0,20.0,2.0,22.0,4_15_5
020041506,594.0,41.0,1.0,42.0,4_15_6
020041507,644.0,24.0,1.0,25.0,4_15_7
020041508,671.0,45.0,3.0,48.0,4_15_8
020041509,663.0,32.0,5.0,37.0,4_15_9
020041510,527.0,27.0,1.0,28.0,4_15_10
020041601,681.0,47.0,7.0,54.0,4_16_1
020041602,1933.0,80.0,16.0,96.0,4_16_2
020041603,1245.0,109.0,6.0,115.0,4_16_3
020041604,646.0,44.0,4.0,48.0,4_16_4
020041605,970.0,65.0,9.0,74.0,4_16_5
020041606,557.0,27.0,0.0,27.0,4_16_6
020041607,401.0,25.0,9.0,34.0,4_16_7
020041608,611.0,44.0,13.0,57.0,4_16_8
020041609,1064.0,82.0,2.0,84.0,4_16_9
020041610,786.0,61.0,5.0,66.0,4_16_10
020041701,577.0,34.0,0.0,34.0,4_17_1
020041702,590.0,46.0,2.0,48.0,4_17_2
020041703,584.0,36.0,4.0,40.0,4_17_3
020041704,675.0,31.0,1.0,32.0,4_17_4
020041705,759.0,38.0,0.0,38.0,4_17_5
020041706,607.0,22.0,0.0,22.0,4_17_6
020041707,609.0,26.0,3.0,29.0,4_17_7
020041708,994.0,81.0,20.0,101.0,4_17_8
020041709,757.0,36.0,1.0,37.0,4_17_9
020041710,881.0,85.0,15.0,100.0,4_17_10
020041801,74.0,1.0,0.0,1.0,4_18_1
020041901,674.0,36.0,13.0,49.0,4_19_1
020041902,735.0,50.0,13.0,63.0,4_19_2
020041903,904.0,67.0,7.0,74.0,4_19_3
020041904,1134.0,81.0,25.0,106.0,4_19_4
020041905,805.0,53.0,13.0,66.0,4_19_5
020041906,1147.0,111.0,25.0,136.0,4_19_6
020041907,933.0,95.0,27.0,122.0,4_19_7
020041908,1520.0,169.0,46.0,215.0,4_19_8
020041909,1129.0,110.0,44.0,154.0,4_19_9
020041910,644.0,42.0,8.0,50.0,4_19_10
020042001,931.0,67.0,9.0,76.0,4_20_1
020042002,705.0,51.0,5.0,56.0,4_20_2
020042003,849.0,65.0,23.0,88.0,4_20_3
020042004,603.0,50.0,10.0,60.0,4_20_4
020042005,756.0,81.0,9.0,90.0,4_20_5
020042006,868.0,51.0,13.0,64.0,4_20_6
020042007,849.0,90.0,3.0,93.0,4_20_7
020042008,797.0,67.0,25.0,92.0,4_20_8
020042009,849.0,68.0,19.0,87.0,4_20_9
020042010,1125.0,101.0,20.0,121.0,4_20_10
020042011,913.0,72.0,7.0,79.0,4_20_11
020042012,1169.0,74.0,9.0,83.0,4_20_12
020042101,703.0,65.0,16.0,81.0,4_21_1
020042102,799.0,82.0,25.0,107.0,4_21_2
020042103,561.0,57.0,5.0,62.0,4_21_3
020042104,767.0,64.0,22.0,86.0,4_21_4
020042105,655.0,47.0,22.0,69.0,4_21_5
020042106,732.0,43.0,3.0,46.0,4_21_6
020042107,838.0,72.0,13.0,85.0,4_21_7
020042108,981.0,89.0,27.0,116.0,4_21_8
020042109,835.0,98.0,26.0,124.0,4_21_9
020042110,733.0,62.0,20.0,82.0,4_21_10
020042111,912.0,84.0,25.0,109.0,4_21_11
020042112,557.0,48.0,16.0,64.0,4_21_12
020042201,589.0,27.0,3.0,30.0,4_22_1
020042202,745.0,39.0,5.0,44.0,4_22_2
020042203,886.0,32.0,3.0,35.0,4_22_3
020042204,1305.0,62.0,2.0,64.0,4_22_4
020042205,765.0,44.0,5.0,49.0,4_22_5
020042206,599.0,33.0,0.0,33.0,4_22_6
020042207,903.0,26.0,3.0,29.0,4_22_7
020042208,987.0,61.0,8.0,69.0,4_22_8
020042209,685.0,47.0,8.0,55.0,4_22_9
020042210,563.0,30.0,0.0,30.0,4_22_10
020042211,728.0,31.0,7.0,38.0,4_22_11
020042212,605.0,43.0,2.0,45.0,4_22_12
020042301,834.0,65.0,10.0,75.0,4_23_1
020042302,873.0,67.0,14.0,81.0,4_23_2
020042303,819.0,63.0,16.0,79.0,4_23_3
020042304,827.0,63.0,9.0,72.0,4_23_4
020042305,543.0,33.0,4.0,37.0,4_23_5
020042306,695.0,33.0,1.0,34.0,4_23_6
020042307,653.0,47.0,6.0,53.0,4_23_7
020042308,845.0,50.0,4.0,54.0,4_23_8
020042309,471.0,39.0,9.0,48.0,4_23_9
020042310,804.0,69.0,7.0,76.0,4_23_10
020042311,573.0,56.0,21.0,77.0,4_23_11
020042312,780.0,58.0,25.0,83.0,4_23_12
020042401,1396.0,114.0,53.0,167.0,4_24_1
020042402,1852.0,180.0,98.0,278.0,4_24_2
020042403,1220.0,121.0,68.0,189.0,4_24_3
020042404,1929.0,239.0,83.0,322.0,4_24_4
020042405,1350.0,116.0,98.0,214.0,4_24_5
020042406,1417.0,159.0,51.0,210.0,4_24_6
020042501,2357.0,157.0,211.0,368.0,4_25_1
020042502,2215.0,222.0,90.0,312.0,4_25_2
020042503,3945.0,340.0,201.0,541.0,4_25_3
020042504,2028.0,200.0,168.0,368.0,4_25_4
020042601,1008.0,117.0,45.0,162.0,4_26_1
020042602,1228.0,130.0,51.0,181.0,4_26_2
020042603,1219.0,108.0,56.0,164.0,4_26_3
020050101,553.0,24.0,1.0,25.0,5_1_1
020050102,879.0,34.0,1.0,35.0,5_1_2
020050103,775.0,44.0,5.0,49.0,5_1_3
020050104,683.0,22.0,2.0,24.0,5_1_4
020050105,1103.0,54.0,1.0,55.0,5_1_5
020050106,498.0,22.0,4.0,26.0,5_1_6
020050107,625.0,26.0,1.0,27.0,5_1_7
020050108,742.0,27.0,5.0,32.0,5_1_8
020050109,691.0,33.0,1.0,34.0,5_1_9
020050110,673.0,36.0,0.0,36.0,5_1_10
020050201,875.0,31.0,3.0,34.0,5_2_1
020050202,616.0,44.0,3.0,47.0,5_2_2
020050203,723.0,28.0,3.0,31.0,5_2_3
020050204,941.0,32.0,1.0,33.0,5_2_4
020050205,568.0,36.0,0.0,36.0,5_2_5
020050206,610.0,30.0,1.0,31.0,5_2_6
020050207,572.0,36.0,4.0,40.0,5_2_7
020050208,1067.0,46.0,1.0,47.0,5_2_8
020050209,837.0,51.0,3.0,54.0,5_2_9
020050210,675.0,44.0,6.0,50.0,5_2_10
020050211,841.0,22.0,3.0,25.0,5_2_11
020050301,757.0,34.0,3.0,37.0,5_3_1
020050302,1145.0,48.0,2.0,50.0,5_3_2
020050303,369.0,20.0,4.0,24.0,5_3_3
020050304,582.0,27.0,4.0,31.0,5_3_4
020050305,727.0,22.0,0.0,22.0,5_3_5
020050306,669.0,30.0,3.0,33.0,5_3_6
020050307,563.0,17.0,0.0,17.0,5_3_7
020050308,357.0,19.0,0.0,19.0,5_3_8
020050309,610.0,27.0,5.0,32.0,5_3_9
020050310,535.0,24.0,6.0,30.0,5_3_10
020050311,839.0,31.0,3.0,34.0,5_3_11
020050401,1030.0,32.0,3.0,35.0,5_4_1
020050402,726.0,29.0,4.0,33.0,5_4_2
