Código,Asiste,Asistió,Nunca asistió,Total
020061402,98.0,2.0,3.0,103.0
020061403,83.0,9.0,1.0,93.0
020061404,116.0,1.0,0.0,117.0
020061405,133.0,2.0,1.0,136.0
020061406,161.0,1.0,3.0,165.0
020061407,82.0,5.0,0.0,87.0
020061408,75.0,1.0,0.0,76.0
020061409,107.0,3.0,0.0,110.0
020061410,136.0,1.0,2.0,139.0
020061501,96.0,6.0,1.0,103.0
020061502,207.0,1.0,1.0,209.0
020061503,125.0,4.0,0.0,129.0
020061504,106.0,2.0,0.0,108.0
020061505,99.0,1.0,1.0,101.0
020061506,128.0,14.0,1.0,143.0
020061507,145.0,1.0,0.0,146.0
020061508,127.0,2.0,2.0,131.0
020061509,62.0,1.0,1.0,64.0
020061510,119.0,0.0,0.0,119.0
020061601,85.0,4.0,0.0,89.0
020061602,98.0,1.0,2.0,101.0
020061603,126.0,2.0,3.0,131.0
020061604,88.0,0.0,0.0,88.0
020061605,139.0,1.0,1.0,141.0
020061606,149.0,0.0,1.0,150.0
020061607,194.0,3.0,1.0,198.0
020061608,217.0,3.0,2.0,222.0
020061609,193.0,4.0,0.0,197.0
020061610,155.0,0.0,2.0,157.0
020061611,107.0,2.0,3.0,112.0
020061701,99.0,2.0,1.0,102.0
020061702,93.0,3.0,7.0,103.0
020061703,74.0,1.0,4.0,79.0
020061704,92.0,2.0,0.0,94.0
020061705,192.0,3.0,4.0,199.0
020061706,123.0,2.0,0.0,125.0
020061707,72.0,2.0,1.0,75.0
020061801,79.0,1.0,0.0,80.0
020061802,66.0,1.0,1.0,68.0
020061803,48.0,0.0,1.0,49.0
020061804,71.0,2.0,0.0,73.0
020061805,85.0,5.0,1.0,91.0
020061806,125.0,3.0,1.0,129.0
020061807,123.0,1.0,2.0,126.0
020061808,135.0,3.0,1.0,139.0
020061809,95.0,0.0,1.0,96.0
020061901,101.0,2.0,2.0,105.0
020061902,180.0,3.0,1.0,184.0
020061903,159.0,2.0,1.0,162.0
020061904,143.0,2.0,3.0,148.0
020061905,98.0,0.0,3.0,101.0
020061906,146.0,3.0,1.0,150.0
020061907,141.0,1.0,2.0,144.0
020061908,83.0,0.0,0.0,83.0
020062001,88.0,3.0,0.0,91.0
020062002,68.0,1.0,1.0,70.0
020062003,123.0,1.0,1.0,125.0
020062004,65.0,0.0,1.0,66.0
020062005,118.0,0.0,0.0,118.0
020062006,114.0,2.0,0.0,116.0
020062007,71.0,2.0,2.0,75.0
020062008,213.0,5.0,2.0,220.0
020062009,130.0,1.0,0.0,131.0
020062010,103.0,2.0,0.0,105.0
020062101,71.0,0.0,0.0,71.0
020062102,136.0,1.0,2.0,139.0
020062103,155.0,0.0,0.0,155.0
020062104,86.0,3.0,1.0,90.0
020062105,129.0,0.0,1.0,130.0
020062106,70.0,1.0,2.0,73.0
020062107,152.0,1.0,0.0,153.0
020062108,171.0,5.0,2.0,178.0
020062109,112.0,3.0,1.0,116.0
020062110,92.0,0.0,1.0,93.0
020062111,150.0,0.0,0.0,150.0
020070101,110.0,3.0,6.0,119.0
020070102,190.0,14.0,6.0,210.0
020070103,166.0,1.0,4.0,171.0
020070104,157.0,9.0,8.0,174.0
020070105,88.0,2.0,4.0,94.0
020070106,143.0,2.0,9.0,154.0
020070107,81.0,6.0,4.0,91.0
020070108,77.0,2.0,1.0,80.0
020070109,98.0,2.0,6.0,106.0
020070110,138.0,2.0,2.0,142.0
020070201,145.0,5.0,3.0,153.0
020070202,153.0,3.0,8.0,164.0
020070203,132.0,3.0,2.0,137.0
020070204,309.0,15.0,11.0,335.0
020070205,170.0,5.0,2.0,177.0
020070206,214.0,3.0,3.0,220.0
020070207,144.0,7.0,7.0,158.0
020070208,107.0,5.0,8.0,120.0
020070209,165.0,4.0,2.0,171.0
020070301,101.0,0.0,1.0,102.0
020070302,139.0,1.0,3.0,143.0
020070303,157.0,6.0,4.0,167.0
020070304,210.0,6.0,1.0,217.0
020070305,111.0,2.0,0.0,113.0
020070306,125.0,0.0,2.0,127.0
020070307,204.0,2.0,2.0,208.0
020070308,99.0,1.0,1.0,101.0
020070309,136.0,1.0,2.0,139.0
020070310,181.0,1.0,3.0,185.0
020070401,116.0,4.0,3.0,123.0
020070402,94.0,3.0,0.0,97.0
020070403,110.0,3.0,5.0,118.0
020070404,230.0,3.0,3.0,236.0
020070405,82.0,0.0,0.0,82.0
020070406,171.0,8.0,1.0,180.0
020070407,181.0,0.0,5.0,186.0
020070408,133.0,1.0,1.0,135.0
020070409,112.0,3.0,1.0,116.0
020070410,145.0,1.0,2.0,148.0
020070501,79.0,1.0,1.0,81.0
020070502,83.0,1.0,0.0,84.0
020070503,126.0,3.0,3.0,132.0
020070504,126.0,1.0,1.0,128.0
020070505,177.0,5.0,1.0,183.0
020070506,89.0,0.0,0.0,89.0
020070507,99.0,1.0,0.0,100.0
020070508,97.0,1.0,0.0,98.0
020070509,174.0,1.0,8.0,183.0
020070601,156.0,2.0,1.0,159.0
020070602,125.0,1.0,2.0,128.0
020070603,118.0,2.0,3.0,123.0
020070604,124.0,6.0,3.0,133.0
020070605,111.0,4.0,11.0,126.0
020070606,135.0,1.0,3.0,139.0
020070607,104.0,1.0,2.0,107.0
020070608,53.0,0.0,2.0,55.0
020070609,71.0,2.0,1.0,74.0
020070701,99.0,3.0,1.0,103.0
020070702,73.0,6.0,3.0,82.0
020070703,132.0,0.0,1.0,133.0
020070704,82.0,2.0,1.0,85.0
020070705,82.0,1.0,2.0,85.0
020070706,139.0,3.0,5.0,147.0
020070707,86.0,2.0,4.0,92.0
020070708,77.0,0.0,1.0,78.0
020070709,156.0,7.0,5.0,168.0
020070710,104.0,2.0,1.0,107.0
020070711,71.0,1.0,2.0,74.0
020070801,73.0,0.0,0.0,73.0
020070802,131.0,4.0,4.0,139.0
020070803,64.0,4.0,1.0,69.0
020070804,104.0,0.0,1.0,105.0
020070805,141.0,12.0,6.0,159.0
020070806,145.0,2.0,3.0,150.0
020070807,88.0,2.0,2.0,92.0
020070808,104.0,10.0,3.0,117.0
020070901,89.0,3.0,1.0,93.0
020070902,92.0,1.0,0.0,93.0
020070903,64.0,2.0,0.0,66.0
020070904,96.0,1.0,5.0,102.0
020070905,65.0,0.0,0.0,65.0
020070906,136.0,2.0,2.0,140.0
020070907,101.0,0.0,0.0,101.0
020070908,112.0,8.0,2.0,122.0
020070909,100.0,1.0,2.0,103.0
020070910,85.0,1.0,4.0,90.0
020070911,92.0,2.0,1.0,95.0
020071001,89.0,3.0,0.0,92.0
020071002,42.0,0.0,0.0,42.0
020071003,83.0,3.0,2.0,88.0
020071004,87.0,1.0,3.0,91.0
020071005,84.0,2.0,2.0,88.0
020071006,85.0,0.0,0.0,85.0
020071007,76.0,1.0,2.0,79.0
020071008,173.0,7.0,0.0,180.0
020071009,77.0,2.0,1.0,80.0
020071010,133.0,3.0,0.0,136.0
020071101,75.0,6.0,0.0,81.0
020071102,115.0,1.0,1.0,117.0
020071103,132.0,1.0,1.0,134.0
020071104,134.0,1.0,0.0,135.0
020071105,72.0,0.0,1.0,73.0
020071106,81.0,2.0,0.0,83.0
020071107,143.0,3.0,3.0,149.0
020071108,133.0,2.0,2.0,137.0
020071109,106.0,3.0,1.0,110.0
020071110,93.0,2.0,1.0,96.0
020071201,134.0,1.0,1.0,136.0
020071202,84.0,1.0,0.0,85.0
020071203,157.0,12.0,1.0,170.0
020071204,115.0,2.0,1.0,118.0
020071205,109.0,6.0,1.0,116.0
020071206,117.0,3.0,1.0,121.0
020071207,102.0,6.0,1.0,109.0
020071208,106.0,0.0,1.0,107.0
020071209,150.0,8.0,1.0,159.0
020071301,95.0,3.0,4.0,102.0
020071302,101.0,5.0,0.0,106.0
020071303,151.0,5.0,1.0,157.0
020071304,84.0,1.0,1.0,86.0
020071305,104.0,3.0,0.0,107.0
020071306,137.0,1.0,0.0,138.0
020071307,82.0,1.0,2.0,85.0
020071308,83.0,4.0,5.0,92.0
020071309,77.0,2.0,1.0,80.0
020071310,74.0,1.0,0.0,75.0
020071311,130.0,0.0,0.0,130.0
020071312,113.0,1.0,3.0,117.0
020071313,86.0,3.0,0.0,89.0
020071314,127.0,4.0,1.0,132.0
020071315,84.0,6.0,1.0,91.0
020071401,128.0,3.0,3.0,134.0
020071402,150.0,4.0,1.0,155.0
020071403,118.0,2.0,6.0,126.0
020071404,117.0,3.0,2.0,122.0
020071405,159.0,4.0,3.0,166.0
020071406,202.0,1.0,4.0,207.0
020071407,172.0,1.0,5.0,178.0
020071408,176.0,5.0,4.0,185.0
020071409,140.0,3.0,5.0,148.0
020071410,145.0,1.0,6.0,152.0
020071411,158.0,3.0,4.0,165.0
020071412,147.0,2.0,3.0,152.0
020071413,130.0,3.0,3.0,136.0
020071501,130.0,11.0,8.0,149.0
020071502,173.0,10.0,10.0,193.0
020071503,185.0,6.0,7.0,198.0
020071504,110.0,3.0,2.0,115.0
020071505,137.0,1.0,3.0,141.0
020071506,163.0,14.0,4.0,181.0
020071507,114.0,3.0,1.0,118.0
020071508,156.0,4.0,2.0,162.0
020071509,209.0,9.0,3.0,221.0
020071510,204.0,3.0,6.0,213.0
020071511,199.0,10.0,8.0,217.0
020071601,102.0,3.0,2.0,107.0
020071602,139.0,2.0,4.0,145.0
020071603,138.0,2.0,2.0,142.0
020071604,146.0,2.0,3.0,151.0
020071605,148.0,9.0,2.0,159.0
020071606,162.0,2.0,4.0,168.0
020071607,157.0,3.0,3.0,163.0
020071608,206.0,10.0,8.0,224.0
020071609,208.0,5.0,14.0,227.0
020071701,496.0,20.0,24.0,540.0
020071702,414.0,22.0,48.0,484.0
020071703,353.0,26.0,47.0,426.0
020071704,422.0,27.0,48.0,497.0
020071705,242.0,14.0,31.0,287.0
020071706,372.0,18.0,37.0,427.0
020071707,632.0,47.0,87.0,766.0
020071708,286.0,13.0,32.0,331.0
020071709,401.0,27.0,44.0,472.0
020071710,355.0,22.0,42.0,419.0
020071711,143.0,6.0,11.0,160.0
020071801,477.0,12.0,40.0,529.0
020071802,142.0,5.0,16.0,163.0
020071803,202.0,16.0,27.0,245.0
020071804,208.0,10.0,15.0,233.0
020071805,264.0,12.0,25.0,301.0
020071806,475.0,29.0,46.0,550.0
020071807,293.0,9.0,13.0,315.0
020071808,228.0,19.0,14.0,261.0
020071809,333.0,14.0,30.0,377.0
020071810,404.0,24.0,30.0,458.0
020071811,360.0,28.0,26.0,414.0
020071901,179.0,7.0,14.0,200.0
020071902,366.0,12.0,26.0,404.0
020071903,320.0,21.0,28.0,369.0
020071904,338.0,20.0,33.0,391.0
020071905,327.0,13.0,20.0,360.0
020071906,503.0,22.0,31.0,556.0
020072001,171.0,1.0,1.0,173.0
020072002,105.0,0.0,1.0,106.0
020072003,103.0,3.0,3.0,109.0
020072004,90.0,5.0,1.0,96.0
020072005,157.0,6.0,0.0,163.0
020072006,151.0,3.0,5.0,159.0
020072007,143.0,5.0,4.0,152.0
020072008,206.0,6.0,11.0,223.0
020072009,161.0,7.0,6.0,174.0
020072010,223.0,17.0,9.0,249.0
020072011,191.0,8.0,5.0,204.0
020072012,124.0,2.0,1.0,127.0
020072013,263.0,4.0,7.0,274.0
020072101,147.0,2.0,3.0,152.0
020072102,156.0,1.0,2.0,159.0
020072103,124.0,3.0,2.0,129.0
020072104,74.0,0.0,0.0,74.0
020072105,102.0,0.0,0.0,102.0
020072106,109.0,1.0,1.0,111.0
020072107,93.0,1.0,0.0,94.0
020072108,64.0,1.0,3.0,68.0
020072109,108.0,0.0,0.0,108.0
020072110,126.0,0.0,2.0,128.0
020072111,113.0,2.0,1.0,116.0
020072112,148.0,2.0,2.0,152.0
020072201,87.0,2.0,1.0,90.0
020072202,129.0,0.0,2.0,131.0
020072203,132.0,4.0,2.0,138.0
020072204,144.0,0.0,1.0,145.0
020072205,166.0,1.0,2.0,169.0
020072206,130.0,1.0,3.0,134.0
020072207,86.0,1.0,4.0,91.0
020072208,96.0,1.0,2.0,99.0
020072209,82.0,1.0,2.0,85.0
020072210,132.0,3.0,0.0,135.0
020072211,114.0,2.0,1.0,117.0
020072212,70.0,0.0,3.0,73.0
020072213,124.0,0.0,2.0,126.0
020072301,133.0,3.0,1.0,137.0
020072302,120.0,1.0,2.0,123.0
020072303,93.0,2.0,0.0,95.0
020072304,89.0,3.0,3.0,95.0
020072305,91.0,3.0,1.0,95.0
020072306,137.0,4.0,1.0,142.0
020072307,125.0,6.0,3.0,134.0
020072308,133.0,2.0,3.0,138.0
020072309,91.0,0.0,2.0,93.0
020072401,123.0,7.0,0.0,130.0
020072402,156.0,3.0,4.0,163.0
020072403,242.0,5.0,7.0,254.0
020072404,170.0,5.0,1.0,176.0
020072405,145.0,1.0,0.0,146.0
020072406,177.0,3.0,4.0,184.0
020072407,166.0,7.0,5.0,178.0
020072408,140.0,2.0,1.0,143.0
020072409,157.0,4.0,4.0,165.0
020072410,159.0,2.0,4.0,165.0
020072411,182.0,3.0,5.0,190.0
020080101,312.0,14.0,20.0,346.0
020080102,336.0,36.0,29.0,401.0
020080103,343.0,29.0,29.0,401.0
020080104,580.0,49.0,45.0,674.0
020080105,510.0,53.0,41.0,604.0
020080106,530.0,52.0,64.0,646.0
020080107,338.0,8.0,16.0,362.0
020080108,249.0,5.0,16.0,270.0
020080109,626.0,42.0,68.0,736.0
020080110,382.0,32.0,32.0,446.0
020080111,173.0,13.0,8.0,194.0
020080112,887.0,54.0,67.0,1008.0
020080201,266.0,13.0,11.0,290.0
020080202,117.0,2.0,7.0,126.0
020080203,113.0,5.0,9.0,127.0
020080204,170.0,16.0,10.0,196.0
020080205,112.0,12.0,5.0,129.0
020080206,119.0,7.0,3.0,129.0
020080207,233.0,8.0,13.0,254.0
020080208,196.0,9.0,10.0,215.0
020080209,173.0,2.0,3.0,178.0
020080210,94.0,3.0,0.0,97.0
020080301,156.0,14.0,16.0,186.0
020080302,112.0,12.0,6.0,130.0
020080303,98.0,5.0,9.0,112.0
020080304,129.0,3.0,5.0,137.0
020080305,138.0,5.0,3.0,146.0
020080306,64.0,2.0,3.0,69.0
020080307,118.0,13.0,5.0,136.0
020080308,475.0,40.0,38.0,553.0
020080309,500.0,44.0,41.0,585.0
020080310,419.0,24.0,21.0,464.0
020080401,172.0,7.0,11.0,190.0
020080402,113.0,4.0,5.0,122.0
020080403,110.0,4.0,7.0,121.0
020080404,95.0,1.0,6.0,102.0
020080405,174.0,5.0,9.0,188.0
020080406,185.0,3.0,8.0,196.0
020080407,135.0,7.0,6.0,148.0
020080408,148.0,21.0,3.0,172.0
020080409,140.0,2.0,7.0,149.0
020080410,152.0,9.0,3.0,164.0
020080411,126.0,1.0,6.0,133.0
020080501,145.0,4.0,6.0,155.0
020080502,133.0,4.0,13.0,150.0
020080503,149.0,6.0,8.0,163.0
020080504,167.0,4.0,4.0,175.0
020080505,106.0,2.0,4.0,112.0
020080506,138.0,2.0,7.0,147.0
020080507,178.0,10.0,8.0,196.0
020080508,105.0,0.0,2.0,107.0
020080509,177.0,10.0,1.0,188.0
020080510,198.0,11.0,4.0,213.0
020080511,157.0,1.0,2.0,160.0
020080601,175.0,5.0,4.0,184.0
020080602,220.0,7.0,1.0,228.0
020080603,224.0,9.0,8.0,241.0
020080604,144.0,6.0,2.0,152.0
020080605,185.0,9.0,5.0,199.0
020080606,209.0,4.0,7.0,220.0
020080607,125.0,4.0,2.0,131.0
020080608,149.0,0.0,5.0,154.0
020080609,155.0,6.0,7.0,168.0
020080610,108.0,9.0,3.0,120.0
020080611,128.0,7.0,6.0,141.0
020080701,348.0,12.0,24.0,384.0
020080702,393.0,11.0,32.0,436.0
020080703,423.0,20.0,26.0,469.0
020080704,375.0,26.0,40.0,441.0
020080705,438.0,20.0,42.0,500.0
020080706,377.0,23.0,51.0,451.0
020080707,532.0,38.0,69.0,639.0
020080708,609.0,27.0,72.0,708.0
020080709,941.0,54.0,85.0,1080.0
020080710,290.0,13.0,22.0,325.0
020080711,426.0,21.0,17.0,464.0
020080712,509.0,18.0,20.0,547.0
020080713,371.0,13.0,25.0,409.0
020080714,599.0,33.0,70.0,702.0
020080801,155.0,2.0,6.0,163.0
020080802,142.0,9.0,7.0,158.0
020080803,112.0,10.0,3.0,125.0
020080804,132.0,5.0,3.0,140.0
020080805,83.0,4.0,2.0,89.0
020080806,152.0,2.0,5.0,159.0
020080807,134.0,3.0,4.0,141.0
020080808,121.0,5.0,3.0,129.0
020080809,145.0,2.0,9.0,156.0
020080810,154.0,5.0,5.0,164.0
020080811,140.0,6.0,0.0,146.0
020080901,143.0,5.0,2.0,150.0
020080902,140.0,6.0,2.0,148.0
020080903,185.0,4.0,3.0,192.0
020080904,72.0,1.0,1.0,74.0
020080905,133.0,0.0,5.0,138.0
020080906,223.0,8.0,12.0,243.0
020080907,129.0,7.0,3.0,139.0
020080908,127.0,8.0,6.0,141.0
020080909,146.0,3.0,7.0,156.0
020081001,148.0,4.0,1.0,153.0
020081002,130.0,7.0,4.0,141.0
020081003,199.0,6.0,0.0,205.0
020081004,443.0,10.0,9.0,462.0
020081005,464.0,15.0,12.0,491.0
020081006,317.0,12.0,7.0,336.0
020081007,339.0,18.0,8.0,365.0
020081008,380.0,11.0,21.0,412.0
020081101,582.0,24.0,12.0,618.0
020081102,438.0,12.0,11.0,461.0
020081103,498.0,16.0,14.0,528.0
020081104,320.0,17.0,9.0,346.0
020081105,263.0,10.0,7.0,280.0
020081201,142.0,8.0,10.0,160.0
020081202,167.0,4.0,3.0,174.0
020081203,174.0,7.0,7.0,188.0
020081204,180.0,9.0,6.0,195.0
020081205,186.0,5.0,1.0,192.0
020081206,139.0,8.0,4.0,151.0
020081207,148.0,3.0,3.0,154.0
020081301,9.0,0.0,2.0,11.0
020081302,72.0,3.0,4.0,79.0
020081303,189.0,9.0,4.0,202.0
020081304,180.0,22.0,6.0,208.0
020081305,156.0,5.0,8.0,169.0
020081306,110.0,4.0,3.0,117.0
020081307,106.0,5.0,3.0,114.0
020081308,158.0,10.0,14.0,182.0
020081401,552.0,43.0,28.0,623.0
020081402,412.0,26.0,15.0,453.0
020081403,571.0,26.0,20.0,617.0
020081404,692.0,42.0,49.0,783.0
020081405,232.0,8.0,9.0,249.0
020081406,144.0,5.0,2.0,151.0
020081407,191.0,3.0,5.0,199.0
020081408,133.0,4.0,2.0,139.0
020081409,186.0,6.0,14.0,206.0
020081410,191.0,10.0,8.0,209.0
020081501,828.0,67.0,76.0,971.0
020081502,710.0,43.0,72.0,825.0
020081503,683.0,40.0,47.0,770.0
020081504,279.0,11.0,19.0,309.0
020081505,1042.0,54.0,59.0,1155.0
020081506,235.0,12.0,8.0,255.0
020081507,270.0,10.0,17.0,297.0
020081508,391.0,15.0,30.0,436.0
020081509,406.0,23.0,31.0,460.0
020081510,260.0,9.0,14.0,283.0
020081601,252.0,18.0,15.0,285.0
020081602,173.0,9.0,8.0,190.0
020081603,291.0,14.0,7.0,312.0
020081604,268.0,14.0,9.0,291.0
020081605,220.0,17.0,6.0,243.0
020081606,186.0,8.0,9.0,203.0
020081607,292.0,13.0,8.0,313.0
020081608,210.0,11.0,9.0,230.0
020081609,192.0,8.0,9.0,209.0
020081610,211.0,15.0,8.0,234.0
020081701,115.0,1.0,4.0,120.0
020081702,108.0,0.0,3.0,111.0
020081703,100.0,6.0,2.0,108.0
020081704,134.0,2.0,1.0,137.0
020081705,96.0,2.0,4.0,102.0
020090101,98.0,2.0,0.0,100.0
020090102,81.0,2.0,1.0,84.0
020090103,73.0,1.0,2.0,76.0
020090104,125.0,6.0,5.0,136.0
020090105,107.0,7.0,3.0,117.0
020090106,130.0,8.0,3.0,141.0
020090107,105.0,2.0,0.0,107.0
020090108,107.0,0.0,1.0,108.0
020090109,105.0,3.0,3.0,111.0
020090201,109.0,2.0,1.0,112.0
020090202,110.0,0.0,4.0,114.0
020090203,111.0,2.0,4.0,117.0
020090204,147.0,9.0,1.0,157.0
020090205,182.0,5.0,1.0,188.0
020090206,123.0,2.0,6.0,131.0
020090207,128.0,5.0,2.0,135.0
020090208,114.0,5.0,2.0,121.0
020090209,146.0,2.0,1.0,149.0
020090210,121.0,3.0,3.0,127.0
020090211,152.0,5.0,2.0,159.0
020090212,131.0,3.0,2.0,136.0
020090301,93.0,2.0,3.0,98.0
020090302,125.0,2.0,9.0,136.0
020090303,87.0,2.0,4.0,93.0
020090304,90.0,0.0,3.0,93.0
020090305,71.0,1.0,5.0,77.0
020090306,103.0,4.0,0.0,107.0
020090307,129.0,6.0,3.0,138.0
020090308,127.0,1.0,1.0,129.0
020090309,99.0,2.0,0.0,101.0
020090310,129.0,1.0,2.0,132.0
020090311,113.0,2.0,2.0,117.0
020090312,101.0,2.0,1.0,104.0
020090313,149.0,12.0,2.0,163.0
020090401,137.0,2.0,1.0,140.0
020090402,174.0,5.0,2.0,181.0
020090403,160.0,5.0,3.0,168.0
020090404,169.0,3.0,3.0,175.0
020090405,169.0,10.0,4.0,183.0
020090406,80.0,2.0,1.0,83.0
020090407,101.0,4.0,2.0,107.0
020090408,115.0,2.0,3.0,120.0
020090409,111.0,4.0,3.0,118.0
020090410,133.0,3.0,1.0,137.0
020090411,146.0,7.0,0.0,153.0
020090501,152.0,9.0,3.0,164.0
020090502,129.0,3.0,0.0,132.0
020090503,112.0,6.0,2.0,120.0
020090504,155.0,2.0,2.0,159.0
020090505,153.0,3.0,6.0,162.0
020090506,142.0,5.0,1.0,148.0
020090507,125.0,1.0,4.0,130.0
020090508,140.0,3.0,6.0,149.0
020090509,118.0,0.0,2.0,120.0
020090510,135.0,0.0,4.0,139.0
020090511,159.0,1.0,1.0,161.0
020090601,185.0,3.0,5.0,193.0
020090602,123.0,4.0,6.0,133.0
020090603,127.0,7.0,2.0,136.0
020090604,125.0,5.0,1.0,131.0
020090605,177.0,5.0,2.0,184.0
020090606,106.0,5.0,5.0,116.0
020090607,154.0,8.0,2.0,164.0
020090608,141.0,2.0,4.0,147.0
020090609,164.0,6.0,3.0,173.0
020090610,147.0,6.0,10.0,163.0
020090611,140.0,6.0,5.0,151.0
020090612,145.0,6.0,2.0,153.0
020090701,117.0,2.0,2.0,121.0
020090702,123.0,0.0,1.0,124.0
020090703,85.0,3.0,3.0,91.0
020090704,113.0,1.0,1.0,115.0
020090705,114.0,2.0,0.0,116.0
020090706,136.0,1.0,9.0,146.0
020090707,99.0,1.0,1.0,101.0
020090708,121.0,3.0,3.0,127.0
020090709,134.0,1.0,2.0,137.0
020090710,105.0,4.0,1.0,110.0
020090711,148.0,0.0,2.0,150.0
020090712,126.0,12.0,5.0,143.0
020090713,119.0,0.0,3.0,122.0
020090714,108.0,3.0,1.0,112.0
020090801,120.0,3.0,2.0,125.0
020090802,123.0,1.0,2.0,126.0
020090803,122.0,1.0,2.0,125.0
020090804,102.0,2.0,0.0,104.0
020090805,151.0,2.0,1.0,154.0
020090806,182.0,3.0,5.0,190.0
020090807,224.0,7.0,3.0,234.0
020090808,216.0,8.0,9.0,233.0
020090809,153.0,5.0,7.0,165.0
020090810,147.0,3.0,5.0,155.0
020090811,140.0,11.0,3.0,154.0
020090812,159.0,9.0,2.0,170.0
020090813,121.0,4.0,9.0,134.0
020090901,135.0,6.0,5.0,146.0
020090902,124.0,1.0,2.0,127.0
020090903,159.0,4.0,8.0,171.0
020090904,107.0,2.0,7.0,116.0
020090905,114.0,2.0,5.0,121.0
020090906,169.0,4.0,5.0,178.0
020090907,139.0,1.0,8.0,148.0
020090908,85.0,4.0,7.0,96.0
020090909,142.0,3.0,7.0,152.0
020090910,129.0,5.0,6.0,140.0
020090911,123.0,2.0,6.0,131.0
020090912,124.0,6.0,5.0,135.0
020090913,115.0,4.0,6.0,125.0
020090914,205.0,4.0,2.0,211.0
020091001,121.0,4.0,4.0,129.0
020091002,163.0,7.0,11.0,181.0
020091003,221.0,4.0,7.0,232.0
020091004,89.0,3.0,5.0,97.0
020091005,133.0,5.0,8.0,146.0
020091006,162.0,7.0,11.0,180.0
020091007,105.0,4.0,6.0,115.0
020091008,170.0,3.0,3.0,176.0
020091009,81.0,2.0,0.0,83.0
020091010,124.0,2.0,6.0,132.0
020091011,79.0,6.0,1.0,86.0
020091012,74.0,4.0,1.0,79.0
020091101,195.0,6.0,3.0,204.0
020091102,209.0,1.0,8.0,218.0
020091103,148.0,3.0,7.0,158.0
020091104,161.0,8.0,5.0,174.0
020091105,221.0,5.0,8.0,234.0
020091106,175.0,3.0,3.0,181.0
020091107,188.0,11.0,7.0,206.0
020091108,156.0,2.0,4.0,162.0
020091109,184.0,4.0,4.0,192.0
020091110,192.0,13.0,7.0,212.0
020091111,145.0,11.0,5.0,161.0
020091112,241.0,2.0,4.0,247.0
020091201,206.0,5.0,8.0,219.0
020091202,96.0,1.0,1.0,98.0
020091203,162.0,2.0,8.0,172.0
020091204,116.0,5.0,4.0,125.0
020091205,135.0,2.0,7.0,144.0
020091206,170.0,4.0,7.0,181.0
020091207,124.0,2.0,6.0,132.0
020091208,158.0,2.0,7.0,167.0
020091209,145.0,6.0,4.0,155.0
020091210,228.0,6.0,9.0,243.0
020091211,151.0,6.0,7.0,164.0
020091212,129.0,3.0,12.0,144.0
020091301,165.0,7.0,5.0,177.0
020091302,202.0,11.0,4.0,217.0
020091303,227.0,16.0,12.0,255.0
020091304,133.0,6.0,13.0,152.0
020091305,183.0,4.0,6.0,193.0
020091306,193.0,14.0,4.0,211.0
020091307,225.0,12.0,13.0,250.0
020091401,155.0,2.0,10.0,167.0
020091402,170.0,7.0,6.0,183.0
020091403,155.0,8.0,8.0,171.0
020091404,204.0,3.0,8.0,215.0
020091405,531.0,22.0,35.0,588.0
020091406,781.0,32.0,54.0,867.0
020091407,343.0,28.0,27.0,398.0
020091408,447.0,35.0,31.0,513.0
020091409,187.0,6.0,10.0,203.0
020091410,508.0,24.0,23.0,555.0
020091501,109.0,2.0,5.0,116.0
020091502,175.0,11.0,8.0,194.0
020091503,160.0,5.0,4.0,169.0
020091504,198.0,6.0,8.0,212.0
020091505,175.0,9.0,6.0,190.0
020091506,186.0,12.0,4.0,202.0
020091507,179.0,8.0,11.0,198.0
020091508,163.0,7.0,8.0,178.0
020091509,164.0,3.0,4.0,171.0
020091510,120.0,7.0,4.0,131.0
020091511,171.0,6.0,7.0,184.0
020091601,160.0,2.0,6.0,168.0
020091602,137.0,13.0,4.0,154.0
020091603,99.0,4.0,5.0,108.0
020091604,117.0,12.0,4.0,133.0
020091605,186.0,4.0,8.0,198.0
020091606,170.0,9.0,10.0,189.0
020091607,160.0,3.0,6.0,169.0
020091608,164.0,8.0,5.0,177.0
020091609,188.0,3.0,8.0,199.0
020091610,190.0,8.0,7.0,205.0
020091611,170.0,6.0,4.0,180.0
020091612,158.0,9.0,10.0,177.0
020091613,146.0,4.0,1.0,151.0
020100101,90.0,0.0,0.0,90.0
020100102,153.0,3.0,1.0,157.0
020100103,131.0,7.0,8.0,146.0
020100104,135.0,2.0,3.0,140.0
020100105,119.0,2.0,1.0,122.0
020100106,136.0,3.0,1.0,140.0
020100107,129.0,5.0,0.0,134.0
020100108,153.0,5.0,1.0,159.0
020100201,126.0,1.0,3.0,130.0
020100202,82.0,2.0,0.0,84.0
020100203,109.0,5.0,1.0,115.0
020100204,148.0,1.0,2.0,151.0
020100205,140.0,0.0,1.0,141.0
020100206,195.0,3.0,1.0,199.0
020100207,157.0,4.0,1.0,162.0
020100208,131.0,1.0,0.0,132.0
020100301,101.0,8.0,4.0,113.0
020100302,147.0,4.0,0.0,151.0
020100303,140.0,1.0,2.0,143.0
020100304,87.0,4.0,5.0,96.0
020100305,118.0,1.0,4.0,123.0
020100306,103.0,2.0,0.0,105.0
020100307,149.0,2.0,1.0,152.0
020100308,161.0,3.0,5.0,169.0
020100401,183.0,3.0,3.0,189.0
