Código,Asiste,Asistió,Nunca asistió,Total
020130707,116.0,1.0,1.0,118.0
020130708,126.0,2.0,0.0,128.0
020130709,101.0,1.0,0.0,102.0
020130801,58.0,0.0,0.0,58.0
020130802,58.0,1.0,0.0,59.0
020130803,119.0,3.0,0.0,122.0
020130804,133.0,0.0,1.0,134.0
020130805,105.0,4.0,0.0,109.0
020130806,91.0,1.0,0.0,92.0
020130807,102.0,1.0,0.0,103.0
020130808,130.0,2.0,4.0,136.0
020130809,93.0,2.0,1.0,96.0
020130810,78.0,0.0,0.0,78.0
020130901,106.0,4.0,0.0,110.0
020130902,101.0,0.0,0.0,101.0
020130903,49.0,1.0,0.0,50.0
020130904,58.0,2.0,1.0,61.0
020130905,123.0,4.0,0.0,127.0
020130906,89.0,0.0,0.0,89.0
020130907,86.0,4.0,1.0,91.0
020130908,88.0,1.0,1.0,90.0
020130909,126.0,0.0,1.0,127.0
020130910,69.0,3.0,0.0,72.0
020131001,113.0,1.0,0.0,114.0
020131002,99.0,1.0,2.0,102.0
020131003,147.0,3.0,0.0,150.0
020131004,158.0,5.0,3.0,166.0
020131005,88.0,0.0,0.0,88.0
020131006,118.0,0.0,0.0,118.0
020131007,84.0,0.0,0.0,84.0
020131008,83.0,0.0,1.0,84.0
020131009,95.0,0.0,0.0,95.0
020131010,103.0,2.0,3.0,108.0
020131011,65.0,0.0,0.0,65.0
020131101,130.0,9.0,0.0,139.0
020131102,118.0,6.0,0.0,124.0
020131103,89.0,3.0,0.0,92.0
020131104,69.0,1.0,0.0,70.0
020131105,85.0,2.0,1.0,88.0
020131106,172.0,3.0,1.0,176.0
020131107,100.0,0.0,1.0,101.0
020131201,120.0,0.0,0.0,120.0
020131202,149.0,2.0,2.0,153.0
020131203,99.0,1.0,2.0,102.0
020131204,162.0,0.0,0.0,162.0
020131205,164.0,0.0,0.0,164.0
020131206,77.0,6.0,2.0,85.0
020131207,115.0,4.0,3.0,122.0
020131208,102.0,0.0,0.0,102.0
020131209,128.0,2.0,3.0,133.0
020131210,60.0,0.0,0.0,60.0
020131301,158.0,3.0,2.0,163.0
020131302,32.0,0.0,0.0,32.0
020131303,89.0,0.0,0.0,89.0
020131304,85.0,3.0,0.0,88.0
020131305,95.0,4.0,1.0,100.0
020131306,29.0,0.0,0.0,29.0
020131307,71.0,0.0,2.0,73.0
020131308,108.0,1.0,0.0,109.0
020131309,121.0,2.0,1.0,124.0
020131310,132.0,0.0,1.0,133.0
020131311,102.0,3.0,1.0,106.0
020131312,138.0,2.0,1.0,141.0
020131313,157.0,3.0,3.0,163.0
020131314,93.0,0.0,1.0,94.0
020131401,76.0,1.0,0.0,77.0
020131402,41.0,0.0,0.0,41.0
020131403,62.0,1.0,0.0,63.0
020131404,113.0,0.0,1.0,114.0
020131405,60.0,1.0,0.0,61.0
020131406,117.0,0.0,2.0,119.0
020131407,55.0,1.0,1.0,57.0
020131408,75.0,0.0,3.0,78.0
020131409,79.0,1.0,0.0,80.0
020131410,86.0,2.0,0.0,88.0
020131411,161.0,4.0,0.0,165.0
020131501,94.0,2.0,2.0,98.0
020131502,64.0,0.0,0.0,64.0
020131503,85.0,1.0,0.0,86.0
020131504,58.0,1.0,0.0,59.0
020131505,93.0,0.0,0.0,93.0
020131506,98.0,1.0,1.0,100.0
020131507,94.0,4.0,1.0,99.0
020131508,68.0,0.0,1.0,69.0
020131509,96.0,2.0,2.0,100.0
020131510,64.0,4.0,3.0,71.0
020131511,89.0,4.0,0.0,93.0
020131512,77.0,1.0,4.0,82.0
020131601,99.0,0.0,0.0,99.0
020131602,69.0,4.0,1.0,74.0
020131603,49.0,1.0,3.0,53.0
020131604,61.0,1.0,1.0,63.0
020131605,76.0,0.0,0.0,76.0
020131606,48.0,4.0,0.0,52.0
020131607,89.0,1.0,1.0,91.0
020131608,87.0,0.0,1.0,88.0
020131609,106.0,1.0,2.0,109.0
020131610,95.0,4.0,2.0,101.0
020131611,80.0,0.0,2.0,82.0
020131612,83.0,0.0,0.0,83.0
020131613,83.0,0.0,0.0,83.0
020131701,159.0,2.0,1.0,162.0
020131702,146.0,1.0,4.0,151.0
020131703,87.0,4.0,1.0,92.0
020131704,78.0,2.0,0.0,80.0
020131705,78.0,1.0,1.0,80.0
020131706,98.0,0.0,0.0,98.0
020131707,107.0,0.0,1.0,108.0
020131708,110.0,1.0,1.0,112.0
020131709,126.0,4.0,1.0,131.0
020131710,129.0,1.0,0.0,130.0
020131711,78.0,1.0,0.0,79.0
020131801,123.0,3.0,4.0,130.0
020131802,115.0,1.0,1.0,117.0
020131803,139.0,1.0,2.0,142.0
020131804,111.0,4.0,0.0,115.0
020131805,101.0,0.0,1.0,102.0
020131806,101.0,1.0,2.0,104.0
020131807,167.0,4.0,0.0,171.0
020131808,131.0,2.0,1.0,134.0
020131809,76.0,1.0,0.0,77.0
020131810,135.0,2.0,0.0,137.0
020131901,106.0,0.0,0.0,106.0
020131902,144.0,1.0,0.0,145.0
020131903,108.0,1.0,0.0,109.0
020131904,62.0,2.0,1.0,65.0
020131905,97.0,2.0,0.0,99.0
020131906,70.0,0.0,0.0,70.0
020131907,130.0,4.0,1.0,135.0
020131908,99.0,3.0,0.0,102.0
020131909,73.0,1.0,0.0,74.0
020131910,104.0,0.0,2.0,106.0
020131911,66.0,0.0,0.0,66.0
020131912,99.0,2.0,2.0,103.0
020132001,81.0,0.0,1.0,82.0
020132002,141.0,1.0,0.0,142.0
020132003,58.0,0.0,1.0,59.0
020132004,88.0,1.0,1.0,90.0
020132005,56.0,1.0,0.0,57.0
020132006,75.0,1.0,1.0,77.0
020132007,125.0,1.0,0.0,126.0
020132008,96.0,2.0,0.0,98.0
020132009,69.0,0.0,0.0,69.0
020132010,79.0,0.0,0.0,79.0
020132011,72.0,0.0,2.0,74.0
020132012,66.0,0.0,1.0,67.0
020132101,83.0,2.0,1.0,86.0
020132102,31.0,1.0,0.0,32.0
020132103,96.0,3.0,0.0,99.0
020132104,127.0,1.0,0.0,128.0
020132105,162.0,0.0,0.0,162.0
020132106,124.0,0.0,1.0,125.0
020132107,164.0,0.0,1.0,165.0
020132108,104.0,2.0,3.0,109.0
020132109,97.0,1.0,1.0,99.0
020132110,121.0,3.0,0.0,124.0
020132201,76.0,0.0,0.0,76.0
020132202,68.0,3.0,1.0,72.0
020132203,46.0,1.0,1.0,48.0
020132204,145.0,2.0,0.0,147.0
020132205,212.0,5.0,0.0,217.0
020132206,191.0,1.0,0.0,192.0
020132207,130.0,1.0,0.0,131.0
020132208,90.0,2.0,0.0,92.0
020132209,83.0,0.0,0.0,83.0
020132301,136.0,3.0,0.0,139.0
020132302,54.0,0.0,0.0,54.0
020132303,129.0,1.0,0.0,130.0
020132304,65.0,1.0,0.0,66.0
020132305,57.0,0.0,0.0,57.0
020132306,68.0,0.0,0.0,68.0
020132307,42.0,0.0,0.0,42.0
020132308,112.0,0.0,3.0,115.0
020132309,132.0,1.0,2.0,135.0
020132310,72.0,2.0,2.0,76.0
020132311,77.0,0.0,0.0,77.0
020132401,80.0,3.0,0.0,83.0
020132402,80.0,0.0,0.0,80.0
020132403,105.0,2.0,0.0,107.0
020132404,119.0,0.0,0.0,119.0
020132405,96.0,1.0,1.0,98.0
020132406,93.0,1.0,1.0,95.0
020132407,149.0,1.0,2.0,152.0
020132408,130.0,1.0,2.0,133.0
020132409,144.0,4.0,1.0,149.0
020132410,145.0,0.0,2.0,147.0
020132501,81.0,2.0,0.0,83.0
020132502,88.0,2.0,1.0,91.0
020132503,125.0,3.0,0.0,128.0
020132504,94.0,2.0,2.0,98.0
020132505,108.0,3.0,2.0,113.0
020132506,104.0,3.0,0.0,107.0
020132507,151.0,4.0,0.0,155.0
020132508,108.0,2.0,0.0,110.0
020132601,133.0,1.0,1.0,135.0
020132602,129.0,2.0,0.0,131.0
020132603,112.0,1.0,1.0,114.0
020132604,127.0,8.0,2.0,137.0
020132605,100.0,0.0,1.0,101.0
020132606,94.0,2.0,1.0,97.0
020132607,70.0,1.0,1.0,72.0
020132608,61.0,1.0,0.0,62.0
020132609,71.0,5.0,0.0,76.0
020132610,127.0,3.0,0.0,130.0
020132611,82.0,3.0,3.0,88.0
020132701,47.0,0.0,0.0,47.0
020132702,91.0,4.0,0.0,95.0
020132703,103.0,1.0,1.0,105.0
020132704,101.0,4.0,0.0,105.0
020132705,69.0,0.0,1.0,70.0
020132706,136.0,2.0,1.0,139.0
020132707,105.0,4.0,1.0,110.0
020132708,96.0,0.0,3.0,99.0
020132709,111.0,0.0,0.0,111.0
020132801,53.0,0.0,2.0,55.0
020132802,37.0,3.0,0.0,40.0
020132803,78.0,2.0,0.0,80.0
020132804,40.0,2.0,2.0,44.0
020132805,76.0,2.0,2.0,80.0
020132806,111.0,0.0,2.0,113.0
020132807,91.0,1.0,0.0,92.0
020132808,123.0,1.0,0.0,124.0
020132809,72.0,2.0,0.0,74.0
020132810,85.0,3.0,2.0,90.0
020132901,94.0,6.0,2.0,102.0
020132902,78.0,4.0,1.0,83.0
020132903,70.0,1.0,0.0,71.0
020132904,92.0,1.0,0.0,93.0
020132905,49.0,0.0,1.0,50.0
020132906,105.0,3.0,0.0,108.0
020132907,148.0,1.0,1.0,150.0
020132908,199.0,1.0,2.0,202.0
020132909,92.0,2.0,1.0,95.0
020132910,129.0,1.0,1.0,131.0
020132911,137.0,1.0,0.0,138.0
020140101,45.0,1.0,1.0,47.0
020140102,58.0,1.0,3.0,62.0
020140103,110.0,4.0,1.0,115.0
020140104,150.0,4.0,1.0,155.0
020140105,206.0,2.0,0.0,208.0
020140106,125.0,1.0,1.0,127.0
020140107,106.0,0.0,1.0,107.0
020140108,151.0,1.0,1.0,153.0
020140109,164.0,1.0,0.0,165.0
020140110,199.0,4.0,2.0,205.0
020140201,171.0,2.0,1.0,174.0
020140202,75.0,1.0,0.0,76.0
020140203,119.0,6.0,0.0,125.0
020140204,79.0,2.0,0.0,81.0
020140205,70.0,2.0,0.0,72.0
020140206,122.0,1.0,0.0,123.0
020140207,89.0,2.0,0.0,91.0
020140208,133.0,2.0,0.0,135.0
020140209,129.0,2.0,0.0,131.0
020140210,168.0,3.0,1.0,172.0
020140301,209.0,6.0,2.0,217.0
020140302,69.0,1.0,1.0,71.0
020140303,51.0,0.0,0.0,51.0
020140304,150.0,0.0,1.0,151.0
020140305,82.0,1.0,0.0,83.0
020140306,76.0,0.0,0.0,76.0
020140307,71.0,0.0,0.0,71.0
020140308,102.0,0.0,1.0,103.0
020140309,97.0,0.0,3.0,100.0
020140310,90.0,0.0,0.0,90.0
020140311,77.0,1.0,0.0,78.0
020140312,91.0,1.0,1.0,93.0
020140401,118.0,0.0,0.0,118.0
020140402,110.0,0.0,0.0,110.0
020140403,90.0,1.0,0.0,91.0
020140404,77.0,2.0,0.0,79.0
020140405,84.0,3.0,1.0,88.0
020140406,104.0,2.0,1.0,107.0
020140407,94.0,3.0,2.0,99.0
020140408,122.0,8.0,0.0,130.0
020140409,68.0,1.0,0.0,69.0
020140410,154.0,1.0,2.0,157.0
020140501,98.0,1.0,0.0,99.0
020140502,205.0,3.0,0.0,208.0
020140503,118.0,2.0,4.0,124.0
020140504,62.0,0.0,3.0,65.0
020140505,97.0,5.0,0.0,102.0
020140506,94.0,0.0,0.0,94.0
020140507,62.0,0.0,0.0,62.0
020140508,59.0,0.0,0.0,59.0
020140509,200.0,2.0,1.0,203.0
020140510,158.0,0.0,0.0,158.0
020140601,84.0,1.0,0.0,85.0
020140602,94.0,1.0,0.0,95.0
020140603,106.0,4.0,1.0,111.0
020140604,60.0,1.0,0.0,61.0
020140605,103.0,7.0,2.0,112.0
020140606,147.0,2.0,0.0,149.0
020140607,90.0,6.0,0.0,96.0
020140608,54.0,1.0,0.0,55.0
020140609,65.0,2.0,0.0,67.0
020140610,44.0,0.0,1.0,45.0
020140701,125.0,0.0,3.0,128.0
020140702,112.0,4.0,3.0,119.0
020140703,124.0,3.0,3.0,130.0
020140704,186.0,3.0,0.0,189.0
020140705,105.0,0.0,0.0,105.0
020140706,72.0,3.0,1.0,76.0
020140707,81.0,8.0,0.0,89.0
020140708,59.0,2.0,0.0,61.0
020140709,78.0,1.0,0.0,79.0
020140801,109.0,4.0,1.0,114.0
020140802,66.0,2.0,2.0,70.0
020140803,46.0,0.0,1.0,47.0
020140804,44.0,3.0,2.0,49.0
020140805,76.0,4.0,4.0,84.0
020140806,83.0,1.0,6.0,90.0
020140807,85.0,3.0,3.0,91.0
020140808,96.0,0.0,0.0,96.0
020140809,115.0,8.0,0.0,123.0
020140901,183.0,0.0,0.0,183.0
020140902,213.0,3.0,1.0,217.0
020140903,125.0,2.0,0.0,127.0
020140904,216.0,1.0,2.0,219.0
020140905,42.0,0.0,0.0,42.0
020140906,93.0,1.0,0.0,94.0
020140907,86.0,4.0,0.0,90.0
020140908,106.0,0.0,0.0,106.0
020140909,88.0,0.0,2.0,90.0
020140910,111.0,1.0,0.0,112.0
020140911,76.0,0.0,0.0,76.0
020140912,109.0,1.0,1.0,111.0
020140913,58.0,0.0,0.0,58.0
020141001,1.0,0.0,0.0,1.0
020141101,111.0,3.0,0.0,114.0
020141102,120.0,1.0,2.0,123.0
020141103,56.0,2.0,0.0,58.0
020141104,104.0,4.0,0.0,108.0
020141105,110.0,2.0,0.0,112.0
020141106,158.0,3.0,0.0,161.0
020141107,65.0,0.0,0.0,65.0
020141108,94.0,1.0,2.0,97.0
020141109,55.0,5.0,1.0,61.0
020141110,30.0,1.0,0.0,31.0
020141111,39.0,0.0,2.0,41.0
020141112,72.0,1.0,0.0,73.0
020141113,77.0,2.0,1.0,80.0
020141114,69.0,0.0,0.0,69.0
020141201,38.0,2.0,3.0,43.0
020141202,115.0,1.0,1.0,117.0
020141203,67.0,4.0,1.0,72.0
020141204,59.0,2.0,1.0,62.0
020141205,82.0,3.0,0.0,85.0
020141206,66.0,1.0,0.0,67.0
020141207,34.0,0.0,0.0,34.0
020141208,30.0,0.0,0.0,30.0
020141209,61.0,1.0,1.0,63.0
020141210,68.0,0.0,0.0,68.0
020141211,52.0,3.0,1.0,56.0
020141301,114.0,2.0,4.0,120.0
020141302,77.0,5.0,7.0,89.0
020141303,72.0,5.0,4.0,81.0
020141304,81.0,3.0,0.0,84.0
020141305,110.0,3.0,2.0,115.0
020141306,64.0,1.0,2.0,67.0
020141307,50.0,0.0,0.0,50.0
020141308,115.0,4.0,1.0,120.0
020141309,117.0,3.0,0.0,120.0
020141310,111.0,3.0,1.0,115.0
020141311,56.0,2.0,0.0,58.0
020141312,61.0,1.0,2.0,64.0
020141401,80.0,2.0,1.0,83.0
020141402,64.0,1.0,0.0,65.0
020141403,77.0,3.0,0.0,80.0
020141404,60.0,0.0,0.0,60.0
020141405,50.0,2.0,0.0,52.0
020141406,46.0,1.0,0.0,47.0
020141407,69.0,4.0,0.0,73.0
020141408,106.0,1.0,1.0,108.0
020141409,81.0,1.0,0.0,82.0
020141410,52.0,0.0,0.0,52.0
020141411,86.0,2.0,0.0,88.0
020141501,79.0,0.0,1.0,80.0
020141502,94.0,3.0,0.0,97.0
020141503,60.0,2.0,0.0,62.0
020141504,81.0,4.0,2.0,87.0
020141505,84.0,1.0,3.0,88.0
020141506,96.0,0.0,0.0,96.0
020141507,55.0,2.0,0.0,57.0
020141508,217.0,4.0,3.0,224.0
020141601,148.0,6.0,2.0,156.0
020141602,144.0,4.0,2.0,150.0
020141603,124.0,3.0,1.0,128.0
020141604,137.0,6.0,2.0,145.0
020141605,141.0,1.0,1.0,143.0
020141606,34.0,1.0,0.0,35.0
020141607,95.0,0.0,1.0,96.0
020141701,96.0,1.0,0.0,97.0
020141702,168.0,1.0,2.0,171.0
020141703,127.0,3.0,0.0,130.0
020141704,48.0,0.0,0.0,48.0
020141705,109.0,1.0,1.0,111.0
020141706,89.0,3.0,2.0,94.0
020141707,108.0,4.0,0.0,112.0
020141708,154.0,1.0,1.0,156.0
020141801,72.0,0.0,0.0,72.0
020141802,103.0,2.0,3.0,108.0
020141803,128.0,3.0,4.0,135.0
020141804,98.0,2.0,1.0,101.0
020141805,109.0,3.0,1.0,113.0
020141806,100.0,3.0,5.0,108.0
020141807,48.0,1.0,0.0,49.0
020141808,69.0,2.0,2.0,73.0
020141901,60.0,0.0,1.0,61.0
020141902,96.0,4.0,1.0,101.0
020141903,123.0,0.0,3.0,126.0
020141904,93.0,2.0,1.0,96.0
020141905,152.0,0.0,0.0,152.0
020142001,145.0,2.0,0.0,147.0
020142002,129.0,2.0,3.0,134.0
020142003,101.0,2.0,0.0,103.0
020142004,86.0,3.0,0.0,89.0
020142005,85.0,1.0,0.0,86.0
020142006,55.0,0.0,0.0,55.0
020142007,35.0,0.0,0.0,35.0
020142101,85.0,2.0,2.0,89.0
020142102,75.0,0.0,3.0,78.0
020142103,39.0,1.0,1.0,41.0
020142104,49.0,0.0,0.0,49.0
020142105,47.0,3.0,0.0,50.0
020142106,68.0,4.0,2.0,74.0
020142107,98.0,4.0,1.0,103.0
020142108,66.0,1.0,0.0,67.0
020142109,77.0,0.0,2.0,79.0
020142110,67.0,3.0,1.0,71.0
020142111,82.0,6.0,1.0,89.0
020142201,112.0,3.0,5.0,120.0
020142202,114.0,0.0,3.0,117.0
020142203,61.0,0.0,0.0,61.0
020142204,71.0,2.0,1.0,74.0
020142205,122.0,4.0,0.0,126.0
020142206,151.0,3.0,2.0,156.0
020142207,96.0,0.0,0.0,96.0
020142208,92.0,0.0,0.0,92.0
020142209,80.0,1.0,3.0,84.0
020142210,54.0,3.0,1.0,58.0
020142301,63.0,3.0,0.0,66.0
020142302,60.0,4.0,0.0,64.0
020142303,62.0,0.0,0.0,62.0
020142304,76.0,2.0,1.0,79.0
020142305,111.0,2.0,1.0,114.0
020142306,57.0,2.0,0.0,59.0
020142307,90.0,2.0,0.0,92.0
020142308,144.0,0.0,2.0,146.0
020142309,97.0,1.0,0.0,98.0
020142310,72.0,1.0,0.0,73.0
020142311,76.0,3.0,2.0,81.0
020142401,99.0,0.0,0.0,99.0
020142402,49.0,1.0,0.0,50.0
020142403,40.0,0.0,0.0,40.0
020142404,41.0,0.0,1.0,42.0
020142405,72.0,1.0,0.0,73.0
020142406,104.0,2.0,0.0,106.0
020142407,80.0,0.0,0.0,80.0
020142408,49.0,1.0,0.0,50.0
020142409,107.0,0.0,0.0,107.0
020142501,103.0,0.0,0.0,103.0
020142502,42.0,0.0,0.0,42.0
020142503,58.0,0.0,0.0,58.0
020142504,50.0,1.0,0.0,51.0
020142505,55.0,3.0,1.0,59.0
020142506,39.0,0.0,0.0,39.0
020142507,54.0,2.0,2.0,58.0
020142508,88.0,3.0,0.0,91.0
020142509,36.0,0.0,1.0,37.0
020142601,112.0,0.0,1.0,113.0
020142602,66.0,3.0,0.0,69.0
020142603,51.0,1.0,0.0,52.0
020142604,152.0,4.0,2.0,158.0
020142605,113.0,2.0,1.0,116.0
020142606,111.0,2.0,0.0,113.0
020142607,125.0,1.0,2.0,128.0
020142701,110.0,1.0,0.0,111.0
020142702,111.0,1.0,0.0,112.0
020142703,49.0,1.0,0.0,50.0
020142704,68.0,2.0,0.0,70.0
020142705,81.0,1.0,0.0,82.0
020142706,35.0,1.0,0.0,36.0
020142707,42.0,1.0,0.0,43.0
020142801,71.0,1.0,0.0,72.0
020142802,79.0,0.0,1.0,80.0
020142803,109.0,3.0,0.0,112.0
020142804,77.0,0.0,0.0,77.0
020142805,101.0,1.0,0.0,102.0
020142806,110.0,1.0,0.0,111.0
020142807,62.0,0.0,1.0,63.0
020142808,38.0,0.0,0.0,38.0
020142809,85.0,2.0,0.0,87.0
020142810,128.0,2.0,1.0,131.0
020142811,117.0,3.0,0.0,120.0
020142812,67.0,0.0,0.0,67.0
020142901,59.0,1.0,0.0,60.0
020142902,63.0,3.0,1.0,67.0
020142903,55.0,1.0,1.0,57.0
020142904,87.0,0.0,2.0,89.0
020142905,38.0,0.0,1.0,39.0
020142906,61.0,0.0,0.0,61.0
020142907,117.0,1.0,0.0,118.0
020142908,65.0,0.0,1.0,66.0
020142909,80.0,3.0,0.0,83.0
020142910,102.0,4.0,2.0,108.0
020142911,84.0,1.0,1.0,86.0
020143001,104.0,6.0,1.0,111.0
020143002,156.0,2.0,0.0,158.0
020143003,79.0,1.0,2.0,82.0
020143004,54.0,0.0,1.0,55.0
020143005,131.0,3.0,0.0,134.0
020143006,51.0,1.0,1.0,53.0
020143007,32.0,0.0,1.0,33.0
020143008,201.0,5.0,1.0,207.0
020143009,165.0,4.0,1.0,170.0
020143101,109.0,0.0,0.0,109.0
020143102,135.0,2.0,0.0,137.0
020143103,77.0,3.0,0.0,80.0
020143104,104.0,0.0,0.0,104.0
020143105,78.0,0.0,0.0,78.0
020143106,191.0,2.0,3.0,196.0
020143107,114.0,4.0,0.0,118.0
020143108,94.0,4.0,1.0,99.0
020143109,103.0,0.0,1.0,104.0
020143110,77.0,5.0,1.0,83.0
020143111,32.0,1.0,0.0,33.0
020143112,69.0,1.0,1.0,71.0
020150101,157.0,8.0,0.0,165.0
020150102,180.0,5.0,2.0,187.0
020150103,117.0,0.0,3.0,120.0
020150104,115.0,5.0,1.0,121.0
020150105,141.0,5.0,0.0,146.0
020150106,141.0,2.0,0.0,143.0
020150107,104.0,3.0,1.0,108.0
020150108,109.0,3.0,0.0,112.0
020150109,163.0,0.0,0.0,163.0
020150110,148.0,0.0,0.0,148.0
020150111,91.0,0.0,0.0,91.0
020150112,112.0,1.0,1.0,114.0
020150201,127.0,4.0,1.0,132.0
020150202,126.0,0.0,1.0,127.0
020150203,133.0,2.0,1.0,136.0
020150204,82.0,4.0,1.0,87.0
020150205,68.0,0.0,0.0,68.0
020150206,119.0,4.0,1.0,124.0
020150207,89.0,2.0,3.0,94.0
020150208,106.0,1.0,1.0,108.0
020150209,82.0,0.0,3.0,85.0
020150210,86.0,0.0,2.0,88.0
020150301,112.0,1.0,0.0,113.0
020150302,120.0,4.0,2.0,126.0
020150303,129.0,1.0,2.0,132.0
020150304,150.0,7.0,1.0,158.0
020150305,160.0,9.0,3.0,172.0
020150306,92.0,2.0,0.0,94.0
020150307,117.0,2.0,2.0,121.0
020150308,153.0,1.0,0.0,154.0
020150309,149.0,1.0,1.0,151.0
020150310,126.0,1.0,1.0,128.0
020150311,109.0,2.0,1.0,112.0
020150312,208.0,9.0,7.0,224.0
020150313,119.0,3.0,0.0,122.0
020150401,138.0,1.0,0.0,139.0
020150402,114.0,2.0,1.0,117.0
020150403,138.0,1.0,2.0,141.0
020150404,101.0,1.0,4.0,106.0
020150405,121.0,6.0,5.0,132.0
020150406,125.0,2.0,2.0,129.0
020150407,142.0,1.0,1.0,144.0
020150408,98.0,1.0,3.0,102.0
020150409,91.0,3.0,2.0,96.0
020150410,96.0,2.0,1.0,99.0
020150411,107.0,4.0,4.0,115.0
020150412,96.0,3.0,1.0,100.0
020150413,98.0,2.0,2.0,102.0
020150414,157.0,8.0,3.0,168.0
020150501,85.0,1.0,4.0,90.0
020150502,137.0,9.0,2.0,148.0
020150503,115.0,1.0,1.0,117.0
020150504,78.0,5.0,2.0,85.0
020150505,124.0,2.0,2.0,128.0
020150506,120.0,4.0,2.0,126.0
020150507,92.0,1.0,0.0,93.0
020150508,132.0,3.0,0.0,135.0
020150509,137.0,1.0,2.0,140.0
020150510,113.0,6.0,1.0,120.0
020150511,141.0,6.0,3.0,150.0
020150512,110.0,5.0,1.0,116.0
020150513,96.0,3.0,3.0,102.0
020150514,118.0,2.0,0.0,120.0
020150601,85.0,2.0,2.0,89.0
020150602,100.0,1.0,0.0,101.0
020150603,81.0,1.0,0.0,82.0
020150604,90.0,4.0,1.0,95.0
020150605,82.0,9.0,0.0,91.0
020150606,99.0,1.0,0.0,100.0
020150607,97.0,2.0,0.0,99.0
020150701,163.0,2.0,3.0,168.0
020150702,121.0,4.0,3.0,128.0
020150703,95.0,7.0,2.0,104.0
020150704,95.0,3.0,4.0,102.0
020150705,135.0,6.0,4.0,145.0
020150706,215.0,24.0,28.0,267.0
020150707,162.0,2.0,1.0,165.0
020150708,161.0,3.0,4.0,168.0
020150709,151.0,7.0,1.0,159.0
020150710,151.0,7.0,6.0,164.0
020150711,142.0,8.0,2.0,152.0
020150712,138.0,3.0,3.0,144.0
020150801,209.0,6.0,1.0,216.0
020150802,125.0,4.0,2.0,131.0
020150803,196.0,3.0,2.0,201.0
020150804,182.0,9.0,11.0,202.0
020150805,133.0,3.0,2.0,138.0
020150806,124.0,1.0,4.0,129.0
020150807,111.0,7.0,5.0,123.0
020150808,183.0,7.0,4.0,194.0
020150809,150.0,3.0,2.0,155.0
020150810,126.0,3.0,3.0,132.0
020150901,62.0,0.0,1.0,63.0
020150902,72.0,0.0,0.0,72.0
020150903,74.0,3.0,1.0,78.0
020150904,125.0,5.0,4.0,134.0
020150905,129.0,4.0,2.0,135.0
020150906,108.0,5.0,1.0,114.0
020150907,137.0,5.0,6.0,148.0
020150908,504.0,38.0,20.0,562.0
020151001,99.0,0.0,1.0,100.0
020151002,131.0,2.0,1.0,134.0
020151003,191.0,2.0,6.0,199.0
020151004,126.0,6.0,1.0,133.0
020151005,121.0,4.0,3.0,128.0
020151006,66.0,2.0,1.0,69.0
020151007,112.0,0.0,0.0,112.0
020151008,102.0,4.0,2.0,108.0
020151009,122.0,3.0,7.0,132.0
020151010,92.0,0.0,0.0,92.0
020151011,92.0,1.0,0.0,93.0
020151012,109.0,2.0,2.0,113.0
020151013,87.0,2.0,1.0,90.0
020151101,125.0,5.0,0.0,130.0
020151102,125.0,5.0,1.0,131.0
020151103,93.0,4.0,0.0,97.0
020151104,144.0,4.0,2.0,150.0
020151105,142.0,5.0,5.0,152.0
020151106,168.0,6.0,2.0,176.0
020151107,112.0,4.0,1.0,117.0
020151108,104.0,1.0,1.0,106.0
020151109,143.0,3.0,0.0,146.0
020151110,102.0,0.0,3.0,105.0
020151111,162.0,3.0,2.0,167.0
020151112,130.0,0.0,3.0,133.0
020151113,155.0,1.0,4.0,160.0
020151201,153.0,3.0,4.0,160.0
020151202,125.0,4.0,2.0,131.0
020151203,115.0,5.0,3.0,123.0
020151204,102.0,2.0,0.0,104.0
020151205,137.0,5.0,1.0,143.0
020151206,111.0,3.0,3.0,117.0
020151207,50.0,1.0,0.0,51.0
020151208,80.0,3.0,1.0,84.0
020151209,69.0,4.0,2.0,75.0
020151301,139.0,2.0,3.0,144.0
020151302,115.0,3.0,0.0,118.0
020151303,76.0,1.0,0.0,77.0
020151304,101.0,2.0,1.0,104.0
020151305,53.0,1.0,0.0,54.0
020151306,54.0,4.0,1.0,59.0
020151307,92.0,1.0,1.0,94.0
020151308,60.0,0.0,0.0,60.0
020151309,138.0,7.0,2.0,147.0
020151310,85.0,0.0,0.0,85.0
020151401,111.0,10.0,6.0,127.0
020151402,115.0,1.0,1.0,117.0
020151403,94.0,1.0,0.0,95.0
020151404,97.0,2.0,3.0,102.0
020151405,152.0,4.0,1.0,157.0
020151406,51.0,0.0,0.0,51.0
020151407,172.0,2.0,2.0,176.0
020151408,117.0,4.0,3.0,124.0
020151409,93.0,4.0,4.0,101.0
020151410,97.0,0.0,2.0,99.0
020151411,177.0,6.0,1.0,184.0
020151501,90.0,2.0,1.0,93.0
020151502,112.0,9.0,1.0,122.0
020151503,137.0,2.0,1.0,140.0
020151504,177.0,3.0,3.0,183.0
020151505,138.0,7.0,2.0,147.0
020151506,134.0,2.0,4.0,140.0
020151507,128.0,4.0,0.0,132.0
020151508,91.0,7.0,4.0,102.0
020151509,160.0,1.0,2.0,163.0
020151510,132.0,1.0,0.0,133.0
020151601,130.0,2.0,0.0,132.0
020151602,146.0,7.0,0.0,153.0
020151603,190.0,6.0,3.0,199.0
020151604,125.0,1.0,2.0,128.0
