Código,Sí,No,Total,CO_FRAC_RA
020060205,208.0,18.0,226.0,6_2_5
020060206,317.0,25.0,342.0,6_2_6
020060207,319.0,27.0,346.0,6_2_7
020060208,344.0,24.0,368.0,6_2_8
020060209,235.0,17.0,252.0,6_2_9
020060210,298.0,36.0,334.0,6_2_10
020060211,451.0,57.0,508.0,6_2_11
020060301,321.0,46.0,367.0,6_3_1
020060302,281.0,22.0,303.0,6_3_2
020060303,321.0,28.0,349.0,6_3_3
020060304,222.0,21.0,243.0,6_3_4
020060305,243.0,17.0,260.0,6_3_5
020060306,329.0,27.0,356.0,6_3_6
020060307,333.0,37.0,370.0,6_3_7
020060308,278.0,27.0,305.0,6_3_8
020060309,393.0,58.0,451.0,6_3_9
020060310,363.0,30.0,393.0,6_3_10
020060401,192.0,16.0,208.0,6_4_1
020060402,219.0,8.0,227.0,6_4_2
020060403,304.0,35.0,339.0,6_4_3
020060404,286.0,33.0,319.0,6_4_4
020060405,275.0,13.0,288.0,6_4_5
020060406,287.0,35.0,322.0,6_4_6
020060407,224.0,18.0,242.0,6_4_7
020060408,342.0,28.0,370.0,6_4_8
020060409,301.0,21.0,322.0,6_4_9
020060410,283.0,56.0,339.0,6_4_10
020060411,329.0,16.0,345.0,6_4_11
020060501,353.0,30.0,383.0,6_5_1
020060502,423.0,30.0,453.0,6_5_2
020060503,338.0,34.0,372.0,6_5_3
020060504,268.0,25.0,293.0,6_5_4
020060505,359.0,33.0,392.0,6_5_5
020060506,287.0,17.0,304.0,6_5_6
020060507,313.0,21.0,334.0,6_5_7
020060508,198.0,7.0,205.0,6_5_8
020060509,226.0,11.0,237.0,6_5_9
020060510,379.0,28.0,407.0,6_5_10
020060511,391.0,25.0,416.0,6_5_11
020060512,131.0,28.0,159.0,6_5_12
020060601,496.0,50.0,546.0,6_6_1
020060602,769.0,23.0,792.0,6_6_2
020060603,475.0,34.0,509.0,6_6_3
020060604,213.0,13.0,226.0,6_6_4
020060605,190.0,11.0,201.0,6_6_5
020060606,309.0,24.0,333.0,6_6_6
020060607,333.0,17.0,350.0,6_6_7
020060608,379.0,29.0,408.0,6_6_8
020060609,343.0,13.0,356.0,6_6_9
020060701,245.0,35.0,280.0,6_7_1
020060702,300.0,43.0,343.0,6_7_2
020060703,262.0,16.0,278.0,6_7_3
020060704,341.0,31.0,372.0,6_7_4
020060705,332.0,27.0,359.0,6_7_5
020060706,238.0,22.0,260.0,6_7_6
020060707,369.0,30.0,399.0,6_7_7
020060708,268.0,39.0,307.0,6_7_8
020060709,299.0,21.0,320.0,6_7_9
020060710,305.0,21.0,326.0,6_7_10
020060711,247.0,46.0,293.0,6_7_11
020060712,268.0,18.0,286.0,6_7_12
020060713,222.0,14.0,236.0,6_7_13
020060801,310.0,45.0,355.0,6_8_1
020060802,413.0,44.0,457.0,6_8_2
020060803,247.0,13.0,260.0,6_8_3
020060804,279.0,21.0,300.0,6_8_4
020060805,223.0,28.0,251.0,6_8_5
020060806,502.0,31.0,533.0,6_8_6
020060807,268.0,51.0,319.0,6_8_7
020060808,454.0,55.0,509.0,6_8_8
020060809,219.0,47.0,266.0,6_8_9
020060810,312.0,22.0,334.0,6_8_10
020060901,276.0,21.0,297.0,6_9_1
020060902,251.0,9.0,260.0,6_9_2
020060903,279.0,14.0,293.0,6_9_3
020060904,413.0,17.0,430.0,6_9_4
020060905,159.0,11.0,170.0,6_9_5
020060906,360.0,21.0,381.0,6_9_6
020060907,205.0,44.0,249.0,6_9_7
020060908,191.0,5.0,196.0,6_9_8
020060909,350.0,12.0,362.0,6_9_9
020060910,304.0,20.0,324.0,6_9_10
020061001,285.0,18.0,303.0,6_10_1
020061002,238.0,50.0,288.0,6_10_2
020061003,351.0,32.0,383.0,6_10_3
020061004,300.0,37.0,337.0,6_10_4
020061005,438.0,23.0,461.0,6_10_5
020061006,428.0,27.0,455.0,6_10_6
020061007,284.0,51.0,335.0,6_10_7
020061008,531.0,37.0,568.0,6_10_8
020061009,237.0,9.0,246.0,6_10_9
020061010,421.0,42.0,463.0,6_10_10
020061101,400.0,29.0,429.0,6_11_1
020061102,219.0,23.0,242.0,6_11_2
020061103,341.0,27.0,368.0,6_11_3
020061104,313.0,30.0,343.0,6_11_4
020061105,227.0,22.0,249.0,6_11_5
020061106,278.0,31.0,309.0,6_11_6
020061107,296.0,61.0,357.0,6_11_7
020061108,344.0,25.0,369.0,6_11_8
020061109,264.0,24.0,288.0,6_11_9
020061110,222.0,18.0,240.0,6_11_10
020061201,238.0,18.0,256.0,6_12_1
020061202,192.0,36.0,228.0,6_12_2
020061203,255.0,33.0,288.0,6_12_3
020061204,177.0,16.0,193.0,6_12_4
020061205,356.0,28.0,384.0,6_12_5
020061206,237.0,6.0,243.0,6_12_6
020061207,324.0,25.0,349.0,6_12_7
020061208,280.0,23.0,303.0,6_12_8
020061209,340.0,22.0,362.0,6_12_9
020061210,224.0,12.0,236.0,6_12_10
020061211,345.0,27.0,372.0,6_12_11
020061212,178.0,30.0,208.0,6_12_12
020061301,289.0,18.0,307.0,6_13_1
020061302,546.0,40.0,586.0,6_13_2
020061303,281.0,21.0,302.0,6_13_3
020061304,449.0,48.0,497.0,6_13_4
020061305,316.0,45.0,361.0,6_13_5
020061306,252.0,15.0,267.0,6_13_6
020061307,340.0,29.0,369.0,6_13_7
020061308,414.0,83.0,497.0,6_13_8
020061309,391.0,35.0,426.0,6_13_9
020061401,350.0,32.0,382.0,6_14_1
020061402,235.0,15.0,250.0,6_14_2
020061403,316.0,68.0,384.0,6_14_3
020061404,485.0,46.0,531.0,6_14_4
020061405,388.0,19.0,407.0,6_14_5
020061406,439.0,45.0,484.0,6_14_6
020061407,217.0,20.0,237.0,6_14_7
020061408,202.0,16.0,218.0,6_14_8
020061409,285.0,24.0,309.0,6_14_9
020061410,348.0,44.0,392.0,6_14_10
020061501,262.0,22.0,284.0,6_15_1
020061502,735.0,35.0,770.0,6_15_2
020061503,336.0,22.0,358.0,6_15_3
020061504,251.0,19.0,270.0,6_15_4
020061505,289.0,31.0,320.0,6_15_5
020061506,270.0,13.0,283.0,6_15_6
020061507,285.0,50.0,335.0,6_15_7
020061508,383.0,62.0,445.0,6_15_8
020061509,208.0,19.0,227.0,6_15_9
020061510,278.0,27.0,305.0,6_15_10
020061601,273.0,10.0,283.0,6_16_1
020061602,268.0,16.0,284.0,6_16_2
020061603,361.0,32.0,393.0,6_16_3
020061604,302.0,8.0,310.0,6_16_4
020061605,375.0,18.0,393.0,6_16_5
020061606,393.0,22.0,415.0,6_16_6
020061607,345.0,43.0,388.0,6_16_7
020061608,517.0,43.0,560.0,6_16_8
020061609,377.0,41.0,418.0,6_16_9
020061610,455.0,44.0,499.0,6_16_10
020061611,356.0,34.0,390.0,6_16_11
020061701,393.0,23.0,416.0,6_17_1
020061702,399.0,20.0,419.0,6_17_2
020061703,283.0,26.0,309.0,6_17_3
020061704,349.0,11.0,360.0,6_17_4
020061705,740.0,99.0,839.0,6_17_5
020061706,476.0,31.0,507.0,6_17_6
020061707,261.0,16.0,277.0,6_17_7
020061801,252.0,11.0,263.0,6_18_1
020061802,245.0,11.0,256.0,6_18_2
020061803,301.0,12.0,313.0,6_18_3
020061804,301.0,8.0,309.0,6_18_4
020061805,377.0,13.0,390.0,6_18_5
020061806,436.0,18.0,454.0,6_18_6
020061807,504.0,22.0,526.0,6_18_7
020061808,487.0,25.0,512.0,6_18_8
020061809,363.0,32.0,395.0,6_18_9
020061901,365.0,20.0,385.0,6_19_1
020061902,620.0,21.0,641.0,6_19_2
020061903,584.0,19.0,603.0,6_19_3
020061904,432.0,21.0,453.0,6_19_4
020061905,285.0,20.0,305.0,6_19_5
020061906,407.0,32.0,439.0,6_19_6
020061907,418.0,26.0,444.0,6_19_7
020061908,404.0,27.0,431.0,6_19_8
020062001,199.0,15.0,214.0,6_20_1
020062002,239.0,19.0,258.0,6_20_2
020062003,402.0,45.0,447.0,6_20_3
020062004,241.0,15.0,256.0,6_20_4
020062005,369.0,15.0,384.0,6_20_5
020062006,342.0,38.0,380.0,6_20_6
020062007,234.0,20.0,254.0,6_20_7
020062008,461.0,22.0,483.0,6_20_8
020062009,294.0,23.0,317.0,6_20_9
020062010,366.0,19.0,385.0,6_20_10
020062101,253.0,40.0,293.0,6_21_1
020062102,407.0,45.0,452.0,6_21_2
020062103,364.0,90.0,454.0,6_21_3
020062104,225.0,37.0,262.0,6_21_4
020062105,297.0,33.0,330.0,6_21_5
020062106,215.0,16.0,231.0,6_21_6
020062107,328.0,50.0,378.0,6_21_7
020062108,387.0,78.0,465.0,6_21_8
020062109,271.0,23.0,294.0,6_21_9
020062110,339.0,29.0,368.0,6_21_10
020062111,361.0,26.0,387.0,6_21_11
020070101,175.0,48.0,223.0,7_1_1
020070102,256.0,50.0,306.0,7_1_2
020070103,254.0,62.0,316.0,7_1_3
020070104,202.0,53.0,255.0,7_1_4
020070105,134.0,38.0,172.0,7_1_5
020070106,205.0,64.0,269.0,7_1_6
020070107,147.0,38.0,185.0,7_1_7
020070108,264.0,55.0,319.0,7_1_8
020070109,179.0,112.0,291.0,7_1_9
020070110,338.0,81.0,419.0,7_1_10
020070201,271.0,18.0,289.0,7_2_1
020070202,339.0,31.0,370.0,7_2_2
020070203,239.0,64.0,303.0,7_2_3
020070204,530.0,130.0,660.0,7_2_4
020070205,269.0,89.0,358.0,7_2_5
020070206,340.0,56.0,396.0,7_2_6
020070207,180.0,65.0,245.0,7_2_7
020070208,220.0,76.0,296.0,7_2_8
020070209,341.0,53.0,394.0,7_2_9
020070301,268.0,33.0,301.0,7_3_1
020070302,340.0,41.0,381.0,7_3_2
020070303,400.0,77.0,477.0,7_3_3
020070304,340.0,55.0,395.0,7_3_4
020070305,277.0,32.0,309.0,7_3_5
020070306,290.0,48.0,338.0,7_3_6
020070307,390.0,58.0,448.0,7_3_7
020070308,278.0,29.0,307.0,7_3_8
020070309,229.0,44.0,273.0,7_3_9
020070310,385.0,40.0,425.0,7_3_10
020070401,426.0,108.0,534.0,7_4_1
020070402,323.0,11.0,334.0,7_4_2
020070403,425.0,25.0,450.0,7_4_3
020070404,521.0,39.0,560.0,7_4_4
020070405,337.0,60.0,397.0,7_4_5
020070406,408.0,28.0,436.0,7_4_6
020070407,440.0,32.0,472.0,7_4_7
020070408,379.0,17.0,396.0,7_4_8
020070409,200.0,23.0,223.0,7_4_9
020070410,320.0,45.0,365.0,7_4_10
020070501,329.0,12.0,341.0,7_5_1
020070502,232.0,11.0,243.0,7_5_2
020070503,298.0,30.0,328.0,7_5_3
020070504,431.0,26.0,457.0,7_5_4
020070505,392.0,70.0,462.0,7_5_5
020070506,233.0,36.0,269.0,7_5_6
020070507,251.0,18.0,269.0,7_5_7
020070508,295.0,50.0,345.0,7_5_8
020070509,309.0,151.0,460.0,7_5_9
020070601,344.0,28.0,372.0,7_6_1
020070602,279.0,20.0,299.0,7_6_2
020070603,185.0,58.0,243.0,7_6_3
020070604,208.0,97.0,305.0,7_6_4
020070605,301.0,113.0,414.0,7_6_5
020070606,337.0,57.0,394.0,7_6_6
020070607,346.0,33.0,379.0,7_6_7
020070608,180.0,5.0,185.0,7_6_8
020070609,280.0,9.0,289.0,7_6_9
020070701,224.0,21.0,245.0,7_7_1
020070702,173.0,31.0,204.0,7_7_2
020070703,360.0,49.0,409.0,7_7_3
020070704,202.0,64.0,266.0,7_7_4
020070705,169.0,118.0,287.0,7_7_5
020070706,332.0,33.0,365.0,7_7_6
020070707,219.0,29.0,248.0,7_7_7
020070708,204.0,16.0,220.0,7_7_8
020070709,306.0,104.0,410.0,7_7_9
020070710,334.0,21.0,355.0,7_7_10
020070711,265.0,17.0,282.0,7_7_11
020070801,271.0,55.0,326.0,7_8_1
020070802,307.0,49.0,356.0,7_8_2
020070803,222.0,25.0,247.0,7_8_3
020070804,316.0,42.0,358.0,7_8_4
020070805,340.0,52.0,392.0,7_8_5
020070806,322.0,51.0,373.0,7_8_6
020070807,261.0,58.0,319.0,7_8_7
020070808,293.0,75.0,368.0,7_8_8
020070901,228.0,31.0,259.0,7_9_1
020070902,247.0,29.0,276.0,7_9_2
020070903,215.0,11.0,226.0,7_9_3
020070904,350.0,65.0,415.0,7_9_4
020070905,177.0,20.0,197.0,7_9_5
020070906,316.0,40.0,356.0,7_9_6
020070907,301.0,28.0,329.0,7_9_7
020070908,358.0,39.0,397.0,7_9_8
020070909,239.0,59.0,298.0,7_9_9
020070910,289.0,18.0,307.0,7_9_10
020070911,215.0,48.0,263.0,7_9_11
020071001,284.0,19.0,303.0,7_10_1
020071002,178.0,7.0,185.0,7_10_2
020071003,232.0,22.0,254.0,7_10_3
020071004,279.0,16.0,295.0,7_10_4
020071005,230.0,10.0,240.0,7_10_5
020071006,299.0,52.0,351.0,7_10_6
020071007,312.0,27.0,339.0,7_10_7
020071008,395.0,33.0,428.0,7_10_8
020071009,287.0,20.0,307.0,7_10_9
020071010,296.0,36.0,332.0,7_10_10
020071101,266.0,49.0,315.0,7_11_1
020071102,384.0,18.0,402.0,7_11_2
020071103,323.0,44.0,367.0,7_11_3
020071104,363.0,17.0,380.0,7_11_4
020071105,212.0,17.0,229.0,7_11_5
020071106,252.0,15.0,267.0,7_11_6
020071107,477.0,19.0,496.0,7_11_7
020071108,374.0,78.0,452.0,7_11_8
020071109,349.0,17.0,366.0,7_11_9
020071110,246.0,3.0,249.0,7_11_10
020071201,406.0,16.0,422.0,7_12_1
020071202,202.0,14.0,216.0,7_12_2
020071203,269.0,9.0,278.0,7_12_3
020071204,309.0,10.0,319.0,7_12_4
020071205,292.0,5.0,297.0,7_12_5
020071206,277.0,25.0,302.0,7_12_6
020071207,193.0,25.0,218.0,7_12_7
020071208,177.0,36.0,213.0,7_12_8
020071209,254.0,36.0,290.0,7_12_9
020071301,263.0,57.0,320.0,7_13_1
020071302,276.0,18.0,294.0,7_13_2
020071303,378.0,37.0,415.0,7_13_3
020071304,202.0,14.0,216.0,7_13_4
020071305,315.0,14.0,329.0,7_13_5
020071306,261.0,4.0,265.0,7_13_6
020071307,192.0,10.0,202.0,7_13_7
020071308,171.0,23.0,194.0,7_13_8
020071309,157.0,9.0,166.0,7_13_9
020071310,189.0,4.0,193.0,7_13_10
020071311,245.0,8.0,253.0,7_13_11
020071312,207.0,15.0,222.0,7_13_12
020071313,186.0,10.0,196.0,7_13_13
020071314,206.0,14.0,220.0,7_13_14
020071315,165.0,20.0,185.0,7_13_15
020071401,271.0,42.0,313.0,7_14_1
020071402,241.0,57.0,298.0,7_14_2
020071403,225.0,32.0,257.0,7_14_3
020071404,243.0,15.0,258.0,7_14_4
020071405,273.0,22.0,295.0,7_14_5
020071406,335.0,44.0,379.0,7_14_6
020071407,252.0,20.0,272.0,7_14_7
020071408,270.0,30.0,300.0,7_14_8
020071409,244.0,45.0,289.0,7_14_9
020071410,203.0,30.0,233.0,7_14_10
020071411,285.0,38.0,323.0,7_14_11
020071412,303.0,36.0,339.0,7_14_12
020071413,204.0,47.0,251.0,7_14_13
020071501,164.0,61.0,225.0,7_15_1
020071502,272.0,88.0,360.0,7_15_2
020071503,262.0,54.0,316.0,7_15_3
020071504,200.0,32.0,232.0,7_15_4
020071505,203.0,30.0,233.0,7_15_5
020071506,287.0,47.0,334.0,7_15_6
020071507,237.0,48.0,285.0,7_15_7
020071508,245.0,48.0,293.0,7_15_8
020071509,334.0,63.0,397.0,7_15_9
020071510,259.0,68.0,327.0,7_15_10
020071511,301.0,66.0,367.0,7_15_11
020071601,233.0,15.0,248.0,7_16_1
020071602,232.0,21.0,253.0,7_16_2
020071603,251.0,13.0,264.0,7_16_3
020071604,217.0,24.0,241.0,7_16_4
020071605,227.0,47.0,274.0,7_16_5
020071606,304.0,48.0,352.0,7_16_6
020071607,273.0,47.0,320.0,7_16_7
020071608,273.0,79.0,352.0,7_16_8
020071609,234.0,101.0,335.0,7_16_9
020071701,117.0,322.0,439.0,7_17_1
020071702,13.0,487.0,500.0,7_17_2
020071703,10.0,406.0,416.0,7_17_3
020071704,14.0,495.0,509.0,7_17_4
020071705,18.0,250.0,268.0,7_17_5
020071706,66.0,309.0,375.0,7_17_6
020071707,60.0,704.0,764.0,7_17_7
020071708,15.0,323.0,338.0,7_17_8
020071709,34.0,584.0,618.0,7_17_9
020071710,16.0,484.0,500.0,7_17_10
020071711,4.0,186.0,190.0,7_17_11
020071801,24.0,371.0,395.0,7_18_1
020071802,10.0,114.0,124.0,7_18_2
020071803,21.0,267.0,288.0,7_18_3
020071804,54.0,200.0,254.0,7_18_4
020071805,91.0,201.0,292.0,7_18_5
020071806,66.0,419.0,485.0,7_18_6
020071807,171.0,115.0,286.0,7_18_7
020071808,168.0,78.0,246.0,7_18_8
020071809,46.0,331.0,377.0,7_18_9
020071810,84.0,330.0,414.0,7_18_10
020071811,69.0,334.0,403.0,7_18_11
020071901,103.0,171.0,274.0,7_19_1
020071902,206.0,301.0,507.0,7_19_2
020071903,137.0,226.0,363.0,7_19_3
020071904,171.0,284.0,455.0,7_19_4
020071905,160.0,232.0,392.0,7_19_5
020071906,260.0,180.0,440.0,7_19_6
020072001,344.0,36.0,380.0,7_20_1
020072002,179.0,13.0,192.0,7_20_2
020072003,228.0,31.0,259.0,7_20_3
020072004,162.0,28.0,190.0,7_20_4
020072005,242.0,36.0,278.0,7_20_5
020072006,253.0,30.0,283.0,7_20_6
020072007,213.0,66.0,279.0,7_20_7
020072008,367.0,74.0,441.0,7_20_8
020072009,243.0,59.0,302.0,7_20_9
020072010,224.0,144.0,368.0,7_20_10
020072011,289.0,74.0,363.0,7_20_11
020072012,178.0,45.0,223.0,7_20_12
020072013,490.0,85.0,575.0,7_20_13
020072101,375.0,49.0,424.0,7_21_1
020072102,425.0,41.0,466.0,7_21_2
020072103,365.0,68.0,433.0,7_21_3
020072104,232.0,8.0,240.0,7_21_4
020072105,221.0,29.0,250.0,7_21_5
020072106,386.0,37.0,423.0,7_21_6
020072107,272.0,31.0,303.0,7_21_7
020072108,168.0,7.0,175.0,7_21_8
020072109,281.0,26.0,307.0,7_21_9
020072110,350.0,26.0,376.0,7_21_10
020072111,312.0,27.0,339.0,7_21_11
020072112,290.0,23.0,313.0,7_21_12
020072201,275.0,22.0,297.0,7_22_1
020072202,305.0,60.0,365.0,7_22_2
020072203,345.0,16.0,361.0,7_22_3
020072204,360.0,18.0,378.0,7_22_4
020072205,327.0,59.0,386.0,7_22_5
020072206,320.0,45.0,365.0,7_22_6
020072207,205.0,16.0,221.0,7_22_7
020072208,222.0,13.0,235.0,7_22_8
020072209,217.0,7.0,224.0,7_22_9
020072210,237.0,31.0,268.0,7_22_10
020072211,271.0,15.0,286.0,7_22_11
020072212,244.0,12.0,256.0,7_22_12
020072213,275.0,14.0,289.0,7_22_13
020072301,289.0,14.0,303.0,7_23_1
020072302,370.0,18.0,388.0,7_23_2
020072303,288.0,30.0,318.0,7_23_3
020072304,246.0,26.0,272.0,7_23_4
020072305,274.0,16.0,290.0,7_23_5
020072306,257.0,19.0,276.0,7_23_6
020072307,288.0,25.0,313.0,7_23_7
020072308,278.0,44.0,322.0,7_23_8
020072309,266.0,23.0,289.0,7_23_9
020072401,317.0,28.0,345.0,7_24_1
020072402,260.0,58.0,318.0,7_24_2
020072403,352.0,32.0,384.0,7_24_3
020072404,326.0,53.0,379.0,7_24_4
020072405,306.0,38.0,344.0,7_24_5
020072406,322.0,49.0,371.0,7_24_6
020072407,256.0,33.0,289.0,7_24_7
020072408,295.0,36.0,331.0,7_24_8
020072409,300.0,41.0,341.0,7_24_9
020072410,289.0,34.0,323.0,7_24_10
020072411,329.0,42.0,371.0,7_24_11
020080101,38.0,293.0,331.0,8_1_1
020080102,180.0,337.0,517.0,8_1_2
020080103,36.0,315.0,351.0,8_1_3
020080104,55.0,427.0,482.0,8_1_4
020080105,104.0,345.0,449.0,8_1_5
020080106,114.0,513.0,627.0,8_1_6
020080107,34.0,426.0,460.0,8_1_7
020080108,147.0,227.0,374.0,8_1_8
020080109,190.0,620.0,810.0,8_1_9
020080110,103.0,337.0,440.0,8_1_10
020080111,29.0,153.0,182.0,8_1_11
020080112,116.0,903.0,1019.0,8_1_12
020080201,228.0,159.0,387.0,8_2_1
020080202,120.0,48.0,168.0,8_2_2
020080203,104.0,57.0,161.0,8_2_3
020080204,160.0,89.0,249.0,8_2_4
020080205,105.0,69.0,174.0,8_2_5
020080206,205.0,44.0,249.0,8_2_6
020080207,317.0,87.0,404.0,8_2_7
020080208,214.0,93.0,307.0,8_2_8
020080209,233.0,38.0,271.0,8_2_9
020080210,174.0,14.0,188.0,8_2_10
020080301,246.0,88.0,334.0,8_3_1
020080302,208.0,48.0,256.0,8_3_2
020080303,147.0,40.0,187.0,8_3_3
020080304,194.0,56.0,250.0,8_3_4
020080305,213.0,25.0,238.0,8_3_5
020080306,119.0,25.0,144.0,8_3_6
020080307,206.0,39.0,245.0,8_3_7
020080308,42.0,505.0,547.0,8_3_8
020080309,159.0,410.0,569.0,8_3_9
020080310,119.0,359.0,478.0,8_3_10
020080401,227.0,60.0,287.0,8_4_1
020080402,183.0,31.0,214.0,8_4_2
020080403,189.0,31.0,220.0,8_4_3
020080404,200.0,24.0,224.0,8_4_4
020080405,293.0,39.0,332.0,8_4_5
020080406,304.0,46.0,350.0,8_4_6
020080407,222.0,56.0,278.0,8_4_7
020080408,222.0,56.0,278.0,8_4_8
020080409,228.0,30.0,258.0,8_4_9
020080410,266.0,40.0,306.0,8_4_10
020080411,219.0,33.0,252.0,8_4_11
020080501,230.0,47.0,277.0,8_5_1
020080502,225.0,38.0,263.0,8_5_2
020080503,206.0,64.0,270.0,8_5_3
020080504,238.0,53.0,291.0,8_5_4
020080505,167.0,34.0,201.0,8_5_5
020080506,240.0,42.0,282.0,8_5_6
020080507,271.0,65.0,336.0,8_5_7
020080508,234.0,20.0,254.0,8_5_8
020080509,276.0,22.0,298.0,8_5_9
020080510,383.0,28.0,411.0,8_5_10
020080511,291.0,28.0,319.0,8_5_11
020080601,272.0,30.0,302.0,8_6_1
020080602,358.0,39.0,397.0,8_6_2
020080603,357.0,45.0,402.0,8_6_3
020080604,196.0,37.0,233.0,8_6_4
020080605,271.0,49.0,320.0,8_6_5
020080606,226.0,94.0,320.0,8_6_6
020080607,162.0,46.0,208.0,8_6_7
020080608,203.0,38.0,241.0,8_6_8
020080609,225.0,59.0,284.0,8_6_9
020080610,160.0,59.0,219.0,8_6_10
020080611,117.0,86.0,203.0,8_6_11
020080701,140.0,219.0,359.0,8_7_1
020080702,136.0,342.0,478.0,8_7_2
020080703,124.0,369.0,493.0,8_7_3
020080704,64.0,382.0,446.0,8_7_4
020080705,75.0,468.0,543.0,8_7_5
020080706,54.0,341.0,395.0,8_7_6
020080707,50.0,611.0,661.0,8_7_7
020080708,46.0,411.0,457.0,8_7_8
020080709,74.0,740.0,814.0,8_7_9
020080710,59.0,226.0,285.0,8_7_10
020080711,127.0,284.0,411.0,8_7_11
020080712,171.0,224.0,395.0,8_7_12
020080713,135.0,256.0,391.0,8_7_13
020080714,18.0,556.0,574.0,8_7_14
020080801,232.0,49.0,281.0,8_8_1
020080802,274.0,35.0,309.0,8_8_2
020080803,209.0,26.0,235.0,8_8_3
020080804,267.0,33.0,300.0,8_8_4
020080805,196.0,44.0,240.0,8_8_5
020080806,276.0,45.0,321.0,8_8_6
020080807,279.0,29.0,308.0,8_8_7
020080808,193.0,13.0,206.0,8_8_8
020080809,189.0,43.0,232.0,8_8_9
020080810,231.0,58.0,289.0,8_8_10
020080811,303.0,35.0,338.0,8_8_11
020080901,220.0,51.0,271.0,8_9_1
020080902,268.0,30.0,298.0,8_9_2
020080903,300.0,52.0,352.0,8_9_3
020080904,161.0,25.0,186.0,8_9_4
020080905,350.0,35.0,385.0,8_9_5
020080906,233.0,61.0,294.0,8_9_6
020080907,231.0,29.0,260.0,8_9_7
020080908,232.0,26.0,258.0,8_9_8
020080909,275.0,40.0,315.0,8_9_9
020081001,258.0,20.0,278.0,8_10_1
020081002,217.0,20.0,237.0,8_10_2
020081003,334.0,46.0,380.0,8_10_3
020081004,638.0,81.0,719.0,8_10_4
020081005,727.0,115.0,842.0,8_10_5
020081006,499.0,80.0,579.0,8_10_6
020081007,475.0,68.0,543.0,8_10_7
020081008,143.0,177.0,320.0,8_10_8
020081101,764.0,146.0,910.0,8_11_1
020081102,603.0,115.0,718.0,8_11_2
020081103,960.0,97.0,1057.0,8_11_3
020081104,585.0,58.0,643.0,8_11_4
020081105,379.0,70.0,449.0,8_11_5
020081201,262.0,44.0,306.0,8_12_1
020081202,316.0,40.0,356.0,8_12_2
020081203,284.0,47.0,331.0,8_12_3
020081204,266.0,36.0,302.0,8_12_4
020081205,297.0,44.0,341.0,8_12_5
020081206,222.0,27.0,249.0,8_12_6
020081207,233.0,45.0,278.0,8_12_7
020081301,1.0,19.0,20.0,8_13_1
020081302,84.0,34.0,118.0,8_13_2
020081303,228.0,83.0,311.0,8_13_3
020081304,243.0,90.0,333.0,8_13_4
020081305,253.0,62.0,315.0,8_13_5
020081306,169.0,52.0,221.0,8_13_6
020081307,195.0,58.0,253.0,8_13_7
020081308,242.0,55.0,297.0,8_13_8
020081401,116.0,348.0,464.0,8_14_1
020081402,101.0,281.0,382.0,8_14_2
020081403,160.0,358.0,518.0,8_14_3
020081404,207.0,586.0,793.0,8_14_4
020081405,230.0,155.0,385.0,8_14_5
020081406,200.0,50.0,250.0,8_14_6
020081407,233.0,64.0,297.0,8_14_7
020081408,218.0,41.0,259.0,8_14_8
020081409,219.0,117.0,336.0,8_14_9
020081410,225.0,88.0,313.0,8_14_10
020081501,44.0,808.0,852.0,8_15_1
020081502,47.0,608.0,655.0,8_15_2
020081503,197.0,470.0,667.0,8_15_3
020081504,91.0,140.0,231.0,8_15_4
020081505,221.0,656.0,877.0,8_15_5
020081506,105.0,128.0,233.0,8_15_6
020081507,107.0,152.0,259.0,8_15_7
020081508,126.0,232.0,358.0,8_15_8
020081509,239.0,280.0,519.0,8_15_9
020081510,257.0,132.0,389.0,8_15_10
020081601,202.0,97.0,299.0,8_16_1
020081602,89.0,94.0,183.0,8_16_2
020081603,178.0,111.0,289.0,8_16_3
020081604,136.0,130.0,266.0,8_16_4
020081605,198.0,96.0,294.0,8_16_5
020081606,179.0,88.0,267.0,8_16_6
020081607,175.0,101.0,276.0,8_16_7
020081608,145.0,91.0,236.0,8_16_8
020081609,184.0,96.0,280.0,8_16_9
020081610,185.0,94.0,279.0,8_16_10
020081701,210.0,13.0,223.0,8_17_1
020081702,199.0,22.0,221.0,8_17_2
020081703,269.0,58.0,327.0,8_17_3
020081704,276.0,14.0,290.0,8_17_4
020081705,116.0,57.0,173.0,8_17_5
020090101,196.0,10.0,206.0,9_1_1
020090102,177.0,7.0,184.0,9_1_2
020090103,220.0,41.0,261.0,9_1_3
020090104,221.0,48.0,269.0,9_1_4
020090105,243.0,51.0,294.0,9_1_5
020090106,219.0,72.0,291.0,9_1_6
020090107,220.0,37.0,257.0,9_1_7
020090108,218.0,60.0,278.0,9_1_8
020090109,276.0,68.0,344.0,9_1_9
020090201,306.0,43.0,349.0,9_2_1
020090202,271.0,30.0,301.0,9_2_2
020090203,299.0,31.0,330.0,9_2_3
020090204,357.0,57.0,414.0,9_2_4
020090205,373.0,55.0,428.0,9_2_5
020090206,223.0,32.0,255.0,9_2_6
020090207,267.0,33.0,300.0,9_2_7
020090208,226.0,19.0,245.0,9_2_8
020090209,306.0,52.0,358.0,9_2_9
020090210,290.0,15.0,305.0,9_2_10
020090211,315.0,26.0,341.0,9_2_11
020090212,202.0,21.0,223.0,9_2_12
020090301,173.0,90.0,263.0,9_3_1
020090302,194.0,61.0,255.0,9_3_2
020090303,205.0,34.0,239.0,9_3_3
