Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020130410,234.0,0.0,0.0,3.0,237.0,13_4_10
020130411,364.0,6.0,0.0,0.0,370.0,13_4_11
020130412,604.0,7.0,0.0,2.0,613.0,13_4_12
020130413,332.0,3.0,0.0,2.0,337.0,13_4_13
020130414,327.0,0.0,0.0,0.0,327.0,13_4_14
020130501,340.0,4.0,0.0,0.0,344.0,13_5_1
020130502,390.0,11.0,0.0,2.0,403.0,13_5_2
020130503,514.0,13.0,0.0,3.0,530.0,13_5_3
020130504,476.0,1.0,0.0,1.0,478.0,13_5_4
020130505,352.0,4.0,0.0,3.0,359.0,13_5_5
020130506,429.0,5.0,0.0,3.0,437.0,13_5_6
020130507,318.0,2.0,0.0,7.0,327.0,13_5_7
020130508,407.0,3.0,0.0,7.0,417.0,13_5_8
020130601,280.0,1.0,0.0,2.0,283.0,13_6_1
020130602,414.0,10.0,0.0,1.0,425.0,13_6_2
020130603,365.0,3.0,0.0,0.0,368.0,13_6_3
020130604,404.0,7.0,0.0,8.0,419.0,13_6_4
020130605,447.0,1.0,0.0,6.0,454.0,13_6_5
020130606,367.0,1.0,0.0,0.0,368.0,13_6_6
020130607,418.0,5.0,0.0,2.0,425.0,13_6_7
020130608,335.0,4.0,0.0,0.0,339.0,13_6_8
020130701,271.0,0.0,0.0,0.0,271.0,13_7_1
020130702,218.0,2.0,0.0,1.0,221.0,13_7_2
020130703,455.0,2.0,0.0,0.0,457.0,13_7_3
020130704,343.0,0.0,0.0,1.0,344.0,13_7_4
020130705,472.0,3.0,0.0,1.0,476.0,13_7_5
020130706,378.0,0.0,0.0,3.0,381.0,13_7_6
020130707,343.0,3.0,0.0,0.0,346.0,13_7_7
020130708,306.0,1.0,0.0,2.0,309.0,13_7_8
020130709,372.0,1.0,0.0,0.0,373.0,13_7_9
020130801,311.0,1.0,0.0,2.0,314.0,13_8_1
020130802,274.0,1.0,0.0,0.0,275.0,13_8_2
020130803,411.0,0.0,0.0,0.0,411.0,13_8_3
020130804,381.0,4.0,0.0,3.0,388.0,13_8_4
020130805,445.0,3.0,0.0,4.0,452.0,13_8_5
020130806,294.0,0.0,0.0,1.0,295.0,13_8_6
020130807,362.0,1.0,0.0,1.0,364.0,13_8_7
020130808,437.0,2.0,0.0,0.0,439.0,13_8_8
020130809,323.0,3.0,0.0,0.0,326.0,13_8_9
020130810,290.0,2.0,0.0,0.0,292.0,13_8_10
020130901,284.0,1.0,1.0,1.0,287.0,13_9_1
020130902,291.0,0.0,0.0,12.0,303.0,13_9_2
020130903,246.0,1.0,0.0,0.0,247.0,13_9_3
020130904,293.0,0.0,0.0,0.0,293.0,13_9_4
020130905,485.0,1.0,0.0,2.0,488.0,13_9_5
020130906,314.0,5.0,0.0,1.0,320.0,13_9_6
020130907,296.0,0.0,0.0,0.0,296.0,13_9_7
020130908,344.0,0.0,0.0,0.0,344.0,13_9_8
020130909,363.0,0.0,0.0,0.0,363.0,13_9_9
020130910,237.0,1.0,0.0,1.0,239.0,13_9_10
020131001,400.0,8.0,0.0,7.0,415.0,13_10_1
020131002,391.0,13.0,0.0,0.0,404.0,13_10_2
020131003,413.0,9.0,0.0,5.0,427.0,13_10_3
020131004,413.0,2.0,0.0,2.0,417.0,13_10_4
020131005,240.0,11.0,0.0,1.0,252.0,13_10_5
020131006,382.0,6.0,0.0,0.0,388.0,13_10_6
020131007,307.0,0.0,0.0,14.0,321.0,13_10_7
020131008,431.0,1.0,0.0,0.0,432.0,13_10_8
020131009,322.0,0.0,0.0,3.0,325.0,13_10_9
020131010,419.0,3.0,0.0,2.0,424.0,13_10_10
020131011,310.0,2.0,0.0,2.0,314.0,13_10_11
020131101,169.0,1.0,0.0,2.0,172.0,13_11_1
020131102,238.0,3.0,0.0,0.0,241.0,13_11_2
020131103,206.0,1.0,0.0,0.0,207.0,13_11_3
020131104,228.0,1.0,0.0,0.0,229.0,13_11_4
020131105,217.0,5.0,0.0,0.0,222.0,13_11_5
020131106,394.0,14.0,0.0,0.0,408.0,13_11_6
020131107,274.0,10.0,0.0,0.0,284.0,13_11_7
020131201,270.0,5.0,0.0,2.0,277.0,13_12_1
020131202,317.0,3.0,0.0,0.0,320.0,13_12_2
020131203,230.0,7.0,0.0,0.0,237.0,13_12_3
020131204,346.0,4.0,0.0,2.0,352.0,13_12_4
020131205,214.0,2.0,1.0,1.0,218.0,13_12_5
020131206,229.0,8.0,0.0,3.0,240.0,13_12_6
020131207,306.0,9.0,0.0,26.0,341.0,13_12_7
020131208,279.0,3.0,0.0,0.0,282.0,13_12_8
020131209,381.0,3.0,0.0,0.0,384.0,13_12_9
020131210,243.0,3.0,0.0,3.0,249.0,13_12_10
020131301,375.0,1.0,0.0,0.0,376.0,13_13_1
020131302,155.0,0.0,0.0,0.0,155.0,13_13_2
020131303,320.0,2.0,0.0,0.0,322.0,13_13_3
020131304,392.0,2.0,0.0,0.0,394.0,13_13_4
020131305,411.0,0.0,0.0,0.0,411.0,13_13_5
020131306,129.0,2.0,0.0,1.0,132.0,13_13_6
020131307,296.0,2.0,0.0,7.0,305.0,13_13_7
020131308,247.0,2.0,0.0,0.0,249.0,13_13_8
020131309,287.0,0.0,0.0,0.0,287.0,13_13_9
020131310,358.0,0.0,0.0,0.0,358.0,13_13_10
020131311,214.0,1.0,0.0,0.0,215.0,13_13_11
020131312,326.0,1.0,0.0,0.0,327.0,13_13_12
020131313,551.0,4.0,0.0,1.0,556.0,13_13_13
020131314,346.0,2.0,0.0,0.0,348.0,13_13_14
020131401,340.0,1.0,0.0,0.0,341.0,13_14_1
020131402,162.0,0.0,0.0,0.0,162.0,13_14_2
020131403,366.0,0.0,1.0,0.0,367.0,13_14_3
020131404,285.0,3.0,0.0,3.0,291.0,13_14_4
020131405,227.0,1.0,0.0,0.0,228.0,13_14_5
020131406,358.0,1.0,0.0,0.0,359.0,13_14_6
020131407,165.0,0.0,0.0,0.0,165.0,13_14_7
020131408,253.0,1.0,0.0,0.0,254.0,13_14_8
020131409,238.0,0.0,0.0,0.0,238.0,13_14_9
020131410,294.0,0.0,0.0,4.0,298.0,13_14_10
020131411,283.0,0.0,1.0,0.0,284.0,13_14_11
020131501,350.0,0.0,0.0,0.0,350.0,13_15_1
020131502,359.0,0.0,0.0,1.0,360.0,13_15_2
020131503,347.0,1.0,0.0,1.0,349.0,13_15_3
020131504,197.0,2.0,0.0,0.0,199.0,13_15_4
020131505,377.0,2.0,1.0,11.0,391.0,13_15_5
020131506,281.0,0.0,0.0,0.0,281.0,13_15_6
020131507,383.0,0.0,0.0,0.0,383.0,13_15_7
020131508,370.0,0.0,0.0,2.0,372.0,13_15_8
020131509,415.0,1.0,0.0,0.0,416.0,13_15_9
020131510,326.0,3.0,0.0,2.0,331.0,13_15_10
020131511,362.0,1.0,0.0,6.0,369.0,13_15_11
020131512,325.0,2.0,0.0,1.0,328.0,13_15_12
020131601,390.0,2.0,0.0,0.0,392.0,13_16_1
020131602,430.0,0.0,0.0,0.0,430.0,13_16_2
020131603,252.0,0.0,0.0,0.0,252.0,13_16_3
020131604,366.0,1.0,0.0,1.0,368.0,13_16_4
020131605,250.0,2.0,0.0,0.0,252.0,13_16_5
020131606,183.0,0.0,0.0,0.0,183.0,13_16_6
020131607,358.0,1.0,0.0,10.0,369.0,13_16_7
020131608,344.0,1.0,0.0,7.0,352.0,13_16_8
020131609,378.0,2.0,0.0,0.0,380.0,13_16_9
020131610,390.0,0.0,0.0,1.0,391.0,13_16_10
020131611,380.0,1.0,0.0,0.0,381.0,13_16_11
020131612,346.0,1.0,0.0,0.0,347.0,13_16_12
020131613,222.0,0.0,0.0,1.0,223.0,13_16_13
020131701,463.0,3.0,0.0,10.0,476.0,13_17_1
020131702,463.0,8.0,0.0,1.0,472.0,13_17_2
020131703,379.0,4.0,0.0,6.0,389.0,13_17_3
020131704,243.0,0.0,0.0,4.0,247.0,13_17_4
020131705,340.0,4.0,0.0,1.0,345.0,13_17_5
020131706,359.0,1.0,0.0,0.0,360.0,13_17_6
020131707,386.0,0.0,0.0,0.0,386.0,13_17_7
020131708,312.0,2.0,0.0,2.0,316.0,13_17_8
020131709,401.0,0.0,0.0,2.0,403.0,13_17_9
020131710,374.0,1.0,0.0,23.0,398.0,13_17_10
020131711,245.0,0.0,0.0,2.0,247.0,13_17_11
020131801,333.0,0.0,1.0,0.0,334.0,13_18_1
020131802,395.0,1.0,0.0,11.0,407.0,13_18_2
020131803,394.0,3.0,0.0,0.0,397.0,13_18_3
020131804,278.0,15.0,1.0,0.0,294.0,13_18_4
020131805,279.0,3.0,0.0,0.0,282.0,13_18_5
020131806,298.0,4.0,0.0,0.0,302.0,13_18_6
020131807,380.0,3.0,0.0,0.0,383.0,13_18_7
020131808,278.0,2.0,0.0,0.0,280.0,13_18_8
020131809,169.0,1.0,0.0,0.0,170.0,13_18_9
020131810,272.0,2.0,0.0,0.0,274.0,13_18_10
020131901,339.0,1.0,0.0,0.0,340.0,13_19_1
020131902,394.0,2.0,0.0,1.0,397.0,13_19_2
020131903,295.0,0.0,0.0,0.0,295.0,13_19_3
020131904,227.0,0.0,0.0,0.0,227.0,13_19_4
020131905,341.0,1.0,0.0,24.0,366.0,13_19_5
020131906,214.0,0.0,0.0,1.0,215.0,13_19_6
020131907,257.0,0.0,0.0,0.0,257.0,13_19_7
020131908,329.0,0.0,0.0,0.0,329.0,13_19_8
020131909,331.0,0.0,0.0,1.0,332.0,13_19_9
020131910,307.0,2.0,0.0,3.0,312.0,13_19_10
020131911,191.0,2.0,0.0,0.0,193.0,13_19_11
020131912,267.0,1.0,0.0,0.0,268.0,13_19_12
020132001,301.0,0.0,0.0,0.0,301.0,13_20_1
020132002,394.0,0.0,0.0,0.0,394.0,13_20_2
020132003,175.0,0.0,0.0,0.0,175.0,13_20_3
020132004,315.0,1.0,0.0,0.0,316.0,13_20_4
020132005,311.0,1.0,0.0,0.0,312.0,13_20_5
020132006,414.0,14.0,0.0,0.0,428.0,13_20_6
020132007,371.0,1.0,0.0,0.0,372.0,13_20_7
020132008,379.0,7.0,0.0,0.0,386.0,13_20_8
020132009,258.0,0.0,0.0,0.0,258.0,13_20_9
020132010,271.0,1.0,0.0,0.0,272.0,13_20_10
020132011,259.0,2.0,0.0,0.0,261.0,13_20_11
020132012,273.0,0.0,0.0,4.0,277.0,13_20_12
020132101,240.0,0.0,0.0,4.0,244.0,13_21_1
020132102,147.0,1.0,0.0,1.0,149.0,13_21_2
020132103,232.0,1.0,0.0,0.0,233.0,13_21_3
020132104,319.0,0.0,0.0,0.0,319.0,13_21_4
020132105,288.0,1.0,0.0,2.0,291.0,13_21_5
020132106,310.0,1.0,0.0,1.0,312.0,13_21_6
020132107,439.0,4.0,0.0,7.0,450.0,13_21_7
020132108,345.0,0.0,0.0,0.0,345.0,13_21_8
020132109,360.0,0.0,0.0,0.0,360.0,13_21_9
020132110,340.0,1.0,0.0,1.0,342.0,13_21_10
020132201,240.0,11.0,0.0,0.0,251.0,13_22_1
020132202,221.0,0.0,0.0,0.0,221.0,13_22_2
020132203,222.0,0.0,0.0,0.0,222.0,13_22_3
020132204,327.0,0.0,0.0,0.0,327.0,13_22_4
020132205,394.0,0.0,0.0,0.0,394.0,13_22_5
020132206,391.0,0.0,0.0,0.0,391.0,13_22_6
020132207,454.0,1.0,0.0,0.0,455.0,13_22_7
020132208,376.0,1.0,0.0,0.0,377.0,13_22_8
020132209,219.0,1.0,0.0,0.0,220.0,13_22_9
020132301,528.0,3.0,0.0,14.0,545.0,13_23_1
020132302,269.0,0.0,0.0,1.0,270.0,13_23_2
020132303,514.0,0.0,0.0,24.0,538.0,13_23_3
020132304,291.0,0.0,1.0,2.0,294.0,13_23_4
020132305,234.0,1.0,0.0,1.0,236.0,13_23_5
020132306,356.0,10.0,0.0,2.0,368.0,13_23_6
020132307,256.0,1.0,0.0,0.0,257.0,13_23_7
020132308,500.0,4.0,0.0,1.0,505.0,13_23_8
020132309,423.0,6.0,0.0,0.0,429.0,13_23_9
020132310,242.0,1.0,0.0,0.0,243.0,13_23_10
020132311,422.0,2.0,0.0,0.0,424.0,13_23_11
020132401,197.0,1.0,0.0,0.0,198.0,13_24_1
020132402,247.0,0.0,0.0,5.0,252.0,13_24_2
020132403,280.0,1.0,0.0,2.0,283.0,13_24_3
020132404,361.0,1.0,0.0,2.0,364.0,13_24_4
020132405,281.0,5.0,0.0,0.0,286.0,13_24_5
020132406,309.0,0.0,0.0,9.0,318.0,13_24_6
020132407,363.0,3.0,1.0,0.0,367.0,13_24_7
020132408,330.0,8.0,0.0,1.0,339.0,13_24_8
020132409,365.0,16.0,0.0,0.0,381.0,13_24_9
020132410,258.0,14.0,0.0,11.0,283.0,13_24_10
020132501,259.0,3.0,0.0,0.0,262.0,13_25_1
020132502,276.0,3.0,0.0,0.0,279.0,13_25_2
020132503,387.0,2.0,0.0,3.0,392.0,13_25_3
020132504,263.0,6.0,0.0,0.0,269.0,13_25_4
020132505,218.0,2.0,0.0,1.0,221.0,13_25_5
020132506,271.0,3.0,0.0,0.0,274.0,13_25_6
020132507,503.0,0.0,0.0,1.0,504.0,13_25_7
020132508,363.0,1.0,0.0,0.0,364.0,13_25_8
020132601,305.0,10.0,0.0,1.0,316.0,13_26_1
020132602,319.0,5.0,0.0,1.0,325.0,13_26_2
020132603,271.0,2.0,0.0,15.0,288.0,13_26_3
020132604,405.0,5.0,0.0,9.0,419.0,13_26_4
020132605,317.0,0.0,0.0,0.0,317.0,13_26_5
020132606,263.0,2.0,0.0,0.0,265.0,13_26_6
020132607,187.0,2.0,0.0,0.0,189.0,13_26_7
020132608,213.0,0.0,0.0,1.0,214.0,13_26_8
020132609,201.0,1.0,0.0,0.0,202.0,13_26_9
020132610,418.0,2.0,0.0,16.0,436.0,13_26_10
020132611,278.0,2.0,0.0,1.0,281.0,13_26_11
020132701,175.0,0.0,0.0,0.0,175.0,13_27_1
020132702,394.0,5.0,0.0,0.0,399.0,13_27_2
020132703,439.0,0.0,0.0,1.0,440.0,13_27_3
020132704,383.0,2.0,0.0,2.0,387.0,13_27_4
020132705,311.0,0.0,0.0,0.0,311.0,13_27_5
020132706,526.0,3.0,0.0,0.0,529.0,13_27_6
020132707,491.0,6.0,0.0,0.0,497.0,13_27_7
020132708,367.0,1.0,0.0,0.0,368.0,13_27_8
020132709,405.0,1.0,0.0,1.0,407.0,13_27_9
020132801,268.0,0.0,0.0,0.0,268.0,13_28_1
020132802,209.0,0.0,0.0,4.0,213.0,13_28_2
020132803,316.0,2.0,0.0,0.0,318.0,13_28_3
020132804,199.0,1.0,0.0,1.0,201.0,13_28_4
020132805,216.0,0.0,0.0,1.0,217.0,13_28_5
020132806,350.0,4.0,0.0,2.0,356.0,13_28_6
020132807,329.0,0.0,0.0,0.0,329.0,13_28_7
020132808,436.0,0.0,0.0,15.0,451.0,13_28_8
020132809,388.0,4.0,0.0,1.0,393.0,13_28_9
020132810,271.0,2.0,0.0,0.0,273.0,13_28_10
020132901,264.0,6.0,0.0,4.0,274.0,13_29_1
020132902,280.0,0.0,0.0,1.0,281.0,13_29_2
020132903,240.0,0.0,0.0,7.0,247.0,13_29_3
020132904,378.0,3.0,0.0,1.0,382.0,13_29_4
020132905,273.0,4.0,0.0,3.0,280.0,13_29_5
020132906,328.0,1.0,0.0,1.0,330.0,13_29_6
020132907,346.0,9.0,0.0,0.0,355.0,13_29_7
020132908,409.0,11.0,0.0,0.0,420.0,13_29_8
020132909,205.0,0.0,0.0,3.0,208.0,13_29_9
020132910,258.0,0.0,0.0,0.0,258.0,13_29_10
020132911,297.0,30.0,0.0,0.0,327.0,13_29_11
020140101,209.0,0.0,0.0,1.0,210.0,14_1_1
020140102,252.0,1.0,0.0,2.0,255.0,14_1_2
020140103,386.0,1.0,0.0,13.0,400.0,14_1_3
020140104,361.0,1.0,0.0,0.0,362.0,14_1_4
020140105,573.0,8.0,0.0,4.0,585.0,14_1_5
020140106,442.0,4.0,0.0,0.0,446.0,14_1_6
020140107,358.0,3.0,0.0,6.0,367.0,14_1_7
020140108,298.0,1.0,0.0,0.0,299.0,14_1_8
020140109,398.0,0.0,0.0,0.0,398.0,14_1_9
020140110,462.0,0.0,0.0,0.0,462.0,14_1_10
020140201,501.0,4.0,0.0,0.0,505.0,14_2_1
020140202,270.0,0.0,0.0,1.0,271.0,14_2_2
020140203,348.0,1.0,0.0,0.0,349.0,14_2_3
020140204,316.0,1.0,0.0,3.0,320.0,14_2_4
020140205,339.0,1.0,0.0,0.0,340.0,14_2_5
020140206,265.0,2.0,0.0,1.0,268.0,14_2_6
020140207,317.0,0.0,0.0,0.0,317.0,14_2_7
020140208,400.0,1.0,0.0,1.0,402.0,14_2_8
020140209,380.0,0.0,0.0,0.0,380.0,14_2_9
020140210,473.0,1.0,0.0,0.0,474.0,14_2_10
020140301,751.0,3.0,0.0,4.0,758.0,14_3_1
020140302,222.0,2.0,0.0,2.0,226.0,14_3_2
020140303,223.0,2.0,0.0,1.0,226.0,14_3_3
020140304,297.0,0.0,0.0,0.0,297.0,14_3_4
020140305,406.0,1.0,0.0,0.0,407.0,14_3_5
020140306,163.0,1.0,0.0,0.0,164.0,14_3_6
020140307,296.0,1.0,0.0,0.0,297.0,14_3_7
020140308,428.0,1.0,0.0,1.0,430.0,14_3_8
020140309,456.0,0.0,0.0,0.0,456.0,14_3_9
020140310,305.0,3.0,0.0,0.0,308.0,14_3_10
020140311,346.0,0.0,0.0,1.0,347.0,14_3_11
020140312,303.0,1.0,0.0,1.0,305.0,14_3_12
020140401,409.0,2.0,0.0,2.0,413.0,14_4_1
020140402,219.0,1.0,0.0,0.0,220.0,14_4_2
020140403,215.0,1.0,0.0,2.0,218.0,14_4_3
020140404,293.0,0.0,0.0,0.0,293.0,14_4_4
020140405,383.0,1.0,0.0,0.0,384.0,14_4_5
020140406,452.0,1.0,0.0,1.0,454.0,14_4_6
020140407,428.0,3.0,0.0,1.0,432.0,14_4_7
020140408,476.0,2.0,0.0,4.0,482.0,14_4_8
020140409,430.0,2.0,0.0,1.0,433.0,14_4_9
020140410,677.0,18.0,0.0,2.0,697.0,14_4_10
020140501,325.0,1.0,0.0,31.0,357.0,14_5_1
020140502,367.0,2.0,0.0,1.0,370.0,14_5_2
020140503,396.0,15.0,0.0,1.0,412.0,14_5_3
020140504,283.0,1.0,0.0,0.0,284.0,14_5_4
020140505,501.0,4.0,0.0,2.0,507.0,14_5_5
020140506,271.0,5.0,0.0,1.0,277.0,14_5_6
020140507,231.0,5.0,0.0,0.0,236.0,14_5_7
020140508,181.0,9.0,0.0,0.0,190.0,14_5_8
020140509,495.0,4.0,0.0,3.0,502.0,14_5_9
020140510,540.0,6.0,0.0,0.0,546.0,14_5_10
020140601,503.0,6.0,1.0,2.0,512.0,14_6_1
020140602,389.0,5.0,0.0,7.0,401.0,14_6_2
020140603,374.0,6.0,0.0,0.0,380.0,14_6_3
020140604,352.0,7.0,1.0,1.0,361.0,14_6_4
020140605,371.0,12.0,0.0,4.0,387.0,14_6_5
020140606,496.0,9.0,0.0,6.0,511.0,14_6_6
020140607,336.0,3.0,0.0,20.0,359.0,14_6_7
020140608,249.0,3.0,0.0,1.0,253.0,14_6_8
020140609,397.0,4.0,0.0,1.0,402.0,14_6_9
020140610,211.0,1.0,0.0,1.0,213.0,14_6_10
020140701,360.0,11.0,1.0,3.0,375.0,14_7_1
020140702,369.0,26.0,0.0,16.0,411.0,14_7_2
020140703,280.0,8.0,0.0,1.0,289.0,14_7_3
020140704,380.0,15.0,0.0,7.0,402.0,14_7_4
020140705,242.0,17.0,0.0,1.0,260.0,14_7_5
020140706,296.0,5.0,0.0,0.0,301.0,14_7_6
020140707,230.0,9.0,0.0,1.0,240.0,14_7_7
020140708,231.0,8.0,0.0,0.0,239.0,14_7_8
020140709,266.0,7.0,2.0,0.0,275.0,14_7_9
020140801,344.0,19.0,0.0,3.0,366.0,14_8_1
020140802,274.0,14.0,1.0,1.0,290.0,14_8_2
020140803,168.0,1.0,0.0,0.0,169.0,14_8_3
020140804,242.0,3.0,0.0,0.0,245.0,14_8_4
020140805,479.0,2.0,0.0,1.0,482.0,14_8_5
020140806,463.0,6.0,0.0,0.0,469.0,14_8_6
020140807,298.0,3.0,0.0,0.0,301.0,14_8_7
020140808,295.0,11.0,0.0,0.0,306.0,14_8_8
020140809,458.0,16.0,0.0,2.0,476.0,14_8_9
020140901,486.0,3.0,0.0,2.0,491.0,14_9_1
020140902,302.0,1.0,0.0,0.0,303.0,14_9_2
020140903,522.0,3.0,0.0,0.0,525.0,14_9_3
020140904,535.0,2.0,0.0,0.0,537.0,14_9_4
020140905,198.0,0.0,0.0,0.0,198.0,14_9_5
020140906,294.0,1.0,0.0,1.0,296.0,14_9_6
020140907,264.0,0.0,0.0,0.0,264.0,14_9_7
020140908,386.0,5.0,0.0,0.0,391.0,14_9_8
020140909,358.0,5.0,0.0,0.0,363.0,14_9_9
020140910,456.0,2.0,0.0,4.0,462.0,14_9_10
020140911,390.0,3.0,0.0,2.0,395.0,14_9_11
020140912,408.0,9.0,0.0,1.0,418.0,14_9_12
020140913,344.0,5.0,0.0,0.0,349.0,14_9_13
020141001,6.0,0.0,0.0,0.0,6.0,14_10_1
020141101,282.0,2.0,0.0,0.0,284.0,14_11_1
020141102,461.0,2.0,0.0,5.0,468.0,14_11_2
020141103,228.0,6.0,0.0,3.0,237.0,14_11_3
020141104,278.0,1.0,0.0,0.0,279.0,14_11_4
020141105,378.0,0.0,1.0,0.0,379.0,14_11_5
020141106,350.0,2.0,0.0,1.0,353.0,14_11_6
020141107,267.0,0.0,0.0,0.0,267.0,14_11_7
020141108,523.0,4.0,0.0,2.0,529.0,14_11_8
020141109,411.0,1.0,0.0,0.0,412.0,14_11_9
020141110,205.0,2.0,0.0,1.0,208.0,14_11_10
020141111,315.0,0.0,0.0,1.0,316.0,14_11_11
020141112,358.0,1.0,0.0,3.0,362.0,14_11_12
020141113,398.0,1.0,0.0,0.0,399.0,14_11_13
020141114,231.0,0.0,0.0,0.0,231.0,14_11_14
020141201,229.0,1.0,0.0,0.0,230.0,14_12_1
020141202,376.0,4.0,0.0,2.0,382.0,14_12_2
020141203,325.0,4.0,0.0,0.0,329.0,14_12_3
020141204,343.0,0.0,0.0,1.0,344.0,14_12_4
020141205,377.0,1.0,0.0,2.0,380.0,14_12_5
020141206,258.0,1.0,0.0,5.0,264.0,14_12_6
020141207,145.0,0.0,0.0,0.0,145.0,14_12_7
020141208,182.0,1.0,0.0,5.0,188.0,14_12_8
020141209,321.0,0.0,0.0,6.0,327.0,14_12_9
020141210,350.0,1.0,0.0,1.0,352.0,14_12_10
020141211,274.0,0.0,0.0,0.0,274.0,14_12_11
020141301,247.0,20.0,0.0,0.0,267.0,14_13_1
020141302,281.0,15.0,14.0,3.0,313.0,14_13_2
020141303,395.0,7.0,0.0,4.0,406.0,14_13_3
020141304,224.0,7.0,0.0,11.0,242.0,14_13_4
020141305,297.0,4.0,0.0,0.0,301.0,14_13_5
020141306,269.0,9.0,0.0,0.0,278.0,14_13_6
020141307,143.0,4.0,0.0,0.0,147.0,14_13_7
020141308,266.0,8.0,0.0,1.0,275.0,14_13_8
020141309,322.0,13.0,0.0,2.0,337.0,14_13_9
020141310,279.0,14.0,1.0,0.0,294.0,14_13_10
020141311,242.0,17.0,0.0,1.0,260.0,14_13_11
020141312,236.0,11.0,0.0,0.0,247.0,14_13_12
020141401,446.0,13.0,0.0,1.0,460.0,14_14_1
020141402,288.0,0.0,0.0,2.0,290.0,14_14_2
020141403,357.0,0.0,0.0,1.0,358.0,14_14_3
020141404,188.0,3.0,0.0,3.0,194.0,14_14_4
020141405,197.0,0.0,0.0,0.0,197.0,14_14_5
020141406,201.0,1.0,0.0,0.0,202.0,14_14_6
020141407,197.0,11.0,0.0,2.0,210.0,14_14_7
020141408,457.0,1.0,0.0,4.0,462.0,14_14_8
020141409,479.0,3.0,0.0,1.0,483.0,14_14_9
020141410,349.0,0.0,0.0,0.0,349.0,14_14_10
020141411,410.0,0.0,0.0,1.0,411.0,14_14_11
020141501,318.0,1.0,0.0,0.0,319.0,14_15_1
020141502,347.0,1.0,0.0,3.0,351.0,14_15_2
020141503,348.0,2.0,0.0,0.0,350.0,14_15_3
020141504,376.0,0.0,0.0,3.0,379.0,14_15_4
020141505,441.0,2.0,0.0,0.0,443.0,14_15_5
020141506,413.0,1.0,0.0,26.0,440.0,14_15_6
020141507,343.0,3.0,0.0,2.0,348.0,14_15_7
020141508,876.0,6.0,2.0,2.0,886.0,14_15_8
020141601,586.0,2.0,0.0,3.0,591.0,14_16_1
020141602,326.0,5.0,0.0,0.0,331.0,14_16_2
020141603,512.0,6.0,0.0,6.0,524.0,14_16_3
020141604,396.0,1.0,0.0,0.0,397.0,14_16_4
020141605,373.0,1.0,0.0,0.0,374.0,14_16_5
020141606,122.0,0.0,0.0,0.0,122.0,14_16_6
020141607,314.0,10.0,0.0,0.0,324.0,14_16_7
020141701,348.0,0.0,0.0,4.0,352.0,14_17_1
020141702,382.0,7.0,0.0,1.0,390.0,14_17_2
020141703,337.0,1.0,0.0,0.0,338.0,14_17_3
020141704,207.0,1.0,0.0,0.0,208.0,14_17_4
020141705,323.0,5.0,0.0,0.0,328.0,14_17_5
020141706,269.0,4.0,0.0,1.0,274.0,14_17_6
020141707,314.0,2.0,0.0,0.0,316.0,14_17_7
020141708,620.0,3.0,0.0,0.0,623.0,14_17_8
020141801,353.0,1.0,0.0,1.0,355.0,14_18_1
020141802,308.0,4.0,0.0,2.0,314.0,14_18_2
020141803,475.0,1.0,0.0,0.0,476.0,14_18_3
020141804,389.0,2.0,0.0,0.0,391.0,14_18_4
020141805,462.0,3.0,1.0,0.0,466.0,14_18_5
020141806,353.0,1.0,0.0,0.0,354.0,14_18_6
020141807,277.0,5.0,0.0,0.0,282.0,14_18_7
020141808,487.0,2.0,0.0,0.0,489.0,14_18_8
020141901,272.0,0.0,0.0,4.0,276.0,14_19_1
020141902,527.0,2.0,0.0,0.0,529.0,14_19_2
020141903,540.0,2.0,0.0,4.0,546.0,14_19_3
020141904,620.0,4.0,0.0,4.0,628.0,14_19_4
020141905,648.0,3.0,0.0,1.0,652.0,14_19_5
020142001,584.0,17.0,0.0,3.0,604.0,14_20_1
020142002,658.0,1.0,0.0,2.0,661.0,14_20_2
020142003,465.0,3.0,0.0,2.0,470.0,14_20_3
020142004,374.0,0.0,0.0,0.0,374.0,14_20_4
020142005,374.0,1.0,0.0,0.0,375.0,14_20_5
020142006,275.0,0.0,0.0,0.0,275.0,14_20_6
020142007,167.0,1.0,0.0,0.0,168.0,14_20_7
020142101,390.0,5.0,0.0,4.0,399.0,14_21_1
020142102,289.0,10.0,0.0,4.0,303.0,14_21_2
020142103,138.0,5.0,0.0,2.0,145.0,14_21_3
020142104,250.0,4.0,0.0,0.0,254.0,14_21_4
020142105,144.0,14.0,0.0,0.0,158.0,14_21_5
020142106,244.0,2.0,0.0,0.0,246.0,14_21_6
020142107,304.0,4.0,0.0,1.0,309.0,14_21_7
020142108,320.0,1.0,0.0,2.0,323.0,14_21_8
020142109,264.0,2.0,0.0,0.0,266.0,14_21_9
020142110,225.0,3.0,0.0,24.0,252.0,14_21_10
020142111,282.0,2.0,0.0,0.0,284.0,14_21_11
020142201,356.0,11.0,0.0,1.0,368.0,14_22_1
020142202,404.0,2.0,0.0,1.0,407.0,14_22_2
020142203,227.0,5.0,0.0,1.0,233.0,14_22_3
020142204,239.0,1.0,0.0,0.0,240.0,14_22_4
020142205,406.0,17.0,0.0,0.0,423.0,14_22_5
020142206,401.0,10.0,0.0,4.0,415.0,14_22_6
