Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020041207,142.0,15.0,0.0,0.0,157.0,4_12_7
020041208,184.0,0.0,0.0,0.0,184.0,4_12_8
020041209,312.0,0.0,0.0,0.0,312.0,4_12_9
020041210,280.0,2.0,0.0,2.0,284.0,4_12_10
020041211,259.0,0.0,0.0,1.0,260.0,4_12_11
020041212,216.0,7.0,0.0,0.0,223.0,4_12_12
020041301,339.0,16.0,0.0,2.0,357.0,4_13_1
020041302,239.0,1.0,0.0,0.0,240.0,4_13_2
020041303,245.0,7.0,0.0,1.0,253.0,4_13_3
020041304,226.0,0.0,0.0,0.0,226.0,4_13_4
020041305,387.0,4.0,0.0,0.0,391.0,4_13_5
020041306,199.0,2.0,0.0,3.0,204.0,4_13_6
020041307,399.0,1.0,0.0,0.0,400.0,4_13_7
020041308,173.0,1.0,0.0,0.0,174.0,4_13_8
020041309,170.0,0.0,0.0,0.0,170.0,4_13_9
020041310,202.0,0.0,0.0,0.0,202.0,4_13_10
020041311,445.0,2.0,0.0,1.0,448.0,4_13_11
020041401,268.0,2.0,0.0,2.0,272.0,4_14_1
020041402,254.0,3.0,0.0,2.0,259.0,4_14_2
020041403,261.0,10.0,0.0,6.0,277.0,4_14_3
020041404,491.0,2.0,0.0,2.0,495.0,4_14_4
020041405,299.0,3.0,0.0,0.0,302.0,4_14_5
020041406,207.0,1.0,0.0,0.0,208.0,4_14_6
020041407,273.0,14.0,0.0,2.0,289.0,4_14_7
020041408,402.0,7.0,0.0,1.0,410.0,4_14_8
020041409,257.0,5.0,0.0,0.0,262.0,4_14_9
020041501,253.0,6.0,0.0,0.0,259.0,4_15_1
020041502,621.0,0.0,0.0,3.0,624.0,4_15_2
020041503,481.0,2.0,0.0,0.0,483.0,4_15_3
020041504,295.0,2.0,0.0,0.0,297.0,4_15_4
020041505,217.0,1.0,0.0,1.0,219.0,4_15_5
020041506,237.0,3.0,0.0,0.0,240.0,4_15_6
020041507,273.0,0.0,0.0,1.0,274.0,4_15_7
020041508,268.0,2.0,0.0,0.0,270.0,4_15_8
020041509,253.0,0.0,1.0,0.0,254.0,4_15_9
020041510,188.0,0.0,0.0,0.0,188.0,4_15_10
020041601,257.0,2.0,0.0,0.0,259.0,4_16_1
020041602,920.0,9.0,0.0,0.0,929.0,4_16_2
020041603,438.0,0.0,0.0,0.0,438.0,4_16_3
020041604,256.0,7.0,1.0,3.0,267.0,4_16_4
020041605,396.0,2.0,0.0,14.0,412.0,4_16_5
020041606,248.0,0.0,0.0,0.0,248.0,4_16_6
020041607,156.0,0.0,0.0,0.0,156.0,4_16_7
020041608,213.0,5.0,0.0,1.0,219.0,4_16_8
020041609,424.0,6.0,0.0,1.0,431.0,4_16_9
020041610,274.0,4.0,0.0,2.0,280.0,4_16_10
020041701,221.0,0.0,0.0,0.0,221.0,4_17_1
020041702,236.0,3.0,0.0,1.0,240.0,4_17_2
020041703,215.0,1.0,0.0,1.0,217.0,4_17_3
020041704,274.0,0.0,0.0,22.0,296.0,4_17_4
020041705,311.0,1.0,0.0,16.0,328.0,4_17_5
020041706,276.0,0.0,0.0,4.0,280.0,4_17_6
020041707,250.0,3.0,0.0,2.0,255.0,4_17_7
020041708,343.0,13.0,0.0,2.0,358.0,4_17_8
020041709,327.0,0.0,0.0,10.0,337.0,4_17_9
020041710,264.0,15.0,0.0,1.0,280.0,4_17_10
020041801,10.0,0.0,1.0,34.0,45.0,4_18_1
020041901,247.0,8.0,0.0,0.0,255.0,4_19_1
020041902,258.0,1.0,0.0,0.0,259.0,4_19_2
020041903,312.0,11.0,0.0,0.0,323.0,4_19_3
020041904,349.0,25.0,0.0,1.0,375.0,4_19_4
020041905,277.0,8.0,0.0,1.0,286.0,4_19_5
020041906,312.0,50.0,1.0,0.0,363.0,4_19_6
020041907,255.0,31.0,0.0,1.0,287.0,4_19_7
020041908,262.0,187.0,5.0,5.0,459.0,4_19_8
020041909,278.0,59.0,0.0,2.0,339.0,4_19_9
020041910,244.0,14.0,0.0,5.0,263.0,4_19_10
020042001,305.0,16.0,0.0,3.0,324.0,4_20_1
020042002,244.0,12.0,1.0,0.0,257.0,4_20_2
020042003,242.0,33.0,1.0,5.0,281.0,4_20_3
020042004,188.0,26.0,0.0,7.0,221.0,4_20_4
020042005,196.0,15.0,0.0,0.0,211.0,4_20_5
020042006,292.0,8.0,0.0,5.0,305.0,4_20_6
020042007,281.0,7.0,0.0,2.0,290.0,4_20_7
020042008,235.0,8.0,0.0,0.0,243.0,4_20_8
020042009,274.0,15.0,0.0,4.0,293.0,4_20_9
020042010,339.0,19.0,2.0,4.0,364.0,4_20_10
020042011,301.0,19.0,0.0,3.0,323.0,4_20_11
020042012,465.0,0.0,0.0,6.0,471.0,4_20_12
020042101,220.0,22.0,0.0,3.0,245.0,4_21_1
020042102,244.0,12.0,6.0,1.0,263.0,4_21_2
020042103,189.0,5.0,0.0,13.0,207.0,4_21_3
020042104,224.0,24.0,0.0,1.0,249.0,4_21_4
020042105,238.0,0.0,0.0,0.0,238.0,4_21_5
020042106,252.0,14.0,0.0,4.0,270.0,4_21_6
020042107,265.0,10.0,0.0,0.0,275.0,4_21_7
020042108,271.0,23.0,0.0,0.0,294.0,4_21_8
020042109,219.0,24.0,0.0,10.0,253.0,4_21_9
020042110,206.0,27.0,0.0,1.0,234.0,4_21_10
020042111,260.0,21.0,0.0,0.0,281.0,4_21_11
020042112,165.0,21.0,0.0,4.0,190.0,4_21_12
020042201,256.0,1.0,0.0,0.0,257.0,4_22_1
020042202,287.0,10.0,0.0,0.0,297.0,4_22_2
020042203,350.0,2.0,0.0,0.0,352.0,4_22_3
020042204,491.0,3.0,0.0,1.0,495.0,4_22_4
020042205,281.0,3.0,0.0,0.0,284.0,4_22_5
020042206,255.0,0.0,0.0,0.0,255.0,4_22_6
020042207,402.0,0.0,0.0,0.0,402.0,4_22_7
020042208,332.0,27.0,0.0,4.0,363.0,4_22_8
020042209,245.0,13.0,0.0,1.0,259.0,4_22_9
020042210,228.0,1.0,0.0,0.0,229.0,4_22_10
020042211,288.0,2.0,0.0,0.0,290.0,4_22_11
020042212,212.0,6.0,0.0,0.0,218.0,4_22_12
020042301,252.0,20.0,0.0,0.0,272.0,4_23_1
020042302,249.0,35.0,0.0,4.0,288.0,4_23_2
020042303,228.0,19.0,0.0,11.0,258.0,4_23_3
020042304,246.0,19.0,0.0,0.0,265.0,4_23_4
020042305,225.0,2.0,0.0,0.0,227.0,4_23_5
020042306,292.0,12.0,0.0,0.0,304.0,4_23_6
020042307,220.0,10.0,1.0,2.0,233.0,4_23_7
020042308,278.0,9.0,0.0,1.0,288.0,4_23_8
020042309,140.0,10.0,0.0,0.0,150.0,4_23_9
020042310,226.0,31.0,0.0,2.0,259.0,4_23_10
020042311,200.0,6.0,0.0,0.0,206.0,4_23_11
020042312,192.0,37.0,2.0,1.0,232.0,4_23_12
020042401,234.0,178.0,3.0,0.0,415.0,4_24_1
020042402,286.0,244.0,6.0,2.0,538.0,4_24_2
020042403,175.0,192.0,6.0,0.0,373.0,4_24_3
020042404,246.0,278.0,9.0,1.0,534.0,4_24_4
020042405,201.0,192.0,11.0,2.0,406.0,4_24_5
020042406,116.0,252.0,8.0,1.0,377.0,4_24_6
020042501,184.0,452.0,45.0,7.0,688.0,4_25_1
020042502,347.0,261.0,13.0,3.0,624.0,4_25_2
020042503,472.0,567.0,49.0,5.0,1093.0,4_25_3
020042504,155.0,399.0,18.0,1.0,573.0,4_25_4
020042601,137.0,120.0,2.0,2.0,261.0,4_26_1
020042602,271.0,11.0,0.0,1.0,283.0,4_26_2
020042603,227.0,112.0,1.0,0.0,340.0,4_26_3
020050101,250.0,3.0,0.0,0.0,253.0,5_1_1
020050102,409.0,2.0,0.0,0.0,411.0,5_1_2
020050103,360.0,1.0,0.0,0.0,361.0,5_1_3
020050104,311.0,3.0,0.0,0.0,314.0,5_1_4
020050105,469.0,2.0,0.0,1.0,472.0,5_1_5
020050106,204.0,3.0,0.0,2.0,209.0,5_1_6
020050107,299.0,2.0,0.0,1.0,302.0,5_1_7
020050108,322.0,0.0,0.0,1.0,323.0,5_1_8
020050109,349.0,0.0,0.0,0.0,349.0,5_1_9
020050110,309.0,1.0,0.0,2.0,312.0,5_1_10
020050201,333.0,1.0,0.0,2.0,336.0,5_2_1
020050202,268.0,2.0,0.0,0.0,270.0,5_2_2
020050203,325.0,0.0,0.0,0.0,325.0,5_2_3
020050204,460.0,1.0,0.0,0.0,461.0,5_2_4
020050205,222.0,0.0,0.0,0.0,222.0,5_2_5
020050206,243.0,13.0,0.0,2.0,258.0,5_2_6
020050207,236.0,10.0,0.0,0.0,246.0,5_2_7
020050208,429.0,1.0,0.0,3.0,433.0,5_2_8
020050209,334.0,3.0,0.0,2.0,339.0,5_2_9
020050210,295.0,6.0,0.0,0.0,301.0,5_2_10
020050211,391.0,2.0,0.0,1.0,394.0,5_2_11
020050301,319.0,1.0,0.0,0.0,320.0,5_3_1
020050302,500.0,7.0,0.0,0.0,507.0,5_3_2
020050303,164.0,13.0,0.0,0.0,177.0,5_3_3
020050304,214.0,19.0,1.0,1.0,235.0,5_3_4
020050305,331.0,3.0,0.0,2.0,336.0,5_3_5
020050306,299.0,4.0,0.0,0.0,303.0,5_3_6
020050307,287.0,1.0,0.0,9.0,297.0,5_3_7
020050308,163.0,0.0,0.0,0.0,163.0,5_3_8
020050309,302.0,3.0,0.0,4.0,309.0,5_3_9
020050310,223.0,10.0,0.0,8.0,241.0,5_3_10
020050311,382.0,2.0,0.0,2.0,386.0,5_3_11
020050401,414.0,5.0,0.0,1.0,420.0,5_4_1
020050402,346.0,0.0,0.0,1.0,347.0,5_4_2
020050403,311.0,4.0,0.0,4.0,319.0,5_4_3
020050404,336.0,1.0,1.0,3.0,341.0,5_4_4
020050405,329.0,1.0,0.0,1.0,331.0,5_4_5
020050406,504.0,0.0,0.0,0.0,504.0,5_4_6
020050407,251.0,1.0,0.0,1.0,253.0,5_4_7
020050408,514.0,1.0,0.0,1.0,516.0,5_4_8
020050409,324.0,11.0,0.0,2.0,337.0,5_4_9
020050501,347.0,0.0,0.0,1.0,348.0,5_5_1
020050502,591.0,0.0,0.0,1.0,592.0,5_5_2
020050503,368.0,1.0,0.0,1.0,370.0,5_5_3
020050504,284.0,4.0,0.0,0.0,288.0,5_5_4
020050505,240.0,1.0,0.0,3.0,244.0,5_5_5
020050506,310.0,1.0,4.0,0.0,315.0,5_5_6
020050507,415.0,5.0,0.0,2.0,422.0,5_5_7
020050508,319.0,4.0,0.0,1.0,324.0,5_5_8
020050601,302.0,0.0,0.0,2.0,304.0,5_6_1
020050602,423.0,3.0,0.0,11.0,437.0,5_6_2
020050603,433.0,5.0,0.0,0.0,438.0,5_6_3
020050604,657.0,2.0,0.0,1.0,660.0,5_6_4
020050605,556.0,0.0,1.0,1.0,558.0,5_6_5
020050606,404.0,3.0,0.0,0.0,407.0,5_6_6
020050607,399.0,12.0,0.0,7.0,418.0,5_6_7
020050608,382.0,1.0,0.0,2.0,385.0,5_6_8
020050701,523.0,3.0,0.0,3.0,529.0,5_7_1
020050702,210.0,9.0,0.0,3.0,222.0,5_7_2
020050703,276.0,0.0,0.0,0.0,276.0,5_7_3
020050704,604.0,1.0,0.0,0.0,605.0,5_7_4
020050705,600.0,18.0,0.0,0.0,618.0,5_7_5
020050706,283.0,10.0,0.0,7.0,300.0,5_7_6
020050707,195.0,1.0,0.0,0.0,196.0,5_7_7
020050708,375.0,13.0,0.0,6.0,394.0,5_7_8
020050801,542.0,4.0,0.0,1.0,547.0,5_8_1
020050802,319.0,1.0,0.0,0.0,320.0,5_8_2
020050803,498.0,6.0,0.0,0.0,504.0,5_8_3
020050804,447.0,4.0,0.0,3.0,454.0,5_8_4
020050805,175.0,0.0,0.0,0.0,175.0,5_8_5
020050806,390.0,2.0,0.0,2.0,394.0,5_8_6
020050807,373.0,4.0,0.0,22.0,399.0,5_8_7
020050808,352.0,1.0,0.0,0.0,353.0,5_8_8
020050809,322.0,0.0,0.0,11.0,333.0,5_8_9
020050901,449.0,2.0,0.0,21.0,472.0,5_9_1
020050902,285.0,0.0,0.0,2.0,287.0,5_9_2
020050903,263.0,4.0,0.0,1.0,268.0,5_9_3
020050904,231.0,0.0,0.0,1.0,232.0,5_9_4
020050905,258.0,2.0,0.0,0.0,260.0,5_9_5
020050906,243.0,2.0,0.0,0.0,245.0,5_9_6
020050907,218.0,1.0,0.0,1.0,220.0,5_9_7
020050908,449.0,4.0,0.0,1.0,454.0,5_9_8
020050909,437.0,1.0,0.0,0.0,438.0,5_9_9
020050910,319.0,15.0,0.0,7.0,341.0,5_9_10
020051001,538.0,0.0,0.0,0.0,538.0,5_10_1
020051002,548.0,0.0,0.0,0.0,548.0,5_10_2
020051003,162.0,2.0,0.0,0.0,164.0,5_10_3
020051004,254.0,0.0,0.0,0.0,254.0,5_10_4
020051005,269.0,0.0,0.0,0.0,269.0,5_10_5
020051006,312.0,1.0,0.0,1.0,314.0,5_10_6
020051007,518.0,1.0,0.0,29.0,548.0,5_10_7
020051008,303.0,4.0,0.0,2.0,309.0,5_10_8
020051009,339.0,5.0,0.0,0.0,344.0,5_10_9
020051010,251.0,3.0,0.0,2.0,256.0,5_10_10
020051101,527.0,7.0,0.0,2.0,536.0,5_11_1
020051102,380.0,7.0,0.0,2.0,389.0,5_11_2
020051103,280.0,0.0,0.0,1.0,281.0,5_11_3
020051104,325.0,2.0,0.0,4.0,331.0,5_11_4
020051105,317.0,3.0,0.0,1.0,321.0,5_11_5
020051106,308.0,4.0,0.0,3.0,315.0,5_11_6
020051107,464.0,3.0,0.0,3.0,470.0,5_11_7
020051108,303.0,18.0,0.0,0.0,321.0,5_11_8
020051109,454.0,3.0,0.0,2.0,459.0,5_11_9
020051110,353.0,1.0,0.0,0.0,354.0,5_11_10
020051201,285.0,6.0,0.0,2.0,293.0,5_12_1
020051202,833.0,1.0,0.0,6.0,840.0,5_12_2
020051203,423.0,1.0,0.0,2.0,426.0,5_12_3
020051204,327.0,1.0,0.0,0.0,328.0,5_12_4
020051205,197.0,1.0,0.0,0.0,198.0,5_12_5
020051206,737.0,2.0,0.0,30.0,769.0,5_12_6
020051207,307.0,29.0,0.0,0.0,336.0,5_12_7
020051301,392.0,3.0,0.0,1.0,396.0,5_13_1
020051302,320.0,0.0,0.0,1.0,321.0,5_13_2
020051303,363.0,2.0,0.0,0.0,365.0,5_13_3
020051304,321.0,3.0,0.0,6.0,330.0,5_13_4
020051305,321.0,10.0,0.0,1.0,332.0,5_13_5
020051306,374.0,2.0,0.0,1.0,377.0,5_13_6
020051307,322.0,1.0,0.0,0.0,323.0,5_13_7
020051308,420.0,1.0,0.0,0.0,421.0,5_13_8
020051309,420.0,2.0,0.0,0.0,422.0,5_13_9
020051401,274.0,0.0,0.0,0.0,274.0,5_14_1
020051402,346.0,0.0,0.0,1.0,347.0,5_14_2
020051403,530.0,4.0,0.0,6.0,540.0,5_14_3
020051404,419.0,2.0,0.0,0.0,421.0,5_14_4
020051405,782.0,0.0,0.0,5.0,787.0,5_14_5
020051406,532.0,2.0,0.0,4.0,538.0,5_14_6
020051407,166.0,1.0,0.0,1.0,168.0,5_14_7
020051408,274.0,1.0,0.0,0.0,275.0,5_14_8
020051409,423.0,2.0,0.0,1.0,426.0,5_14_9
020051501,519.0,0.0,0.0,2.0,521.0,5_15_1
020051502,525.0,2.0,0.0,3.0,530.0,5_15_2
020051503,262.0,5.0,0.0,0.0,267.0,5_15_3
020051504,567.0,0.0,0.0,1.0,568.0,5_15_4
020051505,447.0,1.0,0.0,6.0,454.0,5_15_5
020051506,327.0,3.0,0.0,0.0,330.0,5_15_6
020051507,310.0,2.0,0.0,1.0,313.0,5_15_7
020051508,324.0,6.0,1.0,0.0,331.0,5_15_8
020051509,167.0,1.0,0.0,0.0,168.0,5_15_9
020051601,400.0,4.0,0.0,0.0,404.0,5_16_1
020051602,285.0,1.0,0.0,0.0,286.0,5_16_2
020051603,214.0,0.0,0.0,0.0,214.0,5_16_3
020051604,373.0,15.0,0.0,1.0,389.0,5_16_4
020051605,376.0,0.0,0.0,0.0,376.0,5_16_5
020051606,302.0,7.0,0.0,0.0,309.0,5_16_6
020051607,244.0,4.0,0.0,1.0,249.0,5_16_7
020051608,374.0,1.0,0.0,1.0,376.0,5_16_8
020051609,387.0,4.0,1.0,2.0,394.0,5_16_9
020051610,364.0,22.0,0.0,2.0,388.0,5_16_10
020051611,420.0,1.0,0.0,3.0,424.0,5_16_11
020051701,287.0,2.0,0.0,1.0,290.0,5_17_1
020051702,348.0,4.0,0.0,1.0,353.0,5_17_2
020051703,316.0,1.0,0.0,0.0,317.0,5_17_3
020051704,290.0,6.0,1.0,1.0,298.0,5_17_4
020051705,308.0,1.0,0.0,0.0,309.0,5_17_5
020051706,334.0,6.0,0.0,1.0,341.0,5_17_6
020051707,319.0,2.0,0.0,8.0,329.0,5_17_7
020051708,382.0,2.0,0.0,1.0,385.0,5_17_8
020051709,253.0,0.0,0.0,0.0,253.0,5_17_9
020051710,278.0,1.0,0.0,1.0,280.0,5_17_10
020051711,421.0,1.0,0.0,6.0,428.0,5_17_11
020051801,407.0,15.0,0.0,1.0,423.0,5_18_1
020051802,369.0,3.0,0.0,3.0,375.0,5_18_2
020051803,341.0,2.0,0.0,0.0,343.0,5_18_3
020051804,270.0,7.0,0.0,0.0,277.0,5_18_4
020051805,327.0,7.0,0.0,2.0,336.0,5_18_5
020051806,238.0,4.0,0.0,0.0,242.0,5_18_6
020051807,306.0,3.0,0.0,0.0,309.0,5_18_7
020051808,146.0,2.0,0.0,1.0,149.0,5_18_8
020051809,263.0,4.0,0.0,0.0,267.0,5_18_9
020051810,332.0,11.0,0.0,1.0,344.0,5_18_10
020051811,309.0,2.0,0.0,4.0,315.0,5_18_11
020051901,332.0,12.0,0.0,0.0,344.0,5_19_1
020051902,280.0,2.0,0.0,0.0,282.0,5_19_2
020051903,400.0,6.0,0.0,1.0,407.0,5_19_3
020051904,372.0,4.0,0.0,21.0,397.0,5_19_4
020051905,333.0,0.0,0.0,1.0,334.0,5_19_5
020051906,329.0,1.0,0.0,0.0,330.0,5_19_6
020051907,190.0,7.0,0.0,2.0,199.0,5_19_7
020051908,426.0,0.0,0.0,3.0,429.0,5_19_8
020051909,288.0,3.0,0.0,3.0,294.0,5_19_9
020051910,361.0,1.0,0.0,2.0,364.0,5_19_10
020051911,429.0,6.0,0.0,2.0,437.0,5_19_11
020052001,309.0,5.0,0.0,2.0,316.0,5_20_1
020052002,406.0,4.0,0.0,0.0,410.0,5_20_2
020052003,349.0,34.0,1.0,1.0,385.0,5_20_3
020052004,300.0,12.0,0.0,2.0,314.0,5_20_4
020052005,329.0,2.0,0.0,1.0,332.0,5_20_5
020052006,281.0,7.0,0.0,0.0,288.0,5_20_6
020052007,308.0,6.0,0.0,1.0,315.0,5_20_7
020052008,298.0,19.0,0.0,0.0,317.0,5_20_8
020052009,323.0,3.0,0.0,0.0,326.0,5_20_9
020052010,358.0,22.0,0.0,0.0,380.0,5_20_10
020052011,294.0,8.0,0.0,0.0,302.0,5_20_11
020052012,283.0,9.0,0.0,5.0,297.0,5_20_12
020052101,371.0,6.0,0.0,1.0,378.0,5_21_1
020052102,340.0,9.0,0.0,1.0,350.0,5_21_2
020052103,205.0,4.0,0.0,0.0,209.0,5_21_3
020052104,367.0,3.0,0.0,0.0,370.0,5_21_4
020052105,265.0,1.0,0.0,0.0,266.0,5_21_5
020052106,331.0,3.0,0.0,3.0,337.0,5_21_6
020052107,251.0,5.0,0.0,1.0,257.0,5_21_7
020052108,243.0,4.0,0.0,1.0,248.0,5_21_8
020052109,234.0,2.0,0.0,0.0,236.0,5_21_9
020052110,251.0,0.0,0.0,2.0,253.0,5_21_10
020052111,242.0,3.0,0.0,0.0,245.0,5_21_11
020052201,256.0,1.0,0.0,3.0,260.0,5_22_1
020052202,284.0,7.0,0.0,1.0,292.0,5_22_2
020052203,252.0,3.0,0.0,5.0,260.0,5_22_3
020052204,358.0,3.0,0.0,1.0,362.0,5_22_4
020052205,267.0,10.0,0.0,0.0,277.0,5_22_5
020052206,328.0,1.0,1.0,2.0,332.0,5_22_6
020052207,718.0,5.0,1.0,0.0,724.0,5_22_7
020052208,240.0,5.0,0.0,1.0,246.0,5_22_8
020052209,271.0,6.0,0.0,1.0,278.0,5_22_9
020052210,283.0,13.0,0.0,0.0,296.0,5_22_10
020052211,306.0,8.0,1.0,5.0,320.0,5_22_11
020052212,311.0,3.0,0.0,12.0,326.0,5_22_12
020052213,215.0,3.0,0.0,0.0,218.0,5_22_13
020060101,228.0,14.0,0.0,0.0,242.0,6_1_1
020060102,337.0,7.0,0.0,1.0,345.0,6_1_2
020060103,346.0,0.0,0.0,1.0,347.0,6_1_3
020060104,269.0,4.0,0.0,1.0,274.0,6_1_4
020060105,427.0,4.0,0.0,0.0,431.0,6_1_5
020060106,344.0,2.0,0.0,2.0,348.0,6_1_6
020060107,256.0,3.0,0.0,1.0,260.0,6_1_7
020060108,295.0,15.0,0.0,0.0,310.0,6_1_8
020060109,225.0,2.0,0.0,0.0,227.0,6_1_9
020060110,145.0,0.0,0.0,0.0,145.0,6_1_10
020060111,249.0,4.0,0.0,0.0,253.0,6_1_11
020060112,289.0,0.0,0.0,3.0,292.0,6_1_12
020060201,383.0,4.0,0.0,0.0,387.0,6_2_1
020060202,331.0,3.0,0.0,0.0,334.0,6_2_2
020060203,234.0,0.0,0.0,9.0,243.0,6_2_3
020060204,244.0,3.0,0.0,0.0,247.0,6_2_4
020060205,225.0,1.0,0.0,0.0,226.0,6_2_5
020060206,342.0,0.0,0.0,0.0,342.0,6_2_6
020060207,343.0,1.0,0.0,2.0,346.0,6_2_7
020060208,364.0,4.0,0.0,0.0,368.0,6_2_8
020060209,251.0,1.0,0.0,0.0,252.0,6_2_9
020060210,331.0,2.0,0.0,1.0,334.0,6_2_10
020060211,504.0,4.0,0.0,0.0,508.0,6_2_11
020060301,355.0,12.0,0.0,0.0,367.0,6_3_1
020060302,297.0,5.0,0.0,1.0,303.0,6_3_2
020060303,347.0,2.0,0.0,0.0,349.0,6_3_3
020060304,243.0,0.0,0.0,0.0,243.0,6_3_4
020060305,260.0,0.0,0.0,0.0,260.0,6_3_5
020060306,356.0,0.0,0.0,0.0,356.0,6_3_6
020060307,369.0,1.0,0.0,0.0,370.0,6_3_7
020060308,302.0,2.0,0.0,1.0,305.0,6_3_8
020060309,444.0,6.0,1.0,0.0,451.0,6_3_9
020060310,391.0,2.0,0.0,0.0,393.0,6_3_10
020060401,203.0,5.0,0.0,0.0,208.0,6_4_1
020060402,226.0,1.0,0.0,0.0,227.0,6_4_2
020060403,336.0,3.0,0.0,0.0,339.0,6_4_3
020060404,313.0,5.0,0.0,1.0,319.0,6_4_4
020060405,282.0,6.0,0.0,0.0,288.0,6_4_5
020060406,314.0,2.0,0.0,6.0,322.0,6_4_6
020060407,241.0,0.0,1.0,0.0,242.0,6_4_7
020060408,358.0,10.0,0.0,2.0,370.0,6_4_8
020060409,316.0,4.0,0.0,2.0,322.0,6_4_9
020060410,333.0,4.0,0.0,2.0,339.0,6_4_10
020060411,344.0,1.0,0.0,0.0,345.0,6_4_11
020060501,379.0,4.0,0.0,0.0,383.0,6_5_1
020060502,450.0,2.0,0.0,1.0,453.0,6_5_2
020060503,370.0,1.0,0.0,1.0,372.0,6_5_3
020060504,281.0,6.0,0.0,6.0,293.0,6_5_4
020060505,385.0,3.0,0.0,4.0,392.0,6_5_5
020060506,302.0,0.0,1.0,1.0,304.0,6_5_6
020060507,333.0,1.0,0.0,0.0,334.0,6_5_7
020060508,205.0,0.0,0.0,0.0,205.0,6_5_8
020060509,237.0,0.0,0.0,0.0,237.0,6_5_9
020060510,406.0,0.0,0.0,1.0,407.0,6_5_10
020060511,415.0,0.0,0.0,1.0,416.0,6_5_11
020060512,156.0,3.0,0.0,0.0,159.0,6_5_12
020060601,534.0,11.0,0.0,1.0,546.0,6_6_1
020060602,779.0,4.0,0.0,9.0,792.0,6_6_2
020060603,509.0,0.0,0.0,0.0,509.0,6_6_3
020060604,224.0,1.0,0.0,1.0,226.0,6_6_4
020060605,200.0,0.0,0.0,1.0,201.0,6_6_5
020060606,332.0,1.0,0.0,0.0,333.0,6_6_6
020060607,349.0,1.0,0.0,0.0,350.0,6_6_7
020060608,404.0,2.0,0.0,2.0,408.0,6_6_8
020060609,353.0,1.0,0.0,2.0,356.0,6_6_9
020060701,277.0,0.0,0.0,3.0,280.0,6_7_1
020060702,343.0,0.0,0.0,0.0,343.0,6_7_2
020060703,276.0,1.0,0.0,1.0,278.0,6_7_3
020060704,371.0,0.0,0.0,1.0,372.0,6_7_4
020060705,350.0,4.0,0.0,5.0,359.0,6_7_5
020060706,257.0,2.0,0.0,1.0,260.0,6_7_6
020060707,389.0,10.0,0.0,0.0,399.0,6_7_7
020060708,282.0,23.0,0.0,2.0,307.0,6_7_8
020060709,300.0,16.0,0.0,4.0,320.0,6_7_9
020060710,325.0,1.0,0.0,0.0,326.0,6_7_10
020060711,293.0,0.0,0.0,0.0,293.0,6_7_11
020060712,285.0,1.0,0.0,0.0,286.0,6_7_12
020060713,236.0,0.0,0.0,0.0,236.0,6_7_13
020060801,354.0,1.0,0.0,0.0,355.0,6_8_1
020060802,451.0,5.0,0.0,1.0,457.0,6_8_2
020060803,257.0,2.0,0.0,1.0,260.0,6_8_3
020060804,300.0,0.0,0.0,0.0,300.0,6_8_4
020060805,250.0,1.0,0.0,0.0,251.0,6_8_5
020060806,533.0,0.0,0.0,0.0,533.0,6_8_6
020060807,315.0,1.0,0.0,3.0,319.0,6_8_7
020060808,507.0,0.0,0.0,2.0,509.0,6_8_8
020060809,264.0,2.0,0.0,0.0,266.0,6_8_9
020060810,333.0,1.0,0.0,0.0,334.0,6_8_10
020060901,297.0,0.0,0.0,0.0,297.0,6_9_1
020060902,256.0,0.0,0.0,4.0,260.0,6_9_2
020060903,291.0,2.0,0.0,0.0,293.0,6_9_3
020060904,429.0,0.0,0.0,1.0,430.0,6_9_4
020060905,169.0,0.0,0.0,1.0,170.0,6_9_5
020060906,374.0,1.0,0.0,6.0,381.0,6_9_6
020060907,249.0,0.0,0.0,0.0,249.0,6_9_7
020060908,195.0,1.0,0.0,0.0,196.0,6_9_8
020060909,347.0,10.0,2.0,3.0,362.0,6_9_9
020060910,321.0,3.0,0.0,0.0,324.0,6_9_10
020061001,301.0,2.0,0.0,0.0,303.0,6_10_1
020061002,284.0,3.0,0.0,1.0,288.0,6_10_2
020061003,379.0,4.0,0.0,0.0,383.0,6_10_3
020061004,335.0,2.0,0.0,0.0,337.0,6_10_4
020061005,453.0,6.0,0.0,2.0,461.0,6_10_5
020061006,455.0,0.0,0.0,0.0,455.0,6_10_6
020061007,332.0,1.0,0.0,2.0,335.0,6_10_7
020061008,568.0,0.0,0.0,0.0,568.0,6_10_8
020061009,246.0,0.0,0.0,0.0,246.0,6_10_9
020061010,463.0,0.0,0.0,0.0,463.0,6_10_10
020061101,427.0,2.0,0.0,0.0,429.0,6_11_1
020061102,239.0,1.0,0.0,2.0,242.0,6_11_2
020061103,366.0,0.0,0.0,2.0,368.0,6_11_3
020061104,335.0,0.0,0.0,8.0,343.0,6_11_4
020061105,246.0,2.0,0.0,1.0,249.0,6_11_5
020061106,308.0,1.0,0.0,0.0,309.0,6_11_6
020061107,353.0,4.0,0.0,0.0,357.0,6_11_7
020061108,367.0,0.0,0.0,2.0,369.0,6_11_8
020061109,287.0,1.0,0.0,0.0,288.0,6_11_9
020061110,233.0,1.0,0.0,6.0,240.0,6_11_10
