Código,Argentina,Otro país,Total,CO_FRAC_RA
020141202,723.0,118.0,841.0,14_12_2
020141203,571.0,62.0,633.0,14_12_3
020141204,666.0,101.0,767.0,14_12_4
020141205,736.0,93.0,829.0,14_12_5
020141206,484.0,67.0,551.0,14_12_6
020141207,295.0,29.0,324.0,14_12_7
020141208,300.0,32.0,332.0,14_12_8
020141209,565.0,106.0,671.0,14_12_9
020141210,645.0,98.0,743.0,14_12_10
020141211,516.0,90.0,606.0,14_12_11
020141301,535.0,162.0,697.0,14_13_1
020141302,602.0,74.0,676.0,14_13_2
020141303,679.0,70.0,749.0,14_13_3
020141304,523.0,72.0,595.0,14_13_4
020141305,638.0,85.0,723.0,14_13_5
020141306,518.0,66.0,584.0,14_13_6
020141307,306.0,79.0,385.0,14_13_7
020141308,585.0,77.0,662.0,14_13_8
020141309,676.0,93.0,769.0,14_13_9
020141310,627.0,108.0,735.0,14_13_10
020141311,531.0,90.0,621.0,14_13_11
020141312,480.0,79.0,559.0,14_13_12
020141401,739.0,139.0,878.0,14_14_1
020141402,539.0,57.0,596.0,14_14_2
020141403,636.0,90.0,726.0,14_14_3
020141404,382.0,35.0,417.0,14_14_4
020141405,360.0,56.0,416.0,14_14_5
020141406,393.0,74.0,467.0,14_14_6
020141407,474.0,49.0,523.0,14_14_7
020141408,840.0,102.0,942.0,14_14_8
020141409,857.0,125.0,982.0,14_14_9
020141410,611.0,73.0,684.0,14_14_10
020141411,756.0,77.0,833.0,14_14_11
020141501,597.0,107.0,704.0,14_15_1
020141502,640.0,109.0,749.0,14_15_2
020141503,624.0,55.0,679.0,14_15_3
020141504,740.0,74.0,814.0,14_15_4
020141505,801.0,114.0,915.0,14_15_5
020141506,826.0,117.0,943.0,14_15_6
020141507,571.0,66.0,637.0,14_15_7
020141508,1713.0,191.0,1904.0,14_15_8
020141601,1165.0,141.0,1306.0,14_16_1
020141602,707.0,83.0,790.0,14_16_2
020141603,991.0,110.0,1101.0,14_16_3
020141604,836.0,109.0,945.0,14_16_4
020141605,818.0,111.0,929.0,14_16_5
020141606,269.0,30.0,299.0,14_16_6
020141607,648.0,73.0,721.0,14_16_7
020141701,757.0,52.0,809.0,14_17_1
020141702,817.0,83.0,900.0,14_17_2
020141703,737.0,83.0,820.0,14_17_3
020141704,389.0,31.0,420.0,14_17_4
020141705,643.0,86.0,729.0,14_17_5
020141706,601.0,74.0,675.0,14_17_6
020141707,682.0,80.0,762.0,14_17_7
020141708,1220.0,115.0,1335.0,14_17_8
020141801,674.0,67.0,741.0,14_18_1
020141802,673.0,68.0,741.0,14_18_2
020141803,990.0,91.0,1081.0,14_18_3
020141804,806.0,94.0,900.0,14_18_4
020141805,914.0,82.0,996.0,14_18_5
020141806,774.0,54.0,828.0,14_18_6
020141807,555.0,51.0,606.0,14_18_7
020141808,857.0,55.0,912.0,14_18_8
020141901,483.0,59.0,542.0,14_19_1
020141902,873.0,96.0,969.0,14_19_2
020141903,949.0,111.0,1060.0,14_19_3
020141904,1115.0,109.0,1224.0,14_19_4
020141905,1289.0,137.0,1426.0,14_19_5
020142001,1178.0,87.0,1265.0,14_20_1
020142002,1205.0,101.0,1306.0,14_20_2
020142003,869.0,88.0,957.0,14_20_3
020142004,736.0,64.0,800.0,14_20_4
020142005,698.0,67.0,765.0,14_20_5
020142006,466.0,41.0,507.0,14_20_6
020142007,288.0,32.0,320.0,14_20_7
020142101,768.0,182.0,950.0,14_21_1
020142102,592.0,89.0,681.0,14_21_2
020142103,301.0,31.0,332.0,14_21_3
020142104,481.0,48.0,529.0,14_21_4
020142105,366.0,43.0,409.0,14_21_5
020142106,485.0,74.0,559.0,14_21_6
020142107,545.0,151.0,696.0,14_21_7
020142108,618.0,69.0,687.0,14_21_8
020142109,506.0,62.0,568.0,14_21_9
020142110,462.0,83.0,545.0,14_21_10
020142111,619.0,86.0,705.0,14_21_11
020142201,794.0,63.0,857.0,14_22_1
020142202,781.0,94.0,875.0,14_22_2
020142203,446.0,48.0,494.0,14_22_3
020142204,506.0,70.0,576.0,14_22_4
020142205,828.0,98.0,926.0,14_22_5
020142206,975.0,83.0,1058.0,14_22_6
020142207,668.0,92.0,760.0,14_22_7
020142208,703.0,64.0,767.0,14_22_8
020142209,1251.0,124.0,1375.0,14_22_9
020142210,595.0,77.0,672.0,14_22_10
020142301,542.0,57.0,599.0,14_23_1
020142302,428.0,40.0,468.0,14_23_2
020142303,488.0,59.0,547.0,14_23_3
020142304,680.0,46.0,726.0,14_23_4
020142305,912.0,111.0,1023.0,14_23_5
020142306,410.0,33.0,443.0,14_23_6
020142307,624.0,70.0,694.0,14_23_7
020142308,976.0,119.0,1095.0,14_23_8
020142309,831.0,123.0,954.0,14_23_9
020142310,681.0,69.0,750.0,14_23_10
020142311,779.0,111.0,890.0,14_23_11
020142401,618.0,55.0,673.0,14_24_1
020142402,435.0,27.0,462.0,14_24_2
020142403,473.0,41.0,514.0,14_24_3
020142404,359.0,35.0,394.0,14_24_4
020142405,750.0,57.0,807.0,14_24_5
020142406,643.0,71.0,714.0,14_24_6
020142407,632.0,58.0,690.0,14_24_7
020142408,473.0,54.0,527.0,14_24_8
020142409,665.0,55.0,720.0,14_24_9
020142501,806.0,43.0,849.0,14_25_1
020142502,417.0,26.0,443.0,14_25_2
020142503,717.0,64.0,781.0,14_25_3
020142504,489.0,35.0,524.0,14_25_4
020142505,425.0,41.0,466.0,14_25_5
020142506,412.0,48.0,460.0,14_25_6
020142507,649.0,72.0,721.0,14_25_7
020142508,673.0,42.0,715.0,14_25_8
020142509,629.0,46.0,675.0,14_25_9
020142601,966.0,80.0,1046.0,14_26_1
020142602,637.0,91.0,728.0,14_26_2
020142603,389.0,22.0,411.0,14_26_3
020142604,1589.0,143.0,1732.0,14_26_4
020142605,863.0,81.0,944.0,14_26_5
020142606,867.0,72.0,939.0,14_26_6
020142607,1076.0,94.0,1170.0,14_26_7
020142701,1139.0,91.0,1230.0,14_27_1
020142702,1018.0,107.0,1125.0,14_27_2
020142703,555.0,32.0,587.0,14_27_3
020142704,731.0,60.0,791.0,14_27_4
020142705,848.0,75.0,923.0,14_27_5
020142706,371.0,48.0,419.0,14_27_6
020142707,399.0,34.0,433.0,14_27_7
020142801,571.0,59.0,630.0,14_28_1
020142802,571.0,46.0,617.0,14_28_2
020142803,634.0,42.0,676.0,14_28_3
020142804,643.0,50.0,693.0,14_28_4
020142805,516.0,39.0,555.0,14_28_5
020142806,863.0,73.0,936.0,14_28_6
020142807,659.0,81.0,740.0,14_28_7
020142808,481.0,44.0,525.0,14_28_8
020142809,516.0,63.0,579.0,14_28_9
020142810,728.0,115.0,843.0,14_28_10
020142811,885.0,95.0,980.0,14_28_11
020142812,502.0,76.0,578.0,14_28_12
020142901,494.0,51.0,545.0,14_29_1
020142902,793.0,131.0,924.0,14_29_2
020142903,438.0,79.0,517.0,14_29_3
020142904,671.0,79.0,750.0,14_29_4
020142905,436.0,38.0,474.0,14_29_5
020142906,737.0,89.0,826.0,14_29_6
020142907,759.0,79.0,838.0,14_29_7
020142908,552.0,57.0,609.0,14_29_8
020142909,657.0,67.0,724.0,14_29_9
020142910,724.0,63.0,787.0,14_29_10
020142911,580.0,60.0,640.0,14_29_11
020143001,711.0,100.0,811.0,14_30_1
020143002,867.0,109.0,976.0,14_30_2
020143003,736.0,104.0,840.0,14_30_3
020143004,502.0,72.0,574.0,14_30_4
020143005,850.0,102.0,952.0,14_30_5
020143006,447.0,29.0,476.0,14_30_6
020143007,335.0,48.0,383.0,14_30_7
020143008,1462.0,170.0,1632.0,14_30_8
020143009,1155.0,125.0,1280.0,14_30_9
020143101,631.0,90.0,721.0,14_31_1
020143102,734.0,103.0,837.0,14_31_2
020143103,532.0,84.0,616.0,14_31_3
020143104,568.0,78.0,646.0,14_31_4
020143105,538.0,69.0,607.0,14_31_5
020143106,1075.0,145.0,1220.0,14_31_6
020143107,767.0,130.0,897.0,14_31_7
020143108,629.0,109.0,738.0,14_31_8
020143109,552.0,97.0,649.0,14_31_9
020143110,474.0,71.0,545.0,14_31_10
020143111,366.0,25.0,391.0,14_31_11
020143112,506.0,69.0,575.0,14_31_12
020150101,967.0,56.0,1023.0,15_1_1
020150102,893.0,53.0,946.0,15_1_2
020150103,649.0,42.0,691.0,15_1_3
020150104,604.0,40.0,644.0,15_1_4
020150105,730.0,52.0,782.0,15_1_5
020150106,687.0,53.0,740.0,15_1_6
020150107,657.0,42.0,699.0,15_1_7
020150108,669.0,47.0,716.0,15_1_8
020150109,928.0,60.0,988.0,15_1_9
020150110,899.0,40.0,939.0,15_1_10
020150111,546.0,41.0,587.0,15_1_11
020150112,671.0,66.0,737.0,15_1_12
020150201,699.0,57.0,756.0,15_2_1
020150202,753.0,64.0,817.0,15_2_2
020150203,786.0,42.0,828.0,15_2_3
020150204,536.0,18.0,554.0,15_2_4
020150205,494.0,23.0,517.0,15_2_5
020150206,660.0,49.0,709.0,15_2_6
020150207,620.0,46.0,666.0,15_2_7
020150208,641.0,27.0,668.0,15_2_8
020150209,544.0,37.0,581.0,15_2_9
020150210,564.0,39.0,603.0,15_2_10
020150301,674.0,48.0,722.0,15_3_1
020150302,895.0,46.0,941.0,15_3_2
020150303,864.0,54.0,918.0,15_3_3
020150304,753.0,47.0,800.0,15_3_4
020150305,692.0,109.0,801.0,15_3_5
020150306,664.0,67.0,731.0,15_3_6
020150307,747.0,65.0,812.0,15_3_7
020150308,847.0,70.0,917.0,15_3_8
020150309,818.0,59.0,877.0,15_3_9
020150310,805.0,63.0,868.0,15_3_10
020150311,692.0,63.0,755.0,15_3_11
020150312,1085.0,125.0,1210.0,15_3_12
020150313,709.0,61.0,770.0,15_3_13
020150401,771.0,81.0,852.0,15_4_1
020150402,655.0,36.0,691.0,15_4_2
020150403,884.0,71.0,955.0,15_4_3
020150404,535.0,29.0,564.0,15_4_4
020150405,583.0,53.0,636.0,15_4_5
020150406,707.0,94.0,801.0,15_4_6
020150407,750.0,77.0,827.0,15_4_7
020150408,642.0,113.0,755.0,15_4_8
020150409,547.0,95.0,642.0,15_4_9
020150410,584.0,59.0,643.0,15_4_10
020150411,691.0,80.0,771.0,15_4_11
020150412,722.0,90.0,812.0,15_4_12
020150413,704.0,64.0,768.0,15_4_13
020150414,713.0,184.0,897.0,15_4_14
020150501,717.0,62.0,779.0,15_5_1
020150502,913.0,82.0,995.0,15_5_2
020150503,717.0,45.0,762.0,15_5_3
020150504,507.0,75.0,582.0,15_5_4
020150505,711.0,64.0,775.0,15_5_5
020150506,750.0,29.0,779.0,15_5_6
020150507,658.0,45.0,703.0,15_5_7
020150508,852.0,55.0,907.0,15_5_8
020150509,816.0,100.0,916.0,15_5_9
020150510,602.0,59.0,661.0,15_5_10
020150511,688.0,61.0,749.0,15_5_11
020150512,669.0,49.0,718.0,15_5_12
020150513,686.0,56.0,742.0,15_5_13
020150514,674.0,48.0,722.0,15_5_14
020150601,648.0,30.0,678.0,15_6_1
020150602,647.0,34.0,681.0,15_6_2
020150603,609.0,32.0,641.0,15_6_3
020150604,684.0,38.0,722.0,15_6_4
020150605,489.0,37.0,526.0,15_6_5
020150606,494.0,22.0,516.0,15_6_6
020150607,595.0,61.0,656.0,15_6_7
020150701,794.0,106.0,900.0,15_7_1
020150702,627.0,78.0,705.0,15_7_2
020150703,584.0,63.0,647.0,15_7_3
020150704,798.0,144.0,942.0,15_7_4
020150705,802.0,86.0,888.0,15_7_5
020150706,759.0,272.0,1031.0,15_7_6
020150707,946.0,78.0,1024.0,15_7_7
020150708,812.0,168.0,980.0,15_7_8
020150709,690.0,111.0,801.0,15_7_9
020150710,828.0,156.0,984.0,15_7_10
020150711,791.0,100.0,891.0,15_7_11
020150712,884.0,87.0,971.0,15_7_12
020150801,825.0,149.0,974.0,15_8_1
020150802,618.0,102.0,720.0,15_8_2
020150803,903.0,105.0,1008.0,15_8_3
020150804,811.0,131.0,942.0,15_8_4
020150805,645.0,104.0,749.0,15_8_5
020150806,671.0,49.0,720.0,15_8_6
020150807,888.0,108.0,996.0,15_8_7
020150808,850.0,81.0,931.0,15_8_8
020150809,884.0,141.0,1025.0,15_8_9
020150810,812.0,76.0,888.0,15_8_10
020150901,483.0,35.0,518.0,15_9_1
020150902,461.0,34.0,495.0,15_9_2
020150903,475.0,42.0,517.0,15_9_3
020150904,600.0,134.0,734.0,15_9_4
020150905,666.0,94.0,760.0,15_9_5
020150906,519.0,93.0,612.0,15_9_6
020150907,605.0,125.0,730.0,15_9_7
020150908,1204.0,1120.0,2324.0,15_9_8
020151001,675.0,44.0,719.0,15_10_1
020151002,1043.0,64.0,1107.0,15_10_2
020151003,1001.0,96.0,1097.0,15_10_3
020151004,734.0,65.0,799.0,15_10_4
020151005,681.0,44.0,725.0,15_10_5
020151006,438.0,47.0,485.0,15_10_6
020151007,773.0,73.0,846.0,15_10_7
020151008,654.0,66.0,720.0,15_10_8
020151009,678.0,88.0,766.0,15_10_9
020151010,486.0,96.0,582.0,15_10_10
020151011,602.0,54.0,656.0,15_10_11
020151012,704.0,78.0,782.0,15_10_12
020151013,875.0,184.0,1059.0,15_10_13
020151101,726.0,63.0,789.0,15_11_1
020151102,702.0,62.0,764.0,15_11_2
020151103,686.0,50.0,736.0,15_11_3
020151104,739.0,82.0,821.0,15_11_4
020151105,635.0,66.0,701.0,15_11_5
020151106,712.0,86.0,798.0,15_11_6
020151107,614.0,65.0,679.0,15_11_7
020151108,664.0,62.0,726.0,15_11_8
020151109,928.0,164.0,1092.0,15_11_9
020151110,574.0,96.0,670.0,15_11_10
020151111,1017.0,147.0,1164.0,15_11_11
020151112,790.0,75.0,865.0,15_11_12
020151113,846.0,77.0,923.0,15_11_13
020151201,638.0,143.0,781.0,15_12_1
020151202,668.0,97.0,765.0,15_12_2
020151203,624.0,128.0,752.0,15_12_3
020151204,636.0,57.0,693.0,15_12_4
020151205,798.0,129.0,927.0,15_12_5
020151206,641.0,85.0,726.0,15_12_6
020151207,443.0,54.0,497.0,15_12_7
020151208,668.0,73.0,741.0,15_12_8
020151209,461.0,59.0,520.0,15_12_9
020151301,736.0,113.0,849.0,15_13_1
020151302,672.0,70.0,742.0,15_13_2
020151303,559.0,75.0,634.0,15_13_3
020151304,612.0,74.0,686.0,15_13_4
020151305,375.0,51.0,426.0,15_13_5
020151306,435.0,63.0,498.0,15_13_6
020151307,631.0,55.0,686.0,15_13_7
020151308,393.0,46.0,439.0,15_13_8
020151309,964.0,88.0,1052.0,15_13_9
020151310,596.0,56.0,652.0,15_13_10
020151401,760.0,88.0,848.0,15_14_1
020151402,808.0,91.0,899.0,15_14_2
020151403,636.0,86.0,722.0,15_14_3
020151404,663.0,51.0,714.0,15_14_4
020151405,878.0,74.0,952.0,15_14_5
020151406,459.0,63.0,522.0,15_14_6
020151407,819.0,64.0,883.0,15_14_7
020151408,683.0,158.0,841.0,15_14_8
020151409,772.0,90.0,862.0,15_14_9
020151410,588.0,96.0,684.0,15_14_10
020151411,858.0,167.0,1025.0,15_14_11
020151501,620.0,76.0,696.0,15_15_1
020151502,697.0,62.0,759.0,15_15_2
020151503,985.0,59.0,1044.0,15_15_3
020151504,840.0,148.0,988.0,15_15_4
020151505,745.0,104.0,849.0,15_15_5
020151506,744.0,137.0,881.0,15_15_6
020151507,732.0,126.0,858.0,15_15_7
020151508,581.0,85.0,666.0,15_15_8
020151509,949.0,88.0,1037.0,15_15_9
020151510,831.0,103.0,934.0,15_15_10
020151601,736.0,127.0,863.0,15_16_1
020151602,731.0,117.0,848.0,15_16_2
020151603,996.0,69.0,1065.0,15_16_3
020151604,693.0,52.0,745.0,15_16_4
020151605,578.0,64.0,642.0,15_16_5
020151606,733.0,61.0,794.0,15_16_6
020151607,763.0,85.0,848.0,15_16_7
020151608,778.0,61.0,839.0,15_16_8
020151609,690.0,45.0,735.0,15_16_9
020151610,736.0,69.0,805.0,15_16_10
020151611,703.0,60.0,763.0,15_16_11
020151701,652.0,80.0,732.0,15_17_1
020151702,533.0,51.0,584.0,15_17_2
020151703,791.0,63.0,854.0,15_17_3
020151704,893.0,113.0,1006.0,15_17_4
020151705,785.0,94.0,879.0,15_17_5
020151706,658.0,53.0,711.0,15_17_6
020151707,660.0,78.0,738.0,15_17_7
020151708,546.0,48.0,594.0,15_17_8
020151709,607.0,71.0,678.0,15_17_9
020151710,833.0,79.0,912.0,15_17_10
020151711,742.0,80.0,822.0,15_17_11
020151712,673.0,57.0,730.0,15_17_12
020151801,503.0,67.0,570.0,15_18_1
020151802,450.0,50.0,500.0,15_18_2
020151803,658.0,56.0,714.0,15_18_3
020151804,415.0,52.0,467.0,15_18_4
020151805,439.0,51.0,490.0,15_18_5
020151806,457.0,60.0,517.0,15_18_6
020151807,721.0,50.0,771.0,15_18_7
020151808,525.0,44.0,569.0,15_18_8
020151809,440.0,52.0,492.0,15_18_9
020151810,533.0,49.0,582.0,15_18_10
020151811,603.0,54.0,657.0,15_18_11
020151812,518.0,42.0,560.0,15_18_12
020151813,484.0,62.0,546.0,15_18_13
020151901,432.0,33.0,465.0,15_19_1
020151902,725.0,69.0,794.0,15_19_2
020151903,634.0,51.0,685.0,15_19_3
020151904,699.0,58.0,757.0,15_19_4
020151905,760.0,81.0,841.0,15_19_5
020151906,706.0,59.0,765.0,15_19_6
020151907,683.0,60.0,743.0,15_19_7
020151908,541.0,58.0,599.0,15_19_8
020151909,617.0,44.0,661.0,15_19_9
020151910,881.0,83.0,964.0,15_19_10
020151911,742.0,64.0,806.0,15_19_11
020152001,785.0,73.0,858.0,15_20_1
020152002,720.0,85.0,805.0,15_20_2
020152003,721.0,70.0,791.0,15_20_3
020152004,581.0,54.0,635.0,15_20_4
020152005,523.0,72.0,595.0,15_20_5
020152006,637.0,76.0,713.0,15_20_6
020152007,648.0,81.0,729.0,15_20_7
020152008,616.0,43.0,659.0,15_20_8
020152009,428.0,63.0,491.0,15_20_9
020152010,732.0,72.0,804.0,15_20_10
020152011,654.0,74.0,728.0,15_20_11
020152012,645.0,93.0,738.0,15_20_12
020152101,669.0,53.0,722.0,15_21_1
020152102,759.0,63.0,822.0,15_21_2
020152103,552.0,79.0,631.0,15_21_3
020152104,672.0,54.0,726.0,15_21_4
020152105,421.0,51.0,472.0,15_21_5
020152106,939.0,106.0,1045.0,15_21_6
020152107,375.0,36.0,411.0,15_21_7
020152108,518.0,56.0,574.0,15_21_8
020152109,790.0,73.0,863.0,15_21_9
020152110,554.0,59.0,613.0,15_21_10
020152111,634.0,63.0,697.0,15_21_11
020152112,421.0,89.0,510.0,15_21_12
020152113,787.0,108.0,895.0,15_21_13
