Código,Argentina,Otro país,Total,CO_FRAC_RA
020060103,792.0,96.0,888.0,6_1_3
020060104,618.0,80.0,698.0,6_1_4
020060105,1048.0,76.0,1124.0,6_1_5
020060106,872.0,66.0,938.0,6_1_6
020060107,628.0,64.0,692.0,6_1_7
020060108,773.0,98.0,871.0,6_1_8
020060109,651.0,64.0,715.0,6_1_9
020060110,560.0,60.0,620.0,6_1_10
020060111,641.0,34.0,675.0,6_1_11
020060112,555.0,67.0,622.0,6_1_12
020060201,1020.0,61.0,1081.0,6_2_1
020060202,850.0,49.0,899.0,6_2_2
020060203,556.0,35.0,591.0,6_2_3
020060204,621.0,46.0,667.0,6_2_4
020060205,604.0,30.0,634.0,6_2_5
020060206,835.0,70.0,905.0,6_2_6
020060207,659.0,78.0,737.0,6_2_7
020060208,1003.0,86.0,1089.0,6_2_8
020060209,620.0,40.0,660.0,6_2_9
020060210,835.0,82.0,917.0,6_2_10
020060211,1200.0,127.0,1327.0,6_2_11
020060301,834.0,128.0,962.0,6_3_1
020060302,816.0,58.0,874.0,6_3_2
020060303,849.0,60.0,909.0,6_3_3
020060304,588.0,47.0,635.0,6_3_4
020060305,648.0,72.0,720.0,6_3_5
020060306,796.0,84.0,880.0,6_3_6
020060307,796.0,80.0,876.0,6_3_7
020060308,664.0,68.0,732.0,6_3_8
020060309,1019.0,123.0,1142.0,6_3_9
020060310,818.0,46.0,864.0,6_3_10
020060401,496.0,58.0,554.0,6_4_1
020060402,596.0,62.0,658.0,6_4_2
020060403,767.0,64.0,831.0,6_4_3
020060404,725.0,48.0,773.0,6_4_4
020060405,696.0,35.0,731.0,6_4_5
020060406,709.0,65.0,774.0,6_4_6
020060407,613.0,60.0,673.0,6_4_7
020060408,825.0,58.0,883.0,6_4_8
020060409,975.0,105.0,1080.0,6_4_9
020060410,716.0,88.0,804.0,6_4_10
020060411,721.0,41.0,762.0,6_4_11
020060501,675.0,66.0,741.0,6_5_1
020060502,942.0,73.0,1015.0,6_5_2
020060503,736.0,38.0,774.0,6_5_3
020060504,585.0,52.0,637.0,6_5_4
020060505,853.0,86.0,939.0,6_5_5
020060506,644.0,45.0,689.0,6_5_6
020060507,682.0,67.0,749.0,6_5_7
020060508,429.0,37.0,466.0,6_5_8
020060509,521.0,48.0,569.0,6_5_9
020060510,907.0,71.0,978.0,6_5_10
020060511,869.0,67.0,936.0,6_5_11
020060512,334.0,35.0,369.0,6_5_12
020060601,1052.0,66.0,1118.0,6_6_1
020060602,1736.0,100.0,1836.0,6_6_2
020060603,1035.0,72.0,1107.0,6_6_3
020060604,443.0,39.0,482.0,6_6_4
020060605,640.0,37.0,677.0,6_6_5
020060606,746.0,40.0,786.0,6_6_6
020060607,687.0,54.0,741.0,6_6_7
020060608,913.0,96.0,1009.0,6_6_8
020060609,721.0,40.0,761.0,6_6_9
020060701,555.0,38.0,593.0,6_7_1
020060702,738.0,65.0,803.0,6_7_2
020060703,901.0,53.0,954.0,6_7_3
020060704,788.0,81.0,869.0,6_7_4
020060705,725.0,59.0,784.0,6_7_5
020060706,610.0,72.0,682.0,6_7_6
020060707,1041.0,110.0,1151.0,6_7_7
020060708,686.0,54.0,740.0,6_7_8
020060709,730.0,39.0,769.0,6_7_9
020060710,721.0,57.0,778.0,6_7_10
020060711,576.0,37.0,613.0,6_7_11
020060712,614.0,38.0,652.0,6_7_12
020060713,456.0,35.0,491.0,6_7_13
020060801,782.0,50.0,832.0,6_8_1
020060802,921.0,102.0,1023.0,6_8_2
020060803,599.0,41.0,640.0,6_8_3
020060804,577.0,49.0,626.0,6_8_4
020060805,469.0,42.0,511.0,6_8_5
020060806,1201.0,119.0,1320.0,6_8_6
020060807,616.0,48.0,664.0,6_8_7
020060808,1226.0,107.0,1333.0,6_8_8
020060809,468.0,43.0,511.0,6_8_9
020060810,648.0,29.0,677.0,6_8_10
020060901,560.0,40.0,600.0,6_9_1
020060902,569.0,29.0,598.0,6_9_2
020060903,595.0,58.0,653.0,6_9_3
020060904,956.0,56.0,1012.0,6_9_4
020060905,393.0,45.0,438.0,6_9_5
020060906,788.0,76.0,864.0,6_9_6
020060907,496.0,44.0,540.0,6_9_7
020060908,375.0,26.0,401.0,6_9_8
020060909,783.0,55.0,838.0,6_9_9
020060910,689.0,46.0,735.0,6_9_10
020061001,558.0,46.0,604.0,6_10_1
020061002,527.0,37.0,564.0,6_10_2
020061003,746.0,45.0,791.0,6_10_3
020061004,609.0,103.0,712.0,6_10_4
020061005,884.0,75.0,959.0,6_10_5
020061006,870.0,86.0,956.0,6_10_6
020061007,541.0,51.0,592.0,6_10_7
020061008,1150.0,93.0,1243.0,6_10_8
020061009,467.0,34.0,501.0,6_10_9
020061010,883.0,60.0,943.0,6_10_10
020061101,967.0,86.0,1053.0,6_11_1
020061102,502.0,48.0,550.0,6_11_2
020061103,831.0,45.0,876.0,6_11_3
020061104,744.0,38.0,782.0,6_11_4
020061105,544.0,37.0,581.0,6_11_5
020061106,665.0,62.0,727.0,6_11_6
020061107,701.0,54.0,755.0,6_11_7
020061108,740.0,39.0,779.0,6_11_8
020061109,679.0,44.0,723.0,6_11_9
020061110,508.0,28.0,536.0,6_11_10
020061201,488.0,34.0,522.0,6_12_1
020061202,470.0,86.0,556.0,6_12_2
020061203,582.0,47.0,629.0,6_12_3
020061204,344.0,16.0,360.0,6_12_4
020061205,778.0,63.0,841.0,6_12_5
020061206,530.0,41.0,571.0,6_12_6
020061207,622.0,63.0,685.0,6_12_7
020061208,693.0,48.0,741.0,6_12_8
020061209,704.0,69.0,773.0,6_12_9
020061210,507.0,29.0,536.0,6_12_10
020061211,742.0,72.0,814.0,6_12_11
020061212,471.0,48.0,519.0,6_12_12
020061301,643.0,46.0,689.0,6_13_1
020061302,1203.0,99.0,1302.0,6_13_2
020061303,705.0,59.0,764.0,6_13_3
020061304,1144.0,96.0,1240.0,6_13_4
020061305,797.0,76.0,873.0,6_13_5
020061306,507.0,28.0,535.0,6_13_6
020061307,804.0,58.0,862.0,6_13_7
020061308,1097.0,124.0,1221.0,6_13_8
020061309,825.0,71.0,896.0,6_13_9
020061401,822.0,74.0,896.0,6_14_1
020061402,587.0,38.0,625.0,6_14_2
020061403,776.0,74.0,850.0,6_14_3
020061404,990.0,69.0,1059.0,6_14_4
020061405,966.0,65.0,1031.0,6_14_5
020061406,1062.0,99.0,1161.0,6_14_6
020061407,503.0,36.0,539.0,6_14_7
020061408,508.0,32.0,540.0,6_14_8
020061409,733.0,61.0,794.0,6_14_9
020061410,847.0,65.0,912.0,6_14_10
020061501,622.0,49.0,671.0,6_15_1
020061502,1550.0,117.0,1667.0,6_15_2
020061503,769.0,47.0,816.0,6_15_3
020061504,650.0,32.0,682.0,6_15_4
020061505,726.0,34.0,760.0,6_15_5
020061506,750.0,53.0,803.0,6_15_6
020061507,793.0,66.0,859.0,6_15_7
020061508,864.0,95.0,959.0,6_15_8
020061509,491.0,26.0,517.0,6_15_9
020061510,673.0,43.0,716.0,6_15_10
020061601,625.0,47.0,672.0,6_16_1
020061602,633.0,45.0,678.0,6_16_2
020061603,881.0,64.0,945.0,6_16_3
020061604,654.0,42.0,696.0,6_16_4
020061605,916.0,60.0,976.0,6_16_5
020061606,923.0,56.0,979.0,6_16_6
020061607,971.0,69.0,1040.0,6_16_7
020061608,1295.0,111.0,1406.0,6_16_8
020061609,1029.0,58.0,1087.0,6_16_9
020061610,1081.0,74.0,1155.0,6_16_10
020061611,812.0,74.0,886.0,6_16_11
020061701,775.0,63.0,838.0,6_17_1
020061702,850.0,49.0,899.0,6_17_2
020061703,633.0,75.0,708.0,6_17_3
020061704,709.0,38.0,747.0,6_17_4
020061705,1609.0,121.0,1730.0,6_17_5
020061706,973.0,74.0,1047.0,6_17_6
020061707,571.0,35.0,606.0,6_17_7
020061801,578.0,45.0,623.0,6_18_1
020061802,567.0,44.0,611.0,6_18_2
020061803,604.0,44.0,648.0,6_18_3
020061804,674.0,48.0,722.0,6_18_4
020061805,753.0,59.0,812.0,6_18_5
020061806,1016.0,67.0,1083.0,6_18_6
020061807,1059.0,94.0,1153.0,6_18_7
020061808,1004.0,67.0,1071.0,6_18_8
020061809,764.0,55.0,819.0,6_18_9
020061901,796.0,91.0,887.0,6_19_1
020061902,1364.0,104.0,1468.0,6_19_2
020061903,1357.0,63.0,1420.0,6_19_3
020061904,936.0,74.0,1010.0,6_19_4
020061905,679.0,69.0,748.0,6_19_5
020061906,956.0,61.0,1017.0,6_19_6
020061907,901.0,65.0,966.0,6_19_7
020061908,861.0,46.0,907.0,6_19_8
020062001,453.0,38.0,491.0,6_20_1
020062002,519.0,39.0,558.0,6_20_2
020062003,879.0,91.0,970.0,6_20_3
020062004,503.0,29.0,532.0,6_20_4
020062005,785.0,51.0,836.0,6_20_5
020062006,774.0,50.0,824.0,6_20_6
020062007,548.0,55.0,603.0,6_20_7
020062008,1125.0,69.0,1194.0,6_20_8
020062009,686.0,84.0,770.0,6_20_9
020062010,808.0,56.0,864.0,6_20_10
020062101,586.0,34.0,620.0,6_21_1
020062102,932.0,60.0,992.0,6_21_2
020062103,940.0,87.0,1027.0,6_21_3
020062104,560.0,54.0,614.0,6_21_4
020062105,718.0,66.0,784.0,6_21_5
020062106,480.0,43.0,523.0,6_21_6
020062107,873.0,90.0,963.0,6_21_7
020062108,1124.0,99.0,1223.0,6_21_8
020062109,688.0,52.0,740.0,6_21_9
020062110,777.0,48.0,825.0,6_21_10
020062111,927.0,81.0,1008.0,6_21_11
020070101,428.0,173.0,601.0,7_1_1
020070102,692.0,199.0,891.0,7_1_2
020070103,692.0,186.0,878.0,7_1_3
020070104,490.0,248.0,738.0,7_1_4
020070105,309.0,141.0,450.0,7_1_5
020070106,532.0,217.0,749.0,7_1_6
020070107,388.0,99.0,487.0,7_1_7
020070108,640.0,81.0,721.0,7_1_8
020070109,513.0,167.0,680.0,7_1_9
020070110,988.0,137.0,1125.0,7_1_10
020070201,731.0,97.0,828.0,7_2_1
020070202,925.0,64.0,989.0,7_2_2
020070203,686.0,138.0,824.0,7_2_3
020070204,1475.0,302.0,1777.0,7_2_4
020070205,814.0,171.0,985.0,7_2_5
020070206,854.0,246.0,1100.0,7_2_6
020070207,561.0,163.0,724.0,7_2_7
020070208,626.0,86.0,712.0,7_2_8
020070209,880.0,118.0,998.0,7_2_9
020070301,638.0,51.0,689.0,7_3_1
020070302,835.0,118.0,953.0,7_3_2
020070303,1025.0,109.0,1134.0,7_3_3
020070304,1020.0,154.0,1174.0,7_3_4
020070305,732.0,55.0,787.0,7_3_5
020070306,809.0,115.0,924.0,7_3_6
020070307,1025.0,145.0,1170.0,7_3_7
020070308,678.0,58.0,736.0,7_3_8
020070309,600.0,111.0,711.0,7_3_9
020070310,960.0,102.0,1062.0,7_3_10
020070401,980.0,89.0,1069.0,7_4_1
020070402,695.0,75.0,770.0,7_4_2
020070403,905.0,107.0,1012.0,7_4_3
020070404,1194.0,108.0,1302.0,7_4_4
020070405,737.0,96.0,833.0,7_4_5
020070406,989.0,185.0,1174.0,7_4_6
020070407,1064.0,127.0,1191.0,7_4_7
020070408,868.0,83.0,951.0,7_4_8
020070409,567.0,45.0,612.0,7_4_9
020070410,845.0,83.0,928.0,7_4_10
020070501,696.0,50.0,746.0,7_5_1
020070502,607.0,41.0,648.0,7_5_2
020070503,790.0,76.0,866.0,7_5_3
020070504,959.0,65.0,1024.0,7_5_4
020070505,1049.0,80.0,1129.0,7_5_5
020070506,601.0,39.0,640.0,7_5_6
020070507,601.0,59.0,660.0,7_5_7
020070508,681.0,59.0,740.0,7_5_8
020070509,934.0,164.0,1098.0,7_5_9
020070601,851.0,76.0,927.0,7_6_1
020070602,715.0,86.0,801.0,7_6_2
020070603,569.0,62.0,631.0,7_6_3
020070604,693.0,141.0,834.0,7_6_4
020070605,785.0,114.0,899.0,7_6_5
020070606,833.0,75.0,908.0,7_6_6
020070607,781.0,88.0,869.0,7_6_7
020070608,400.0,39.0,439.0,7_6_8
020070609,606.0,81.0,687.0,7_6_9
020070701,525.0,116.0,641.0,7_7_1
020070702,522.0,64.0,586.0,7_7_2
020070703,849.0,109.0,958.0,7_7_3
020070704,557.0,82.0,639.0,7_7_4
020070705,527.0,110.0,637.0,7_7_5
020070706,824.0,135.0,959.0,7_7_6
020070707,578.0,87.0,665.0,7_7_7
020070708,452.0,54.0,506.0,7_7_8
020070709,766.0,170.0,936.0,7_7_9
020070710,723.0,66.0,789.0,7_7_10
020070711,547.0,66.0,613.0,7_7_11
020070801,582.0,100.0,682.0,7_8_1
020070802,750.0,129.0,879.0,7_8_2
020070803,523.0,60.0,583.0,7_8_3
020070804,760.0,61.0,821.0,7_8_4
020070805,902.0,138.0,1040.0,7_8_5
020070806,818.0,78.0,896.0,7_8_6
020070807,600.0,78.0,678.0,7_8_7
020070808,702.0,116.0,818.0,7_8_8
020070901,612.0,55.0,667.0,7_9_1
020070902,563.0,62.0,625.0,7_9_2
020070903,505.0,38.0,543.0,7_9_3
020070904,768.0,58.0,826.0,7_9_4
020070905,461.0,33.0,494.0,7_9_5
020070906,825.0,68.0,893.0,7_9_6
020070907,695.0,58.0,753.0,7_9_7
020070908,889.0,83.0,972.0,7_9_8
020070909,614.0,71.0,685.0,7_9_9
020070910,637.0,55.0,692.0,7_9_10
020070911,525.0,52.0,577.0,7_9_11
020071001,674.0,59.0,733.0,7_10_1
020071002,345.0,35.0,380.0,7_10_2
020071003,546.0,42.0,588.0,7_10_3
020071004,632.0,58.0,690.0,7_10_4
020071005,581.0,59.0,640.0,7_10_5
020071006,685.0,75.0,760.0,7_10_6
020071007,664.0,46.0,710.0,7_10_7
020071008,997.0,75.0,1072.0,7_10_8
020071009,630.0,52.0,682.0,7_10_9
020071010,874.0,58.0,932.0,7_10_10
020071101,748.0,107.0,855.0,7_11_1
020071102,802.0,61.0,863.0,7_11_2
020071103,774.0,76.0,850.0,7_11_3
020071104,865.0,74.0,939.0,7_11_4
020071105,521.0,27.0,548.0,7_11_5
020071106,744.0,57.0,801.0,7_11_6
020071107,1057.0,66.0,1123.0,7_11_7
020071108,915.0,90.0,1005.0,7_11_8
020071109,899.0,88.0,987.0,7_11_9
020071110,602.0,43.0,645.0,7_11_10
020071201,945.0,75.0,1020.0,7_12_1
020071202,504.0,74.0,578.0,7_12_2
020071203,692.0,80.0,772.0,7_12_3
020071204,733.0,64.0,797.0,7_12_4
020071205,707.0,33.0,740.0,7_12_5
020071206,675.0,80.0,755.0,7_12_6
020071207,501.0,111.0,612.0,7_12_7
020071208,388.0,207.0,595.0,7_12_8
020071209,719.0,104.0,823.0,7_12_9
020071301,642.0,79.0,721.0,7_13_1
020071302,640.0,73.0,713.0,7_13_2
020071303,920.0,80.0,1000.0,7_13_3
020071304,492.0,70.0,562.0,7_13_4
020071305,763.0,56.0,819.0,7_13_5
020071306,708.0,36.0,744.0,7_13_6
020071307,510.0,39.0,549.0,7_13_7
020071308,490.0,70.0,560.0,7_13_8
020071309,459.0,34.0,493.0,7_13_9
020071310,472.0,25.0,497.0,7_13_10
020071311,701.0,49.0,750.0,7_13_11
020071312,650.0,42.0,692.0,7_13_12
020071313,535.0,30.0,565.0,7_13_13
020071314,655.0,54.0,709.0,7_13_14
020071315,470.0,33.0,503.0,7_13_15
020071401,727.0,106.0,833.0,7_14_1
020071402,757.0,60.0,817.0,7_14_2
020071403,635.0,90.0,725.0,7_14_3
020071404,640.0,56.0,696.0,7_14_4
020071405,849.0,80.0,929.0,7_14_5
020071406,981.0,144.0,1125.0,7_14_6
020071407,802.0,137.0,939.0,7_14_7
020071408,805.0,131.0,936.0,7_14_8
020071409,724.0,132.0,856.0,7_14_9
020071410,658.0,108.0,766.0,7_14_10
020071411,845.0,77.0,922.0,7_14_11
020071412,807.0,117.0,924.0,7_14_12
020071413,616.0,131.0,747.0,7_14_13
020071501,501.0,187.0,688.0,7_15_1
020071502,804.0,263.0,1067.0,7_15_2
020071503,776.0,184.0,960.0,7_15_3
020071504,547.0,108.0,655.0,7_15_4
020071505,583.0,122.0,705.0,7_15_5
020071506,949.0,161.0,1110.0,7_15_6
020071507,649.0,65.0,714.0,7_15_7
020071508,706.0,91.0,797.0,7_15_8
020071509,1120.0,98.0,1218.0,7_15_9
020071510,812.0,211.0,1023.0,7_15_10
020071511,949.0,199.0,1148.0,7_15_11
020071601,678.0,44.0,722.0,7_16_1
020071602,654.0,142.0,796.0,7_16_2
020071603,755.0,60.0,815.0,7_16_3
020071604,611.0,115.0,726.0,7_16_4
020071605,595.0,200.0,795.0,7_16_5
020071606,872.0,135.0,1007.0,7_16_6
020071607,778.0,169.0,947.0,7_16_7
020071608,942.0,164.0,1106.0,7_16_8
020071609,672.0,385.0,1057.0,7_16_9
020071701,841.0,764.0,1605.0,7_17_1
020071702,488.0,1099.0,1587.0,7_17_2
020071703,462.0,912.0,1374.0,7_17_3
020071704,524.0,1121.0,1645.0,7_17_4
020071705,276.0,615.0,891.0,7_17_5
020071706,599.0,714.0,1313.0,7_17_6
020071707,802.0,1614.0,2416.0,7_17_7
020071708,330.0,773.0,1103.0,7_17_8
020071709,523.0,1323.0,1846.0,7_17_9
020071710,579.0,928.0,1507.0,7_17_10
020071711,300.0,260.0,560.0,7_17_11
020071801,621.0,924.0,1545.0,7_18_1
020071802,181.0,306.0,487.0,7_18_2
020071803,455.0,487.0,942.0,7_18_3
020071804,263.0,550.0,813.0,7_18_4
020071805,371.0,632.0,1003.0,7_18_5
020071806,778.0,896.0,1674.0,7_18_6
020071807,1069.0,147.0,1216.0,7_18_7
020071808,925.0,85.0,1010.0,7_18_8
020071809,480.0,723.0,1203.0,7_18_9
020071810,574.0,919.0,1493.0,7_18_10
020071811,588.0,737.0,1325.0,7_18_11
020071901,469.0,409.0,878.0,7_19_1
020071902,1034.0,625.0,1659.0,7_19_2
020071903,803.0,536.0,1339.0,7_19_3
020071904,829.0,724.0,1553.0,7_19_4
020071905,1005.0,402.0,1407.0,7_19_5
020071906,1693.0,234.0,1927.0,7_19_6
020072001,935.0,86.0,1021.0,7_20_1
020072002,516.0,36.0,552.0,7_20_2
020072003,611.0,111.0,722.0,7_20_3
020072004,434.0,107.0,541.0,7_20_4
020072005,671.0,135.0,806.0,7_20_5
020072006,714.0,101.0,815.0,7_20_6
020072007,660.0,156.0,816.0,7_20_7
020072008,1025.0,164.0,1189.0,7_20_8
020072009,646.0,263.0,909.0,7_20_9
020072010,904.0,423.0,1327.0,7_20_10
020072011,843.0,246.0,1089.0,7_20_11
020072012,502.0,157.0,659.0,7_20_12
020072013,1516.0,101.0,1617.0,7_20_13
020072101,1035.0,103.0,1138.0,7_21_1
020072102,1058.0,63.0,1121.0,7_21_2
020072103,906.0,53.0,959.0,7_21_3
020072104,543.0,22.0,565.0,7_21_4
020072105,640.0,46.0,686.0,7_21_5
020072106,852.0,75.0,927.0,7_21_6
020072107,658.0,64.0,722.0,7_21_7
020072108,413.0,19.0,432.0,7_21_8
020072109,628.0,81.0,709.0,7_21_9
020072110,818.0,93.0,911.0,7_21_10
020072111,727.0,84.0,811.0,7_21_11
020072112,790.0,127.0,917.0,7_21_12
020072201,589.0,45.0,634.0,7_22_1
020072202,846.0,77.0,923.0,7_22_2
020072203,815.0,59.0,874.0,7_22_3
020072204,874.0,58.0,932.0,7_22_4
020072205,948.0,52.0,1000.0,7_22_5
020072206,851.0,52.0,903.0,7_22_6
020072207,524.0,37.0,561.0,7_22_7
020072208,529.0,40.0,569.0,7_22_8
020072209,577.0,29.0,606.0,7_22_9
020072210,673.0,105.0,778.0,7_22_10
020072211,705.0,48.0,753.0,7_22_11
020072212,542.0,40.0,582.0,7_22_12
020072213,705.0,48.0,753.0,7_22_13
020072301,755.0,67.0,822.0,7_23_1
020072302,938.0,46.0,984.0,7_23_2
020072303,691.0,37.0,728.0,7_23_3
020072304,591.0,42.0,633.0,7_23_4
020072305,673.0,62.0,735.0,7_23_5
020072306,697.0,63.0,760.0,7_23_6
020072307,752.0,69.0,821.0,7_23_7
020072308,737.0,77.0,814.0,7_23_8
020072309,687.0,48.0,735.0,7_23_9
020072401,823.0,71.0,894.0,7_24_1
020072402,770.0,143.0,913.0,7_24_2
020072403,1100.0,114.0,1214.0,7_24_3
020072404,946.0,90.0,1036.0,7_24_4
020072405,863.0,68.0,931.0,7_24_5
020072406,923.0,136.0,1059.0,7_24_6
020072407,751.0,101.0,852.0,7_24_7
020072408,760.0,117.0,877.0,7_24_8
020072409,841.0,109.0,950.0,7_24_9
020072410,839.0,123.0,962.0,7_24_10
020072411,935.0,105.0,1040.0,7_24_11
020080101,886.0,261.0,1147.0,8_1_1
020080102,918.0,707.0,1625.0,8_1_2
020080103,779.0,542.0,1321.0,8_1_3
020080104,1417.0,477.0,1894.0,8_1_4
020080105,1563.0,199.0,1762.0,8_1_5
020080106,1463.0,792.0,2255.0,8_1_6
020080107,1098.0,353.0,1451.0,8_1_7
020080108,748.0,435.0,1183.0,8_1_8
020080109,1123.0,1548.0,2671.0,8_1_9
020080110,983.0,531.0,1514.0,8_1_10
020080111,416.0,249.0,665.0,8_1_11
020080112,1406.0,1998.0,3404.0,8_1_12
020080201,1209.0,73.0,1282.0,8_2_1
020080202,501.0,34.0,535.0,8_2_2
020080203,490.0,25.0,515.0,8_2_3
020080204,753.0,47.0,800.0,8_2_4
020080205,536.0,25.0,561.0,8_2_5
020080206,665.0,33.0,698.0,8_2_6
020080207,1150.0,76.0,1226.0,8_2_7
020080208,864.0,46.0,910.0,8_2_8
020080209,802.0,27.0,829.0,8_2_9
020080210,511.0,29.0,540.0,8_2_10
020080301,706.0,245.0,951.0,8_3_1
020080302,657.0,134.0,791.0,8_3_2
020080303,470.0,110.0,580.0,8_3_3
020080304,671.0,120.0,791.0,8_3_4
020080305,653.0,75.0,728.0,8_3_5
020080306,352.0,45.0,397.0,8_3_6
020080307,651.0,113.0,764.0,8_3_7
020080308,964.0,937.0,1901.0,8_3_8
020080309,1156.0,851.0,2007.0,8_3_9
020080310,1040.0,656.0,1696.0,8_3_10
020080401,671.0,228.0,899.0,8_4_1
020080402,517.0,105.0,622.0,8_4_2
020080403,583.0,80.0,663.0,8_4_3
020080404,569.0,94.0,663.0,8_4_4
020080405,855.0,105.0,960.0,8_4_5
020080406,947.0,137.0,1084.0,8_4_6
020080407,712.0,124.0,836.0,8_4_7
020080408,694.0,165.0,859.0,8_4_8
020080409,682.0,88.0,770.0,8_4_9
020080410,790.0,93.0,883.0,8_4_10
020080411,654.0,89.0,743.0,8_4_11
020080501,708.0,99.0,807.0,8_5_1
020080502,670.0,106.0,776.0,8_5_2
020080503,648.0,173.0,821.0,8_5_3
020080504,719.0,153.0,872.0,8_5_4
020080505,532.0,85.0,617.0,8_5_5
020080506,720.0,111.0,831.0,8_5_6
020080507,864.0,160.0,1024.0,8_5_7
020080508,582.0,42.0,624.0,8_5_8
020080509,883.0,27.0,910.0,8_5_9
020080510,1091.0,46.0,1137.0,8_5_10
020080511,880.0,47.0,927.0,8_5_11
020080601,885.0,41.0,926.0,8_6_1
020080602,1137.0,60.0,1197.0,8_6_2
020080603,1165.0,54.0,1219.0,8_6_3
020080604,640.0,102.0,742.0,8_6_4
020080605,845.0,154.0,999.0,8_6_5
020080606,746.0,257.0,1003.0,8_6_6
020080607,516.0,96.0,612.0,8_6_7
020080608,666.0,98.0,764.0,8_6_8
020080609,730.0,139.0,869.0,8_6_9
020080610,509.0,131.0,640.0,8_6_10
020080611,468.0,183.0,651.0,8_6_11
020080701,888.0,451.0,1339.0,8_7_1
020080702,923.0,706.0,1629.0,8_7_2
020080703,1015.0,648.0,1663.0,8_7_3
020080704,762.0,759.0,1521.0,8_7_4
020080705,751.0,956.0,1707.0,8_7_5
020080706,545.0,847.0,1392.0,8_7_6
020080707,784.0,1375.0,2159.0,8_7_7
020080708,1086.0,799.0,1885.0,8_7_8
020080709,1557.0,1531.0,3088.0,8_7_9
020080710,528.0,507.0,1035.0,8_7_10
020080711,912.0,658.0,1570.0,8_7_11
020080712,1271.0,434.0,1705.0,8_7_12
020080713,862.0,651.0,1513.0,8_7_13
020080714,684.0,1378.0,2062.0,8_7_14
020080801,763.0,101.0,864.0,8_8_1
020080802,830.0,94.0,924.0,8_8_2
020080803,603.0,79.0,682.0,8_8_3
020080804,742.0,67.0,809.0,8_8_4
020080805,528.0,85.0,613.0,8_8_5
020080806,826.0,119.0,945.0,8_8_6
020080807,755.0,101.0,856.0,8_8_7
020080808,573.0,67.0,640.0,8_8_8
020080809,616.0,119.0,735.0,8_8_9
020080810,731.0,168.0,899.0,8_8_10
020080811,901.0,26.0,927.0,8_8_11
020080901,718.0,83.0,801.0,8_9_1
020080902,816.0,67.0,883.0,8_9_2
020080903,912.0,116.0,1028.0,8_9_3
020080904,467.0,46.0,513.0,8_9_4
020080905,829.0,111.0,940.0,8_9_5
020080906,931.0,89.0,1020.0,8_9_6
020080907,699.0,73.0,772.0,8_9_7
020080908,671.0,85.0,756.0,8_9_8
020080909,859.0,63.0,922.0,8_9_9
020081001,832.0,44.0,876.0,8_10_1
020081002,718.0,41.0,759.0,8_10_2
020081003,964.0,45.0,1009.0,8_10_3
020081004,2098.0,104.0,2202.0,8_10_4
020081005,2300.0,101.0,2401.0,8_10_5
020081006,1522.0,79.0,1601.0,8_10_6
020081007,1565.0,62.0,1627.0,8_10_7
020081008,1049.0,147.0,1196.0,8_10_8
020081101,2753.0,132.0,2885.0,8_11_1
020081102,1947.0,101.0,2048.0,8_11_2
020081103,2834.0,135.0,2969.0,8_11_3
020081104,1824.0,91.0,1915.0,8_11_4
020081105,1220.0,70.0,1290.0,8_11_5
020081201,800.0,115.0,915.0,8_12_1
020081202,916.0,88.0,1004.0,8_12_2
020081203,913.0,90.0,1003.0,8_12_3
020081204,863.0,116.0,979.0,8_12_4
020081205,890.0,88.0,978.0,8_12_5
020081206,687.0,57.0,744.0,8_12_6
020081207,754.0,72.0,826.0,8_12_7
020081301,41.0,4.0,45.0,8_13_1
020081302,320.0,45.0,365.0,8_13_2
020081303,831.0,167.0,998.0,8_13_3
020081304,876.0,188.0,1064.0,8_13_4
020081305,841.0,122.0,963.0,8_13_5
020081306,551.0,106.0,657.0,8_13_6
020081307,602.0,126.0,728.0,8_13_7
020081308,767.0,126.0,893.0,8_13_8
020081401,1261.0,544.0,1805.0,8_14_1
020081402,1049.0,424.0,1473.0,8_14_2
020081403,1281.0,752.0,2033.0,8_14_3
020081404,1917.0,788.0,2705.0,8_14_4
020081405,932.0,241.0,1173.0,8_14_5
020081406,611.0,182.0,793.0,8_14_6
020081407,807.0,142.0,949.0,8_14_7
020081408,699.0,99.0,798.0,8_14_8
020081409,711.0,300.0,1011.0,8_14_9
020081410,719.0,260.0,979.0,8_14_10
020081501,1228.0,1569.0,2797.0,8_15_1
020081502,1011.0,1417.0,2428.0,8_15_2
020081503,1461.0,970.0,2431.0,8_15_3
020081504,513.0,418.0,931.0,8_15_4
020081505,2240.0,1145.0,3385.0,8_15_5
020081506,577.0,304.0,881.0,8_15_6
020081507,627.0,302.0,929.0,8_15_7
020081508,818.0,539.0,1357.0,8_15_8
020081509,1149.0,573.0,1722.0,8_15_9
020081510,1008.0,256.0,1264.0,8_15_10
020081601,962.0,83.0,1045.0,8_16_1
020081602,556.0,61.0,617.0,8_16_2
020081603,1014.0,104.0,1118.0,8_16_3
020081604,877.0,65.0,942.0,8_16_4
020081605,948.0,28.0,976.0,8_16_5
020081606,781.0,49.0,830.0,8_16_6
020081607,913.0,128.0,1041.0,8_16_7
020081608,749.0,55.0,804.0,8_16_8
020081609,863.0,52.0,915.0,8_16_9
020081610,813.0,121.0,934.0,8_16_10
020081701,546.0,30.0,576.0,8_17_1
020081702,574.0,46.0,620.0,8_17_2
