Código,Sí,No,Total,CO_FRAC_RA
020090303,234.0,5.0,239.0,9_3_3
020090304,236.0,6.0,242.0,9_3_4
020090305,269.0,2.0,271.0,9_3_5
020090306,297.0,1.0,298.0,9_3_6
020090307,313.0,3.0,316.0,9_3_7
020090308,279.0,0.0,279.0,9_3_8
020090309,256.0,1.0,257.0,9_3_9
020090310,282.0,1.0,283.0,9_3_10
020090311,287.0,7.0,294.0,9_3_11
020090312,213.0,0.0,213.0,9_3_12
020090313,289.0,24.0,313.0,9_3_13
020090401,359.0,2.0,361.0,9_4_1
020090402,320.0,5.0,325.0,9_4_2
020090403,342.0,0.0,342.0,9_4_3
020090404,328.0,1.0,329.0,9_4_4
020090405,350.0,5.0,355.0,9_4_5
020090406,250.0,1.0,251.0,9_4_6
020090407,270.0,1.0,271.0,9_4_7
020090408,266.0,4.0,270.0,9_4_8
020090409,253.0,3.0,256.0,9_4_9
020090410,289.0,1.0,290.0,9_4_10
020090411,340.0,1.0,341.0,9_4_11
020090501,305.0,5.0,310.0,9_5_1
020090502,321.0,1.0,322.0,9_5_2
020090503,260.0,1.0,261.0,9_5_3
020090504,299.0,4.0,303.0,9_5_4
020090505,383.0,1.0,384.0,9_5_5
020090506,311.0,4.0,315.0,9_5_6
020090507,313.0,1.0,314.0,9_5_7
020090508,289.0,3.0,292.0,9_5_8
020090509,328.0,2.0,330.0,9_5_9
020090510,311.0,8.0,319.0,9_5_10
020090511,312.0,5.0,317.0,9_5_11
020090601,400.0,8.0,408.0,9_6_1
020090602,259.0,0.0,259.0,9_6_2
020090603,364.0,9.0,373.0,9_6_3
020090604,335.0,6.0,341.0,9_6_4
020090605,407.0,5.0,412.0,9_6_5
020090606,257.0,2.0,259.0,9_6_6
020090607,369.0,5.0,374.0,9_6_7
020090608,277.0,4.0,281.0,9_6_8
020090609,364.0,9.0,373.0,9_6_9
020090610,338.0,7.0,345.0,9_6_10
020090611,279.0,30.0,309.0,9_6_11
020090612,280.0,6.0,286.0,9_6_12
020090701,269.0,0.0,269.0,9_7_1
020090702,300.0,0.0,300.0,9_7_2
020090703,219.0,1.0,220.0,9_7_3
020090704,240.0,2.0,242.0,9_7_4
020090705,257.0,0.0,257.0,9_7_5
020090706,304.0,4.0,308.0,9_7_6
020090707,230.0,2.0,232.0,9_7_7
020090708,275.0,0.0,275.0,9_7_8
020090709,313.0,0.0,313.0,9_7_9
020090710,240.0,5.0,245.0,9_7_10
020090711,277.0,1.0,278.0,9_7_11
020090712,315.0,0.0,315.0,9_7_12
020090713,321.0,3.0,324.0,9_7_13
020090714,297.0,0.0,297.0,9_7_14
020090801,287.0,0.0,287.0,9_8_1
020090802,291.0,3.0,294.0,9_8_2
020090803,293.0,0.0,293.0,9_8_3
020090804,286.0,0.0,286.0,9_8_4
020090805,327.0,2.0,329.0,9_8_5
020090806,328.0,25.0,353.0,9_8_6
020090807,328.0,2.0,330.0,9_8_7
020090808,330.0,5.0,335.0,9_8_8
020090809,243.0,7.0,250.0,9_8_9
020090810,308.0,18.0,326.0,9_8_10
020090811,317.0,6.0,323.0,9_8_11
020090812,329.0,2.0,331.0,9_8_12
020090813,201.0,6.0,207.0,9_8_13
020090901,281.0,1.0,282.0,9_9_1
020090902,263.0,5.0,268.0,9_9_2
020090903,390.0,6.0,396.0,9_9_3
020090904,203.0,8.0,211.0,9_9_4
020090905,259.0,2.0,261.0,9_9_5
020090906,300.0,4.0,304.0,9_9_6
020090907,358.0,1.0,359.0,9_9_7
020090908,203.0,2.0,205.0,9_9_8
020090909,249.0,7.0,256.0,9_9_9
020090910,284.0,1.0,285.0,9_9_10
020090911,270.0,5.0,275.0,9_9_11
020090912,223.0,4.0,227.0,9_9_12
020090913,204.0,5.0,209.0,9_9_13
020090914,310.0,0.0,310.0,9_9_14
020091001,293.0,5.0,298.0,9_10_1
020091002,333.0,3.0,336.0,9_10_2
020091003,326.0,2.0,328.0,9_10_3
020091004,236.0,1.0,237.0,9_10_4
020091005,335.0,7.0,342.0,9_10_5
020091006,275.0,7.0,282.0,9_10_6
020091007,248.0,1.0,249.0,9_10_7
020091008,322.0,0.0,322.0,9_10_8
020091009,169.0,1.0,170.0,9_10_9
020091010,303.0,1.0,304.0,9_10_10
020091011,243.0,2.0,245.0,9_10_11
020091012,224.0,0.0,224.0,9_10_12
020091101,425.0,5.0,430.0,9_11_1
020091102,348.0,7.0,355.0,9_11_2
020091103,285.0,7.0,292.0,9_11_3
020091104,357.0,13.0,370.0,9_11_4
020091105,387.0,10.0,397.0,9_11_5
020091106,321.0,6.0,327.0,9_11_6
020091107,368.0,17.0,385.0,9_11_7
020091108,299.0,12.0,311.0,9_11_8
020091109,311.0,3.0,314.0,9_11_9
020091110,297.0,9.0,306.0,9_11_10
020091111,323.0,6.0,329.0,9_11_11
020091112,397.0,17.0,414.0,9_11_12
020091201,328.0,10.0,338.0,9_12_1
020091202,178.0,13.0,191.0,9_12_2
020091203,279.0,4.0,283.0,9_12_3
020091204,293.0,3.0,296.0,9_12_4
020091205,283.0,7.0,290.0,9_12_5
020091206,332.0,6.0,338.0,9_12_6
020091207,246.0,4.0,250.0,9_12_7
020091208,317.0,3.0,320.0,9_12_8
020091209,289.0,3.0,292.0,9_12_9
020091210,338.0,5.0,343.0,9_12_10
020091211,293.0,17.0,310.0,9_12_11
020091212,226.0,6.0,232.0,9_12_12
020091301,306.0,9.0,315.0,9_13_1
020091302,399.0,5.0,404.0,9_13_2
020091303,380.0,22.0,402.0,9_13_3
020091304,245.0,5.0,250.0,9_13_4
020091305,290.0,13.0,303.0,9_13_5
020091306,293.0,7.0,300.0,9_13_6
020091307,344.0,14.0,358.0,9_13_7
020091401,385.0,3.0,388.0,9_14_1
020091402,300.0,7.0,307.0,9_14_2
020091403,248.0,15.0,263.0,9_14_3
020091404,231.0,18.0,249.0,9_14_4
020091405,414.0,43.0,457.0,9_14_5
020091406,593.0,66.0,659.0,9_14_6
020091407,313.0,38.0,351.0,9_14_7
020091408,397.0,29.0,426.0,9_14_8
020091409,239.0,13.0,252.0,9_14_9
020091410,434.0,55.0,489.0,9_14_10
020091501,210.0,7.0,217.0,9_15_1
020091502,281.0,9.0,290.0,9_15_2
020091503,287.0,3.0,290.0,9_15_3
020091504,268.0,4.0,272.0,9_15_4
020091505,314.0,5.0,319.0,9_15_5
020091506,333.0,3.0,336.0,9_15_6
020091507,341.0,7.0,348.0,9_15_7
020091508,279.0,4.0,283.0,9_15_8
020091509,286.0,7.0,293.0,9_15_9
020091510,225.0,4.0,229.0,9_15_10
020091511,304.0,7.0,311.0,9_15_11
020091601,308.0,1.0,309.0,9_16_1
020091602,311.0,3.0,314.0,9_16_2
020091603,222.0,6.0,228.0,9_16_3
020091604,239.0,8.0,247.0,9_16_4
020091605,277.0,6.0,283.0,9_16_5
020091606,323.0,3.0,326.0,9_16_6
020091607,327.0,9.0,336.0,9_16_7
020091608,294.0,7.0,301.0,9_16_8
020091609,336.0,4.0,340.0,9_16_9
020091610,296.0,1.0,297.0,9_16_10
020091611,243.0,4.0,247.0,9_16_11
020091612,257.0,2.0,259.0,9_16_12
020091613,293.0,3.0,296.0,9_16_13
020100101,250.0,0.0,250.0,10_1_1
020100102,353.0,0.0,353.0,10_1_2
020100103,340.0,1.0,341.0,10_1_3
020100104,293.0,1.0,294.0,10_1_4
020100105,257.0,1.0,258.0,10_1_5
020100106,308.0,1.0,309.0,10_1_6
020100107,256.0,2.0,258.0,10_1_7
020100108,353.0,0.0,353.0,10_1_8
020100201,352.0,1.0,353.0,10_2_1
020100202,257.0,0.0,257.0,10_2_2
020100203,243.0,2.0,245.0,10_2_3
020100204,302.0,1.0,303.0,10_2_4
020100205,296.0,1.0,297.0,10_2_5
020100206,389.0,4.0,393.0,10_2_6
020100207,339.0,1.0,340.0,10_2_7
020100208,316.0,0.0,316.0,10_2_8
020100301,222.0,0.0,222.0,10_3_1
020100302,289.0,1.0,290.0,10_3_2
020100303,293.0,0.0,293.0,10_3_3
020100304,218.0,0.0,218.0,10_3_4
020100305,282.0,1.0,283.0,10_3_5
020100306,277.0,1.0,278.0,10_3_6
020100307,341.0,1.0,342.0,10_3_7
020100308,341.0,3.0,344.0,10_3_8
020100401,369.0,1.0,370.0,10_4_1
020100402,400.0,2.0,402.0,10_4_2
020100403,300.0,0.0,300.0,10_4_3
020100404,286.0,2.0,288.0,10_4_4
020100405,285.0,1.0,286.0,10_4_5
020100406,233.0,2.0,235.0,10_4_6
020100407,301.0,0.0,301.0,10_4_7
020100408,264.0,0.0,264.0,10_4_8
020100409,304.0,1.0,305.0,10_4_9
020100501,241.0,2.0,243.0,10_5_1
020100502,291.0,1.0,292.0,10_5_2
020100503,351.0,4.0,355.0,10_5_3
020100504,321.0,2.0,323.0,10_5_4
020100505,297.0,2.0,299.0,10_5_5
020100506,338.0,1.0,339.0,10_5_6
020100507,304.0,2.0,306.0,10_5_7
020100508,355.0,2.0,357.0,10_5_8
020100509,261.0,2.0,263.0,10_5_9
020100510,293.0,3.0,296.0,10_5_10
020100511,246.0,2.0,248.0,10_5_11
020100512,264.0,1.0,265.0,10_5_12
020100513,288.0,0.0,288.0,10_5_13
020100514,269.0,0.0,269.0,10_5_14
020100601,231.0,0.0,231.0,10_6_1
020100602,246.0,1.0,247.0,10_6_2
020100603,388.0,0.0,388.0,10_6_3
020100604,318.0,1.0,319.0,10_6_4
020100605,353.0,0.0,353.0,10_6_5
020100606,298.0,0.0,298.0,10_6_6
020100607,284.0,0.0,284.0,10_6_7
020100608,338.0,1.0,339.0,10_6_8
020100609,356.0,1.0,357.0,10_6_9
020100610,406.0,16.0,422.0,10_6_10
020100611,279.0,1.0,280.0,10_6_11
020100612,265.0,1.0,266.0,10_6_12
020100613,393.0,2.0,395.0,10_6_13
020100701,378.0,3.0,381.0,10_7_1
020100702,405.0,2.0,407.0,10_7_2
020100703,468.0,3.0,471.0,10_7_3
020100704,431.0,3.0,434.0,10_7_4
020100705,361.0,5.0,366.0,10_7_5
020100706,340.0,2.0,342.0,10_7_6
020100707,515.0,0.0,515.0,10_7_7
020100708,383.0,1.0,384.0,10_7_8
020100709,332.0,7.0,339.0,10_7_9
020100710,400.0,2.0,402.0,10_7_10
020100801,403.0,3.0,406.0,10_8_1
020100802,422.0,6.0,428.0,10_8_2
020100803,316.0,3.0,319.0,10_8_3
020100804,364.0,3.0,367.0,10_8_4
020100805,299.0,3.0,302.0,10_8_5
020100806,290.0,0.0,290.0,10_8_6
020100807,424.0,1.0,425.0,10_8_7
020100808,404.0,4.0,408.0,10_8_8
020100809,263.0,1.0,264.0,10_8_9
020100901,329.0,0.0,329.0,10_9_1
020100902,319.0,2.0,321.0,10_9_2
020100903,303.0,0.0,303.0,10_9_3
020100904,306.0,4.0,310.0,10_9_4
020100905,301.0,1.0,302.0,10_9_5
020100906,341.0,2.0,343.0,10_9_6
020100907,310.0,2.0,312.0,10_9_7
020100908,259.0,0.0,259.0,10_9_8
020100909,249.0,1.0,250.0,10_9_9
020100910,275.0,4.0,279.0,10_9_10
020101001,279.0,2.0,281.0,10_10_1
020101002,345.0,5.0,350.0,10_10_2
020101003,313.0,5.0,318.0,10_10_3
020101004,280.0,4.0,284.0,10_10_4
020101005,310.0,3.0,313.0,10_10_5
020101006,310.0,4.0,314.0,10_10_6
020101007,308.0,0.0,308.0,10_10_7
020101008,253.0,1.0,254.0,10_10_8
020101009,344.0,6.0,350.0,10_10_9
020101010,261.0,1.0,262.0,10_10_10
020101011,298.0,6.0,304.0,10_10_11
020101012,340.0,6.0,346.0,10_10_12
020101101,308.0,1.0,309.0,10_11_1
020101102,424.0,9.0,433.0,10_11_2
020101103,349.0,5.0,354.0,10_11_3
020101104,368.0,26.0,394.0,10_11_4
020101105,297.0,4.0,301.0,10_11_5
020101106,170.0,13.0,183.0,10_11_6
020101107,356.0,21.0,377.0,10_11_7
020101108,330.0,14.0,344.0,10_11_8
020101109,367.0,14.0,381.0,10_11_9
020101110,290.0,6.0,296.0,10_11_10
020101111,249.0,2.0,251.0,10_11_11
020101201,336.0,11.0,347.0,10_12_1
020101202,361.0,9.0,370.0,10_12_2
020101203,261.0,48.0,309.0,10_12_3
020101204,221.0,22.0,243.0,10_12_4
020101205,180.0,9.0,189.0,10_12_5
020101206,207.0,7.0,214.0,10_12_6
020101207,230.0,8.0,238.0,10_12_7
020101208,310.0,1.0,311.0,10_12_8
020101209,304.0,4.0,308.0,10_12_9
020101210,244.0,2.0,246.0,10_12_10
020101301,219.0,7.0,226.0,10_13_1
020101302,255.0,0.0,255.0,10_13_2
020101303,261.0,0.0,261.0,10_13_3
020101304,247.0,1.0,248.0,10_13_4
020101305,313.0,2.0,315.0,10_13_5
020101306,275.0,3.0,278.0,10_13_6
020101307,250.0,4.0,254.0,10_13_7
020101308,290.0,0.0,290.0,10_13_8
020101309,275.0,6.0,281.0,10_13_9
020101310,225.0,5.0,230.0,10_13_10
020101311,287.0,0.0,287.0,10_13_11
020101312,266.0,1.0,267.0,10_13_12
020101401,329.0,5.0,334.0,10_14_1
020101402,311.0,4.0,315.0,10_14_2
020101403,321.0,1.0,322.0,10_14_3
020101404,295.0,1.0,296.0,10_14_4
020101405,262.0,0.0,262.0,10_14_5
020101406,203.0,2.0,205.0,10_14_6
020101407,290.0,1.0,291.0,10_14_7
020101408,247.0,6.0,253.0,10_14_8
020101409,336.0,1.0,337.0,10_14_9
020101410,336.0,5.0,341.0,10_14_10
020101411,244.0,23.0,267.0,10_14_11
020101501,255.0,8.0,263.0,10_15_1
020101502,346.0,1.0,347.0,10_15_2
020101503,201.0,1.0,202.0,10_15_3
020101504,245.0,2.0,247.0,10_15_4
020101505,298.0,0.0,298.0,10_15_5
020101506,242.0,6.0,248.0,10_15_6
020101507,211.0,14.0,225.0,10_15_7
020101508,362.0,13.0,375.0,10_15_8
020101509,440.0,19.0,459.0,10_15_9
020101601,253.0,17.0,270.0,10_16_1
020101602,399.0,9.0,408.0,10_16_2
020101603,278.0,4.0,282.0,10_16_3
020101604,343.0,1.0,344.0,10_16_4
020101605,386.0,3.0,389.0,10_16_5
020101606,355.0,1.0,356.0,10_16_6
020101607,287.0,2.0,289.0,10_16_7
020101608,309.0,3.0,312.0,10_16_8
020101609,334.0,4.0,338.0,10_16_9
020101701,313.0,0.0,313.0,10_17_1
020101702,372.0,0.0,372.0,10_17_2
020101703,357.0,3.0,360.0,10_17_3
020101704,378.0,0.0,378.0,10_17_4
020101705,363.0,4.0,367.0,10_17_5
020101706,304.0,4.0,308.0,10_17_6
020101707,285.0,4.0,289.0,10_17_7
020101708,245.0,1.0,246.0,10_17_8
020101709,239.0,0.0,239.0,10_17_9
020101710,268.0,1.0,269.0,10_17_10
020101801,275.0,5.0,280.0,10_18_1
020101802,265.0,5.0,270.0,10_18_2
020101803,323.0,14.0,337.0,10_18_3
020101804,377.0,19.0,396.0,10_18_4
020101805,274.0,3.0,277.0,10_18_5
020101806,278.0,2.0,280.0,10_18_6
020101807,351.0,14.0,365.0,10_18_7
020101808,177.0,7.0,184.0,10_18_8
020101809,456.0,2.0,458.0,10_18_9
020101810,186.0,5.0,191.0,10_18_10
020101811,220.0,4.0,224.0,10_18_11
020101812,296.0,1.0,297.0,10_18_12
020101901,247.0,18.0,265.0,10_19_1
020101902,407.0,29.0,436.0,10_19_2
020101903,336.0,19.0,355.0,10_19_3
020101904,317.0,23.0,340.0,10_19_4
020101905,327.0,21.0,348.0,10_19_5
020101906,318.0,29.0,347.0,10_19_6
020101907,326.0,2.0,328.0,10_19_7
020101908,208.0,7.0,215.0,10_19_8
020101909,268.0,8.0,276.0,10_19_9
020101910,354.0,46.0,400.0,10_19_10
020101911,338.0,6.0,344.0,10_19_11
020101912,427.0,2.0,429.0,10_19_12
020110101,322.0,2.0,324.0,11_1_1
020110102,338.0,1.0,339.0,11_1_2
020110103,247.0,0.0,247.0,11_1_3
020110104,316.0,0.0,316.0,11_1_4
020110105,221.0,0.0,221.0,11_1_5
020110106,277.0,1.0,278.0,11_1_6
020110107,251.0,1.0,252.0,11_1_7
020110108,293.0,2.0,295.0,11_1_8
020110109,301.0,3.0,304.0,11_1_9
020110110,340.0,0.0,340.0,11_1_10
020110111,400.0,2.0,402.0,11_1_11
020110112,266.0,0.0,266.0,11_1_12
020110201,286.0,0.0,286.0,11_2_1
020110202,360.0,1.0,361.0,11_2_2
020110203,285.0,1.0,286.0,11_2_3
020110204,222.0,1.0,223.0,11_2_4
020110205,388.0,1.0,389.0,11_2_5
020110206,356.0,2.0,358.0,11_2_6
020110207,312.0,0.0,312.0,11_2_7
020110208,302.0,0.0,302.0,11_2_8
020110209,238.0,0.0,238.0,11_2_9
020110210,347.0,1.0,348.0,11_2_10
020110211,328.0,0.0,328.0,11_2_11
020110301,264.0,0.0,264.0,11_3_1
020110302,292.0,0.0,292.0,11_3_2
020110303,240.0,0.0,240.0,11_3_3
020110304,210.0,0.0,210.0,11_3_4
020110305,233.0,0.0,233.0,11_3_5
020110306,286.0,1.0,287.0,11_3_6
020110307,283.0,0.0,283.0,11_3_7
020110308,297.0,2.0,299.0,11_3_8
020110309,297.0,1.0,298.0,11_3_9
020110310,317.0,0.0,317.0,11_3_10
020110311,252.0,2.0,254.0,11_3_11
020110312,281.0,1.0,282.0,11_3_12
020110401,281.0,3.0,284.0,11_4_1
020110402,297.0,0.0,297.0,11_4_2
020110403,221.0,0.0,221.0,11_4_3
020110404,295.0,1.0,296.0,11_4_4
020110405,308.0,0.0,308.0,11_4_5
020110406,241.0,0.0,241.0,11_4_6
020110407,277.0,2.0,279.0,11_4_7
020110408,282.0,0.0,282.0,11_4_8
020110409,309.0,0.0,309.0,11_4_9
020110410,281.0,0.0,281.0,11_4_10
020110411,313.0,0.0,313.0,11_4_11
020110412,347.0,5.0,352.0,11_4_12
020110413,327.0,0.0,327.0,11_4_13
020110501,241.0,1.0,242.0,11_5_1
020110502,314.0,2.0,316.0,11_5_2
020110503,353.0,0.0,353.0,11_5_3
020110504,251.0,1.0,252.0,11_5_4
020110505,337.0,2.0,339.0,11_5_5
020110506,319.0,0.0,319.0,11_5_6
020110507,279.0,1.0,280.0,11_5_7
020110508,304.0,3.0,307.0,11_5_8
020110509,290.0,2.0,292.0,11_5_9
020110510,334.0,0.0,334.0,11_5_10
020110601,317.0,0.0,317.0,11_6_1
020110602,350.0,1.0,351.0,11_6_2
020110603,345.0,2.0,347.0,11_6_3
020110604,332.0,1.0,333.0,11_6_4
020110605,303.0,1.0,304.0,11_6_5
020110606,306.0,0.0,306.0,11_6_6
020110607,306.0,2.0,308.0,11_6_7
020110608,283.0,1.0,284.0,11_6_8
020110609,301.0,1.0,302.0,11_6_9
020110610,271.0,0.0,271.0,11_6_10
020110611,312.0,2.0,314.0,11_6_11
020110701,167.0,4.0,171.0,11_7_1
020110702,326.0,2.0,328.0,11_7_2
020110703,297.0,0.0,297.0,11_7_3
020110704,325.0,0.0,325.0,11_7_4
020110705,347.0,2.0,349.0,11_7_5
020110706,290.0,1.0,291.0,11_7_6
020110707,273.0,0.0,273.0,11_7_7
020110708,247.0,2.0,249.0,11_7_8
020110709,294.0,2.0,296.0,11_7_9
020110710,292.0,0.0,292.0,11_7_10
020110711,320.0,3.0,323.0,11_7_11
020110712,306.0,0.0,306.0,11_7_12
020110801,346.0,1.0,347.0,11_8_1
020110802,336.0,2.0,338.0,11_8_2
020110803,210.0,0.0,210.0,11_8_3
020110804,328.0,1.0,329.0,11_8_4
020110805,264.0,1.0,265.0,11_8_5
020110806,379.0,0.0,379.0,11_8_6
020110807,342.0,3.0,345.0,11_8_7
020110808,355.0,0.0,355.0,11_8_8
020110809,365.0,0.0,365.0,11_8_9
020110901,314.0,1.0,315.0,11_9_1
020110902,312.0,0.0,312.0,11_9_2
020110903,379.0,0.0,379.0,11_9_3
020110904,254.0,1.0,255.0,11_9_4
020110905,308.0,0.0,308.0,11_9_5
020110906,247.0,1.0,248.0,11_9_6
020110907,310.0,2.0,312.0,11_9_7
020110908,330.0,1.0,331.0,11_9_8
020110909,245.0,1.0,246.0,11_9_9
020110910,352.0,0.0,352.0,11_9_10
020110911,256.0,2.0,258.0,11_9_11
020110912,297.0,0.0,297.0,11_9_12
020111001,314.0,1.0,315.0,11_10_1
020111002,382.0,2.0,384.0,11_10_2
020111003,317.0,0.0,317.0,11_10_3
020111004,364.0,0.0,364.0,11_10_4
020111005,385.0,1.0,386.0,11_10_5
020111006,455.0,3.0,458.0,11_10_6
020111007,399.0,2.0,401.0,11_10_7
020111008,318.0,0.0,318.0,11_10_8
020111009,316.0,3.0,319.0,11_10_9
020111010,281.0,0.0,281.0,11_10_10
020111101,293.0,0.0,293.0,11_11_1
020111102,307.0,2.0,309.0,11_11_2
020111103,323.0,2.0,325.0,11_11_3
020111104,102.0,0.0,102.0,11_11_4
020111105,334.0,1.0,335.0,11_11_5
020111106,393.0,3.0,396.0,11_11_6
020111107,304.0,1.0,305.0,11_11_7
020111108,315.0,0.0,315.0,11_11_8
020111109,296.0,0.0,296.0,11_11_9
020111201,233.0,0.0,233.0,11_12_1
020111202,235.0,1.0,236.0,11_12_2
020111203,359.0,1.0,360.0,11_12_3
020111204,272.0,0.0,272.0,11_12_4
020111205,245.0,0.0,245.0,11_12_5
020111206,320.0,0.0,320.0,11_12_6
020111207,256.0,3.0,259.0,11_12_7
020111208,269.0,3.0,272.0,11_12_8
020111209,235.0,5.0,240.0,11_12_9
020111210,257.0,4.0,261.0,11_12_10
020111301,346.0,0.0,346.0,11_13_1
020111302,379.0,8.0,387.0,11_13_2
020111303,320.0,1.0,321.0,11_13_3
020111304,343.0,2.0,345.0,11_13_4
020111305,390.0,3.0,393.0,11_13_5
020111306,372.0,1.0,373.0,11_13_6
020111307,299.0,0.0,299.0,11_13_7
020111308,281.0,0.0,281.0,11_13_8
020111309,364.0,7.0,371.0,11_13_9
020111310,250.0,0.0,250.0,11_13_10
020111311,333.0,3.0,336.0,11_13_11
020111401,364.0,0.0,364.0,11_14_1
020111402,332.0,0.0,332.0,11_14_2
020111403,365.0,0.0,365.0,11_14_3
020111404,278.0,1.0,279.0,11_14_4
020111405,328.0,0.0,328.0,11_14_5
020111406,409.0,0.0,409.0,11_14_6
020111407,693.0,3.0,696.0,11_14_7
020111501,347.0,2.0,349.0,11_15_1
020111502,319.0,5.0,324.0,11_15_2
020111503,367.0,1.0,368.0,11_15_3
020111504,354.0,2.0,356.0,11_15_4
020111505,326.0,3.0,329.0,11_15_5
020111506,311.0,2.0,313.0,11_15_6
020111507,277.0,4.0,281.0,11_15_7
020111508,369.0,3.0,372.0,11_15_8
020111509,337.0,0.0,337.0,11_15_9
020111510,328.0,3.0,331.0,11_15_10
020111511,399.0,35.0,434.0,11_15_11
020111601,318.0,1.0,319.0,11_16_1
020111602,359.0,0.0,359.0,11_16_2
020111603,264.0,3.0,267.0,11_16_3
020111604,252.0,0.0,252.0,11_16_4
020111605,286.0,2.0,288.0,11_16_5
020111606,327.0,8.0,335.0,11_16_6
020111607,350.0,0.0,350.0,11_16_7
020111608,391.0,2.0,393.0,11_16_8
020111609,254.0,2.0,256.0,11_16_9
020111610,234.0,2.0,236.0,11_16_10
020111701,288.0,2.0,290.0,11_17_1
020111702,286.0,0.0,286.0,11_17_2
020111703,335.0,1.0,336.0,11_17_3
020111704,319.0,5.0,324.0,11_17_4
020111705,294.0,3.0,297.0,11_17_5
020111706,405.0,3.0,408.0,11_17_6
020111707,323.0,8.0,331.0,11_17_7
020111708,316.0,6.0,322.0,11_17_8
020111801,277.0,2.0,279.0,11_18_1
020111802,303.0,0.0,303.0,11_18_2
020111803,307.0,3.0,310.0,11_18_3
020111804,346.0,24.0,370.0,11_18_4
020111805,315.0,3.0,318.0,11_18_5
020111806,517.0,4.0,521.0,11_18_6
020111807,315.0,9.0,324.0,11_18_7
020111808,335.0,11.0,346.0,11_18_8
020111809,301.0,3.0,304.0,11_18_9
020111901,218.0,3.0,221.0,11_19_1
020111902,322.0,0.0,322.0,11_19_2
020111903,278.0,1.0,279.0,11_19_3
020111904,331.0,8.0,339.0,11_19_4
020111905,302.0,4.0,306.0,11_19_5
020111906,339.0,2.0,341.0,11_19_6
020111907,315.0,4.0,319.0,11_19_7
020111908,299.0,2.0,301.0,11_19_8
020111909,333.0,15.0,348.0,11_19_9
020112001,352.0,4.0,356.0,11_20_1
020112002,314.0,3.0,317.0,11_20_2
020112003,378.0,11.0,389.0,11_20_3
020112004,299.0,4.0,303.0,11_20_4
020112005,325.0,3.0,328.0,11_20_5
020112006,264.0,3.0,267.0,11_20_6
020112007,231.0,1.0,232.0,11_20_7
020112008,186.0,5.0,191.0,11_20_8
020112009,259.0,1.0,260.0,11_20_9
020112010,292.0,0.0,292.0,11_20_10
020112011,250.0,2.0,252.0,11_20_11
020112101,320.0,3.0,323.0,11_21_1
020112102,267.0,4.0,271.0,11_21_2
020112103,420.0,3.0,423.0,11_21_3
020112104,310.0,8.0,318.0,11_21_4
020112105,389.0,2.0,391.0,11_21_5
020112106,370.0,15.0,385.0,11_21_6
020112107,268.0,2.0,270.0,11_21_7
020112108,252.0,4.0,256.0,11_21_8
020112109,218.0,0.0,218.0,11_21_9
020112110,288.0,4.0,292.0,11_21_10
020112111,371.0,3.0,374.0,11_21_11
020112201,336.0,9.0,345.0,11_22_1
020112202,338.0,20.0,358.0,11_22_2
020112203,358.0,2.0,360.0,11_22_3
020112204,263.0,2.0,265.0,11_22_4
020112205,305.0,5.0,310.0,11_22_5
020112206,394.0,15.0,409.0,11_22_6
020112207,342.0,3.0,345.0,11_22_7
020112208,267.0,2.0,269.0,11_22_8
020112209,266.0,3.0,269.0,11_22_9
020112210,305.0,2.0,307.0,11_22_10
020112211,248.0,0.0,248.0,11_22_11
020120101,191.0,0.0,191.0,12_1_1
020120102,196.0,0.0,196.0,12_1_2
020120103,187.0,0.0,187.0,12_1_3
020120104,313.0,0.0,313.0,12_1_4
020120105,212.0,5.0,217.0,12_1_5
020120106,285.0,1.0,286.0,12_1_6
020120107,356.0,4.0,360.0,12_1_7
020120108,181.0,1.0,182.0,12_1_8
020120109,354.0,2.0,356.0,12_1_9
020120110,360.0,1.0,361.0,12_1_10
020120111,373.0,1.0,374.0,12_1_11
020120201,363.0,8.0,371.0,12_2_1
020120202,316.0,0.0,316.0,12_2_2
020120203,392.0,2.0,394.0,12_2_3
020120204,377.0,2.0,379.0,12_2_4
020120205,397.0,4.0,401.0,12_2_5
020120206,342.0,2.0,344.0,12_2_6
020120207,317.0,2.0,319.0,12_2_7
020120208,345.0,0.0,345.0,12_2_8
020120301,103.0,1.0,104.0,12_3_1
020120302,247.0,2.0,249.0,12_3_2
020120303,269.0,1.0,270.0,12_3_3
020120304,262.0,6.0,268.0,12_3_4
020120305,289.0,3.0,292.0,12_3_5
020120306,435.0,16.0,451.0,12_3_6
020120307,376.0,2.0,378.0,12_3_7
020120308,253.0,0.0,253.0,12_3_8
020120309,221.0,2.0,223.0,12_3_9
020120310,303.0,2.0,305.0,12_3_10
020120311,287.0,3.0,290.0,12_3_11
020120401,275.0,2.0,277.0,12_4_1
020120402,282.0,5.0,287.0,12_4_2
020120403,417.0,1.0,418.0,12_4_3
020120404,294.0,1.0,295.0,12_4_4
020120405,248.0,1.0,249.0,12_4_5
020120406,295.0,2.0,297.0,12_4_6
020120407,498.0,1.0,499.0,12_4_7
020120408,282.0,7.0,289.0,12_4_8
020120409,224.0,0.0,224.0,12_4_9
020120410,242.0,1.0,243.0,12_4_10
020120501,210.0,2.0,212.0,12_5_1
020120502,282.0,1.0,283.0,12_5_2
020120503,542.0,1.0,543.0,12_5_3
020120504,277.0,0.0,277.0,12_5_4
020120505,346.0,2.0,348.0,12_5_5
020120506,300.0,1.0,301.0,12_5_6
