Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020080804,91.0,79.0,104.0,16.0,9.0,1.0,300.0,8_8_4
020080805,85.0,52.0,70.0,13.0,13.0,7.0,240.0,8_8_5
020080806,97.0,70.0,106.0,26.0,22.0,0.0,321.0,8_8_6
020080807,77.0,87.0,97.0,26.0,18.0,3.0,308.0,8_8_7
020080808,47.0,65.0,67.0,15.0,11.0,1.0,206.0,8_8_8
020080809,42.0,41.0,95.0,21.0,32.0,1.0,232.0,8_8_9
020080810,78.0,56.0,94.0,28.0,27.0,6.0,289.0,8_8_10
020080811,93.0,82.0,131.0,17.0,15.0,0.0,338.0,8_8_11
020080901,56.0,76.0,98.0,25.0,13.0,3.0,271.0,8_9_1
020080902,65.0,60.0,120.0,29.0,22.0,2.0,298.0,8_9_2
020080903,76.0,87.0,130.0,27.0,26.0,6.0,352.0,8_9_3
020080904,41.0,48.0,68.0,13.0,16.0,0.0,186.0,8_9_4
020080905,117.0,86.0,130.0,29.0,18.0,5.0,385.0,8_9_5
020080906,66.0,65.0,110.0,31.0,22.0,0.0,294.0,8_9_6
020080907,58.0,66.0,101.0,12.0,19.0,4.0,260.0,8_9_7
020080908,51.0,78.0,91.0,22.0,16.0,0.0,258.0,8_9_8
020080909,61.0,60.0,128.0,30.0,30.0,6.0,315.0,8_9_9
020081001,67.0,90.0,82.0,17.0,21.0,1.0,278.0,8_10_1
020081002,71.0,61.0,80.0,17.0,5.0,3.0,237.0,8_10_2
020081003,88.0,115.0,125.0,37.0,15.0,0.0,380.0,8_10_3
020081004,197.0,172.0,259.0,63.0,26.0,2.0,719.0,8_10_4
020081005,225.0,211.0,290.0,72.0,42.0,2.0,842.0,8_10_5
020081006,131.0,122.0,219.0,63.0,41.0,3.0,579.0,8_10_6
020081007,129.0,146.0,188.0,49.0,28.0,3.0,543.0,8_10_7
020081008,40.0,35.0,124.0,46.0,67.0,8.0,320.0,8_10_8
020081101,224.0,177.0,299.0,118.0,83.0,9.0,910.0,8_11_1
020081102,152.0,152.0,273.0,82.0,56.0,3.0,718.0,8_11_2
020081103,251.0,275.0,390.0,86.0,54.0,1.0,1057.0,8_11_3
020081104,166.0,163.0,222.0,58.0,30.0,4.0,643.0,8_11_4
020081105,103.0,83.0,160.0,43.0,55.0,5.0,449.0,8_11_5
020081201,81.0,63.0,101.0,27.0,30.0,4.0,306.0,8_12_1
020081202,85.0,82.0,132.0,28.0,27.0,2.0,356.0,8_12_2
020081203,73.0,72.0,115.0,24.0,43.0,4.0,331.0,8_12_3
020081204,69.0,55.0,108.0,22.0,38.0,10.0,302.0,8_12_4
020081205,92.0,63.0,119.0,26.0,38.0,3.0,341.0,8_12_5
020081206,58.0,54.0,98.0,13.0,22.0,4.0,249.0,8_12_6
020081207,67.0,46.0,116.0,31.0,14.0,4.0,278.0,8_12_7
020081301,0.0,1.0,12.0,1.0,5.0,1.0,20.0,8_13_1
020081302,23.0,28.0,44.0,10.0,11.0,2.0,118.0,8_13_2
020081303,54.0,59.0,117.0,27.0,49.0,5.0,311.0,8_13_3
020081304,58.0,64.0,111.0,34.0,55.0,11.0,333.0,8_13_4
020081305,59.0,66.0,119.0,29.0,39.0,3.0,315.0,8_13_5
020081306,47.0,51.0,81.0,25.0,15.0,2.0,221.0,8_13_6
020081307,63.0,61.0,77.0,19.0,27.0,6.0,253.0,8_13_7
020081308,61.0,46.0,115.0,26.0,44.0,5.0,297.0,8_13_8
020081401,39.0,40.0,141.0,71.0,139.0,34.0,464.0,8_14_1
020081402,23.0,24.0,135.0,46.0,119.0,35.0,382.0,8_14_2
020081403,37.0,52.0,133.0,67.0,176.0,53.0,518.0,8_14_3
020081404,110.0,56.0,224.0,82.0,222.0,99.0,793.0,8_14_4
020081405,54.0,46.0,139.0,29.0,98.0,19.0,385.0,8_14_5
020081406,58.0,56.0,79.0,22.0,31.0,4.0,250.0,8_14_6
020081407,62.0,37.0,105.0,36.0,48.0,9.0,297.0,8_14_7
020081408,51.0,36.0,91.0,35.0,41.0,5.0,259.0,8_14_8
020081409,68.0,51.0,104.0,33.0,59.0,21.0,336.0,8_14_9
020081410,58.0,48.0,117.0,23.0,54.0,13.0,313.0,8_14_10
020081501,50.0,40.0,244.0,58.0,320.0,140.0,852.0,8_15_1
020081502,31.0,42.0,157.0,49.0,249.0,127.0,655.0,8_15_2
020081503,41.0,35.0,178.0,96.0,252.0,65.0,667.0,8_15_3
020081504,19.0,20.0,46.0,32.0,81.0,33.0,231.0,8_15_4
020081505,49.0,33.0,232.0,158.0,314.0,91.0,877.0,8_15_5
020081506,18.0,12.0,71.0,34.0,75.0,23.0,233.0,8_15_6
020081507,25.0,30.0,57.0,33.0,82.0,32.0,259.0,8_15_7
020081508,21.0,19.0,116.0,42.0,117.0,43.0,358.0,8_15_8
020081509,73.0,59.0,154.0,52.0,145.0,36.0,519.0,8_15_9
020081510,57.0,57.0,130.0,43.0,83.0,19.0,389.0,8_15_10
020081601,81.0,58.0,86.0,38.0,31.0,5.0,299.0,8_16_1
020081602,41.0,40.0,67.0,17.0,17.0,1.0,183.0,8_16_2
020081603,49.0,63.0,93.0,45.0,39.0,0.0,289.0,8_16_3
020081604,75.0,58.0,78.0,28.0,27.0,0.0,266.0,8_16_4
020081605,86.0,82.0,83.0,24.0,18.0,1.0,294.0,8_16_5
020081606,83.0,56.0,81.0,29.0,16.0,2.0,267.0,8_16_6
020081607,53.0,47.0,107.0,42.0,24.0,3.0,276.0,8_16_7
020081608,49.0,50.0,86.0,26.0,24.0,1.0,236.0,8_16_8
020081609,77.0,57.0,90.0,31.0,22.0,3.0,280.0,8_16_9
020081610,65.0,60.0,99.0,34.0,21.0,0.0,279.0,8_16_10
020081701,50.0,63.0,82.0,21.0,7.0,0.0,223.0,8_17_1
020081702,61.0,61.0,77.0,10.0,12.0,0.0,221.0,8_17_2
020081703,74.0,29.0,118.0,31.0,70.0,5.0,327.0,8_17_3
020081704,118.0,71.0,85.0,13.0,3.0,0.0,290.0,8_17_4
020081705,41.0,37.0,64.0,22.0,9.0,0.0,173.0,8_17_5
020090101,66.0,56.0,68.0,7.0,8.0,1.0,206.0,9_1_1
020090102,64.0,47.0,63.0,8.0,2.0,0.0,184.0,9_1_2
020090103,95.0,49.0,89.0,18.0,9.0,1.0,261.0,9_1_3
020090104,77.0,63.0,92.0,20.0,17.0,0.0,269.0,9_1_4
020090105,97.0,53.0,95.0,27.0,22.0,0.0,294.0,9_1_5
020090106,77.0,44.0,110.0,29.0,27.0,4.0,291.0,9_1_6
020090107,78.0,69.0,78.0,19.0,12.0,1.0,257.0,9_1_7
020090108,86.0,50.0,91.0,25.0,24.0,2.0,278.0,9_1_8
020090109,74.0,33.0,156.0,24.0,54.0,3.0,344.0,9_1_9
020090201,108.0,83.0,123.0,21.0,13.0,1.0,349.0,9_2_1
020090202,97.0,63.0,106.0,20.0,14.0,1.0,301.0,9_2_2
020090203,99.0,79.0,112.0,27.0,11.0,2.0,330.0,9_2_3
020090204,103.0,68.0,176.0,33.0,33.0,1.0,414.0,9_2_4
020090205,122.0,92.0,164.0,20.0,27.0,3.0,428.0,9_2_5
020090206,86.0,65.0,92.0,6.0,6.0,0.0,255.0,9_2_6
020090207,74.0,78.0,123.0,20.0,5.0,0.0,300.0,9_2_7
020090208,62.0,71.0,91.0,16.0,5.0,0.0,245.0,9_2_8
020090209,99.0,59.0,141.0,29.0,28.0,2.0,358.0,9_2_9
020090210,98.0,78.0,103.0,17.0,8.0,1.0,305.0,9_2_10
020090211,107.0,74.0,120.0,19.0,18.0,3.0,341.0,9_2_11
020090212,50.0,48.0,98.0,15.0,12.0,0.0,223.0,9_2_12
020090301,61.0,38.0,83.0,23.0,45.0,13.0,263.0,9_3_1
020090302,70.0,38.0,97.0,26.0,19.0,5.0,255.0,9_3_2
020090303,88.0,54.0,67.0,15.0,12.0,3.0,239.0,9_3_3
020090304,98.0,62.0,66.0,9.0,6.0,1.0,242.0,9_3_4
020090305,97.0,29.0,97.0,16.0,30.0,2.0,271.0,9_3_5
020090306,98.0,67.0,101.0,18.0,14.0,0.0,298.0,9_3_6
020090307,120.0,90.0,89.0,9.0,8.0,0.0,316.0,9_3_7
020090308,95.0,106.0,62.0,11.0,5.0,0.0,279.0,9_3_8
020090309,94.0,58.0,81.0,16.0,8.0,0.0,257.0,9_3_9
020090310,96.0,92.0,81.0,11.0,3.0,0.0,283.0,9_3_10
020090311,108.0,90.0,71.0,11.0,14.0,0.0,294.0,9_3_11
020090312,68.0,61.0,69.0,9.0,6.0,0.0,213.0,9_3_12
020090313,62.0,77.0,102.0,25.0,33.0,14.0,313.0,9_3_13
020090401,121.0,94.0,115.0,20.0,10.0,1.0,361.0,9_4_1
020090402,79.0,69.0,128.0,20.0,26.0,3.0,325.0,9_4_2
020090403,102.0,69.0,119.0,28.0,21.0,3.0,342.0,9_4_3
020090404,80.0,79.0,140.0,16.0,13.0,1.0,329.0,9_4_4
020090405,84.0,72.0,139.0,26.0,33.0,1.0,355.0,9_4_5
020090406,84.0,63.0,82.0,17.0,4.0,1.0,251.0,9_4_6
020090407,85.0,67.0,92.0,16.0,11.0,0.0,271.0,9_4_7
020090408,63.0,69.0,117.0,13.0,8.0,0.0,270.0,9_4_8
020090409,61.0,66.0,95.0,17.0,14.0,3.0,256.0,9_4_9
020090410,87.0,59.0,114.0,17.0,13.0,0.0,290.0,9_4_10
020090411,98.0,86.0,122.0,21.0,14.0,0.0,341.0,9_4_11
020090501,71.0,67.0,119.0,23.0,28.0,2.0,310.0,9_5_1
020090502,110.0,71.0,110.0,20.0,9.0,2.0,322.0,9_5_2
020090503,80.0,55.0,99.0,13.0,14.0,0.0,261.0,9_5_3
020090504,86.0,70.0,110.0,21.0,14.0,2.0,303.0,9_5_4
020090505,120.0,77.0,141.0,24.0,20.0,2.0,384.0,9_5_5
020090506,95.0,76.0,101.0,24.0,19.0,0.0,315.0,9_5_6
020090507,96.0,64.0,116.0,26.0,11.0,1.0,314.0,9_5_7
020090508,79.0,74.0,106.0,12.0,21.0,0.0,292.0,9_5_8
020090509,112.0,52.0,129.0,18.0,18.0,1.0,330.0,9_5_9
020090510,71.0,92.0,121.0,18.0,14.0,3.0,319.0,9_5_10
020090511,76.0,82.0,116.0,18.0,20.0,5.0,317.0,9_5_11
020090601,108.0,90.0,135.0,31.0,37.0,7.0,408.0,9_6_1
020090602,67.0,60.0,91.0,24.0,16.0,1.0,259.0,9_6_2
020090603,107.0,83.0,130.0,25.0,24.0,4.0,373.0,9_6_3
020090604,93.0,78.0,121.0,25.0,23.0,1.0,341.0,9_6_4
020090605,112.0,99.0,144.0,26.0,31.0,0.0,412.0,9_6_5
020090606,68.0,68.0,95.0,12.0,15.0,1.0,259.0,9_6_6
020090607,94.0,89.0,144.0,23.0,19.0,5.0,374.0,9_6_7
020090608,69.0,52.0,107.0,16.0,32.0,5.0,281.0,9_6_8
020090609,91.0,62.0,164.0,34.0,20.0,2.0,373.0,9_6_9
020090610,81.0,63.0,142.0,17.0,39.0,3.0,345.0,9_6_10
020090611,55.0,69.0,141.0,14.0,28.0,2.0,309.0,9_6_11
020090612,65.0,71.0,102.0,18.0,23.0,7.0,286.0,9_6_12
020090701,61.0,75.0,95.0,19.0,18.0,1.0,269.0,9_7_1
020090702,87.0,78.0,106.0,13.0,15.0,1.0,300.0,9_7_2
020090703,63.0,61.0,75.0,11.0,9.0,1.0,220.0,9_7_3
020090704,55.0,70.0,90.0,14.0,13.0,0.0,242.0,9_7_4
020090705,63.0,77.0,87.0,12.0,18.0,0.0,257.0,9_7_5
020090706,72.0,72.0,132.0,16.0,16.0,0.0,308.0,9_7_6
020090707,55.0,68.0,79.0,13.0,17.0,0.0,232.0,9_7_7
020090708,80.0,65.0,96.0,19.0,15.0,0.0,275.0,9_7_8
020090709,100.0,63.0,123.0,14.0,13.0,0.0,313.0,9_7_9
020090710,61.0,63.0,85.0,16.0,19.0,1.0,245.0,9_7_10
020090711,77.0,58.0,108.0,22.0,11.0,2.0,278.0,9_7_11
020090712,57.0,94.0,112.0,16.0,34.0,2.0,315.0,9_7_12
020090713,92.0,72.0,114.0,21.0,23.0,2.0,324.0,9_7_13
020090714,87.0,66.0,109.0,25.0,6.0,4.0,297.0,9_7_14
020090801,77.0,58.0,101.0,24.0,27.0,0.0,287.0,9_8_1
020090802,102.0,71.0,103.0,11.0,6.0,1.0,294.0,9_8_2
020090803,84.0,92.0,97.0,12.0,8.0,0.0,293.0,9_8_3
020090804,97.0,38.0,105.0,30.0,16.0,0.0,286.0,9_8_4
020090805,78.0,65.0,138.0,23.0,21.0,4.0,329.0,9_8_5
020090806,61.0,70.0,149.0,31.0,39.0,3.0,353.0,9_8_6
020090807,74.0,59.0,125.0,39.0,28.0,5.0,330.0,9_8_7
020090808,67.0,55.0,136.0,32.0,37.0,8.0,335.0,9_8_8
020090809,59.0,49.0,91.0,19.0,30.0,2.0,250.0,9_8_9
020090810,83.0,55.0,122.0,21.0,39.0,6.0,326.0,9_8_10
020090811,77.0,60.0,120.0,26.0,38.0,2.0,323.0,9_8_11
020090812,81.0,71.0,115.0,31.0,31.0,2.0,331.0,9_8_12
020090813,45.0,47.0,79.0,20.0,16.0,0.0,207.0,9_8_13
020090901,82.0,69.0,81.0,28.0,20.0,2.0,282.0,9_9_1
020090902,91.0,42.0,104.0,14.0,15.0,2.0,268.0,9_9_2
020090903,111.0,73.0,147.0,25.0,35.0,5.0,396.0,9_9_3
020090904,54.0,50.0,72.0,21.0,13.0,1.0,211.0,9_9_4
020090905,81.0,57.0,99.0,13.0,9.0,2.0,261.0,9_9_5
020090906,68.0,86.0,112.0,23.0,15.0,0.0,304.0,9_9_6
020090907,97.0,104.0,135.0,14.0,9.0,0.0,359.0,9_9_7
020090908,48.0,45.0,86.0,13.0,13.0,0.0,205.0,9_9_8
020090909,62.0,68.0,85.0,22.0,15.0,4.0,256.0,9_9_9
020090910,67.0,80.0,98.0,21.0,15.0,4.0,285.0,9_9_10
020090911,80.0,48.0,106.0,15.0,24.0,2.0,275.0,9_9_11
020090912,72.0,58.0,71.0,14.0,10.0,2.0,227.0,9_9_12
020090913,40.0,51.0,80.0,21.0,17.0,0.0,209.0,9_9_13
020090914,67.0,82.0,131.0,14.0,14.0,2.0,310.0,9_9_14
020091001,91.0,70.0,101.0,14.0,18.0,4.0,298.0,9_10_1
020091002,98.0,80.0,117.0,15.0,26.0,0.0,336.0,9_10_2
020091003,85.0,83.0,105.0,28.0,19.0,8.0,328.0,9_10_3
020091004,65.0,52.0,80.0,20.0,19.0,1.0,237.0,9_10_4
020091005,95.0,76.0,118.0,26.0,25.0,2.0,342.0,9_10_5
020091006,82.0,54.0,90.0,28.0,19.0,9.0,282.0,9_10_6
020091007,64.0,54.0,99.0,19.0,13.0,0.0,249.0,9_10_7
020091008,111.0,74.0,100.0,21.0,16.0,0.0,322.0,9_10_8
020091009,43.0,39.0,60.0,18.0,10.0,0.0,170.0,9_10_9
020091010,104.0,48.0,105.0,32.0,14.0,1.0,304.0,9_10_10
020091011,69.0,74.0,80.0,16.0,5.0,1.0,245.0,9_10_11
020091012,76.0,59.0,75.0,9.0,4.0,1.0,224.0,9_10_12
020091101,114.0,113.0,146.0,31.0,25.0,1.0,430.0,9_11_1
020091102,91.0,77.0,115.0,28.0,38.0,6.0,355.0,9_11_2
020091103,70.0,65.0,116.0,22.0,16.0,3.0,292.0,9_11_3
020091104,110.0,92.0,124.0,18.0,21.0,5.0,370.0,9_11_4
020091105,100.0,101.0,150.0,17.0,23.0,6.0,397.0,9_11_5
020091106,111.0,68.0,102.0,19.0,24.0,3.0,327.0,9_11_6
020091107,108.0,84.0,138.0,23.0,25.0,7.0,385.0,9_11_7
020091108,80.0,77.0,111.0,18.0,19.0,6.0,311.0,9_11_8
020091109,82.0,67.0,111.0,20.0,28.0,6.0,314.0,9_11_9
020091110,79.0,69.0,92.0,29.0,28.0,9.0,306.0,9_11_10
020091111,89.0,89.0,111.0,27.0,12.0,1.0,329.0,9_11_11
020091112,82.0,93.0,148.0,26.0,52.0,13.0,414.0,9_11_12
020091201,77.0,72.0,118.0,25.0,42.0,4.0,338.0,9_12_1
020091202,72.0,49.0,51.0,12.0,6.0,1.0,191.0,9_12_2
020091203,61.0,52.0,113.0,35.0,21.0,1.0,283.0,9_12_3
020091204,71.0,54.0,111.0,27.0,30.0,3.0,296.0,9_12_4
020091205,82.0,58.0,105.0,20.0,24.0,1.0,290.0,9_12_5
020091206,71.0,65.0,142.0,26.0,30.0,4.0,338.0,9_12_6
020091207,78.0,48.0,82.0,17.0,20.0,5.0,250.0,9_12_7
020091208,73.0,91.0,108.0,25.0,21.0,2.0,320.0,9_12_8
020091209,65.0,83.0,101.0,19.0,21.0,3.0,292.0,9_12_9
020091210,76.0,57.0,136.0,35.0,38.0,1.0,343.0,9_12_10
020091211,77.0,57.0,116.0,19.0,35.0,6.0,310.0,9_12_11
020091212,60.0,41.0,81.0,22.0,25.0,3.0,232.0,9_12_12
020091301,75.0,68.0,115.0,23.0,30.0,4.0,315.0,9_13_1
020091302,116.0,97.0,128.0,26.0,29.0,8.0,404.0,9_13_2
020091303,84.0,71.0,151.0,35.0,47.0,14.0,402.0,9_13_3
020091304,49.0,61.0,85.0,27.0,26.0,2.0,250.0,9_13_4
020091305,70.0,55.0,111.0,28.0,31.0,8.0,303.0,9_13_5
020091306,59.0,55.0,103.0,29.0,45.0,9.0,300.0,9_13_6
020091307,75.0,73.0,112.0,31.0,53.0,14.0,358.0,9_13_7
020091401,104.0,86.0,129.0,31.0,35.0,3.0,388.0,9_14_1
020091402,67.0,67.0,106.0,33.0,31.0,3.0,307.0,9_14_2
020091403,65.0,42.0,85.0,22.0,39.0,10.0,263.0,9_14_3
020091404,37.0,43.0,78.0,22.0,54.0,15.0,249.0,9_14_4
020091405,32.0,40.0,122.0,77.0,142.0,44.0,457.0,9_14_5
020091406,44.0,39.0,177.0,98.0,201.0,100.0,659.0,9_14_6
020091407,32.0,21.0,89.0,50.0,117.0,42.0,351.0,9_14_7
020091408,32.0,25.0,123.0,57.0,133.0,56.0,426.0,9_14_8
020091409,36.0,29.0,85.0,30.0,58.0,14.0,252.0,9_14_9
020091410,41.0,29.0,150.0,63.0,160.0,46.0,489.0,9_14_10
020091501,59.0,40.0,78.0,15.0,24.0,1.0,217.0,9_15_1
020091502,56.0,56.0,101.0,24.0,46.0,7.0,290.0,9_15_2
020091503,69.0,56.0,100.0,29.0,34.0,2.0,290.0,9_15_3
020091504,49.0,48.0,96.0,35.0,38.0,6.0,272.0,9_15_4
020091505,82.0,70.0,115.0,26.0,26.0,0.0,319.0,9_15_5
020091506,75.0,76.0,127.0,24.0,32.0,2.0,336.0,9_15_6
020091507,87.0,62.0,139.0,27.0,30.0,3.0,348.0,9_15_7
020091508,64.0,61.0,116.0,15.0,14.0,13.0,283.0,9_15_8
020091509,53.0,41.0,108.0,35.0,54.0,2.0,293.0,9_15_9
020091510,50.0,39.0,96.0,22.0,19.0,3.0,229.0,9_15_10
020091511,72.0,55.0,120.0,33.0,28.0,3.0,311.0,9_15_11
020091601,64.0,68.0,118.0,27.0,28.0,4.0,309.0,9_16_1
020091602,103.0,71.0,90.0,26.0,21.0,3.0,314.0,9_16_2
020091603,76.0,36.0,69.0,17.0,23.0,7.0,228.0,9_16_3
020091604,54.0,53.0,89.0,26.0,19.0,6.0,247.0,9_16_4
020091605,59.0,68.0,103.0,27.0,25.0,1.0,283.0,9_16_5
020091606,58.0,63.0,131.0,29.0,40.0,5.0,326.0,9_16_6
020091607,94.0,72.0,120.0,27.0,22.0,1.0,336.0,9_16_7
020091608,68.0,81.0,105.0,29.0,14.0,4.0,301.0,9_16_8
020091609,88.0,65.0,125.0,29.0,31.0,2.0,340.0,9_16_9
020091610,73.0,52.0,93.0,28.0,47.0,4.0,297.0,9_16_10
020091611,59.0,49.0,99.0,31.0,8.0,1.0,247.0,9_16_11
020091612,50.0,64.0,87.0,29.0,27.0,2.0,259.0,9_16_12
020091613,92.0,73.0,92.0,21.0,17.0,1.0,296.0,9_16_13
020100101,79.0,58.0,67.0,14.0,25.0,7.0,250.0,10_1_1
020100102,97.0,91.0,130.0,23.0,12.0,0.0,353.0,10_1_2
020100103,96.0,84.0,136.0,11.0,13.0,1.0,341.0,10_1_3
020100104,80.0,79.0,92.0,28.0,14.0,1.0,294.0,10_1_4
020100105,67.0,83.0,85.0,15.0,8.0,0.0,258.0,10_1_5
020100106,75.0,80.0,113.0,21.0,20.0,0.0,309.0,10_1_6
020100107,59.0,70.0,96.0,14.0,16.0,3.0,258.0,10_1_7
020100108,105.0,73.0,145.0,19.0,10.0,1.0,353.0,10_1_8
020100201,91.0,107.0,129.0,11.0,15.0,0.0,353.0,10_2_1
020100202,94.0,60.0,83.0,13.0,7.0,0.0,257.0,10_2_2
020100203,68.0,67.0,85.0,9.0,15.0,1.0,245.0,10_2_3
020100204,84.0,73.0,111.0,27.0,8.0,0.0,303.0,10_2_4
020100205,78.0,83.0,114.0,9.0,10.0,3.0,297.0,10_2_5
020100206,94.0,106.0,160.0,22.0,11.0,0.0,393.0,10_2_6
020100207,96.0,95.0,116.0,13.0,20.0,0.0,340.0,10_2_7
020100208,84.0,92.0,115.0,19.0,6.0,0.0,316.0,10_2_8
020100301,67.0,62.0,72.0,15.0,5.0,1.0,222.0,10_3_1
020100302,90.0,84.0,97.0,13.0,6.0,0.0,290.0,10_3_2
020100303,114.0,80.0,83.0,9.0,6.0,1.0,293.0,10_3_3
020100304,95.0,69.0,47.0,4.0,3.0,0.0,218.0,10_3_4
020100305,85.0,92.0,82.0,16.0,6.0,2.0,283.0,10_3_5
020100306,85.0,69.0,93.0,18.0,13.0,0.0,278.0,10_3_6
020100307,120.0,89.0,101.0,18.0,13.0,1.0,342.0,10_3_7
020100308,102.0,85.0,118.0,14.0,22.0,3.0,344.0,10_3_8
020100401,103.0,112.0,128.0,16.0,11.0,0.0,370.0,10_4_1
020100402,100.0,117.0,141.0,19.0,23.0,2.0,402.0,10_4_2
020100403,73.0,71.0,124.0,20.0,12.0,0.0,300.0,10_4_3
020100404,91.0,62.0,104.0,16.0,15.0,0.0,288.0,10_4_4
020100405,66.0,71.0,112.0,18.0,18.0,1.0,286.0,10_4_5
020100406,80.0,78.0,66.0,4.0,7.0,0.0,235.0,10_4_6
020100407,81.0,64.0,111.0,28.0,17.0,0.0,301.0,10_4_7
020100408,79.0,67.0,88.0,17.0,13.0,0.0,264.0,10_4_8
020100409,107.0,68.0,101.0,19.0,10.0,0.0,305.0,10_4_9
020100501,63.0,67.0,84.0,16.0,11.0,2.0,243.0,10_5_1
020100502,85.0,53.0,112.0,22.0,20.0,0.0,292.0,10_5_2
020100503,96.0,79.0,134.0,17.0,24.0,5.0,355.0,10_5_3
020100504,71.0,73.0,134.0,20.0,24.0,1.0,323.0,10_5_4
020100505,88.0,74.0,100.0,19.0,15.0,3.0,299.0,10_5_5
020100506,99.0,66.0,114.0,33.0,25.0,2.0,339.0,10_5_6
020100507,76.0,67.0,110.0,21.0,25.0,7.0,306.0,10_5_7
020100508,88.0,90.0,123.0,24.0,26.0,6.0,357.0,10_5_8
020100509,75.0,53.0,93.0,20.0,21.0,1.0,263.0,10_5_9
020100510,81.0,66.0,104.0,19.0,24.0,2.0,296.0,10_5_10
020100511,72.0,56.0,99.0,13.0,7.0,1.0,248.0,10_5_11
020100512,55.0,65.0,104.0,26.0,13.0,2.0,265.0,10_5_12
020100513,69.0,70.0,113.0,18.0,14.0,4.0,288.0,10_5_13
020100514,74.0,73.0,99.0,13.0,7.0,3.0,269.0,10_5_14
020100601,58.0,40.0,91.0,19.0,17.0,6.0,231.0,10_6_1
020100602,78.0,66.0,84.0,13.0,6.0,0.0,247.0,10_6_2
020100603,103.0,106.0,136.0,26.0,16.0,1.0,388.0,10_6_3
020100604,98.0,69.0,109.0,25.0,16.0,2.0,319.0,10_6_4
020100605,131.0,68.0,120.0,18.0,15.0,1.0,353.0,10_6_5
020100606,85.0,68.0,124.0,15.0,6.0,0.0,298.0,10_6_6
020100607,80.0,76.0,105.0,15.0,8.0,0.0,284.0,10_6_7
020100608,89.0,72.0,136.0,26.0,15.0,1.0,339.0,10_6_8
020100609,92.0,72.0,143.0,27.0,20.0,3.0,357.0,10_6_9
020100610,100.0,94.0,166.0,22.0,37.0,3.0,422.0,10_6_10
020100611,71.0,73.0,106.0,19.0,11.0,0.0,280.0,10_6_11
020100612,82.0,87.0,83.0,6.0,5.0,3.0,266.0,10_6_12
020100613,111.0,94.0,138.0,28.0,24.0,0.0,395.0,10_6_13
020100701,111.0,86.0,139.0,25.0,19.0,1.0,381.0,10_7_1
020100702,106.0,96.0,156.0,26.0,21.0,2.0,407.0,10_7_2
020100703,134.0,88.0,168.0,34.0,41.0,6.0,471.0,10_7_3
020100704,143.0,81.0,153.0,18.0,37.0,2.0,434.0,10_7_4
020100705,118.0,76.0,131.0,24.0,16.0,1.0,366.0,10_7_5
020100706,99.0,82.0,116.0,16.0,26.0,3.0,342.0,10_7_6
020100707,119.0,139.0,217.0,29.0,10.0,1.0,515.0,10_7_7
020100708,126.0,78.0,142.0,29.0,9.0,0.0,384.0,10_7_8
020100709,90.0,73.0,114.0,26.0,32.0,4.0,339.0,10_7_9
020100710,113.0,80.0,155.0,28.0,25.0,1.0,402.0,10_7_10
020100801,106.0,117.0,135.0,22.0,21.0,5.0,406.0,10_8_1
020100802,133.0,104.0,138.0,25.0,26.0,2.0,428.0,10_8_2
020100803,111.0,79.0,116.0,8.0,5.0,0.0,319.0,10_8_3
020100804,110.0,93.0,120.0,17.0,22.0,5.0,367.0,10_8_4
020100805,73.0,69.0,115.0,21.0,22.0,2.0,302.0,10_8_5
020100806,66.0,68.0,117.0,19.0,19.0,1.0,290.0,10_8_6
020100807,127.0,89.0,162.0,23.0,23.0,1.0,425.0,10_8_7
020100808,102.0,82.0,159.0,30.0,30.0,5.0,408.0,10_8_8
020100809,95.0,58.0,91.0,11.0,8.0,1.0,264.0,10_8_9
020100901,99.0,63.0,115.0,22.0,28.0,2.0,329.0,10_9_1
020100902,80.0,59.0,123.0,26.0,31.0,2.0,321.0,10_9_2
020100903,91.0,82.0,100.0,19.0,10.0,1.0,303.0,10_9_3
020100904,109.0,76.0,93.0,20.0,10.0,2.0,310.0,10_9_4
020100905,68.0,77.0,110.0,24.0,22.0,1.0,302.0,10_9_5
020100906,80.0,76.0,139.0,20.0,26.0,2.0,343.0,10_9_6
020100907,78.0,79.0,111.0,16.0,23.0,5.0,312.0,10_9_7
020100908,61.0,50.0,100.0,17.0,30.0,1.0,259.0,10_9_8
020100909,75.0,65.0,96.0,10.0,4.0,0.0,250.0,10_9_9
020100910,73.0,68.0,94.0,18.0,23.0,3.0,279.0,10_9_10
020101001,67.0,77.0,109.0,14.0,14.0,0.0,281.0,10_10_1
020101002,86.0,93.0,113.0,30.0,26.0,2.0,350.0,10_10_2
020101003,85.0,97.0,105.0,15.0,13.0,3.0,318.0,10_10_3
020101004,108.0,102.0,63.0,4.0,6.0,1.0,284.0,10_10_4
020101005,86.0,76.0,106.0,21.0,20.0,4.0,313.0,10_10_5
020101006,111.0,106.0,82.0,10.0,4.0,1.0,314.0,10_10_6
020101007,88.0,86.0,104.0,16.0,12.0,2.0,308.0,10_10_7
020101008,69.0,73.0,78.0,22.0,9.0,3.0,254.0,10_10_8
020101009,100.0,59.0,113.0,38.0,38.0,2.0,350.0,10_10_9
020101010,66.0,84.0,95.0,11.0,5.0,1.0,262.0,10_10_10
