Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020140109,187.0,134.0,59.0,10.0,8.0,0.0,398.0,14_1_9
020140110,209.0,143.0,83.0,6.0,19.0,2.0,462.0,14_1_10
020140201,263.0,122.0,92.0,12.0,15.0,1.0,505.0,14_2_1
020140202,110.0,48.0,83.0,11.0,19.0,0.0,271.0,14_2_2
020140203,175.0,94.0,66.0,7.0,7.0,0.0,349.0,14_2_3
020140204,140.0,73.0,83.0,10.0,12.0,2.0,320.0,14_2_4
020140205,142.0,60.0,110.0,14.0,14.0,0.0,340.0,14_2_5
020140206,101.0,70.0,74.0,8.0,13.0,2.0,268.0,14_2_6
020140207,152.0,83.0,69.0,5.0,6.0,2.0,317.0,14_2_7
020140208,199.0,94.0,82.0,9.0,17.0,1.0,402.0,14_2_8
020140209,191.0,101.0,71.0,9.0,7.0,1.0,380.0,14_2_9
020140210,196.0,107.0,143.0,9.0,17.0,2.0,474.0,14_2_10
020140301,353.0,169.0,191.0,20.0,22.0,3.0,758.0,14_3_1
020140302,89.0,50.0,66.0,8.0,13.0,0.0,226.0,14_3_2
020140303,124.0,28.0,58.0,8.0,7.0,1.0,226.0,14_3_3
020140304,117.0,80.0,74.0,9.0,16.0,1.0,297.0,14_3_4
020140305,213.0,97.0,76.0,13.0,8.0,0.0,407.0,14_3_5
020140306,68.0,50.0,37.0,2.0,7.0,0.0,164.0,14_3_6
020140307,156.0,48.0,77.0,7.0,9.0,0.0,297.0,14_3_7
020140308,196.0,84.0,110.0,17.0,23.0,0.0,430.0,14_3_8
020140309,197.0,75.0,151.0,18.0,15.0,0.0,456.0,14_3_9
020140310,135.0,66.0,85.0,6.0,14.0,2.0,308.0,14_3_10
020140311,135.0,72.0,114.0,9.0,15.0,2.0,347.0,14_3_11
020140312,120.0,60.0,92.0,7.0,25.0,1.0,305.0,14_3_12
020140401,185.0,85.0,120.0,5.0,15.0,3.0,413.0,14_4_1
020140402,97.0,69.0,38.0,7.0,8.0,1.0,220.0,14_4_2
020140403,92.0,64.0,47.0,7.0,7.0,1.0,218.0,14_4_3
020140404,134.0,79.0,64.0,8.0,7.0,1.0,293.0,14_4_4
020140405,174.0,87.0,104.0,7.0,11.0,1.0,384.0,14_4_5
020140406,192.0,80.0,150.0,15.0,17.0,0.0,454.0,14_4_6
020140407,182.0,78.0,145.0,14.0,13.0,0.0,432.0,14_4_7
020140408,216.0,94.0,148.0,12.0,9.0,3.0,482.0,14_4_8
020140409,166.0,80.0,153.0,17.0,17.0,0.0,433.0,14_4_9
020140410,316.0,116.0,215.0,17.0,30.0,3.0,697.0,14_4_10
020140501,119.0,66.0,126.0,25.0,20.0,1.0,357.0,14_5_1
020140502,73.0,121.0,153.0,16.0,7.0,0.0,370.0,14_5_2
020140503,160.0,86.0,133.0,11.0,20.0,2.0,412.0,14_5_3
020140504,119.0,51.0,80.0,10.0,21.0,3.0,284.0,14_5_4
020140505,214.0,74.0,167.0,19.0,31.0,2.0,507.0,14_5_5
020140506,93.0,47.0,104.0,17.0,15.0,1.0,277.0,14_5_6
020140507,72.0,52.0,79.0,11.0,22.0,0.0,236.0,14_5_7
020140508,71.0,44.0,55.0,7.0,13.0,0.0,190.0,14_5_8
020140509,168.0,146.0,164.0,12.0,10.0,2.0,502.0,14_5_9
020140510,213.0,119.0,175.0,21.0,16.0,2.0,546.0,14_5_10
020140601,188.0,86.0,200.0,11.0,26.0,1.0,512.0,14_6_1
020140602,128.0,75.0,161.0,8.0,26.0,3.0,401.0,14_6_2
020140603,118.0,107.0,124.0,14.0,16.0,1.0,380.0,14_6_3
020140604,124.0,51.0,142.0,13.0,26.0,5.0,361.0,14_6_4
020140605,150.0,60.0,121.0,21.0,28.0,7.0,387.0,14_6_5
020140606,160.0,86.0,190.0,10.0,55.0,10.0,511.0,14_6_6
020140607,137.0,73.0,106.0,17.0,25.0,1.0,359.0,14_6_7
020140608,74.0,45.0,101.0,7.0,26.0,0.0,253.0,14_6_8
020140609,185.0,71.0,111.0,12.0,21.0,2.0,402.0,14_6_9
020140610,93.0,32.0,63.0,14.0,9.0,2.0,213.0,14_6_10
020140701,94.0,51.0,145.0,18.0,59.0,8.0,375.0,14_7_1
020140702,140.0,76.0,127.0,24.0,39.0,5.0,411.0,14_7_2
020140703,80.0,81.0,90.0,17.0,20.0,1.0,289.0,14_7_3
020140704,121.0,93.0,159.0,19.0,9.0,1.0,402.0,14_7_4
020140705,66.0,69.0,84.0,18.0,22.0,1.0,260.0,14_7_5
020140706,97.0,84.0,92.0,14.0,13.0,1.0,301.0,14_7_6
020140707,74.0,59.0,72.0,17.0,16.0,2.0,240.0,14_7_7
020140708,77.0,43.0,92.0,14.0,11.0,2.0,239.0,14_7_8
020140709,91.0,43.0,92.0,17.0,29.0,3.0,275.0,14_7_9
020140801,145.0,95.0,106.0,10.0,10.0,0.0,366.0,14_8_1
020140802,123.0,66.0,84.0,6.0,10.0,1.0,290.0,14_8_2
020140803,59.0,34.0,53.0,7.0,13.0,3.0,169.0,14_8_3
020140804,83.0,21.0,98.0,9.0,32.0,2.0,245.0,14_8_4
020140805,179.0,75.0,174.0,24.0,27.0,3.0,482.0,14_8_5
020140806,149.0,90.0,158.0,16.0,55.0,1.0,469.0,14_8_6
020140807,104.0,43.0,110.0,16.0,25.0,3.0,301.0,14_8_7
020140808,113.0,67.0,81.0,15.0,24.0,6.0,306.0,14_8_8
020140809,161.0,91.0,162.0,17.0,39.0,6.0,476.0,14_8_9
020140901,160.0,122.0,169.0,14.0,24.0,2.0,491.0,14_9_1
020140902,74.0,89.0,110.0,18.0,10.0,2.0,303.0,14_9_2
020140903,231.0,89.0,165.0,21.0,18.0,1.0,525.0,14_9_3
020140904,169.0,101.0,207.0,17.0,40.0,3.0,537.0,14_9_4
020140905,80.0,28.0,62.0,11.0,15.0,2.0,198.0,14_9_5
020140906,123.0,75.0,73.0,7.0,17.0,1.0,296.0,14_9_6
020140907,107.0,69.0,69.0,7.0,12.0,0.0,264.0,14_9_7
020140908,149.0,69.0,124.0,9.0,38.0,2.0,391.0,14_9_8
020140909,148.0,84.0,103.0,9.0,16.0,3.0,363.0,14_9_9
020140910,191.0,76.0,158.0,17.0,18.0,2.0,462.0,14_9_10
020140911,144.0,74.0,134.0,16.0,27.0,0.0,395.0,14_9_11
020140912,165.0,94.0,125.0,17.0,17.0,0.0,418.0,14_9_12
020140913,183.0,65.0,88.0,7.0,6.0,0.0,349.0,14_9_13
020141001,0.0,0.0,1.0,1.0,4.0,0.0,6.0,14_10_1
020141101,103.0,79.0,85.0,4.0,11.0,2.0,284.0,14_11_1
020141102,200.0,82.0,145.0,14.0,25.0,2.0,468.0,14_11_2
020141103,115.0,56.0,57.0,4.0,5.0,0.0,237.0,14_11_3
020141104,137.0,77.0,50.0,5.0,10.0,0.0,279.0,14_11_4
020141105,182.0,84.0,89.0,11.0,12.0,1.0,379.0,14_11_5
020141106,154.0,104.0,75.0,2.0,16.0,2.0,353.0,14_11_6
020141107,100.0,43.0,97.0,10.0,16.0,1.0,267.0,14_11_7
020141108,209.0,120.0,159.0,15.0,26.0,0.0,529.0,14_11_8
020141109,135.0,24.0,182.0,18.0,44.0,9.0,412.0,14_11_9
020141110,79.0,18.0,84.0,7.0,20.0,0.0,208.0,14_11_10
020141111,129.0,19.0,119.0,9.0,35.0,5.0,316.0,14_11_11
020141112,121.0,56.0,139.0,9.0,37.0,0.0,362.0,14_11_12
020141113,224.0,63.0,91.0,14.0,7.0,0.0,399.0,14_11_13
020141114,120.0,47.0,44.0,7.0,11.0,2.0,231.0,14_11_14
020141201,98.0,36.0,69.0,5.0,21.0,1.0,230.0,14_12_1
020141202,109.0,40.0,144.0,19.0,61.0,9.0,382.0,14_12_2
020141203,93.0,39.0,143.0,21.0,31.0,2.0,329.0,14_12_3
020141204,107.0,53.0,129.0,15.0,32.0,8.0,344.0,14_12_4
020141205,163.0,72.0,110.0,21.0,13.0,1.0,380.0,14_12_5
020141206,97.0,50.0,83.0,10.0,19.0,5.0,264.0,14_12_6
020141207,62.0,31.0,39.0,4.0,8.0,1.0,145.0,14_12_7
020141208,101.0,28.0,43.0,8.0,8.0,0.0,188.0,14_12_8
020141209,95.0,30.0,137.0,7.0,52.0,6.0,327.0,14_12_9
020141210,128.0,88.0,96.0,13.0,26.0,1.0,352.0,14_12_10
020141211,108.0,36.0,83.0,15.0,26.0,6.0,274.0,14_12_11
020141301,92.0,31.0,91.0,17.0,30.0,6.0,267.0,14_13_1
020141302,101.0,52.0,112.0,10.0,34.0,4.0,313.0,14_13_2
020141303,156.0,40.0,156.0,22.0,29.0,3.0,406.0,14_13_3
020141304,87.0,44.0,87.0,4.0,18.0,2.0,242.0,14_13_4
020141305,111.0,57.0,105.0,16.0,11.0,1.0,301.0,14_13_5
020141306,113.0,44.0,96.0,8.0,16.0,1.0,278.0,14_13_6
020141307,52.0,22.0,45.0,6.0,21.0,1.0,147.0,14_13_7
020141308,104.0,55.0,78.0,13.0,23.0,2.0,275.0,14_13_8
020141309,130.0,53.0,100.0,15.0,37.0,2.0,337.0,14_13_9
020141310,111.0,59.0,89.0,14.0,20.0,1.0,294.0,14_13_10
020141311,102.0,41.0,78.0,11.0,28.0,0.0,260.0,14_13_11
020141312,111.0,54.0,69.0,8.0,4.0,1.0,247.0,14_13_12
020141401,174.0,60.0,171.0,17.0,37.0,1.0,460.0,14_14_1
020141402,98.0,32.0,117.0,13.0,29.0,1.0,290.0,14_14_2
020141403,135.0,79.0,119.0,10.0,11.0,4.0,358.0,14_14_3
020141404,79.0,18.0,78.0,9.0,8.0,2.0,194.0,14_14_4
020141405,64.0,41.0,68.0,4.0,19.0,1.0,197.0,14_14_5
020141406,77.0,34.0,72.0,9.0,9.0,1.0,202.0,14_14_6
020141407,91.0,54.0,49.0,8.0,8.0,0.0,210.0,14_14_7
020141408,192.0,108.0,136.0,12.0,13.0,1.0,462.0,14_14_8
020141409,177.0,89.0,159.0,20.0,36.0,2.0,483.0,14_14_9
020141410,151.0,46.0,115.0,16.0,18.0,3.0,349.0,14_14_10
020141411,168.0,76.0,140.0,9.0,16.0,2.0,411.0,14_14_11
020141501,120.0,74.0,100.0,9.0,15.0,1.0,319.0,14_15_1
020141502,146.0,62.0,103.0,11.0,28.0,1.0,351.0,14_15_2
020141503,167.0,54.0,97.0,14.0,18.0,0.0,350.0,14_15_3
020141504,198.0,70.0,88.0,11.0,11.0,1.0,379.0,14_15_4
020141505,156.0,81.0,146.0,16.0,39.0,5.0,443.0,14_15_5
020141506,127.0,77.0,183.0,11.0,42.0,0.0,440.0,14_15_6
020141507,140.0,53.0,115.0,18.0,20.0,2.0,348.0,14_15_7
020141508,398.0,198.0,232.0,28.0,28.0,2.0,886.0,14_15_8
020141601,280.0,153.0,127.0,13.0,18.0,0.0,591.0,14_16_1
020141602,126.0,66.0,116.0,9.0,10.0,4.0,331.0,14_16_2
020141603,253.0,115.0,114.0,15.0,25.0,2.0,524.0,14_16_3
020141604,179.0,95.0,92.0,12.0,19.0,0.0,397.0,14_16_4
020141605,180.0,99.0,67.0,11.0,15.0,2.0,374.0,14_16_5
020141606,65.0,38.0,14.0,2.0,3.0,0.0,122.0,14_16_6
020141607,157.0,80.0,59.0,14.0,12.0,2.0,324.0,14_16_7
020141701,181.0,92.0,65.0,6.0,7.0,1.0,352.0,14_17_1
020141702,173.0,71.0,118.0,9.0,16.0,3.0,390.0,14_17_2
020141703,178.0,100.0,51.0,7.0,2.0,0.0,338.0,14_17_3
020141704,101.0,37.0,54.0,3.0,12.0,1.0,208.0,14_17_4
020141705,151.0,82.0,71.0,11.0,9.0,4.0,328.0,14_17_5
020141706,137.0,69.0,52.0,6.0,8.0,2.0,274.0,14_17_6
020141707,130.0,75.0,84.0,6.0,19.0,2.0,316.0,14_17_7
020141708,325.0,138.0,125.0,18.0,16.0,1.0,623.0,14_17_8
020141801,163.0,72.0,92.0,15.0,12.0,1.0,355.0,14_18_1
020141802,165.0,72.0,66.0,4.0,7.0,0.0,314.0,14_18_2
020141803,242.0,114.0,92.0,10.0,14.0,4.0,476.0,14_18_3
020141804,183.0,103.0,88.0,8.0,9.0,0.0,391.0,14_18_4
020141805,227.0,95.0,113.0,10.0,18.0,3.0,466.0,14_18_5
020141806,148.0,68.0,111.0,10.0,12.0,5.0,354.0,14_18_6
020141807,127.0,80.0,60.0,7.0,8.0,0.0,282.0,14_18_7
020141808,225.0,103.0,126.0,20.0,15.0,0.0,489.0,14_18_8
020141901,136.0,40.0,74.0,10.0,15.0,1.0,276.0,14_19_1
020141902,217.0,85.0,188.0,20.0,18.0,1.0,529.0,14_19_2
020141903,258.0,80.0,163.0,23.0,21.0,1.0,546.0,14_19_3
020141904,280.0,90.0,197.0,23.0,36.0,2.0,628.0,14_19_4
020141905,315.0,159.0,141.0,15.0,20.0,2.0,652.0,14_19_5
020142001,270.0,104.0,174.0,23.0,32.0,1.0,604.0,14_20_1
020142002,305.0,106.0,205.0,25.0,20.0,0.0,661.0,14_20_2
020142003,223.0,86.0,122.0,18.0,19.0,2.0,470.0,14_20_3
020142004,148.0,85.0,108.0,14.0,17.0,2.0,374.0,14_20_4
020142005,161.0,70.0,107.0,15.0,22.0,0.0,375.0,14_20_5
020142006,104.0,37.0,113.0,8.0,12.0,1.0,275.0,14_20_6
020142007,77.0,27.0,48.0,4.0,10.0,2.0,168.0,14_20_7
020142101,147.0,81.0,131.0,15.0,23.0,2.0,399.0,14_21_1
020142102,110.0,57.0,110.0,11.0,15.0,0.0,303.0,14_21_2
020142103,54.0,28.0,43.0,6.0,13.0,1.0,145.0,14_21_3
020142104,102.0,44.0,83.0,12.0,13.0,0.0,254.0,14_21_4
020142105,56.0,42.0,45.0,8.0,6.0,1.0,158.0,14_21_5
020142106,98.0,48.0,63.0,10.0,20.0,7.0,246.0,14_21_6
020142107,114.0,45.0,92.0,14.0,34.0,10.0,309.0,14_21_7
020142108,118.0,65.0,106.0,12.0,21.0,1.0,323.0,14_21_8
020142109,82.0,46.0,100.0,11.0,24.0,3.0,266.0,14_21_9
020142110,95.0,26.0,80.0,11.0,36.0,4.0,252.0,14_21_10
020142111,90.0,55.0,103.0,14.0,21.0,1.0,284.0,14_21_11
020142201,140.0,77.0,118.0,17.0,16.0,0.0,368.0,14_22_1
020142202,144.0,72.0,148.0,11.0,31.0,1.0,407.0,14_22_2
020142203,97.0,35.0,79.0,10.0,12.0,0.0,233.0,14_22_3
020142204,95.0,44.0,81.0,13.0,7.0,0.0,240.0,14_22_4
020142205,132.0,78.0,164.0,12.0,34.0,3.0,423.0,14_22_5
020142206,163.0,108.0,107.0,22.0,13.0,2.0,415.0,14_22_6
020142207,114.0,72.0,95.0,16.0,23.0,2.0,322.0,14_22_7
020142208,129.0,68.0,109.0,15.0,19.0,0.0,340.0,14_22_8
020142209,189.0,52.0,180.0,27.0,51.0,1.0,500.0,14_22_9
020142210,144.0,70.0,94.0,15.0,12.0,1.0,336.0,14_22_10
020142301,106.0,58.0,88.0,10.0,17.0,2.0,281.0,14_23_1
020142302,84.0,46.0,73.0,3.0,9.0,3.0,218.0,14_23_2
020142303,92.0,48.0,82.0,9.0,10.0,2.0,243.0,14_23_3
020142304,149.0,65.0,124.0,12.0,17.0,1.0,368.0,14_23_4
020142305,175.0,95.0,187.0,12.0,43.0,4.0,516.0,14_23_5
020142306,71.0,51.0,73.0,4.0,12.0,1.0,212.0,14_23_6
020142307,98.0,36.0,154.0,9.0,41.0,3.0,341.0,14_23_7
020142308,141.0,64.0,190.0,24.0,59.0,4.0,482.0,14_23_8
020142309,206.0,53.0,174.0,12.0,47.0,0.0,492.0,14_23_9
020142310,141.0,63.0,127.0,19.0,27.0,1.0,378.0,14_23_10
020142311,166.0,55.0,175.0,27.0,37.0,2.0,462.0,14_23_11
020142401,113.0,43.0,116.0,7.0,21.0,1.0,301.0,14_24_1
020142402,104.0,28.0,63.0,13.0,21.0,3.0,232.0,14_24_2
020142403,111.0,56.0,87.0,7.0,8.0,0.0,269.0,14_24_3
020142404,65.0,34.0,86.0,4.0,17.0,4.0,210.0,14_24_4
020142405,147.0,85.0,163.0,12.0,25.0,4.0,436.0,14_24_5
020142406,146.0,57.0,100.0,13.0,22.0,5.0,343.0,14_24_6
020142407,130.0,65.0,102.0,9.0,22.0,3.0,331.0,14_24_7
020142408,97.0,68.0,82.0,4.0,16.0,0.0,267.0,14_24_8
020142409,134.0,59.0,116.0,13.0,24.0,2.0,348.0,14_24_9
020142501,168.0,79.0,105.0,13.0,16.0,2.0,383.0,14_25_1
020142502,88.0,43.0,66.0,11.0,8.0,0.0,216.0,14_25_2
020142503,151.0,70.0,104.0,6.0,21.0,1.0,353.0,14_25_3
020142504,129.0,39.0,94.0,13.0,9.0,1.0,285.0,14_25_4
020142505,114.0,37.0,65.0,7.0,12.0,4.0,239.0,14_25_5
020142506,106.0,22.0,120.0,6.0,23.0,0.0,277.0,14_25_6
020142507,109.0,65.0,149.0,14.0,36.0,0.0,373.0,14_25_7
020142508,127.0,68.0,135.0,9.0,14.0,2.0,355.0,14_25_8
020142509,180.0,49.0,130.0,11.0,31.0,4.0,405.0,14_25_9
020142601,237.0,89.0,162.0,9.0,28.0,1.0,526.0,14_26_1
020142602,168.0,60.0,108.0,11.0,10.0,0.0,357.0,14_26_2
020142603,58.0,38.0,64.0,2.0,21.0,1.0,184.0,14_26_3
020142604,366.0,167.0,260.0,21.0,34.0,2.0,850.0,14_26_4
020142605,198.0,111.0,121.0,17.0,11.0,0.0,458.0,14_26_5
020142606,161.0,85.0,107.0,13.0,20.0,1.0,387.0,14_26_6
020142607,267.0,113.0,117.0,11.0,22.0,2.0,532.0,14_26_7
020142701,263.0,104.0,196.0,13.0,37.0,3.0,616.0,14_27_1
020142702,230.0,104.0,177.0,16.0,40.0,3.0,570.0,14_27_2
020142703,126.0,60.0,80.0,9.0,9.0,0.0,284.0,14_27_3
020142704,215.0,100.0,69.0,2.0,10.0,0.0,396.0,14_27_4
020142705,206.0,89.0,147.0,16.0,27.0,2.0,487.0,14_27_5
020142706,83.0,33.0,74.0,7.0,14.0,1.0,212.0,14_27_6
020142707,95.0,38.0,67.0,6.0,11.0,0.0,217.0,14_27_7
020142801,155.0,69.0,58.0,7.0,9.0,1.0,299.0,14_28_1
020142802,123.0,69.0,62.0,4.0,5.0,3.0,266.0,14_28_2
020142803,133.0,52.0,80.0,13.0,9.0,1.0,288.0,14_28_3
020142804,128.0,70.0,89.0,12.0,13.0,2.0,314.0,14_28_4
020142805,99.0,56.0,58.0,5.0,10.0,0.0,228.0,14_28_5
020142806,197.0,105.0,98.0,8.0,3.0,2.0,413.0,14_28_6
020142807,185.0,79.0,84.0,14.0,11.0,1.0,374.0,14_28_7
020142808,128.0,34.0,112.0,10.0,18.0,0.0,302.0,14_28_8
020142809,98.0,55.0,88.0,9.0,12.0,1.0,263.0,14_28_9
020142810,183.0,91.0,92.0,3.0,12.0,0.0,381.0,14_28_10
020142811,170.0,116.0,85.0,9.0,10.0,2.0,392.0,14_28_11
020142812,155.0,69.0,36.0,9.0,1.0,0.0,270.0,14_28_12
020142901,132.0,48.0,77.0,7.0,13.0,0.0,277.0,14_29_1
020142902,111.0,38.0,104.0,9.0,17.0,1.0,280.0,14_29_2
020142903,87.0,43.0,103.0,7.0,30.0,0.0,270.0,14_29_3
020142904,157.0,63.0,109.0,16.0,12.0,1.0,358.0,14_29_4
020142905,117.0,35.0,105.0,6.0,16.0,1.0,280.0,14_29_5
020142906,191.0,66.0,146.0,15.0,28.0,2.0,448.0,14_29_6
020142907,150.0,66.0,124.0,15.0,19.0,5.0,379.0,14_29_7
020142908,113.0,61.0,71.0,7.0,13.0,2.0,267.0,14_29_8
020142909,139.0,63.0,92.0,9.0,29.0,4.0,336.0,14_29_9
020142910,150.0,59.0,118.0,13.0,25.0,1.0,366.0,14_29_10
020142911,119.0,69.0,75.0,8.0,8.0,2.0,281.0,14_29_11
020143001,145.0,84.0,79.0,7.0,12.0,0.0,327.0,14_30_1
020143002,197.0,117.0,85.0,18.0,11.0,1.0,429.0,14_30_2
020143003,223.0,84.0,82.0,9.0,7.0,2.0,407.0,14_30_3
020143004,155.0,62.0,72.0,8.0,8.0,0.0,305.0,14_30_4
020143005,190.0,111.0,60.0,14.0,1.0,2.0,378.0,14_30_5
020143006,119.0,52.0,47.0,4.0,11.0,0.0,233.0,14_30_6
020143007,77.0,39.0,67.0,2.0,18.0,1.0,204.0,14_30_7
020143008,322.0,184.0,134.0,23.0,12.0,0.0,675.0,14_30_8
020143009,271.0,131.0,137.0,15.0,25.0,0.0,579.0,14_30_9
020143101,99.0,60.0,51.0,2.0,3.0,2.0,217.0,14_31_1
020143102,161.0,79.0,70.0,6.0,10.0,1.0,327.0,14_31_2
020143103,155.0,59.0,45.0,8.0,12.0,0.0,279.0,14_31_3
020143104,137.0,67.0,35.0,8.0,3.0,0.0,250.0,14_31_4
020143105,134.0,64.0,37.0,10.0,5.0,1.0,251.0,14_31_5
020143106,181.0,107.0,96.0,10.0,12.0,0.0,406.0,14_31_6
020143107,182.0,75.0,49.0,2.0,6.0,1.0,315.0,14_31_7
020143108,149.0,66.0,36.0,6.0,11.0,1.0,269.0,14_31_8
020143109,135.0,53.0,27.0,4.0,6.0,0.0,225.0,14_31_9
020143110,111.0,49.0,25.0,6.0,3.0,1.0,195.0,14_31_10
020143111,121.0,24.0,58.0,4.0,6.0,1.0,214.0,14_31_11
020143112,125.0,53.0,63.0,4.0,15.0,0.0,260.0,14_31_12
020150101,121.0,122.0,137.0,23.0,14.0,0.0,417.0,15_1_1
020150102,106.0,76.0,120.0,20.0,19.0,3.0,344.0,15_1_2
020150103,81.0,69.0,100.0,8.0,10.0,0.0,268.0,15_1_3
020150104,71.0,54.0,89.0,16.0,7.0,0.0,237.0,15_1_4
020150105,80.0,65.0,100.0,15.0,7.0,1.0,268.0,15_1_5
020150106,77.0,66.0,83.0,20.0,10.0,1.0,257.0,15_1_6
020150107,99.0,69.0,91.0,19.0,12.0,0.0,290.0,15_1_7
020150108,85.0,73.0,84.0,19.0,15.0,0.0,276.0,15_1_8
020150109,93.0,96.0,126.0,17.0,8.0,2.0,342.0,15_1_9
020150110,90.0,81.0,123.0,24.0,21.0,1.0,340.0,15_1_10
020150111,61.0,52.0,87.0,7.0,11.0,2.0,220.0,15_1_11
020150112,85.0,78.0,92.0,12.0,15.0,1.0,283.0,15_1_12
020150201,71.0,68.0,99.0,22.0,19.0,1.0,280.0,15_2_1
020150202,93.0,73.0,105.0,17.0,12.0,0.0,300.0,15_2_2
020150203,92.0,89.0,84.0,18.0,9.0,0.0,292.0,15_2_3
020150204,71.0,71.0,53.0,10.0,2.0,1.0,208.0,15_2_4
020150205,78.0,53.0,69.0,4.0,3.0,1.0,208.0,15_2_5
020150206,92.0,73.0,81.0,14.0,8.0,0.0,268.0,15_2_6
020150207,118.0,51.0,92.0,11.0,7.0,0.0,279.0,15_2_7
020150208,66.0,69.0,82.0,12.0,7.0,0.0,236.0,15_2_8
020150209,68.0,66.0,61.0,8.0,9.0,0.0,212.0,15_2_9
020150210,61.0,55.0,86.0,18.0,12.0,1.0,233.0,15_2_10
020150301,103.0,65.0,98.0,15.0,8.0,0.0,289.0,15_3_1
020150302,129.0,80.0,145.0,28.0,16.0,1.0,399.0,15_3_2
020150303,119.0,79.0,130.0,24.0,29.0,1.0,382.0,15_3_3
020150304,74.0,70.0,85.0,20.0,18.0,2.0,269.0,15_3_4
020150305,65.0,61.0,61.0,18.0,26.0,11.0,242.0,15_3_5
020150306,123.0,86.0,51.0,7.0,5.0,0.0,272.0,15_3_6
020150307,108.0,81.0,50.0,7.0,5.0,0.0,251.0,15_3_7
020150308,118.0,99.0,85.0,11.0,16.0,0.0,329.0,15_3_8
020150309,135.0,75.0,104.0,21.0,13.0,1.0,349.0,15_3_9
020150310,114.0,88.0,117.0,9.0,11.0,1.0,340.0,15_3_10
020150311,101.0,52.0,126.0,18.0,40.0,3.0,340.0,15_3_11
020150312,101.0,84.0,146.0,23.0,46.0,11.0,411.0,15_3_12
020150313,98.0,75.0,86.0,19.0,11.0,2.0,291.0,15_3_13
020150401,103.0,59.0,127.0,28.0,20.0,0.0,337.0,15_4_1
020150402,80.0,60.0,86.0,23.0,6.0,1.0,256.0,15_4_2
020150403,149.0,95.0,117.0,22.0,16.0,2.0,401.0,15_4_3
020150404,50.0,52.0,83.0,8.0,12.0,1.0,206.0,15_4_4
020150405,60.0,52.0,79.0,13.0,23.0,3.0,230.0,15_4_5
020150406,84.0,50.0,101.0,17.0,16.0,2.0,270.0,15_4_6
020150407,99.0,77.0,90.0,14.0,25.0,3.0,308.0,15_4_7
020150408,105.0,66.0,91.0,7.0,24.0,4.0,297.0,15_4_8
020150409,65.0,44.0,105.0,16.0,32.0,2.0,264.0,15_4_9
020150410,70.0,50.0,91.0,21.0,23.0,2.0,257.0,15_4_10
020150411,92.0,63.0,81.0,16.0,36.0,8.0,296.0,15_4_11
020150412,98.0,60.0,140.0,23.0,29.0,3.0,353.0,15_4_12
020150413,96.0,54.0,113.0,32.0,31.0,2.0,328.0,15_4_13
020150414,77.0,68.0,105.0,20.0,34.0,14.0,318.0,15_4_14
020150501,87.0,76.0,108.0,19.0,11.0,2.0,303.0,15_5_1
020150502,111.0,104.0,113.0,17.0,12.0,1.0,358.0,15_5_2
020150503,76.0,87.0,97.0,10.0,8.0,0.0,278.0,15_5_3
020150504,75.0,44.0,67.0,19.0,28.0,2.0,235.0,15_5_4
020150505,90.0,72.0,109.0,13.0,17.0,0.0,301.0,15_5_5
020150506,73.0,68.0,101.0,20.0,19.0,1.0,282.0,15_5_6
020150507,97.0,78.0,82.0,16.0,8.0,0.0,281.0,15_5_7
020150508,87.0,87.0,121.0,19.0,19.0,1.0,334.0,15_5_8
020150509,65.0,55.0,96.0,19.0,21.0,2.0,258.0,15_5_9
020150510,65.0,54.0,68.0,20.0,13.0,4.0,224.0,15_5_10
020150511,76.0,43.0,104.0,22.0,26.0,3.0,274.0,15_5_11
020150512,87.0,63.0,94.0,14.0,14.0,0.0,272.0,15_5_12
020150513,99.0,79.0,94.0,10.0,7.0,0.0,289.0,15_5_13
020150514,77.0,67.0,87.0,17.0,13.0,0.0,261.0,15_5_14
020150601,113.0,69.0,86.0,14.0,8.0,1.0,291.0,15_6_1
020150602,102.0,61.0,90.0,14.0,18.0,0.0,285.0,15_6_2
020150603,109.0,67.0,88.0,9.0,13.0,0.0,286.0,15_6_3
020150604,60.0,64.0,93.0,13.0,18.0,2.0,250.0,15_6_4
020150605,57.0,50.0,61.0,15.0,9.0,0.0,192.0,15_6_5
020150606,77.0,71.0,26.0,6.0,3.0,0.0,183.0,15_6_6
020150607,78.0,72.0,82.0,13.0,10.0,0.0,255.0,15_6_7
020150701,75.0,82.0,101.0,16.0,23.0,3.0,300.0,15_7_1
020150702,66.0,46.0,87.0,17.0,23.0,5.0,244.0,15_7_2
020150703,62.0,56.0,79.0,14.0,16.0,3.0,230.0,15_7_3
020150704,47.0,40.0,80.0,10.0,26.0,13.0,216.0,15_7_4
020150705,71.0,66.0,107.0,22.0,24.0,3.0,293.0,15_7_5
020150706,40.0,32.0,100.0,23.0,81.0,45.0,321.0,15_7_6
020150707,96.0,66.0,142.0,26.0,18.0,3.0,351.0,15_7_7
020150708,94.0,77.0,111.0,27.0,18.0,1.0,328.0,15_7_8
020150709,70.0,54.0,97.0,20.0,36.0,6.0,283.0,15_7_9
020150710,103.0,62.0,130.0,25.0,47.0,12.0,379.0,15_7_10
