Código,Sí,No,Total,CO_FRAC_RA
020090303,192.0,47.0,239.0,9_3_3
020090304,208.0,34.0,242.0,9_3_4
020090305,226.0,45.0,271.0,9_3_5
020090306,255.0,43.0,298.0,9_3_6
020090307,271.0,45.0,316.0,9_3_7
020090308,242.0,37.0,279.0,9_3_8
020090309,221.0,36.0,257.0,9_3_9
020090310,254.0,29.0,283.0,9_3_10
020090311,254.0,40.0,294.0,9_3_11
020090312,190.0,23.0,213.0,9_3_12
020090313,263.0,50.0,313.0,9_3_13
020090401,294.0,67.0,361.0,9_4_1
020090402,270.0,55.0,325.0,9_4_2
020090403,293.0,49.0,342.0,9_4_3
020090404,272.0,57.0,329.0,9_4_4
020090405,293.0,62.0,355.0,9_4_5
020090406,222.0,29.0,251.0,9_4_6
020090407,213.0,58.0,271.0,9_4_7
020090408,229.0,41.0,270.0,9_4_8
020090409,217.0,39.0,256.0,9_4_9
020090410,252.0,38.0,290.0,9_4_10
020090411,294.0,47.0,341.0,9_4_11
020090501,265.0,45.0,310.0,9_5_1
020090502,282.0,40.0,322.0,9_5_2
020090503,215.0,46.0,261.0,9_5_3
020090504,255.0,48.0,303.0,9_5_4
020090505,332.0,52.0,384.0,9_5_5
020090506,263.0,52.0,315.0,9_5_6
020090507,266.0,48.0,314.0,9_5_7
020090508,250.0,42.0,292.0,9_5_8
020090509,289.0,41.0,330.0,9_5_9
020090510,283.0,36.0,319.0,9_5_10
020090511,262.0,55.0,317.0,9_5_11
020090601,354.0,54.0,408.0,9_6_1
020090602,225.0,34.0,259.0,9_6_2
020090603,290.0,83.0,373.0,9_6_3
020090604,282.0,59.0,341.0,9_6_4
020090605,351.0,61.0,412.0,9_6_5
020090606,216.0,43.0,259.0,9_6_6
020090607,322.0,52.0,374.0,9_6_7
020090608,244.0,37.0,281.0,9_6_8
020090609,345.0,28.0,373.0,9_6_9
020090610,287.0,58.0,345.0,9_6_10
020090611,273.0,36.0,309.0,9_6_11
020090612,241.0,45.0,286.0,9_6_12
020090701,230.0,39.0,269.0,9_7_1
020090702,264.0,36.0,300.0,9_7_2
020090703,174.0,46.0,220.0,9_7_3
020090704,204.0,38.0,242.0,9_7_4
020090705,219.0,38.0,257.0,9_7_5
020090706,258.0,50.0,308.0,9_7_6
020090707,201.0,31.0,232.0,9_7_7
020090708,224.0,51.0,275.0,9_7_8
020090709,244.0,69.0,313.0,9_7_9
020090710,202.0,43.0,245.0,9_7_10
020090711,225.0,53.0,278.0,9_7_11
020090712,285.0,30.0,315.0,9_7_12
020090713,264.0,60.0,324.0,9_7_13
020090714,242.0,55.0,297.0,9_7_14
020090801,248.0,39.0,287.0,9_8_1
020090802,249.0,45.0,294.0,9_8_2
020090803,254.0,39.0,293.0,9_8_3
020090804,255.0,31.0,286.0,9_8_4
020090805,279.0,50.0,329.0,9_8_5
020090806,299.0,54.0,353.0,9_8_6
020090807,282.0,48.0,330.0,9_8_7
020090808,286.0,49.0,335.0,9_8_8
020090809,212.0,38.0,250.0,9_8_9
020090810,262.0,64.0,326.0,9_8_10
020090811,270.0,53.0,323.0,9_8_11
020090812,271.0,60.0,331.0,9_8_12
020090813,157.0,50.0,207.0,9_8_13
020090901,242.0,40.0,282.0,9_9_1
020090902,222.0,46.0,268.0,9_9_2
020090903,332.0,64.0,396.0,9_9_3
020090904,173.0,38.0,211.0,9_9_4
020090905,214.0,47.0,261.0,9_9_5
020090906,264.0,40.0,304.0,9_9_6
020090907,305.0,54.0,359.0,9_9_7
020090908,166.0,39.0,205.0,9_9_8
020090909,218.0,38.0,256.0,9_9_9
020090910,231.0,54.0,285.0,9_9_10
020090911,230.0,45.0,275.0,9_9_11
020090912,192.0,35.0,227.0,9_9_12
020090913,174.0,35.0,209.0,9_9_13
020090914,277.0,33.0,310.0,9_9_14
020091001,248.0,50.0,298.0,9_10_1
020091002,292.0,44.0,336.0,9_10_2
020091003,275.0,53.0,328.0,9_10_3
020091004,199.0,38.0,237.0,9_10_4
020091005,294.0,48.0,342.0,9_10_5
020091006,248.0,34.0,282.0,9_10_6
020091007,209.0,40.0,249.0,9_10_7
020091008,286.0,36.0,322.0,9_10_8
020091009,147.0,23.0,170.0,9_10_9
020091010,260.0,44.0,304.0,9_10_10
020091011,200.0,45.0,245.0,9_10_11
020091012,175.0,49.0,224.0,9_10_12
020091101,367.0,63.0,430.0,9_11_1
020091102,315.0,40.0,355.0,9_11_2
020091103,258.0,34.0,292.0,9_11_3
020091104,322.0,48.0,370.0,9_11_4
020091105,353.0,44.0,397.0,9_11_5
020091106,279.0,48.0,327.0,9_11_6
020091107,324.0,61.0,385.0,9_11_7
020091108,273.0,38.0,311.0,9_11_8
020091109,279.0,35.0,314.0,9_11_9
020091110,276.0,30.0,306.0,9_11_10
020091111,283.0,46.0,329.0,9_11_11
020091112,353.0,61.0,414.0,9_11_12
020091201,290.0,48.0,338.0,9_12_1
020091202,144.0,47.0,191.0,9_12_2
020091203,247.0,36.0,283.0,9_12_3
020091204,257.0,39.0,296.0,9_12_4
020091205,241.0,49.0,290.0,9_12_5
020091206,278.0,60.0,338.0,9_12_6
020091207,216.0,34.0,250.0,9_12_7
020091208,264.0,56.0,320.0,9_12_8
020091209,261.0,31.0,292.0,9_12_9
020091210,289.0,54.0,343.0,9_12_10
020091211,259.0,51.0,310.0,9_12_11
020091212,183.0,49.0,232.0,9_12_12
020091301,271.0,44.0,315.0,9_13_1
020091302,328.0,76.0,404.0,9_13_2
020091303,352.0,50.0,402.0,9_13_3
020091304,219.0,31.0,250.0,9_13_4
020091305,247.0,56.0,303.0,9_13_5
020091306,261.0,39.0,300.0,9_13_6
020091307,291.0,67.0,358.0,9_13_7
020091401,311.0,77.0,388.0,9_14_1
020091402,256.0,51.0,307.0,9_14_2
020091403,219.0,44.0,263.0,9_14_3
020091404,201.0,48.0,249.0,9_14_4
020091405,392.0,65.0,457.0,9_14_5
020091406,565.0,94.0,659.0,9_14_6
020091407,301.0,50.0,351.0,9_14_7
020091408,375.0,51.0,426.0,9_14_8
020091409,210.0,42.0,252.0,9_14_9
020091410,428.0,61.0,489.0,9_14_10
020091501,175.0,42.0,217.0,9_15_1
020091502,247.0,43.0,290.0,9_15_2
020091503,238.0,52.0,290.0,9_15_3
020091504,236.0,36.0,272.0,9_15_4
020091505,259.0,60.0,319.0,9_15_5
020091506,276.0,60.0,336.0,9_15_6
020091507,290.0,58.0,348.0,9_15_7
020091508,235.0,48.0,283.0,9_15_8
020091509,243.0,50.0,293.0,9_15_9
020091510,183.0,46.0,229.0,9_15_10
020091511,268.0,43.0,311.0,9_15_11
020091601,255.0,54.0,309.0,9_16_1
020091602,269.0,45.0,314.0,9_16_2
020091603,171.0,57.0,228.0,9_16_3
020091604,207.0,40.0,247.0,9_16_4
020091605,228.0,55.0,283.0,9_16_5
020091606,271.0,55.0,326.0,9_16_6
020091607,267.0,69.0,336.0,9_16_7
020091608,237.0,64.0,301.0,9_16_8
020091609,289.0,51.0,340.0,9_16_9
020091610,251.0,46.0,297.0,9_16_10
020091611,207.0,40.0,247.0,9_16_11
020091612,217.0,42.0,259.0,9_16_12
020091613,231.0,65.0,296.0,9_16_13
020100101,202.0,48.0,250.0,10_1_1
020100102,292.0,61.0,353.0,10_1_2
020100103,297.0,44.0,341.0,10_1_3
020100104,244.0,50.0,294.0,10_1_4
020100105,216.0,42.0,258.0,10_1_5
020100106,254.0,55.0,309.0,10_1_6
020100107,215.0,43.0,258.0,10_1_7
020100108,307.0,46.0,353.0,10_1_8
020100201,299.0,54.0,353.0,10_2_1
020100202,217.0,40.0,257.0,10_2_2
020100203,212.0,33.0,245.0,10_2_3
020100204,257.0,46.0,303.0,10_2_4
020100205,250.0,47.0,297.0,10_2_5
020100206,353.0,40.0,393.0,10_2_6
020100207,286.0,54.0,340.0,10_2_7
020100208,279.0,37.0,316.0,10_2_8
020100301,193.0,29.0,222.0,10_3_1
020100302,248.0,42.0,290.0,10_3_2
020100303,255.0,38.0,293.0,10_3_3
020100304,178.0,40.0,218.0,10_3_4
020100305,243.0,40.0,283.0,10_3_5
020100306,232.0,46.0,278.0,10_3_6
020100307,302.0,40.0,342.0,10_3_7
020100308,290.0,54.0,344.0,10_3_8
020100401,338.0,32.0,370.0,10_4_1
020100402,357.0,45.0,402.0,10_4_2
020100403,250.0,50.0,300.0,10_4_3
020100404,252.0,36.0,288.0,10_4_4
020100405,245.0,41.0,286.0,10_4_5
020100406,205.0,30.0,235.0,10_4_6
020100407,255.0,46.0,301.0,10_4_7
020100408,224.0,40.0,264.0,10_4_8
020100409,262.0,43.0,305.0,10_4_9
020100501,204.0,39.0,243.0,10_5_1
020100502,242.0,50.0,292.0,10_5_2
020100503,309.0,46.0,355.0,10_5_3
020100504,271.0,52.0,323.0,10_5_4
020100505,258.0,41.0,299.0,10_5_5
020100506,283.0,56.0,339.0,10_5_6
020100507,257.0,49.0,306.0,10_5_7
020100508,310.0,47.0,357.0,10_5_8
020100509,204.0,59.0,263.0,10_5_9
020100510,234.0,62.0,296.0,10_5_10
020100511,216.0,32.0,248.0,10_5_11
020100512,223.0,42.0,265.0,10_5_12
020100513,246.0,42.0,288.0,10_5_13
020100514,217.0,52.0,269.0,10_5_14
020100601,203.0,28.0,231.0,10_6_1
020100602,203.0,44.0,247.0,10_6_2
020100603,338.0,50.0,388.0,10_6_3
020100604,268.0,51.0,319.0,10_6_4
020100605,306.0,47.0,353.0,10_6_5
020100606,257.0,41.0,298.0,10_6_6
020100607,255.0,29.0,284.0,10_6_7
020100608,296.0,43.0,339.0,10_6_8
020100609,316.0,41.0,357.0,10_6_9
020100610,356.0,66.0,422.0,10_6_10
020100611,243.0,37.0,280.0,10_6_11
020100612,221.0,45.0,266.0,10_6_12
020100613,333.0,62.0,395.0,10_6_13
020100701,328.0,53.0,381.0,10_7_1
020100702,358.0,49.0,407.0,10_7_2
020100703,380.0,91.0,471.0,10_7_3
020100704,376.0,58.0,434.0,10_7_4
020100705,292.0,74.0,366.0,10_7_5
020100706,283.0,59.0,342.0,10_7_6
020100707,468.0,47.0,515.0,10_7_7
020100708,332.0,52.0,384.0,10_7_8
020100709,296.0,43.0,339.0,10_7_9
020100710,364.0,38.0,402.0,10_7_10
020100801,358.0,48.0,406.0,10_8_1
020100802,365.0,63.0,428.0,10_8_2
020100803,272.0,47.0,319.0,10_8_3
020100804,321.0,46.0,367.0,10_8_4
020100805,261.0,41.0,302.0,10_8_5
020100806,251.0,39.0,290.0,10_8_6
020100807,373.0,52.0,425.0,10_8_7
020100808,366.0,42.0,408.0,10_8_8
020100809,222.0,42.0,264.0,10_8_9
020100901,283.0,46.0,329.0,10_9_1
020100902,271.0,50.0,321.0,10_9_2
020100903,252.0,51.0,303.0,10_9_3
020100904,267.0,43.0,310.0,10_9_4
020100905,260.0,42.0,302.0,10_9_5
020100906,301.0,42.0,343.0,10_9_6
020100907,277.0,35.0,312.0,10_9_7
020100908,234.0,25.0,259.0,10_9_8
020100909,220.0,30.0,250.0,10_9_9
020100910,248.0,31.0,279.0,10_9_10
020101001,220.0,61.0,281.0,10_10_1
020101002,310.0,40.0,350.0,10_10_2
020101003,290.0,28.0,318.0,10_10_3
020101004,250.0,34.0,284.0,10_10_4
020101005,276.0,37.0,313.0,10_10_5
020101006,283.0,31.0,314.0,10_10_6
020101007,265.0,43.0,308.0,10_10_7
020101008,215.0,39.0,254.0,10_10_8
020101009,283.0,67.0,350.0,10_10_9
020101010,221.0,41.0,262.0,10_10_10
020101011,264.0,40.0,304.0,10_10_11
020101012,298.0,48.0,346.0,10_10_12
020101101,272.0,37.0,309.0,10_11_1
020101102,374.0,59.0,433.0,10_11_2
020101103,298.0,56.0,354.0,10_11_3
020101104,328.0,66.0,394.0,10_11_4
020101105,265.0,36.0,301.0,10_11_5
020101106,158.0,25.0,183.0,10_11_6
020101107,336.0,41.0,377.0,10_11_7
020101108,304.0,40.0,344.0,10_11_8
020101109,324.0,57.0,381.0,10_11_9
020101110,256.0,40.0,296.0,10_11_10
020101111,200.0,51.0,251.0,10_11_11
020101201,318.0,29.0,347.0,10_12_1
020101202,324.0,46.0,370.0,10_12_2
020101203,254.0,55.0,309.0,10_12_3
020101204,212.0,31.0,243.0,10_12_4
020101205,159.0,30.0,189.0,10_12_5
020101206,184.0,30.0,214.0,10_12_6
020101207,198.0,40.0,238.0,10_12_7
020101208,247.0,64.0,311.0,10_12_8
020101209,261.0,47.0,308.0,10_12_9
020101210,210.0,36.0,246.0,10_12_10
020101301,191.0,35.0,226.0,10_13_1
020101302,219.0,36.0,255.0,10_13_2
020101303,219.0,42.0,261.0,10_13_3
020101304,211.0,37.0,248.0,10_13_4
020101305,265.0,50.0,315.0,10_13_5
020101306,236.0,42.0,278.0,10_13_6
020101307,213.0,41.0,254.0,10_13_7
020101308,257.0,33.0,290.0,10_13_8
020101309,243.0,38.0,281.0,10_13_9
020101310,193.0,37.0,230.0,10_13_10
020101311,227.0,60.0,287.0,10_13_11
020101312,222.0,45.0,267.0,10_13_12
020101401,289.0,45.0,334.0,10_14_1
020101402,265.0,50.0,315.0,10_14_2
020101403,273.0,49.0,322.0,10_14_3
020101404,256.0,40.0,296.0,10_14_4
020101405,233.0,29.0,262.0,10_14_5
020101406,181.0,24.0,205.0,10_14_6
020101407,250.0,41.0,291.0,10_14_7
020101408,210.0,43.0,253.0,10_14_8
020101409,287.0,50.0,337.0,10_14_9
020101410,297.0,44.0,341.0,10_14_10
020101411,218.0,49.0,267.0,10_14_11
020101501,213.0,50.0,263.0,10_15_1
020101502,293.0,54.0,347.0,10_15_2
020101503,174.0,28.0,202.0,10_15_3
020101504,211.0,36.0,247.0,10_15_4
020101505,264.0,34.0,298.0,10_15_5
020101506,214.0,34.0,248.0,10_15_6
020101507,183.0,42.0,225.0,10_15_7
020101508,329.0,46.0,375.0,10_15_8
020101509,425.0,34.0,459.0,10_15_9
020101601,237.0,33.0,270.0,10_16_1
020101602,355.0,53.0,408.0,10_16_2
020101603,251.0,31.0,282.0,10_16_3
020101604,302.0,42.0,344.0,10_16_4
020101605,340.0,49.0,389.0,10_16_5
020101606,316.0,40.0,356.0,10_16_6
020101607,243.0,46.0,289.0,10_16_7
020101608,255.0,57.0,312.0,10_16_8
020101609,269.0,69.0,338.0,10_16_9
020101701,273.0,40.0,313.0,10_17_1
020101702,314.0,58.0,372.0,10_17_2
020101703,316.0,44.0,360.0,10_17_3
020101704,350.0,28.0,378.0,10_17_4
020101705,318.0,49.0,367.0,10_17_5
020101706,259.0,49.0,308.0,10_17_6
020101707,251.0,38.0,289.0,10_17_7
020101708,226.0,20.0,246.0,10_17_8
020101709,197.0,42.0,239.0,10_17_9
020101710,230.0,39.0,269.0,10_17_10
020101801,238.0,42.0,280.0,10_18_1
020101802,234.0,36.0,270.0,10_18_2
020101803,287.0,50.0,337.0,10_18_3
020101804,347.0,49.0,396.0,10_18_4
020101805,233.0,44.0,277.0,10_18_5
020101806,241.0,39.0,280.0,10_18_6
020101807,304.0,61.0,365.0,10_18_7
020101808,164.0,20.0,184.0,10_18_8
020101809,401.0,57.0,458.0,10_18_9
020101810,161.0,30.0,191.0,10_18_10
020101811,195.0,29.0,224.0,10_18_11
020101812,256.0,41.0,297.0,10_18_12
020101901,227.0,38.0,265.0,10_19_1
020101902,367.0,69.0,436.0,10_19_2
020101903,308.0,47.0,355.0,10_19_3
020101904,290.0,50.0,340.0,10_19_4
020101905,307.0,41.0,348.0,10_19_5
020101906,294.0,53.0,347.0,10_19_6
020101907,277.0,51.0,328.0,10_19_7
020101908,183.0,32.0,215.0,10_19_8
020101909,221.0,55.0,276.0,10_19_9
020101910,344.0,56.0,400.0,10_19_10
020101911,310.0,34.0,344.0,10_19_11
020101912,378.0,51.0,429.0,10_19_12
020110101,284.0,40.0,324.0,11_1_1
020110102,291.0,48.0,339.0,11_1_2
020110103,197.0,50.0,247.0,11_1_3
020110104,270.0,46.0,316.0,11_1_4
020110105,193.0,28.0,221.0,11_1_5
020110106,243.0,35.0,278.0,11_1_6
020110107,213.0,39.0,252.0,11_1_7
020110108,257.0,38.0,295.0,11_1_8
020110109,258.0,46.0,304.0,11_1_9
020110110,295.0,45.0,340.0,11_1_10
020110111,350.0,52.0,402.0,11_1_11
020110112,233.0,33.0,266.0,11_1_12
020110201,257.0,29.0,286.0,11_2_1
020110202,320.0,41.0,361.0,11_2_2
020110203,248.0,38.0,286.0,11_2_3
020110204,200.0,23.0,223.0,11_2_4
020110205,347.0,42.0,389.0,11_2_5
020110206,310.0,48.0,358.0,11_2_6
020110207,286.0,26.0,312.0,11_2_7
020110208,267.0,35.0,302.0,11_2_8
020110209,203.0,35.0,238.0,11_2_9
020110210,322.0,26.0,348.0,11_2_10
020110211,289.0,39.0,328.0,11_2_11
020110301,232.0,32.0,264.0,11_3_1
020110302,263.0,29.0,292.0,11_3_2
020110303,210.0,30.0,240.0,11_3_3
020110304,190.0,20.0,210.0,11_3_4
020110305,200.0,33.0,233.0,11_3_5
020110306,261.0,26.0,287.0,11_3_6
020110307,266.0,17.0,283.0,11_3_7
020110308,262.0,37.0,299.0,11_3_8
020110309,262.0,36.0,298.0,11_3_9
020110310,278.0,39.0,317.0,11_3_10
020110311,222.0,32.0,254.0,11_3_11
020110312,252.0,30.0,282.0,11_3_12
020110401,255.0,29.0,284.0,11_4_1
020110402,266.0,31.0,297.0,11_4_2
020110403,193.0,28.0,221.0,11_4_3
020110404,263.0,33.0,296.0,11_4_4
020110405,270.0,38.0,308.0,11_4_5
020110406,216.0,25.0,241.0,11_4_6
020110407,246.0,33.0,279.0,11_4_7
020110408,243.0,39.0,282.0,11_4_8
020110409,270.0,39.0,309.0,11_4_9
020110410,229.0,52.0,281.0,11_4_10
020110411,272.0,41.0,313.0,11_4_11
020110412,317.0,35.0,352.0,11_4_12
020110413,285.0,42.0,327.0,11_4_13
020110501,212.0,30.0,242.0,11_5_1
020110502,275.0,41.0,316.0,11_5_2
020110503,305.0,48.0,353.0,11_5_3
020110504,214.0,38.0,252.0,11_5_4
020110505,294.0,45.0,339.0,11_5_5
020110506,268.0,51.0,319.0,11_5_6
020110507,243.0,37.0,280.0,11_5_7
020110508,253.0,54.0,307.0,11_5_8
020110509,247.0,45.0,292.0,11_5_9
020110510,297.0,37.0,334.0,11_5_10
020110601,275.0,42.0,317.0,11_6_1
020110602,309.0,42.0,351.0,11_6_2
020110603,302.0,45.0,347.0,11_6_3
020110604,299.0,34.0,333.0,11_6_4
020110605,259.0,45.0,304.0,11_6_5
020110606,259.0,47.0,306.0,11_6_6
020110607,281.0,27.0,308.0,11_6_7
020110608,248.0,36.0,284.0,11_6_8
020110609,240.0,62.0,302.0,11_6_9
020110610,234.0,37.0,271.0,11_6_10
020110611,260.0,54.0,314.0,11_6_11
020110701,146.0,25.0,171.0,11_7_1
020110702,280.0,48.0,328.0,11_7_2
020110703,254.0,43.0,297.0,11_7_3
020110704,277.0,48.0,325.0,11_7_4
020110705,303.0,46.0,349.0,11_7_5
020110706,259.0,32.0,291.0,11_7_6
020110707,244.0,29.0,273.0,11_7_7
020110708,226.0,23.0,249.0,11_7_8
020110709,268.0,28.0,296.0,11_7_9
020110710,262.0,30.0,292.0,11_7_10
020110711,276.0,47.0,323.0,11_7_11
020110712,260.0,46.0,306.0,11_7_12
020110801,303.0,44.0,347.0,11_8_1
020110802,292.0,46.0,338.0,11_8_2
020110803,184.0,26.0,210.0,11_8_3
020110804,279.0,50.0,329.0,11_8_4
020110805,228.0,37.0,265.0,11_8_5
020110806,333.0,46.0,379.0,11_8_6
020110807,307.0,38.0,345.0,11_8_7
020110808,306.0,49.0,355.0,11_8_8
020110809,315.0,50.0,365.0,11_8_9
020110901,279.0,36.0,315.0,11_9_1
020110902,287.0,25.0,312.0,11_9_2
020110903,343.0,36.0,379.0,11_9_3
020110904,226.0,29.0,255.0,11_9_4
020110905,264.0,44.0,308.0,11_9_5
020110906,219.0,29.0,248.0,11_9_6
020110907,277.0,35.0,312.0,11_9_7
020110908,298.0,33.0,331.0,11_9_8
020110909,205.0,41.0,246.0,11_9_9
020110910,305.0,47.0,352.0,11_9_10
020110911,224.0,34.0,258.0,11_9_11
020110912,240.0,57.0,297.0,11_9_12
020111001,266.0,49.0,315.0,11_10_1
020111002,341.0,43.0,384.0,11_10_2
020111003,266.0,51.0,317.0,11_10_3
020111004,328.0,36.0,364.0,11_10_4
020111005,344.0,42.0,386.0,11_10_5
020111006,407.0,51.0,458.0,11_10_6
020111007,364.0,37.0,401.0,11_10_7
020111008,282.0,36.0,318.0,11_10_8
020111009,289.0,30.0,319.0,11_10_9
020111010,252.0,29.0,281.0,11_10_10
020111101,248.0,45.0,293.0,11_11_1
020111102,273.0,36.0,309.0,11_11_2
020111103,290.0,35.0,325.0,11_11_3
020111104,89.0,13.0,102.0,11_11_4
020111105,293.0,42.0,335.0,11_11_5
020111106,331.0,65.0,396.0,11_11_6
020111107,259.0,46.0,305.0,11_11_7
020111108,267.0,48.0,315.0,11_11_8
020111109,252.0,44.0,296.0,11_11_9
020111201,208.0,25.0,233.0,11_12_1
020111202,200.0,36.0,236.0,11_12_2
020111203,327.0,33.0,360.0,11_12_3
020111204,231.0,41.0,272.0,11_12_4
020111205,222.0,23.0,245.0,11_12_5
020111206,288.0,32.0,320.0,11_12_6
020111207,219.0,40.0,259.0,11_12_7
020111208,228.0,44.0,272.0,11_12_8
020111209,208.0,32.0,240.0,11_12_9
020111210,217.0,44.0,261.0,11_12_10
020111301,273.0,73.0,346.0,11_13_1
020111302,325.0,62.0,387.0,11_13_2
020111303,269.0,52.0,321.0,11_13_3
020111304,274.0,71.0,345.0,11_13_4
020111305,308.0,85.0,393.0,11_13_5
020111306,314.0,59.0,373.0,11_13_6
020111307,248.0,51.0,299.0,11_13_7
020111308,243.0,38.0,281.0,11_13_8
020111309,322.0,49.0,371.0,11_13_9
020111310,222.0,28.0,250.0,11_13_10
020111311,292.0,44.0,336.0,11_13_11
020111401,313.0,51.0,364.0,11_14_1
020111402,282.0,50.0,332.0,11_14_2
020111403,325.0,40.0,365.0,11_14_3
020111404,237.0,42.0,279.0,11_14_4
020111405,282.0,46.0,328.0,11_14_5
020111406,346.0,63.0,409.0,11_14_6
020111407,599.0,97.0,696.0,11_14_7
020111501,313.0,36.0,349.0,11_15_1
020111502,278.0,46.0,324.0,11_15_2
020111503,317.0,51.0,368.0,11_15_3
020111504,307.0,49.0,356.0,11_15_4
020111505,292.0,37.0,329.0,11_15_5
020111506,278.0,35.0,313.0,11_15_6
020111507,233.0,48.0,281.0,11_15_7
020111508,312.0,60.0,372.0,11_15_8
020111509,272.0,65.0,337.0,11_15_9
020111510,296.0,35.0,331.0,11_15_10
020111511,363.0,71.0,434.0,11_15_11
020111601,278.0,41.0,319.0,11_16_1
020111602,314.0,45.0,359.0,11_16_2
020111603,238.0,29.0,267.0,11_16_3
020111604,224.0,28.0,252.0,11_16_4
020111605,241.0,47.0,288.0,11_16_5
020111606,310.0,25.0,335.0,11_16_6
020111607,282.0,68.0,350.0,11_16_7
020111608,341.0,52.0,393.0,11_16_8
020111609,219.0,37.0,256.0,11_16_9
020111610,197.0,39.0,236.0,11_16_10
020111701,240.0,50.0,290.0,11_17_1
020111702,242.0,44.0,286.0,11_17_2
020111703,288.0,48.0,336.0,11_17_3
020111704,280.0,44.0,324.0,11_17_4
020111705,263.0,34.0,297.0,11_17_5
020111706,361.0,47.0,408.0,11_17_6
020111707,294.0,37.0,331.0,11_17_7
020111708,276.0,46.0,322.0,11_17_8
020111801,248.0,31.0,279.0,11_18_1
020111802,271.0,32.0,303.0,11_18_2
020111803,278.0,32.0,310.0,11_18_3
020111804,321.0,49.0,370.0,11_18_4
020111805,270.0,48.0,318.0,11_18_5
020111806,489.0,32.0,521.0,11_18_6
020111807,283.0,41.0,324.0,11_18_7
020111808,312.0,34.0,346.0,11_18_8
020111809,265.0,39.0,304.0,11_18_9
020111901,188.0,33.0,221.0,11_19_1
020111902,300.0,22.0,322.0,11_19_2
020111903,247.0,32.0,279.0,11_19_3
020111904,292.0,47.0,339.0,11_19_4
020111905,262.0,44.0,306.0,11_19_5
020111906,297.0,44.0,341.0,11_19_6
020111907,278.0,41.0,319.0,11_19_7
020111908,258.0,43.0,301.0,11_19_8
020111909,287.0,61.0,348.0,11_19_9
020112001,288.0,68.0,356.0,11_20_1
020112002,278.0,39.0,317.0,11_20_2
020112003,338.0,51.0,389.0,11_20_3
020112004,274.0,29.0,303.0,11_20_4
020112005,282.0,46.0,328.0,11_20_5
020112006,241.0,26.0,267.0,11_20_6
020112007,202.0,30.0,232.0,11_20_7
020112008,128.0,63.0,191.0,11_20_8
020112009,247.0,13.0,260.0,11_20_9
020112010,251.0,41.0,292.0,11_20_10
020112011,224.0,28.0,252.0,11_20_11
020112101,269.0,54.0,323.0,11_21_1
020112102,226.0,45.0,271.0,11_21_2
020112103,352.0,71.0,423.0,11_21_3
020112104,289.0,29.0,318.0,11_21_4
020112105,334.0,57.0,391.0,11_21_5
020112106,328.0,57.0,385.0,11_21_6
020112107,236.0,34.0,270.0,11_21_7
020112108,223.0,33.0,256.0,11_21_8
020112109,208.0,10.0,218.0,11_21_9
020112110,261.0,31.0,292.0,11_21_10
020112111,333.0,41.0,374.0,11_21_11
020112201,302.0,43.0,345.0,11_22_1
020112202,307.0,51.0,358.0,11_22_2
020112203,316.0,44.0,360.0,11_22_3
020112204,233.0,32.0,265.0,11_22_4
020112205,278.0,32.0,310.0,11_22_5
020112206,366.0,43.0,409.0,11_22_6
020112207,288.0,57.0,345.0,11_22_7
020112208,227.0,42.0,269.0,11_22_8
020112209,240.0,29.0,269.0,11_22_9
020112210,266.0,41.0,307.0,11_22_10
020112211,221.0,27.0,248.0,11_22_11
020120101,170.0,21.0,191.0,12_1_1
020120102,183.0,13.0,196.0,12_1_2
020120103,164.0,23.0,187.0,12_1_3
020120104,286.0,27.0,313.0,12_1_4
020120105,190.0,27.0,217.0,12_1_5
020120106,233.0,53.0,286.0,12_1_6
020120107,327.0,33.0,360.0,12_1_7
020120108,161.0,21.0,182.0,12_1_8
020120109,293.0,63.0,356.0,12_1_9
020120110,314.0,47.0,361.0,12_1_10
020120111,325.0,49.0,374.0,12_1_11
020120201,317.0,54.0,371.0,12_2_1
020120202,267.0,49.0,316.0,12_2_2
020120203,319.0,75.0,394.0,12_2_3
020120204,327.0,52.0,379.0,12_2_4
020120205,348.0,53.0,401.0,12_2_5
020120206,292.0,52.0,344.0,12_2_6
020120207,274.0,45.0,319.0,12_2_7
020120208,309.0,36.0,345.0,12_2_8
020120301,84.0,20.0,104.0,12_3_1
020120302,207.0,42.0,249.0,12_3_2
020120303,236.0,34.0,270.0,12_3_3
020120304,227.0,41.0,268.0,12_3_4
020120305,259.0,33.0,292.0,12_3_5
020120306,379.0,72.0,451.0,12_3_6
020120307,332.0,46.0,378.0,12_3_7
020120308,210.0,43.0,253.0,12_3_8
020120309,204.0,19.0,223.0,12_3_9
020120310,276.0,29.0,305.0,12_3_10
020120311,252.0,38.0,290.0,12_3_11
020120401,238.0,39.0,277.0,12_4_1
020120402,254.0,33.0,287.0,12_4_2
020120403,365.0,53.0,418.0,12_4_3
020120404,266.0,29.0,295.0,12_4_4
020120405,220.0,29.0,249.0,12_4_5
020120406,244.0,53.0,297.0,12_4_6
020120407,431.0,68.0,499.0,12_4_7
020120408,253.0,36.0,289.0,12_4_8
020120409,185.0,39.0,224.0,12_4_9
020120410,208.0,35.0,243.0,12_4_10
020120501,188.0,24.0,212.0,12_5_1
020120502,243.0,40.0,283.0,12_5_2
020120503,514.0,29.0,543.0,12_5_3
020120504,242.0,35.0,277.0,12_5_4
020120505,304.0,44.0,348.0,12_5_5
020120506,271.0,30.0,301.0,12_5_6
