Código,0,1,Total,CO_FRAC_RA
020120508,206.0,212.0,418.0,12_5_8
020120509,194.0,117.0,311.0,12_5_9
020120510,169.0,111.0,280.0,12_5_10
020120511,188.0,138.0,326.0,12_5_11
020120601,210.0,109.0,319.0,12_6_1
020120602,247.0,103.0,350.0,12_6_2
020120603,163.0,93.0,256.0,12_6_3
020120604,225.0,123.0,348.0,12_6_4
020120605,238.0,149.0,387.0,12_6_5
020120606,239.0,139.0,378.0,12_6_6
020120607,202.0,130.0,332.0,12_6_7
020120608,186.0,101.0,287.0,12_6_8
020120609,182.0,119.0,301.0,12_6_9
020120610,204.0,110.0,314.0,12_6_10
020120701,209.0,107.0,316.0,12_7_1
020120702,184.0,124.0,308.0,12_7_2
020120703,203.0,121.0,324.0,12_7_3
020120704,194.0,163.0,357.0,12_7_4
020120705,163.0,127.0,290.0,12_7_5
020120706,220.0,126.0,346.0,12_7_6
020120707,169.0,131.0,300.0,12_7_7
020120708,202.0,162.0,364.0,12_7_8
020120709,273.0,279.0,552.0,12_7_9
020120710,240.0,233.0,473.0,12_7_10
020120801,290.0,256.0,546.0,12_8_1
020120802,168.0,104.0,272.0,12_8_2
020120803,182.0,143.0,325.0,12_8_3
020120804,157.0,104.0,261.0,12_8_4
020120805,190.0,152.0,342.0,12_8_5
020120806,197.0,154.0,351.0,12_8_6
020120807,205.0,157.0,362.0,12_8_7
020120808,176.0,239.0,415.0,12_8_8
020120809,199.0,196.0,395.0,12_8_9
020120810,125.0,163.0,288.0,12_8_10
020120811,118.0,144.0,262.0,12_8_11
020120901,238.0,91.0,329.0,12_9_1
020120902,304.0,115.0,419.0,12_9_2
020120903,260.0,119.0,379.0,12_9_3
020120904,265.0,125.0,390.0,12_9_4
020120905,260.0,95.0,355.0,12_9_5
020120906,248.0,123.0,371.0,12_9_6
020120907,211.0,96.0,307.0,12_9_7
020121001,226.0,137.0,363.0,12_10_1
020121002,238.0,151.0,389.0,12_10_2
020121003,204.0,83.0,287.0,12_10_3
020121004,169.0,101.0,270.0,12_10_4
020121005,156.0,142.0,298.0,12_10_5
020121006,222.0,130.0,352.0,12_10_6
020121007,180.0,112.0,292.0,12_10_7
020121008,267.0,208.0,475.0,12_10_8
020121009,210.0,105.0,315.0,12_10_9
020121010,205.0,92.0,297.0,12_10_10
020121011,218.0,127.0,345.0,12_10_11
020121101,205.0,120.0,325.0,12_11_1
020121102,183.0,83.0,266.0,12_11_2
020121103,175.0,77.0,252.0,12_11_3
020121104,196.0,146.0,342.0,12_11_4
020121105,227.0,77.0,304.0,12_11_5
020121106,186.0,128.0,314.0,12_11_6
020121107,193.0,136.0,329.0,12_11_7
020121108,185.0,156.0,341.0,12_11_8
020121109,188.0,184.0,372.0,12_11_9
020121110,142.0,141.0,283.0,12_11_10
020121111,163.0,113.0,276.0,12_11_11
020121201,161.0,111.0,272.0,12_12_1
020121202,243.0,252.0,495.0,12_12_2
020121203,255.0,251.0,506.0,12_12_3
020121204,223.0,133.0,356.0,12_12_4
020121205,186.0,141.0,327.0,12_12_5
020121206,136.0,122.0,258.0,12_12_6
020121207,258.0,128.0,386.0,12_12_7
020121208,171.0,95.0,266.0,12_12_8
020121301,235.0,171.0,406.0,12_13_1
020121302,246.0,140.0,386.0,12_13_2
020121303,362.0,359.0,721.0,12_13_3
020121304,301.0,218.0,519.0,12_13_4
020121305,285.0,185.0,470.0,12_13_5
020121306,230.0,163.0,393.0,12_13_6
020121307,159.0,86.0,245.0,12_13_7
020121401,238.0,132.0,370.0,12_14_1
020121402,237.0,160.0,397.0,12_14_2
020121403,154.0,151.0,305.0,12_14_3
020121404,210.0,197.0,407.0,12_14_4
020121405,244.0,175.0,419.0,12_14_5
020121406,154.0,162.0,316.0,12_14_6
020121407,240.0,188.0,428.0,12_14_7
020121408,239.0,228.0,467.0,12_14_8
020121409,167.0,156.0,323.0,12_14_9
020121410,234.0,200.0,434.0,12_14_10
020121501,248.0,129.0,377.0,12_15_1
020121502,264.0,156.0,420.0,12_15_2
020121503,255.0,163.0,418.0,12_15_3
020121504,248.0,170.0,418.0,12_15_4
020121505,223.0,169.0,392.0,12_15_5
020121506,187.0,155.0,342.0,12_15_6
020121507,199.0,184.0,383.0,12_15_7
020121508,206.0,156.0,362.0,12_15_8
020121509,208.0,215.0,423.0,12_15_9
020121510,206.0,89.0,295.0,12_15_10
020121511,153.0,117.0,270.0,12_15_11
020121512,158.0,122.0,280.0,12_15_12
020121513,142.0,120.0,262.0,12_15_13
020121601,234.0,161.0,395.0,12_16_1
020121602,228.0,134.0,362.0,12_16_2
020121603,204.0,155.0,359.0,12_16_3
020121604,271.0,247.0,518.0,12_16_4
020121605,324.0,288.0,612.0,12_16_5
020121606,313.0,332.0,645.0,12_16_6
020121607,234.0,105.0,339.0,12_16_7
020121608,280.0,246.0,526.0,12_16_8
020121609,189.0,173.0,362.0,12_16_9
020121610,215.0,111.0,326.0,12_16_10
020121611,215.0,117.0,332.0,12_16_11
020121612,196.0,116.0,312.0,12_16_12
020121613,126.0,76.0,202.0,12_16_13
020121614,131.0,42.0,173.0,12_16_14
020121701,265.0,90.0,355.0,12_17_1
020121702,259.0,114.0,373.0,12_17_2
020121703,238.0,92.0,330.0,12_17_3
020121704,203.0,102.0,305.0,12_17_4
020121705,283.0,153.0,436.0,12_17_5
020121706,280.0,132.0,412.0,12_17_6
020121707,249.0,121.0,370.0,12_17_7
020121708,340.0,213.0,553.0,12_17_8
020121801,170.0,60.0,230.0,12_18_1
020121802,264.0,53.0,317.0,12_18_2
020121803,245.0,73.0,318.0,12_18_3
020121804,236.0,72.0,308.0,12_18_4
020121805,219.0,80.0,299.0,12_18_5
020121806,250.0,61.0,311.0,12_18_6
020121807,264.0,70.0,334.0,12_18_7
020121808,242.0,84.0,326.0,12_18_8
020121809,204.0,84.0,288.0,12_18_9
020121810,197.0,85.0,282.0,12_18_10
020121811,154.0,81.0,235.0,12_18_11
020121812,260.0,173.0,433.0,12_18_12
020121813,216.0,90.0,306.0,12_18_13
020121901,284.0,62.0,346.0,12_19_1
020121902,176.0,49.0,225.0,12_19_2
020121903,236.0,47.0,283.0,12_19_3
020121904,294.0,72.0,366.0,12_19_4
020121905,305.0,101.0,406.0,12_19_5
020121906,254.0,99.0,353.0,12_19_6
020121907,252.0,92.0,344.0,12_19_7
020121908,242.0,107.0,349.0,12_19_8
020121909,237.0,79.0,316.0,12_19_9
020121910,244.0,115.0,359.0,12_19_10
020121911,270.0,101.0,371.0,12_19_11
020121912,219.0,112.0,331.0,12_19_12
020121913,185.0,101.0,286.0,12_19_13
020122001,221.0,95.0,316.0,12_20_1
020122002,355.0,202.0,557.0,12_20_2
020122003,273.0,138.0,411.0,12_20_3
020122004,240.0,150.0,390.0,12_20_4
020122005,232.0,149.0,381.0,12_20_5
020122006,288.0,118.0,406.0,12_20_6
020122007,256.0,89.0,345.0,12_20_7
020122008,268.0,96.0,364.0,12_20_8
020122101,280.0,186.0,466.0,12_21_1
020122102,301.0,170.0,471.0,12_21_2
020122103,241.0,118.0,359.0,12_21_3
020122104,280.0,138.0,418.0,12_21_4
020122105,210.0,87.0,297.0,12_21_5
020122106,217.0,107.0,324.0,12_21_6
020122107,230.0,107.0,337.0,12_21_7
020122108,219.0,98.0,317.0,12_21_8
020122109,209.0,76.0,285.0,12_21_9
020122110,194.0,57.0,251.0,12_21_10
020122201,213.0,81.0,294.0,12_22_1
020122202,244.0,112.0,356.0,12_22_2
020122203,224.0,74.0,298.0,12_22_3
020122204,202.0,94.0,296.0,12_22_4
020122205,303.0,129.0,432.0,12_22_5
020122206,315.0,131.0,446.0,12_22_6
020122207,281.0,178.0,459.0,12_22_7
020122208,236.0,129.0,365.0,12_22_8
020122209,222.0,137.0,359.0,12_22_9
020122210,250.0,118.0,368.0,12_22_10
020122211,224.0,145.0,369.0,12_22_11
020130101,184.0,112.0,296.0,13_1_1
020130102,153.0,189.0,342.0,13_1_2
020130103,133.0,125.0,258.0,13_1_3
020130104,167.0,197.0,364.0,13_1_4
020130105,145.0,276.0,421.0,13_1_5
020130106,163.0,220.0,383.0,13_1_6
020130107,75.0,108.0,183.0,13_1_7
020130108,120.0,120.0,240.0,13_1_8
020130109,129.0,89.0,218.0,13_1_9
020130110,160.0,149.0,309.0,13_1_10
020130111,155.0,145.0,300.0,13_1_11
020130112,127.0,118.0,245.0,13_1_12
020130113,108.0,136.0,244.0,13_1_13
020130114,166.0,116.0,282.0,13_1_14
020130201,321.0,218.0,539.0,13_2_1
020130202,197.0,160.0,357.0,13_2_2
020130203,150.0,109.0,259.0,13_2_3
020130204,123.0,113.0,236.0,13_2_4
020130205,124.0,205.0,329.0,13_2_5
020130206,172.0,296.0,468.0,13_2_6
020130207,163.0,136.0,299.0,13_2_7
020130208,112.0,140.0,252.0,13_2_8
020130209,153.0,242.0,395.0,13_2_9
020130210,216.0,252.0,468.0,13_2_10
020130211,119.0,174.0,293.0,13_2_11
020130301,169.0,207.0,376.0,13_3_1
020130302,131.0,138.0,269.0,13_3_2
020130303,202.0,151.0,353.0,13_3_3
020130304,202.0,230.0,432.0,13_3_4
020130305,162.0,150.0,312.0,13_3_5
020130306,128.0,143.0,271.0,13_3_6
020130307,148.0,141.0,289.0,13_3_7
020130308,122.0,154.0,276.0,13_3_8
020130309,178.0,174.0,352.0,13_3_9
020130310,177.0,270.0,447.0,13_3_10
020130401,166.0,125.0,291.0,13_4_1
020130402,165.0,184.0,349.0,13_4_2
020130403,165.0,138.0,303.0,13_4_3
020130404,264.0,166.0,430.0,13_4_4
020130405,185.0,176.0,361.0,13_4_5
020130406,222.0,177.0,399.0,13_4_6
020130407,152.0,144.0,296.0,13_4_7
020130408,138.0,127.0,265.0,13_4_8
020130409,170.0,167.0,337.0,13_4_9
020130410,137.0,99.0,236.0,13_4_10
020130411,197.0,171.0,368.0,13_4_11
020130412,279.0,331.0,610.0,13_4_12
020130413,175.0,161.0,336.0,13_4_13
020130414,182.0,143.0,325.0,13_4_14
020130501,187.0,155.0,342.0,13_5_1
020130502,230.0,172.0,402.0,13_5_2
020130503,269.0,261.0,530.0,13_5_3
020130504,260.0,214.0,474.0,13_5_4
020130505,191.0,167.0,358.0,13_5_5
020130506,185.0,252.0,437.0,13_5_6
020130507,155.0,171.0,326.0,13_5_7
020130508,159.0,257.0,416.0,13_5_8
020130601,179.0,104.0,283.0,13_6_1
020130602,207.0,217.0,424.0,13_6_2
020130603,190.0,178.0,368.0,13_6_3
020130604,196.0,223.0,419.0,13_6_4
020130605,231.0,221.0,452.0,13_6_5
020130606,193.0,175.0,368.0,13_6_6
020130607,222.0,202.0,424.0,13_6_7
020130608,198.0,140.0,338.0,13_6_8
020130701,151.0,119.0,270.0,13_7_1
020130702,130.0,88.0,218.0,13_7_2
020130703,226.0,231.0,457.0,13_7_3
020130704,174.0,169.0,343.0,13_7_4
020130705,250.0,224.0,474.0,13_7_5
020130706,195.0,186.0,381.0,13_7_6
020130707,179.0,166.0,345.0,13_7_7
020130708,133.0,172.0,305.0,13_7_8
020130709,164.0,209.0,373.0,13_7_9
020130801,130.0,184.0,314.0,13_8_1
020130802,117.0,156.0,273.0,13_8_2
020130803,187.0,223.0,410.0,13_8_3
020130804,143.0,241.0,384.0,13_8_4
020130805,163.0,289.0,452.0,13_8_5
020130806,141.0,153.0,294.0,13_8_6
020130807,181.0,182.0,363.0,13_8_7
020130808,230.0,207.0,437.0,13_8_8
020130809,162.0,163.0,325.0,13_8_9
020130810,152.0,136.0,288.0,13_8_10
020130901,135.0,152.0,287.0,13_9_1
020130902,161.0,141.0,302.0,13_9_2
020130903,110.0,136.0,246.0,13_9_3
020130904,141.0,152.0,293.0,13_9_4
020130905,188.0,299.0,487.0,13_9_5
020130906,144.0,173.0,317.0,13_9_6
020130907,122.0,173.0,295.0,13_9_7
020130908,148.0,194.0,342.0,13_9_8
020130909,146.0,216.0,362.0,13_9_9
020130910,112.0,125.0,237.0,13_9_10
020131001,149.0,265.0,414.0,13_10_1
020131002,163.0,237.0,400.0,13_10_2
020131003,196.0,229.0,425.0,13_10_3
020131004,186.0,231.0,417.0,13_10_4
020131005,130.0,118.0,248.0,13_10_5
020131006,182.0,202.0,384.0,13_10_6
020131007,134.0,185.0,319.0,13_10_7
020131008,190.0,241.0,431.0,13_10_8
020131009,178.0,146.0,324.0,13_10_9
020131010,232.0,190.0,422.0,13_10_10
020131011,157.0,155.0,312.0,13_10_11
020131101,80.0,92.0,172.0,13_11_1
020131102,111.0,129.0,240.0,13_11_2
020131103,112.0,95.0,207.0,13_11_3
020131104,113.0,117.0,230.0,13_11_4
020131105,127.0,95.0,222.0,13_11_5
020131106,197.0,211.0,408.0,13_11_6
020131107,145.0,138.0,283.0,13_11_7
020131201,129.0,146.0,275.0,13_12_1
020131202,154.0,166.0,320.0,13_12_2
020131203,122.0,115.0,237.0,13_12_3
020131204,110.0,242.0,352.0,13_12_4
020131205,70.0,151.0,221.0,13_12_5
020131206,122.0,118.0,240.0,13_12_6
020131207,186.0,153.0,339.0,13_12_7
020131208,156.0,126.0,282.0,13_12_8
020131209,158.0,226.0,384.0,13_12_9
020131210,150.0,102.0,252.0,13_12_10
020131301,120.0,258.0,378.0,13_13_1
020131302,98.0,57.0,155.0,13_13_2
020131303,197.0,122.0,319.0,13_13_3
020131304,185.0,206.0,391.0,13_13_4
020131305,194.0,215.0,409.0,13_13_5
020131306,72.0,60.0,132.0,13_13_6
020131307,126.0,179.0,305.0,13_13_7
020131308,80.0,168.0,248.0,13_13_8
020131309,117.0,170.0,287.0,13_13_9
020131310,146.0,212.0,358.0,13_13_10
020131311,73.0,142.0,215.0,13_13_11
020131312,119.0,208.0,327.0,13_13_12
020131313,210.0,346.0,556.0,13_13_13
020131314,125.0,222.0,347.0,13_13_14
020131401,124.0,217.0,341.0,13_14_1
020131402,68.0,96.0,164.0,13_14_2
020131403,168.0,196.0,364.0,13_14_3
020131404,119.0,170.0,289.0,13_14_4
020131405,113.0,114.0,227.0,13_14_5
020131406,152.0,210.0,362.0,13_14_6
020131407,75.0,88.0,163.0,13_14_7
020131408,106.0,147.0,253.0,13_14_8
020131409,110.0,127.0,237.0,13_14_9
020131410,106.0,190.0,296.0,13_14_10
020131411,101.0,183.0,284.0,13_14_11
020131501,173.0,174.0,347.0,13_15_1
020131502,163.0,195.0,358.0,13_15_2
020131503,189.0,162.0,351.0,13_15_3
020131504,83.0,114.0,197.0,13_15_4
020131505,181.0,208.0,389.0,13_15_5
020131506,121.0,160.0,281.0,13_15_6
020131507,183.0,200.0,383.0,13_15_7
020131508,172.0,198.0,370.0,13_15_8
020131509,197.0,216.0,413.0,13_15_9
020131510,161.0,166.0,327.0,13_15_10
020131511,198.0,171.0,369.0,13_15_11
020131512,149.0,177.0,326.0,13_15_12
020131601,204.0,185.0,389.0,13_16_1
020131602,229.0,201.0,430.0,13_16_2
020131603,129.0,123.0,252.0,13_16_3
020131604,168.0,200.0,368.0,13_16_4
020131605,134.0,118.0,252.0,13_16_5
020131606,105.0,77.0,182.0,13_16_6
020131607,172.0,197.0,369.0,13_16_7
020131608,200.0,152.0,352.0,13_16_8
020131609,177.0,203.0,380.0,13_16_9
020131610,209.0,179.0,388.0,13_16_10
020131611,193.0,187.0,380.0,13_16_11
020131612,175.0,169.0,344.0,13_16_12
020131613,112.0,111.0,223.0,13_16_13
020131701,264.0,207.0,471.0,13_17_1
020131702,225.0,246.0,471.0,13_17_2
020131703,184.0,204.0,388.0,13_17_3
020131704,115.0,129.0,244.0,13_17_4
020131705,172.0,173.0,345.0,13_17_5
020131706,158.0,202.0,360.0,13_17_6
020131707,157.0,229.0,386.0,13_17_7
020131708,148.0,168.0,316.0,13_17_8
020131709,159.0,242.0,401.0,13_17_9
020131710,155.0,240.0,395.0,13_17_10
020131711,118.0,127.0,245.0,13_17_11
020131801,180.0,154.0,334.0,13_18_1
020131802,191.0,213.0,404.0,13_18_2
020131803,202.0,193.0,395.0,13_18_3
020131804,143.0,151.0,294.0,13_18_4
020131805,123.0,158.0,281.0,13_18_5
020131806,139.0,161.0,300.0,13_18_6
020131807,142.0,238.0,380.0,13_18_7
020131808,90.0,190.0,280.0,13_18_8
020131809,60.0,107.0,167.0,13_18_9
020131810,116.0,156.0,272.0,13_18_10
020131901,161.0,178.0,339.0,13_19_1
020131902,174.0,220.0,394.0,13_19_2
020131903,117.0,177.0,294.0,13_19_3
020131904,92.0,134.0,226.0,13_19_4
020131905,156.0,211.0,367.0,13_19_5
020131906,106.0,108.0,214.0,13_19_6
020131907,128.0,129.0,257.0,13_19_7
020131908,160.0,169.0,329.0,13_19_8
020131909,141.0,189.0,330.0,13_19_9
020131910,130.0,179.0,309.0,13_19_10
020131911,80.0,113.0,193.0,13_19_11
020131912,121.0,146.0,267.0,13_19_12
020132001,147.0,152.0,299.0,13_20_1
020132002,195.0,199.0,394.0,13_20_2
020132003,79.0,95.0,174.0,13_20_3
020132004,146.0,170.0,316.0,13_20_4
020132005,156.0,155.0,311.0,13_20_5
020132006,199.0,227.0,426.0,13_20_6
020132007,156.0,216.0,372.0,13_20_7
020132008,178.0,207.0,385.0,13_20_8
020132009,117.0,140.0,257.0,13_20_9
020132010,128.0,143.0,271.0,13_20_10
020132011,94.0,166.0,260.0,13_20_11
020132012,125.0,151.0,276.0,13_20_12
020132101,92.0,152.0,244.0,13_21_1
020132102,62.0,87.0,149.0,13_21_2
020132103,78.0,154.0,232.0,13_21_3
020132104,104.0,215.0,319.0,13_21_4
020132105,99.0,191.0,290.0,13_21_5
020132106,119.0,191.0,310.0,13_21_6
020132107,169.0,279.0,448.0,13_21_7
020132108,134.0,209.0,343.0,13_21_8
020132109,137.0,221.0,358.0,13_21_9
020132110,126.0,215.0,341.0,13_21_10
020132201,102.0,149.0,251.0,13_22_1
020132202,93.0,128.0,221.0,13_22_2
020132203,82.0,140.0,222.0,13_22_3
020132204,113.0,214.0,327.0,13_22_4
020132205,135.0,257.0,392.0,13_22_5
020132206,158.0,233.0,391.0,13_22_6
020132207,170.0,283.0,453.0,13_22_7
020132208,137.0,243.0,380.0,13_22_8
020132209,99.0,120.0,219.0,13_22_9
020132301,237.0,308.0,545.0,13_23_1
020132302,117.0,151.0,268.0,13_23_2
020132303,226.0,309.0,535.0,13_23_3
020132304,149.0,145.0,294.0,13_23_4
020132305,104.0,132.0,236.0,13_23_5
020132306,179.0,185.0,364.0,13_23_6
020132307,130.0,127.0,257.0,13_23_7
020132308,233.0,271.0,504.0,13_23_8
020132309,177.0,252.0,429.0,13_23_9
020132310,126.0,117.0,243.0,13_23_10
020132311,200.0,224.0,424.0,13_23_11
020132401,86.0,112.0,198.0,13_24_1
020132402,112.0,138.0,250.0,13_24_2
020132403,149.0,134.0,283.0,13_24_3
020132404,149.0,215.0,364.0,13_24_4
020132405,143.0,142.0,285.0,13_24_5
020132406,173.0,145.0,318.0,13_24_6
020132407,197.0,169.0,366.0,13_24_7
020132408,191.0,148.0,339.0,13_24_8
020132409,195.0,186.0,381.0,13_24_9
020132410,134.0,148.0,282.0,13_24_10
020132501,131.0,131.0,262.0,13_25_1
020132502,144.0,133.0,277.0,13_25_2
020132503,230.0,162.0,392.0,13_25_3
020132504,154.0,112.0,266.0,13_25_4
020132505,118.0,101.0,219.0,13_25_5
020132506,144.0,126.0,270.0,13_25_6
020132507,313.0,189.0,502.0,13_25_7
020132508,200.0,160.0,360.0,13_25_8
020132601,156.0,159.0,315.0,13_26_1
020132602,200.0,124.0,324.0,13_26_2
020132603,145.0,140.0,285.0,13_26_3
020132604,246.0,170.0,416.0,13_26_4
020132605,179.0,136.0,315.0,13_26_5
020132606,148.0,116.0,264.0,13_26_6
020132607,102.0,86.0,188.0,13_26_7
020132608,141.0,71.0,212.0,13_26_8
020132609,101.0,99.0,200.0,13_26_9
020132610,234.0,201.0,435.0,13_26_10
020132611,156.0,124.0,280.0,13_26_11
020132701,77.0,97.0,174.0,13_27_1
020132702,167.0,230.0,397.0,13_27_2
020132703,192.0,244.0,436.0,13_27_3
020132704,158.0,227.0,385.0,13_27_4
020132705,145.0,165.0,310.0,13_27_5
020132706,262.0,264.0,526.0,13_27_6
020132707,218.0,273.0,491.0,13_27_7
020132708,194.0,173.0,367.0,13_27_8
020132709,181.0,225.0,406.0,13_27_9
020132801,166.0,97.0,263.0,13_28_1
020132802,115.0,95.0,210.0,13_28_2
020132803,153.0,162.0,315.0,13_28_3
020132804,100.0,101.0,201.0,13_28_4
020132805,113.0,103.0,216.0,13_28_5
020132806,156.0,198.0,354.0,13_28_6
020132807,131.0,197.0,328.0,13_28_7
020132808,191.0,257.0,448.0,13_28_8
020132809,185.0,208.0,393.0,13_28_9
020132810,128.0,144.0,272.0,13_28_10
020132901,155.0,117.0,272.0,13_29_1
020132902,175.0,106.0,281.0,13_29_2
020132903,128.0,115.0,243.0,13_29_3
020132904,193.0,187.0,380.0,13_29_4
020132905,128.0,152.0,280.0,13_29_5
020132906,195.0,134.0,329.0,13_29_6
020132907,204.0,151.0,355.0,13_29_7
020132908,231.0,188.0,419.0,13_29_8
020132909,151.0,55.0,206.0,13_29_9
020132910,164.0,93.0,257.0,13_29_10
020132911,158.0,171.0,329.0,13_29_11
020140101,105.0,103.0,208.0,14_1_1
020140102,130.0,125.0,255.0,14_1_2
020140103,184.0,215.0,399.0,14_1_3
020140104,131.0,230.0,361.0,14_1_4
020140105,247.0,337.0,584.0,14_1_5
020140106,183.0,263.0,446.0,14_1_6
020140107,161.0,205.0,366.0,14_1_7
020140108,113.0,184.0,297.0,14_1_8
020140109,169.0,229.0,398.0,14_1_9
020140110,185.0,277.0,462.0,14_1_10
020140201,187.0,315.0,502.0,14_2_1
020140202,99.0,171.0,270.0,14_2_2
020140203,121.0,228.0,349.0,14_2_3
020140204,135.0,185.0,320.0,14_2_4
020140205,140.0,199.0,339.0,14_2_5
020140206,94.0,174.0,268.0,14_2_6
020140207,124.0,191.0,315.0,14_2_7
020140208,164.0,236.0,400.0,14_2_8
020140209,148.0,232.0,380.0,14_2_9
020140210,172.0,301.0,473.0,14_2_10
020140301,299.0,459.0,758.0,14_3_1
020140302,80.0,145.0,225.0,14_3_2
020140303,113.0,113.0,226.0,14_3_3
020140304,119.0,177.0,296.0,14_3_4
020140305,189.0,216.0,405.0,14_3_5
020140306,74.0,90.0,164.0,14_3_6
020140307,111.0,186.0,297.0,14_3_7
020140308,193.0,237.0,430.0,14_3_8
020140309,178.0,275.0,453.0,14_3_9
020140310,120.0,188.0,308.0,14_3_10
020140311,153.0,193.0,346.0,14_3_11
020140312,133.0,171.0,304.0,14_3_12
020140401,167.0,246.0,413.0,14_4_1
020140402,82.0,138.0,220.0,14_4_2
020140403,59.0,159.0,218.0,14_4_3
020140404,119.0,172.0,291.0,14_4_4
020140405,164.0,219.0,383.0,14_4_5
020140406,185.0,264.0,449.0,14_4_6
020140407,176.0,254.0,430.0,14_4_7
020140408,179.0,304.0,483.0,14_4_8
020140409,173.0,261.0,434.0,14_4_9
020140410,270.0,425.0,695.0,14_4_10
020140501,245.0,110.0,355.0,14_5_1
020140502,180.0,189.0,369.0,14_5_2
020140503,153.0,253.0,406.0,14_5_3
020140504,126.0,157.0,283.0,14_5_4
020140505,201.0,306.0,507.0,14_5_5
020140506,134.0,143.0,277.0,14_5_6
020140507,102.0,134.0,236.0,14_5_7
020140508,95.0,95.0,190.0,14_5_8
020140509,157.0,344.0,501.0,14_5_9
020140510,228.0,315.0,543.0,14_5_10
020140601,198.0,313.0,511.0,14_6_1
020140602,170.0,228.0,398.0,14_6_2
020140603,203.0,172.0,375.0,14_6_3
020140604,149.0,211.0,360.0,14_6_4
020140605,189.0,198.0,387.0,14_6_5
020140606,244.0,264.0,508.0,14_6_6
020140607,191.0,166.0,357.0,14_6_7
020140608,132.0,120.0,252.0,14_6_8
020140609,190.0,208.0,398.0,14_6_9
020140610,110.0,101.0,211.0,14_6_10
020140701,242.0,130.0,372.0,14_7_1
020140702,220.0,191.0,411.0,14_7_2
020140703,172.0,116.0,288.0,14_7_3
020140704,154.0,246.0,400.0,14_7_4
020140705,153.0,107.0,260.0,14_7_5
020140706,177.0,122.0,299.0,14_7_6
020140707,148.0,92.0,240.0,14_7_7
020140708,142.0,95.0,237.0,14_7_8
020140709,161.0,113.0,274.0,14_7_9
020140801,143.0,222.0,365.0,14_8_1
020140802,118.0,171.0,289.0,14_8_2
020140803,91.0,78.0,169.0,14_8_3
020140804,138.0,106.0,244.0,14_8_4
020140805,231.0,248.0,479.0,14_8_5
020140806,243.0,225.0,468.0,14_8_6
020140807,151.0,147.0,298.0,14_8_7
020140808,160.0,144.0,304.0,14_8_8
020140809,200.0,275.0,475.0,14_8_9
020140901,157.0,330.0,487.0,14_9_1
020140902,130.0,172.0,302.0,14_9_2
020140903,207.0,314.0,521.0,14_9_3
020140904,207.0,329.0,536.0,14_9_4
020140905,80.0,118.0,198.0,14_9_5
020140906,117.0,179.0,296.0,14_9_6
020140907,106.0,159.0,265.0,14_9_7
020140908,136.0,254.0,390.0,14_9_8
020140909,136.0,226.0,362.0,14_9_9
020140910,153.0,307.0,460.0,14_9_10
020140911,178.0,216.0,394.0,14_9_11
020140912,184.0,233.0,417.0,14_9_12
020140913,120.0,228.0,348.0,14_9_13
020141001,3.0,2.0,5.0,14_10_1
020141101,94.0,190.0,284.0,14_11_1
020141102,144.0,323.0,467.0,14_11_2
020141103,71.0,166.0,237.0,14_11_3
020141104,102.0,175.0,277.0,14_11_4
020141105,121.0,256.0,377.0,14_11_5
020141106,110.0,243.0,353.0,14_11_6
020141107,93.0,174.0,267.0,14_11_7
020141108,201.0,326.0,527.0,14_11_8
020141109,182.0,231.0,413.0,14_11_9
020141110,99.0,107.0,206.0,14_11_10
020141111,141.0,173.0,314.0,14_11_11
020141112,140.0,221.0,361.0,14_11_12
020141113,152.0,247.0,399.0,14_11_13
020141114,96.0,135.0,231.0,14_11_14
020141201,120.0,110.0,230.0,14_12_1
020141202,208.0,173.0,381.0,14_12_2
020141203,169.0,155.0,324.0,14_12_3
020141204,199.0,144.0,343.0,14_12_4
020141205,170.0,206.0,376.0,14_12_5
020141206,123.0,141.0,264.0,14_12_6
020141207,71.0,74.0,145.0,14_12_7
020141208,92.0,95.0,187.0,14_12_8
020141209,160.0,165.0,325.0,14_12_9
020141210,146.0,204.0,350.0,14_12_10
020141211,147.0,127.0,274.0,14_12_11
020141301,180.0,85.0,265.0,14_13_1
020141302,183.0,129.0,312.0,14_13_2
020141303,203.0,199.0,402.0,14_13_3
020141304,122.0,119.0,241.0,14_13_4
020141305,165.0,135.0,300.0,14_13_5
020141306,144.0,134.0,278.0,14_13_6
020141307,86.0,61.0,147.0,14_13_7
020141308,142.0,129.0,271.0,14_13_8
020141309,194.0,142.0,336.0,14_13_9
020141310,174.0,118.0,292.0,14_13_10
020141311,147.0,114.0,261.0,14_13_11
020141312,126.0,121.0,247.0,14_13_12
020141401,187.0,269.0,456.0,14_14_1
020141402,116.0,172.0,288.0,14_14_2
020141403,124.0,231.0,355.0,14_14_3
020141404,103.0,91.0,194.0,14_14_4
020141405,112.0,85.0,197.0,14_14_5
020141406,104.0,96.0,200.0,14_14_6
020141407,103.0,107.0,210.0,14_14_7
020141408,228.0,233.0,461.0,14_14_8
020141409,189.0,294.0,483.0,14_14_9
020141410,152.0,197.0,349.0,14_14_10
020141411,186.0,222.0,408.0,14_14_11
020141501,141.0,178.0,319.0,14_15_1
020141502,156.0,193.0,349.0,14_15_2
020141503,148.0,200.0,348.0,14_15_3
020141504,160.0,214.0,374.0,14_15_4
020141505,217.0,225.0,442.0,14_15_5
020141506,191.0,241.0,432.0,14_15_6
020141507,144.0,202.0,346.0,14_15_7
020141508,369.0,514.0,883.0,14_15_8
