Código,0,1,Total,CO_FRAC_RA
020060205,137.0,92.0,229.0,6_2_5
020060206,189.0,153.0,342.0,6_2_6
020060207,239.0,107.0,346.0,6_2_7
020060208,217.0,148.0,365.0,6_2_8
020060209,135.0,117.0,252.0,6_2_9
020060210,207.0,125.0,332.0,6_2_10
020060211,269.0,238.0,507.0,6_2_11
020060301,248.0,119.0,367.0,6_3_1
020060302,178.0,121.0,299.0,6_3_2
020060303,204.0,143.0,347.0,6_3_3
020060304,128.0,114.0,242.0,6_3_4
020060305,171.0,87.0,258.0,6_3_5
020060306,224.0,129.0,353.0,6_3_6
020060307,228.0,141.0,369.0,6_3_7
020060308,178.0,126.0,304.0,6_3_8
020060309,265.0,175.0,440.0,6_3_9
020060310,224.0,166.0,390.0,6_3_10
020060401,140.0,66.0,206.0,6_4_1
020060402,129.0,97.0,226.0,6_4_2
020060403,196.0,142.0,338.0,6_4_3
020060404,201.0,117.0,318.0,6_4_4
020060405,167.0,121.0,288.0,6_4_5
020060406,191.0,129.0,320.0,6_4_6
020060407,159.0,83.0,242.0,6_4_7
020060408,186.0,183.0,369.0,6_4_8
020060409,203.0,117.0,320.0,6_4_9
020060410,184.0,154.0,338.0,6_4_10
020060411,175.0,169.0,344.0,6_4_11
020060501,244.0,138.0,382.0,6_5_1
020060502,264.0,185.0,449.0,6_5_2
020060503,216.0,155.0,371.0,6_5_3
020060504,161.0,132.0,293.0,6_5_4
020060505,217.0,174.0,391.0,6_5_5
020060506,181.0,122.0,303.0,6_5_6
020060507,198.0,132.0,330.0,6_5_7
020060508,113.0,90.0,203.0,6_5_8
020060509,123.0,113.0,236.0,6_5_9
020060510,233.0,171.0,404.0,6_5_10
020060511,209.0,206.0,415.0,6_5_11
020060512,107.0,52.0,159.0,6_5_12
020060601,321.0,223.0,544.0,6_6_1
020060602,366.0,425.0,791.0,6_6_2
020060603,280.0,228.0,508.0,6_6_3
020060604,125.0,99.0,224.0,6_6_4
020060605,102.0,98.0,200.0,6_6_5
020060606,191.0,142.0,333.0,6_6_6
020060607,201.0,148.0,349.0,6_6_7
020060608,236.0,169.0,405.0,6_6_8
020060609,179.0,177.0,356.0,6_6_9
020060701,156.0,121.0,277.0,6_7_1
020060702,187.0,152.0,339.0,6_7_2
020060703,163.0,115.0,278.0,6_7_3
020060704,224.0,148.0,372.0,6_7_4
020060705,204.0,154.0,358.0,6_7_5
020060706,144.0,114.0,258.0,6_7_6
020060707,221.0,178.0,399.0,6_7_7
020060708,180.0,126.0,306.0,6_7_8
020060709,153.0,167.0,320.0,6_7_9
020060710,161.0,161.0,322.0,6_7_10
020060711,169.0,124.0,293.0,6_7_11
020060712,150.0,135.0,285.0,6_7_12
020060713,108.0,127.0,235.0,6_7_13
020060801,200.0,153.0,353.0,6_8_1
020060802,249.0,206.0,455.0,6_8_2
020060803,137.0,120.0,257.0,6_8_3
020060804,163.0,137.0,300.0,6_8_4
020060805,128.0,123.0,251.0,6_8_5
020060806,290.0,237.0,527.0,6_8_6
020060807,171.0,145.0,316.0,6_8_7
020060808,260.0,247.0,507.0,6_8_8
020060809,166.0,100.0,266.0,6_8_9
020060810,173.0,159.0,332.0,6_8_10
020060901,163.0,129.0,292.0,6_9_1
020060902,148.0,112.0,260.0,6_9_2
020060903,171.0,121.0,292.0,6_9_3
020060904,215.0,215.0,430.0,6_9_4
020060905,108.0,62.0,170.0,6_9_5
020060906,190.0,190.0,380.0,6_9_6
020060907,140.0,108.0,248.0,6_9_7
020060908,80.0,111.0,191.0,6_9_8
020060909,169.0,191.0,360.0,6_9_9
020060910,185.0,137.0,322.0,6_9_10
020061001,178.0,126.0,304.0,6_10_1
020061002,196.0,91.0,287.0,6_10_2
020061003,206.0,176.0,382.0,6_10_3
020061004,197.0,140.0,337.0,6_10_4
020061005,245.0,215.0,460.0,6_10_5
020061006,241.0,207.0,448.0,6_10_6
020061007,180.0,153.0,333.0,6_10_7
020061008,303.0,263.0,566.0,6_10_8
020061009,126.0,119.0,245.0,6_10_9
020061010,233.0,230.0,463.0,6_10_10
020061101,269.0,160.0,429.0,6_11_1
020061102,149.0,92.0,241.0,6_11_2
020061103,204.0,162.0,366.0,6_11_3
020061104,161.0,182.0,343.0,6_11_4
020061105,148.0,100.0,248.0,6_11_5
020061106,174.0,136.0,310.0,6_11_6
020061107,222.0,131.0,353.0,6_11_7
020061108,202.0,166.0,368.0,6_11_8
020061109,178.0,108.0,286.0,6_11_9
020061110,138.0,100.0,238.0,6_11_10
020061201,148.0,108.0,256.0,6_12_1
020061202,157.0,68.0,225.0,6_12_2
020061203,177.0,110.0,287.0,6_12_3
020061204,114.0,78.0,192.0,6_12_4
020061205,206.0,177.0,383.0,6_12_5
020061206,140.0,101.0,241.0,6_12_6
020061207,186.0,162.0,348.0,6_12_7
020061208,150.0,154.0,304.0,6_12_8
020061209,195.0,164.0,359.0,6_12_9
020061210,116.0,120.0,236.0,6_12_10
020061211,228.0,142.0,370.0,6_12_11
020061212,129.0,76.0,205.0,6_12_12
020061301,169.0,137.0,306.0,6_13_1
020061302,310.0,273.0,583.0,6_13_2
020061303,159.0,142.0,301.0,6_13_3
020061304,253.0,244.0,497.0,6_13_4
020061305,202.0,158.0,360.0,6_13_5
020061306,155.0,111.0,266.0,6_13_6
020061307,183.0,186.0,369.0,6_13_7
020061308,268.0,227.0,495.0,6_13_8
020061309,234.0,191.0,425.0,6_13_9
020061401,175.0,207.0,382.0,6_14_1
020061402,134.0,116.0,250.0,6_14_2
020061403,212.0,171.0,383.0,6_14_3
020061404,292.0,239.0,531.0,6_14_4
020061405,206.0,201.0,407.0,6_14_5
020061406,227.0,253.0,480.0,6_14_6
020061407,131.0,104.0,235.0,6_14_7
020061408,100.0,117.0,217.0,6_14_8
020061409,156.0,153.0,309.0,6_14_9
020061410,198.0,191.0,389.0,6_14_10
020061501,145.0,139.0,284.0,6_15_1
020061502,433.0,332.0,765.0,6_15_2
020061503,179.0,179.0,358.0,6_15_3
020061504,129.0,140.0,269.0,6_15_4
020061505,163.0,157.0,320.0,6_15_5
020061506,127.0,156.0,283.0,6_15_6
020061507,177.0,157.0,334.0,6_15_7
020061508,274.0,170.0,444.0,6_15_8
020061509,122.0,105.0,227.0,6_15_9
020061510,121.0,183.0,304.0,6_15_10
020061601,159.0,123.0,282.0,6_16_1
020061602,127.0,156.0,283.0,6_16_2
020061603,210.0,182.0,392.0,6_16_3
020061604,153.0,156.0,309.0,6_16_4
020061605,208.0,183.0,391.0,6_16_5
020061606,187.0,228.0,415.0,6_16_6
020061607,200.0,186.0,386.0,6_16_7
020061608,259.0,300.0,559.0,6_16_8
020061609,227.0,191.0,418.0,6_16_9
020061610,258.0,238.0,496.0,6_16_10
020061611,217.0,173.0,390.0,6_16_11
020061701,231.0,181.0,412.0,6_17_1
020061702,228.0,189.0,417.0,6_17_2
020061703,166.0,136.0,302.0,6_17_3
020061704,185.0,174.0,359.0,6_17_4
020061705,488.0,346.0,834.0,6_17_5
020061706,297.0,208.0,505.0,6_17_6
020061707,152.0,122.0,274.0,6_17_7
020061801,138.0,123.0,261.0,6_18_1
020061802,138.0,116.0,254.0,6_18_2
020061803,174.0,139.0,313.0,6_18_3
020061804,140.0,175.0,315.0,6_18_4
020061805,211.0,176.0,387.0,6_18_5
020061806,224.0,230.0,454.0,6_18_6
020061807,263.0,257.0,520.0,6_18_7
020061808,291.0,214.0,505.0,6_18_8
020061809,219.0,174.0,393.0,6_18_9
020061901,195.0,188.0,383.0,6_19_1
020061902,318.0,319.0,637.0,6_19_2
020061903,308.0,293.0,601.0,6_19_3
020061904,238.0,213.0,451.0,6_19_4
020061905,170.0,129.0,299.0,6_19_5
020061906,194.0,241.0,435.0,6_19_6
020061907,253.0,190.0,443.0,6_19_7
020061908,233.0,198.0,431.0,6_19_8
020062001,109.0,104.0,213.0,6_20_1
020062002,150.0,108.0,258.0,6_20_2
020062003,245.0,201.0,446.0,6_20_3
020062004,118.0,138.0,256.0,6_20_4
020062005,192.0,191.0,383.0,6_20_5
020062006,182.0,197.0,379.0,6_20_6
020062007,132.0,122.0,254.0,6_20_7
020062008,240.0,242.0,482.0,6_20_8
020062009,160.0,155.0,315.0,6_20_9
020062010,214.0,169.0,383.0,6_20_10
020062101,170.0,122.0,292.0,6_21_1
020062102,238.0,211.0,449.0,6_21_2
020062103,244.0,205.0,449.0,6_21_3
020062104,162.0,99.0,261.0,6_21_4
020062105,164.0,163.0,327.0,6_21_5
020062106,136.0,95.0,231.0,6_21_6
020062107,227.0,147.0,374.0,6_21_7
020062108,263.0,200.0,463.0,6_21_8
020062109,162.0,131.0,293.0,6_21_9
020062110,226.0,141.0,367.0,6_21_10
020062111,229.0,154.0,383.0,6_21_11
020070101,168.0,49.0,217.0,7_1_1
020070102,235.0,67.0,302.0,7_1_2
020070103,227.0,82.0,309.0,7_1_3
020070104,199.0,52.0,251.0,7_1_4
020070105,140.0,23.0,163.0,7_1_5
020070106,214.0,53.0,267.0,7_1_6
020070107,137.0,46.0,183.0,7_1_7
020070108,244.0,74.0,318.0,7_1_8
020070109,234.0,52.0,286.0,7_1_9
020070110,282.0,137.0,419.0,7_1_10
020070201,195.0,93.0,288.0,7_2_1
020070202,247.0,122.0,369.0,7_2_2
020070203,220.0,82.0,302.0,7_2_3
020070204,460.0,191.0,651.0,7_2_4
020070205,280.0,73.0,353.0,7_2_5
020070206,286.0,102.0,388.0,7_2_6
020070207,167.0,77.0,244.0,7_2_7
020070208,201.0,86.0,287.0,7_2_8
020070209,266.0,122.0,388.0,7_2_9
020070301,203.0,97.0,300.0,7_3_1
020070302,238.0,142.0,380.0,7_3_2
020070303,309.0,165.0,474.0,7_3_3
020070304,258.0,133.0,391.0,7_3_4
020070305,184.0,122.0,306.0,7_3_5
020070306,211.0,120.0,331.0,7_3_6
020070307,249.0,191.0,440.0,7_3_7
020070308,217.0,89.0,306.0,7_3_8
020070309,185.0,88.0,273.0,7_3_9
020070310,250.0,174.0,424.0,7_3_10
020070401,419.0,115.0,534.0,7_4_1
020070402,251.0,82.0,333.0,7_4_2
020070403,245.0,205.0,450.0,7_4_3
020070404,317.0,239.0,556.0,7_4_4
020070405,254.0,143.0,397.0,7_4_5
020070406,233.0,199.0,432.0,7_4_6
020070407,265.0,205.0,470.0,7_4_7
020070408,208.0,188.0,396.0,7_4_8
020070409,159.0,62.0,221.0,7_4_9
020070410,194.0,166.0,360.0,7_4_10
020070501,175.0,166.0,341.0,7_5_1
020070502,123.0,119.0,242.0,7_5_2
020070503,194.0,135.0,329.0,7_5_3
020070504,285.0,168.0,453.0,7_5_4
020070505,249.0,213.0,462.0,7_5_5
020070506,172.0,95.0,267.0,7_5_6
020070507,160.0,107.0,267.0,7_5_7
020070508,244.0,95.0,339.0,7_5_8
020070509,313.0,147.0,460.0,7_5_9
020070601,234.0,135.0,369.0,7_6_1
020070602,205.0,92.0,297.0,7_6_2
020070603,175.0,66.0,241.0,7_6_3
020070604,223.0,79.0,302.0,7_6_4
020070605,308.0,99.0,407.0,7_6_5
020070606,282.0,111.0,393.0,7_6_6
020070607,244.0,135.0,379.0,7_6_7
020070608,137.0,62.0,199.0,7_6_8
020070609,184.0,105.0,289.0,7_6_9
020070701,177.0,68.0,245.0,7_7_1
020070702,154.0,49.0,203.0,7_7_2
020070703,253.0,137.0,390.0,7_7_3
020070704,189.0,74.0,263.0,7_7_4
020070705,207.0,75.0,282.0,7_7_5
020070706,249.0,111.0,360.0,7_7_6
020070707,181.0,65.0,246.0,7_7_7
020070708,153.0,67.0,220.0,7_7_8
020070709,330.0,77.0,407.0,7_7_9
020070710,212.0,141.0,353.0,7_7_10
020070711,198.0,82.0,280.0,7_7_11
020070801,228.0,94.0,322.0,7_8_1
020070802,231.0,124.0,355.0,7_8_2
020070803,169.0,77.0,246.0,7_8_3
020070804,242.0,115.0,357.0,7_8_4
020070805,274.0,110.0,384.0,7_8_5
020070806,253.0,120.0,373.0,7_8_6
020070807,192.0,125.0,317.0,7_8_7
020070808,245.0,120.0,365.0,7_8_8
020070901,154.0,103.0,257.0,7_9_1
020070902,169.0,104.0,273.0,7_9_2
020070903,159.0,66.0,225.0,7_9_3
020070904,263.0,148.0,411.0,7_9_4
020070905,124.0,72.0,196.0,7_9_5
020070906,245.0,110.0,355.0,7_9_6
020070907,224.0,105.0,329.0,7_9_7
020070908,274.0,121.0,395.0,7_9_8
020070909,214.0,84.0,298.0,7_9_9
020070910,212.0,92.0,304.0,7_9_10
020070911,203.0,57.0,260.0,7_9_11
020071001,183.0,116.0,299.0,7_10_1
020071002,118.0,64.0,182.0,7_10_2
020071003,158.0,94.0,252.0,7_10_3
020071004,177.0,114.0,291.0,7_10_4
020071005,135.0,103.0,238.0,7_10_5
020071006,201.0,147.0,348.0,7_10_6
020071007,205.0,126.0,331.0,7_10_7
020071008,258.0,170.0,428.0,7_10_8
020071009,197.0,107.0,304.0,7_10_9
020071010,191.0,140.0,331.0,7_10_10
020071101,202.0,110.0,312.0,7_11_1
020071102,229.0,170.0,399.0,7_11_2
020071103,232.0,134.0,366.0,7_11_3
020071104,216.0,163.0,379.0,7_11_4
020071105,124.0,105.0,229.0,7_11_5
020071106,136.0,130.0,266.0,7_11_6
020071107,275.0,221.0,496.0,7_11_7
020071108,245.0,205.0,450.0,7_11_8
020071109,203.0,160.0,363.0,7_11_9
020071110,146.0,102.0,248.0,7_11_10
020071201,250.0,170.0,420.0,7_12_1
020071202,147.0,69.0,216.0,7_12_2
020071203,192.0,81.0,273.0,7_12_3
020071204,203.0,114.0,317.0,7_12_4
020071205,194.0,103.0,297.0,7_12_5
020071206,189.0,113.0,302.0,7_12_6
020071207,148.0,67.0,215.0,7_12_7
020071208,175.0,36.0,211.0,7_12_8
020071209,216.0,74.0,290.0,7_12_9
020071301,226.0,93.0,319.0,7_13_1
020071302,188.0,105.0,293.0,7_13_2
020071303,226.0,187.0,413.0,7_13_3
020071304,122.0,91.0,213.0,7_13_4
020071305,172.0,157.0,329.0,7_13_5
020071306,151.0,114.0,265.0,7_13_6
020071307,145.0,57.0,202.0,7_13_7
020071308,150.0,43.0,193.0,7_13_8
020071309,106.0,58.0,164.0,7_13_9
020071310,91.0,101.0,192.0,7_13_10
020071311,147.0,105.0,252.0,7_13_11
020071312,153.0,69.0,222.0,7_13_12
020071313,121.0,71.0,192.0,7_13_13
020071314,139.0,81.0,220.0,7_13_14
020071315,120.0,64.0,184.0,7_13_15
020071401,227.0,85.0,312.0,7_14_1
020071402,215.0,80.0,295.0,7_14_2
020071403,188.0,66.0,254.0,7_14_3
020071404,185.0,73.0,258.0,7_14_4
020071405,205.0,88.0,293.0,7_14_5
020071406,263.0,114.0,377.0,7_14_6
020071407,204.0,67.0,271.0,7_14_7
020071408,218.0,81.0,299.0,7_14_8
020071409,227.0,56.0,283.0,7_14_9
020071410,161.0,69.0,230.0,7_14_10
020071411,239.0,79.0,318.0,7_14_11
020071412,245.0,91.0,336.0,7_14_12
020071413,189.0,62.0,251.0,7_14_13
020071501,203.0,19.0,222.0,7_15_1
020071502,312.0,43.0,355.0,7_15_2
020071503,254.0,59.0,313.0,7_15_3
020071504,179.0,52.0,231.0,7_15_4
020071505,189.0,43.0,232.0,7_15_5
020071506,280.0,52.0,332.0,7_15_6
020071507,241.0,43.0,284.0,7_15_7
020071508,241.0,52.0,293.0,7_15_8
020071509,350.0,45.0,395.0,7_15_9
020071510,293.0,36.0,329.0,7_15_10
020071511,320.0,42.0,362.0,7_15_11
020071601,169.0,79.0,248.0,7_16_1
020071602,181.0,68.0,249.0,7_16_2
020071603,180.0,83.0,263.0,7_16_3
020071604,190.0,50.0,240.0,7_16_4
020071605,209.0,63.0,272.0,7_16_5
020071606,252.0,98.0,350.0,7_16_6
020071607,252.0,63.0,315.0,7_16_7
020071608,309.0,44.0,353.0,7_16_8
020071609,278.0,47.0,325.0,7_16_9
020071701,405.0,16.0,421.0,7_17_1
020071702,472.0,12.0,484.0,7_17_2
020071703,385.0,15.0,400.0,7_17_3
020071704,473.0,16.0,489.0,7_17_4
020071705,236.0,9.0,245.0,7_17_5
020071706,327.0,23.0,350.0,7_17_6
020071707,709.0,26.0,735.0,7_17_7
020071708,323.0,7.0,330.0,7_17_8
020071709,562.0,31.0,593.0,7_17_9
020071710,465.0,13.0,478.0,7_17_10
020071711,175.0,12.0,187.0,7_17_11
020071801,374.0,13.0,387.0,7_18_1
020071802,112.0,8.0,120.0,7_18_2
020071803,276.0,2.0,278.0,7_18_3
020071804,235.0,15.0,250.0,7_18_4
020071805,275.0,12.0,287.0,7_18_5
020071806,448.0,16.0,464.0,7_18_6
020071807,270.0,9.0,279.0,7_18_7
020071808,232.0,13.0,245.0,7_18_8
020071809,334.0,19.0,353.0,7_18_9
020071810,377.0,21.0,398.0,7_18_10
020071811,365.0,15.0,380.0,7_18_11
020071901,251.0,22.0,273.0,7_19_1
020071902,464.0,30.0,494.0,7_19_2
020071903,334.0,17.0,351.0,7_19_3
020071904,425.0,24.0,449.0,7_19_4
020071905,367.0,20.0,387.0,7_19_5
020071906,407.0,24.0,431.0,7_19_6
020072001,275.0,104.0,379.0,7_20_1
020072002,134.0,55.0,189.0,7_20_2
020072003,173.0,82.0,255.0,7_20_3
020072004,145.0,43.0,188.0,7_20_4
020072005,214.0,60.0,274.0,7_20_5
020072006,217.0,66.0,283.0,7_20_6
020072007,226.0,49.0,275.0,7_20_7
020072008,369.0,70.0,439.0,7_20_8
020072009,258.0,42.0,300.0,7_20_9
020072010,330.0,33.0,363.0,7_20_10
020072011,312.0,49.0,361.0,7_20_11
020072012,195.0,22.0,217.0,7_20_12
020072013,497.0,70.0,567.0,7_20_13
020072101,273.0,149.0,422.0,7_21_1
020072102,277.0,187.0,464.0,7_21_2
020072103,265.0,167.0,432.0,7_21_3
020072104,144.0,96.0,240.0,7_21_4
020072105,145.0,105.0,250.0,7_21_5
020072106,251.0,170.0,421.0,7_21_6
020072107,205.0,96.0,301.0,7_21_7
020072108,138.0,38.0,176.0,7_21_8
020072109,206.0,100.0,306.0,7_21_9
020072110,243.0,131.0,374.0,7_21_10
020072111,227.0,111.0,338.0,7_21_11
020072112,199.0,113.0,312.0,7_21_12
020072201,189.0,108.0,297.0,7_22_1
020072202,203.0,160.0,363.0,7_22_2
020072203,232.0,128.0,360.0,7_22_3
020072204,223.0,151.0,374.0,7_22_4
020072205,241.0,143.0,384.0,7_22_5
020072206,227.0,136.0,363.0,7_22_6
020072207,133.0,87.0,220.0,7_22_7
020072208,146.0,89.0,235.0,7_22_8
020072209,136.0,83.0,219.0,7_22_9
020072210,191.0,76.0,267.0,7_22_10
020072211,169.0,116.0,285.0,7_22_11
020072212,187.0,68.0,255.0,7_22_12
020072213,184.0,103.0,287.0,7_22_13
020072301,204.0,99.0,303.0,7_23_1
020072302,222.0,165.0,387.0,7_23_2
020072303,178.0,139.0,317.0,7_23_3
020072304,171.0,99.0,270.0,7_23_4
020072305,207.0,82.0,289.0,7_23_5
020072306,194.0,82.0,276.0,7_23_6
020072307,225.0,88.0,313.0,7_23_7
020072308,220.0,100.0,320.0,7_23_8
020072309,213.0,75.0,288.0,7_23_9
020072401,241.0,100.0,341.0,7_24_1
020072402,240.0,77.0,317.0,7_24_2
020072403,294.0,85.0,379.0,7_24_3
020072404,279.0,92.0,371.0,7_24_4
020072405,262.0,81.0,343.0,7_24_5
020072406,275.0,96.0,371.0,7_24_6
020072407,209.0,78.0,287.0,7_24_7
020072408,263.0,67.0,330.0,7_24_8
020072409,256.0,84.0,340.0,7_24_9
020072410,249.0,71.0,320.0,7_24_10
020072411,295.0,74.0,369.0,7_24_11
020080101,314.0,12.0,326.0,8_1_1
020080102,487.0,22.0,509.0,8_1_2
020080103,337.0,4.0,341.0,8_1_3
020080104,462.0,5.0,467.0,8_1_4
020080105,426.0,12.0,438.0,8_1_5
020080106,575.0,21.0,596.0,8_1_6
020080107,428.0,0.0,428.0,8_1_7
020080108,353.0,15.0,368.0,8_1_8
020080109,744.0,22.0,766.0,8_1_9
020080110,411.0,12.0,423.0,8_1_10
020080111,173.0,3.0,176.0,8_1_11
020080112,966.0,16.0,982.0,8_1_12
020080201,361.0,23.0,384.0,8_2_1
020080202,164.0,3.0,167.0,8_2_2
020080203,150.0,11.0,161.0,8_2_3
020080204,234.0,14.0,248.0,8_2_4
020080205,163.0,10.0,173.0,8_2_5
020080206,236.0,12.0,248.0,8_2_6
020080207,368.0,34.0,402.0,8_2_7
020080208,282.0,25.0,307.0,8_2_8
020080209,242.0,26.0,268.0,8_2_9
020080210,164.0,24.0,188.0,8_2_10
020080301,301.0,29.0,330.0,8_3_1
020080302,228.0,25.0,253.0,8_3_2
020080303,166.0,19.0,185.0,8_3_3
020080304,222.0,26.0,248.0,8_3_4
020080305,186.0,51.0,237.0,8_3_5
020080306,123.0,20.0,143.0,8_3_6
020080307,220.0,23.0,243.0,8_3_7
020080308,520.0,5.0,525.0,8_3_8
020080309,533.0,10.0,543.0,8_3_9
020080310,458.0,7.0,465.0,8_3_10
020080401,255.0,29.0,284.0,8_4_1
020080402,191.0,18.0,209.0,8_4_2
020080403,195.0,21.0,216.0,8_4_3
020080404,195.0,27.0,222.0,8_4_4
020080405,274.0,54.0,328.0,8_4_5
020080406,303.0,42.0,345.0,8_4_6
020080407,248.0,26.0,274.0,8_4_7
020080408,243.0,33.0,276.0,8_4_8
020080409,203.0,54.0,257.0,8_4_9
020080410,262.0,35.0,297.0,8_4_10
020080411,218.0,31.0,249.0,8_4_11
020080501,232.0,39.0,271.0,8_5_1
020080502,230.0,27.0,257.0,8_5_2
020080503,233.0,31.0,264.0,8_5_3
020080504,260.0,25.0,285.0,8_5_4
020080505,185.0,16.0,201.0,8_5_5
020080506,254.0,23.0,277.0,8_5_6
020080507,297.0,32.0,329.0,8_5_7
020080508,217.0,31.0,248.0,8_5_8
020080509,246.0,48.0,294.0,8_5_9
020080510,342.0,66.0,408.0,8_5_10
020080511,266.0,53.0,319.0,8_5_11
020080601,257.0,44.0,301.0,8_6_1
020080602,332.0,64.0,396.0,8_6_2
020080603,352.0,46.0,398.0,8_6_3
020080604,206.0,27.0,233.0,8_6_4
020080605,285.0,31.0,316.0,8_6_5
020080606,288.0,29.0,317.0,8_6_6
020080607,185.0,21.0,206.0,8_6_7
020080608,207.0,33.0,240.0,8_6_8
020080609,255.0,29.0,284.0,8_6_9
020080610,180.0,28.0,208.0,8_6_10
020080611,165.0,26.0,191.0,8_6_11
020080701,332.0,20.0,352.0,8_7_1
020080702,439.0,25.0,464.0,8_7_2
020080703,465.0,18.0,483.0,8_7_3
020080704,425.0,11.0,436.0,8_7_4
020080705,508.0,14.0,522.0,8_7_5
020080706,373.0,5.0,378.0,8_7_6
020080707,624.0,15.0,639.0,8_7_7
020080708,429.0,11.0,440.0,8_7_8
020080709,766.0,23.0,789.0,8_7_9
020080710,269.0,9.0,278.0,8_7_10
020080711,370.0,28.0,398.0,8_7_11
020080712,366.0,16.0,382.0,8_7_12
020080713,359.0,23.0,382.0,8_7_13
020080714,523.0,17.0,540.0,8_7_14
020080801,250.0,30.0,280.0,8_8_1
020080802,253.0,53.0,306.0,8_8_2
020080803,187.0,44.0,231.0,8_8_3
020080804,234.0,64.0,298.0,8_8_4
020080805,191.0,47.0,238.0,8_8_5
020080806,254.0,64.0,318.0,8_8_6
020080807,243.0,65.0,308.0,8_8_7
020080808,167.0,37.0,204.0,8_8_8
020080809,198.0,33.0,231.0,8_8_9
020080810,257.0,34.0,291.0,8_8_10
020080811,290.0,48.0,338.0,8_8_11
020080901,235.0,34.0,269.0,8_9_1
020080902,255.0,41.0,296.0,8_9_2
020080903,306.0,44.0,350.0,8_9_3
020080904,153.0,27.0,180.0,8_9_4
020080905,286.0,97.0,383.0,8_9_5
020080906,273.0,18.0,291.0,8_9_6
020080907,208.0,52.0,260.0,8_9_7
020080908,222.0,36.0,258.0,8_9_8
020080909,274.0,36.0,310.0,8_9_9
020081001,245.0,30.0,275.0,8_10_1
020081002,215.0,22.0,237.0,8_10_2
020081003,333.0,44.0,377.0,8_10_3
020081004,614.0,102.0,716.0,8_10_4
020081005,763.0,75.0,838.0,8_10_5
020081006,518.0,58.0,576.0,8_10_6
020081007,486.0,53.0,539.0,8_10_7
020081008,284.0,31.0,315.0,8_10_8
020081101,815.0,88.0,903.0,8_11_1
020081102,645.0,71.0,716.0,8_11_2
020081103,911.0,139.0,1.05,8_11_3
020081104,565.0,73.0,638.0,8_11_4
020081105,409.0,38.0,447.0,8_11_5
020081201,262.0,40.0,302.0,8_12_1
020081202,290.0,64.0,354.0,8_12_2
020081203,290.0,38.0,328.0,8_12_3
020081204,261.0,35.0,296.0,8_12_4
020081205,255.0,81.0,336.0,8_12_5
020081206,210.0,37.0,247.0,8_12_6
020081207,244.0,34.0,278.0,8_12_7
020081301,19.0,0.0,19.0,8_13_1
020081302,113.0,4.0,117.0,8_13_2
020081303,295.0,14.0,309.0,8_13_3
020081304,293.0,35.0,328.0,8_13_4
020081305,284.0,21.0,305.0,8_13_5
020081306,201.0,20.0,221.0,8_13_6
020081307,232.0,20.0,252.0,8_13_7
020081308,280.0,16.0,296.0,8_13_8
020081401,417.0,16.0,433.0,8_14_1
020081402,357.0,17.0,374.0,8_14_2
020081403,494.0,16.0,510.0,8_14_3
020081404,747.0,23.0,770.0,8_14_4
020081405,356.0,25.0,381.0,8_14_5
020081406,239.0,7.0,246.0,8_14_6
020081407,279.0,19.0,298.0,8_14_7
020081408,231.0,26.0,257.0,8_14_8
020081409,313.0,18.0,331.0,8_14_9
020081410,293.0,16.0,309.0,8_14_10
020081501,815.0,19.0,834.0,8_15_1
020081502,615.0,11.0,626.0,8_15_2
020081503,624.0,21.0,645.0,8_15_3
020081504,218.0,2.0,220.0,8_15_4
020081505,826.0,15.0,841.0,8_15_5
020081506,223.0,6.0,229.0,8_15_6
020081507,249.0,5.0,254.0,8_15_7
020081508,336.0,8.0,344.0,8_15_8
020081509,484.0,25.0,509.0,8_15_9
020081510,359.0,22.0,381.0,8_15_10
020081601,283.0,15.0,298.0,8_16_1
020081602,173.0,6.0,179.0,8_16_2
020081603,270.0,13.0,283.0,8_16_3
020081604,260.0,6.0,266.0,8_16_4
020081605,281.0,11.0,292.0,8_16_5
020081606,246.0,15.0,261.0,8_16_6
020081607,259.0,12.0,271.0,8_16_7
020081608,226.0,12.0,238.0,8_16_8
020081609,266.0,12.0,278.0,8_16_9
020081610,258.0,14.0,272.0,8_16_10
020081701,184.0,38.0,222.0,8_17_1
020081702,190.0,30.0,220.0,8_17_2
020081703,279.0,48.0,327.0,8_17_3
020081704,223.0,66.0,289.0,8_17_4
020081705,135.0,38.0,173.0,8_17_5
020090101,170.0,34.0,204.0,9_1_1
020090102,144.0,40.0,184.0,9_1_2
020090103,206.0,54.0,260.0,9_1_3
020090104,208.0,59.0,267.0,9_1_4
020090105,235.0,58.0,293.0,9_1_5
020090106,229.0,58.0,287.0,9_1_6
020090107,195.0,59.0,254.0,9_1_7
020090108,215.0,59.0,274.0,9_1_8
020090109,267.0,77.0,344.0,9_1_9
020090201,257.0,91.0,348.0,9_2_1
020090202,223.0,74.0,297.0,9_2_2
020090203,237.0,87.0,324.0,9_2_3
020090204,323.0,89.0,412.0,9_2_4
020090205,312.0,114.0,426.0,9_2_5
020090206,202.0,53.0,255.0,9_2_6
020090207,212.0,87.0,299.0,9_2_7
020090208,183.0,59.0,242.0,9_2_8
020090209,262.0,96.0,358.0,9_2_9
020090210,232.0,71.0,303.0,9_2_10
020090211,247.0,90.0,337.0,9_2_11
020090212,172.0,50.0,222.0,9_2_12
020090301,215.0,49.0,264.0,9_3_1
020090302,197.0,56.0,253.0,9_3_2
020090303,165.0,73.0,238.0,9_3_3
