Código,A red pública (cloaca),A cámara séptica y pozo ciego,Sólo a pozo ciego,"A hoyo, excavación en la tierra, etc.",Total,CO_FRAC_RA
020110412,352.0,0.0,0.0,0.0,352.0,11_4_12
020110413,327.0,0.0,0.0,0.0,327.0,11_4_13
020110501,242.0,0.0,0.0,0.0,242.0,11_5_1
020110502,314.0,2.0,0.0,0.0,316.0,11_5_2
020110503,353.0,0.0,0.0,0.0,353.0,11_5_3
020110504,251.0,1.0,0.0,0.0,252.0,11_5_4
020110505,338.0,1.0,0.0,0.0,339.0,11_5_5
020110506,318.0,1.0,0.0,0.0,319.0,11_5_6
020110507,280.0,0.0,0.0,0.0,280.0,11_5_7
020110508,307.0,0.0,0.0,0.0,307.0,11_5_8
020110509,291.0,0.0,1.0,0.0,292.0,11_5_9
020110510,334.0,0.0,0.0,0.0,334.0,11_5_10
020110601,317.0,0.0,0.0,0.0,317.0,11_6_1
020110602,350.0,1.0,0.0,0.0,351.0,11_6_2
020110603,321.0,1.0,0.0,0.0,322.0,11_6_3
020110604,333.0,0.0,0.0,0.0,333.0,11_6_4
020110605,304.0,0.0,0.0,0.0,304.0,11_6_5
020110606,304.0,2.0,0.0,0.0,306.0,11_6_6
020110607,305.0,0.0,2.0,0.0,307.0,11_6_7
020110608,279.0,5.0,0.0,0.0,284.0,11_6_8
020110609,300.0,0.0,1.0,0.0,301.0,11_6_9
020110610,271.0,0.0,0.0,0.0,271.0,11_6_10
020110611,312.0,1.0,1.0,0.0,314.0,11_6_11
020110701,171.0,0.0,0.0,0.0,171.0,11_7_1
020110702,323.0,3.0,1.0,0.0,327.0,11_7_2
020110703,293.0,4.0,0.0,0.0,297.0,11_7_3
020110704,324.0,1.0,0.0,0.0,325.0,11_7_4
020110705,349.0,0.0,0.0,0.0,349.0,11_7_5
020110706,288.0,2.0,1.0,0.0,291.0,11_7_6
020110707,269.0,1.0,0.0,0.0,270.0,11_7_7
020110708,244.0,5.0,0.0,0.0,249.0,11_7_8
020110709,293.0,3.0,0.0,0.0,296.0,11_7_9
020110710,291.0,1.0,0.0,0.0,292.0,11_7_10
020110711,323.0,0.0,0.0,0.0,323.0,11_7_11
020110712,306.0,0.0,0.0,0.0,306.0,11_7_12
020110801,345.0,2.0,0.0,0.0,347.0,11_8_1
020110802,338.0,0.0,0.0,0.0,338.0,11_8_2
020110803,210.0,0.0,0.0,0.0,210.0,11_8_3
020110804,329.0,0.0,0.0,0.0,329.0,11_8_4
020110805,265.0,0.0,0.0,0.0,265.0,11_8_5
020110806,378.0,1.0,0.0,0.0,379.0,11_8_6
020110807,345.0,0.0,0.0,0.0,345.0,11_8_7
020110808,354.0,1.0,0.0,0.0,355.0,11_8_8
020110809,364.0,1.0,0.0,0.0,365.0,11_8_9
020110901,314.0,0.0,1.0,0.0,315.0,11_9_1
020110902,312.0,0.0,0.0,0.0,312.0,11_9_2
020110903,377.0,2.0,0.0,0.0,379.0,11_9_3
020110904,255.0,0.0,0.0,0.0,255.0,11_9_4
020110905,308.0,0.0,0.0,0.0,308.0,11_9_5
020110906,248.0,0.0,0.0,0.0,248.0,11_9_6
020110907,312.0,0.0,0.0,0.0,312.0,11_9_7
020110908,331.0,0.0,0.0,0.0,331.0,11_9_8
020110909,243.0,2.0,0.0,0.0,245.0,11_9_9
020110910,352.0,0.0,0.0,0.0,352.0,11_9_10
020110911,257.0,0.0,0.0,0.0,257.0,11_9_11
020110912,297.0,0.0,0.0,0.0,297.0,11_9_12
020111001,315.0,0.0,0.0,0.0,315.0,11_10_1
020111002,382.0,2.0,0.0,0.0,384.0,11_10_2
020111003,315.0,1.0,0.0,0.0,316.0,11_10_3
020111004,364.0,0.0,0.0,0.0,364.0,11_10_4
020111005,381.0,0.0,0.0,0.0,381.0,11_10_5
020111006,458.0,0.0,0.0,0.0,458.0,11_10_6
020111007,401.0,0.0,0.0,0.0,401.0,11_10_7
020111008,318.0,0.0,0.0,0.0,318.0,11_10_8
020111009,319.0,0.0,0.0,0.0,319.0,11_10_9
020111010,281.0,0.0,0.0,0.0,281.0,11_10_10
020111101,293.0,0.0,0.0,0.0,293.0,11_11_1
020111102,309.0,0.0,0.0,0.0,309.0,11_11_2
020111103,322.0,1.0,0.0,0.0,323.0,11_11_3
020111104,102.0,0.0,0.0,0.0,102.0,11_11_4
020111105,335.0,0.0,0.0,0.0,335.0,11_11_5
020111106,394.0,2.0,0.0,0.0,396.0,11_11_6
020111107,305.0,0.0,0.0,0.0,305.0,11_11_7
020111108,312.0,2.0,1.0,0.0,315.0,11_11_8
020111109,296.0,0.0,0.0,0.0,296.0,11_11_9
020111201,233.0,0.0,0.0,0.0,233.0,11_12_1
020111202,230.0,6.0,0.0,0.0,236.0,11_12_2
020111203,359.0,1.0,0.0,0.0,360.0,11_12_3
020111204,272.0,0.0,0.0,0.0,272.0,11_12_4
020111205,245.0,0.0,0.0,0.0,245.0,11_12_5
020111206,320.0,0.0,0.0,0.0,320.0,11_12_6
020111207,258.0,1.0,0.0,0.0,259.0,11_12_7
020111208,272.0,0.0,0.0,0.0,272.0,11_12_8
020111209,240.0,0.0,0.0,0.0,240.0,11_12_9
020111210,261.0,0.0,0.0,0.0,261.0,11_12_10
020111301,346.0,0.0,0.0,0.0,346.0,11_13_1
020111302,387.0,0.0,0.0,0.0,387.0,11_13_2
020111303,321.0,0.0,0.0,0.0,321.0,11_13_3
020111304,341.0,1.0,0.0,0.0,342.0,11_13_4
020111305,391.0,2.0,0.0,0.0,393.0,11_13_5
020111306,371.0,2.0,0.0,0.0,373.0,11_13_6
020111307,299.0,0.0,0.0,0.0,299.0,11_13_7
020111308,279.0,2.0,0.0,0.0,281.0,11_13_8
020111309,371.0,0.0,0.0,0.0,371.0,11_13_9
020111310,250.0,0.0,0.0,0.0,250.0,11_13_10
020111311,336.0,0.0,0.0,0.0,336.0,11_13_11
020111401,362.0,2.0,0.0,0.0,364.0,11_14_1
020111402,328.0,3.0,0.0,0.0,331.0,11_14_2
020111403,363.0,1.0,0.0,0.0,364.0,11_14_3
020111404,277.0,2.0,0.0,0.0,279.0,11_14_4
020111405,327.0,0.0,1.0,0.0,328.0,11_14_5
020111406,406.0,2.0,1.0,0.0,409.0,11_14_6
020111407,695.0,0.0,1.0,0.0,696.0,11_14_7
020111501,343.0,3.0,0.0,0.0,346.0,11_15_1
020111502,324.0,0.0,0.0,0.0,324.0,11_15_2
020111503,365.0,3.0,0.0,0.0,368.0,11_15_3
020111504,356.0,0.0,0.0,0.0,356.0,11_15_4
020111505,323.0,1.0,0.0,0.0,324.0,11_15_5
020111506,312.0,1.0,0.0,0.0,313.0,11_15_6
020111507,262.0,3.0,0.0,0.0,265.0,11_15_7
020111508,344.0,0.0,0.0,0.0,344.0,11_15_8
020111509,335.0,1.0,0.0,0.0,336.0,11_15_9
020111510,330.0,1.0,0.0,0.0,331.0,11_15_10
020111511,387.0,2.0,0.0,0.0,389.0,11_15_11
020111601,304.0,1.0,1.0,0.0,306.0,11_16_1
020111602,354.0,1.0,0.0,0.0,355.0,11_16_2
020111603,263.0,4.0,0.0,0.0,267.0,11_16_3
020111604,252.0,0.0,0.0,0.0,252.0,11_16_4
020111605,288.0,0.0,0.0,0.0,288.0,11_16_5
020111606,335.0,0.0,0.0,0.0,335.0,11_16_6
020111607,319.0,5.0,0.0,0.0,324.0,11_16_7
020111608,393.0,0.0,0.0,0.0,393.0,11_16_8
020111609,254.0,2.0,0.0,0.0,256.0,11_16_9
020111610,236.0,0.0,0.0,0.0,236.0,11_16_10
020111701,286.0,4.0,0.0,0.0,290.0,11_17_1
020111702,286.0,0.0,0.0,0.0,286.0,11_17_2
020111703,334.0,1.0,1.0,0.0,336.0,11_17_3
020111704,317.0,5.0,0.0,0.0,322.0,11_17_4
020111705,271.0,7.0,8.0,0.0,286.0,11_17_5
020111706,399.0,6.0,0.0,0.0,405.0,11_17_6
020111707,331.0,0.0,0.0,0.0,331.0,11_17_7
020111708,318.0,4.0,0.0,0.0,322.0,11_17_8
020111801,279.0,0.0,0.0,0.0,279.0,11_18_1
020111802,300.0,3.0,0.0,0.0,303.0,11_18_2
020111803,307.0,3.0,0.0,0.0,310.0,11_18_3
020111804,360.0,2.0,0.0,0.0,362.0,11_18_4
020111805,317.0,0.0,0.0,0.0,317.0,11_18_5
020111806,519.0,2.0,0.0,0.0,521.0,11_18_6
020111807,321.0,1.0,0.0,0.0,322.0,11_18_7
020111808,333.0,1.0,0.0,0.0,334.0,11_18_8
020111809,293.0,11.0,0.0,0.0,304.0,11_18_9
020111901,211.0,0.0,0.0,0.0,211.0,11_19_1
020111902,322.0,0.0,0.0,0.0,322.0,11_19_2
020111903,278.0,1.0,0.0,0.0,279.0,11_19_3
020111904,337.0,2.0,0.0,0.0,339.0,11_19_4
020111905,306.0,0.0,0.0,0.0,306.0,11_19_5
020111906,340.0,1.0,0.0,0.0,341.0,11_19_6
020111907,318.0,1.0,0.0,0.0,319.0,11_19_7
020111908,301.0,0.0,0.0,0.0,301.0,11_19_8
020111909,346.0,0.0,0.0,0.0,346.0,11_19_9
020112001,351.0,0.0,0.0,0.0,351.0,11_20_1
020112002,315.0,2.0,0.0,0.0,317.0,11_20_2
020112003,383.0,5.0,1.0,0.0,389.0,11_20_3
020112004,303.0,0.0,0.0,0.0,303.0,11_20_4
020112005,327.0,0.0,0.0,0.0,327.0,11_20_5
020112006,263.0,4.0,0.0,0.0,267.0,11_20_6
020112007,232.0,0.0,0.0,0.0,232.0,11_20_7
020112008,191.0,0.0,0.0,0.0,191.0,11_20_8
020112009,260.0,0.0,0.0,0.0,260.0,11_20_9
020112010,290.0,1.0,0.0,0.0,291.0,11_20_10
020112011,246.0,2.0,0.0,0.0,248.0,11_20_11
020112101,306.0,1.0,1.0,0.0,308.0,11_21_1
020112102,270.0,0.0,0.0,0.0,270.0,11_21_2
020112103,422.0,1.0,0.0,0.0,423.0,11_21_3
020112104,312.0,5.0,0.0,0.0,317.0,11_21_4
020112105,390.0,1.0,0.0,0.0,391.0,11_21_5
020112106,383.0,0.0,0.0,0.0,383.0,11_21_6
020112107,269.0,1.0,0.0,0.0,270.0,11_21_7
020112108,253.0,2.0,0.0,0.0,255.0,11_21_8
020112109,217.0,0.0,0.0,0.0,217.0,11_21_9
020112110,289.0,2.0,0.0,0.0,291.0,11_21_10
020112111,374.0,0.0,0.0,0.0,374.0,11_21_11
020112201,345.0,0.0,0.0,0.0,345.0,11_22_1
020112202,358.0,0.0,0.0,0.0,358.0,11_22_2
020112203,360.0,0.0,0.0,0.0,360.0,11_22_3
020112204,264.0,1.0,0.0,0.0,265.0,11_22_4
020112205,298.0,11.0,0.0,0.0,309.0,11_22_5
020112206,407.0,0.0,0.0,0.0,407.0,11_22_6
020112207,344.0,1.0,0.0,0.0,345.0,11_22_7
020112208,268.0,0.0,0.0,0.0,268.0,11_22_8
020112209,261.0,1.0,0.0,0.0,262.0,11_22_9
020112210,307.0,0.0,0.0,0.0,307.0,11_22_10
020112211,240.0,5.0,0.0,0.0,245.0,11_22_11
020120101,190.0,1.0,0.0,0.0,191.0,12_1_1
020120102,194.0,1.0,1.0,0.0,196.0,12_1_2
020120103,187.0,0.0,0.0,0.0,187.0,12_1_3
020120104,302.0,7.0,4.0,0.0,313.0,12_1_4
020120105,213.0,3.0,0.0,0.0,216.0,12_1_5
020120106,281.0,0.0,2.0,0.0,283.0,12_1_6
020120107,359.0,1.0,0.0,0.0,360.0,12_1_7
020120108,181.0,1.0,0.0,0.0,182.0,12_1_8
020120109,354.0,1.0,0.0,0.0,355.0,12_1_9
020120110,361.0,0.0,0.0,0.0,361.0,12_1_10
020120111,370.0,4.0,0.0,0.0,374.0,12_1_11
020120201,370.0,0.0,0.0,0.0,370.0,12_2_1
020120202,316.0,0.0,0.0,0.0,316.0,12_2_2
020120203,393.0,0.0,0.0,0.0,393.0,12_2_3
020120204,379.0,0.0,0.0,0.0,379.0,12_2_4
020120205,400.0,1.0,0.0,0.0,401.0,12_2_5
020120206,343.0,1.0,0.0,0.0,344.0,12_2_6
020120207,317.0,1.0,0.0,0.0,318.0,12_2_7
020120208,342.0,3.0,0.0,0.0,345.0,12_2_8
020120301,104.0,0.0,0.0,0.0,104.0,12_3_1
020120302,243.0,3.0,3.0,0.0,249.0,12_3_2
020120303,270.0,0.0,0.0,0.0,270.0,12_3_3
020120304,267.0,1.0,0.0,0.0,268.0,12_3_4
020120305,290.0,0.0,0.0,0.0,290.0,12_3_5
020120306,446.0,3.0,0.0,0.0,449.0,12_3_6
020120307,374.0,2.0,1.0,0.0,377.0,12_3_7
020120308,251.0,2.0,0.0,0.0,253.0,12_3_8
020120309,219.0,3.0,0.0,0.0,222.0,12_3_9
020120310,303.0,2.0,0.0,0.0,305.0,12_3_10
020120311,287.0,2.0,0.0,0.0,289.0,12_3_11
020120401,277.0,0.0,0.0,0.0,277.0,12_4_1
020120402,282.0,5.0,0.0,0.0,287.0,12_4_2
020120403,415.0,2.0,1.0,0.0,418.0,12_4_3
020120404,295.0,0.0,0.0,0.0,295.0,12_4_4
020120405,249.0,0.0,0.0,0.0,249.0,12_4_5
020120406,296.0,0.0,0.0,0.0,296.0,12_4_6
020120407,499.0,0.0,0.0,0.0,499.0,12_4_7
020120408,289.0,0.0,0.0,0.0,289.0,12_4_8
020120409,223.0,1.0,0.0,0.0,224.0,12_4_9
020120410,242.0,1.0,0.0,0.0,243.0,12_4_10
020120501,212.0,0.0,0.0,0.0,212.0,12_5_1
020120502,283.0,0.0,0.0,0.0,283.0,12_5_2
020120503,543.0,0.0,0.0,0.0,543.0,12_5_3
020120504,277.0,0.0,0.0,0.0,277.0,12_5_4
020120505,341.0,5.0,0.0,0.0,346.0,12_5_5
020120506,301.0,0.0,0.0,0.0,301.0,12_5_6
020120507,327.0,0.0,0.0,0.0,327.0,12_5_7
020120508,421.0,0.0,0.0,0.0,421.0,12_5_8
020120509,309.0,2.0,0.0,0.0,311.0,12_5_9
020120510,284.0,0.0,0.0,0.0,284.0,12_5_10
020120511,327.0,2.0,0.0,0.0,329.0,12_5_11
020120601,320.0,0.0,0.0,0.0,320.0,12_6_1
020120602,352.0,1.0,0.0,0.0,353.0,12_6_2
020120603,255.0,1.0,0.0,0.0,256.0,12_6_3
020120604,347.0,1.0,1.0,0.0,349.0,12_6_4
020120605,385.0,1.0,0.0,0.0,386.0,12_6_5
020120606,378.0,2.0,0.0,0.0,380.0,12_6_6
020120607,331.0,1.0,0.0,0.0,332.0,12_6_7
020120608,286.0,2.0,0.0,0.0,288.0,12_6_8
020120609,300.0,1.0,0.0,0.0,301.0,12_6_9
020120610,314.0,1.0,0.0,0.0,315.0,12_6_10
020120701,317.0,1.0,0.0,0.0,318.0,12_7_1
020120702,309.0,1.0,0.0,0.0,310.0,12_7_2
020120703,325.0,0.0,0.0,0.0,325.0,12_7_3
020120704,357.0,2.0,0.0,0.0,359.0,12_7_4
020120705,288.0,1.0,1.0,0.0,290.0,12_7_5
020120706,343.0,2.0,0.0,0.0,345.0,12_7_6
020120707,300.0,1.0,0.0,0.0,301.0,12_7_7
020120708,364.0,0.0,0.0,0.0,364.0,12_7_8
020120709,551.0,1.0,0.0,0.0,552.0,12_7_9
020120710,474.0,1.0,0.0,0.0,475.0,12_7_10
020120801,546.0,0.0,2.0,0.0,548.0,12_8_1
020120802,273.0,0.0,0.0,0.0,273.0,12_8_2
020120803,324.0,1.0,0.0,0.0,325.0,12_8_3
020120804,259.0,2.0,0.0,0.0,261.0,12_8_4
020120805,344.0,0.0,0.0,0.0,344.0,12_8_5
020120806,351.0,1.0,0.0,0.0,352.0,12_8_6
020120807,364.0,0.0,0.0,0.0,364.0,12_8_7
020120808,414.0,0.0,0.0,0.0,414.0,12_8_8
020120809,396.0,0.0,0.0,0.0,396.0,12_8_9
020120810,289.0,1.0,0.0,0.0,290.0,12_8_10
020120811,262.0,0.0,0.0,0.0,262.0,12_8_11
020120901,324.0,4.0,0.0,0.0,328.0,12_9_1
020120902,419.0,1.0,0.0,0.0,420.0,12_9_2
020120903,382.0,2.0,1.0,0.0,385.0,12_9_3
020120904,385.0,1.0,0.0,0.0,386.0,12_9_4
020120905,357.0,0.0,1.0,0.0,358.0,12_9_5
020120906,365.0,11.0,0.0,0.0,376.0,12_9_6
020120907,307.0,0.0,0.0,0.0,307.0,12_9_7
020121001,362.0,3.0,0.0,0.0,365.0,12_10_1
020121002,389.0,1.0,0.0,0.0,390.0,12_10_2
020121003,287.0,0.0,0.0,0.0,287.0,12_10_3
020121004,263.0,2.0,0.0,0.0,265.0,12_10_4
020121005,285.0,2.0,0.0,0.0,287.0,12_10_5
020121006,352.0,1.0,0.0,0.0,353.0,12_10_6
020121007,294.0,0.0,0.0,0.0,294.0,12_10_7
020121008,475.0,2.0,0.0,0.0,477.0,12_10_8
020121009,317.0,1.0,0.0,0.0,318.0,12_10_9
020121010,297.0,2.0,0.0,0.0,299.0,12_10_10
020121011,344.0,0.0,1.0,0.0,345.0,12_10_11
020121101,327.0,1.0,0.0,0.0,328.0,12_11_1
020121102,265.0,1.0,0.0,0.0,266.0,12_11_2
020121103,254.0,0.0,0.0,0.0,254.0,12_11_3
020121104,342.0,1.0,0.0,0.0,343.0,12_11_4
020121105,286.0,1.0,14.0,5.0,306.0,12_11_5
020121106,317.0,1.0,0.0,0.0,318.0,12_11_6
020121107,330.0,0.0,0.0,0.0,330.0,12_11_7
020121108,344.0,0.0,0.0,0.0,344.0,12_11_8
020121109,373.0,0.0,0.0,0.0,373.0,12_11_9
020121110,281.0,1.0,0.0,0.0,282.0,12_11_10
020121111,275.0,3.0,0.0,0.0,278.0,12_11_11
020121201,271.0,1.0,0.0,0.0,272.0,12_12_1
020121202,501.0,0.0,0.0,0.0,501.0,12_12_2
020121203,508.0,0.0,0.0,0.0,508.0,12_12_3
020121204,356.0,0.0,0.0,0.0,356.0,12_12_4
020121205,328.0,0.0,0.0,0.0,328.0,12_12_5
020121206,260.0,0.0,0.0,0.0,260.0,12_12_6
020121207,385.0,1.0,0.0,0.0,386.0,12_12_7
020121208,265.0,1.0,0.0,0.0,266.0,12_12_8
020121301,405.0,2.0,0.0,0.0,407.0,12_13_1
020121302,387.0,2.0,0.0,0.0,389.0,12_13_2
020121303,720.0,1.0,0.0,0.0,721.0,12_13_3
020121304,525.0,1.0,0.0,0.0,526.0,12_13_4
020121305,475.0,0.0,0.0,0.0,475.0,12_13_5
020121306,395.0,0.0,0.0,0.0,395.0,12_13_6
020121307,248.0,1.0,0.0,0.0,249.0,12_13_7
020121401,364.0,1.0,0.0,0.0,365.0,12_14_1
020121402,400.0,0.0,0.0,0.0,400.0,12_14_2
020121403,307.0,0.0,0.0,0.0,307.0,12_14_3
020121404,406.0,1.0,0.0,0.0,407.0,12_14_4
020121405,421.0,0.0,0.0,0.0,421.0,12_14_5
020121406,313.0,5.0,0.0,0.0,318.0,12_14_6
020121407,428.0,3.0,0.0,0.0,431.0,12_14_7
020121408,466.0,0.0,0.0,0.0,466.0,12_14_8
020121409,324.0,0.0,0.0,0.0,324.0,12_14_9
020121410,438.0,3.0,0.0,0.0,441.0,12_14_10
020121501,359.0,2.0,0.0,0.0,361.0,12_15_1
020121502,422.0,0.0,0.0,0.0,422.0,12_15_2
020121503,420.0,0.0,0.0,0.0,420.0,12_15_3
020121504,417.0,1.0,0.0,0.0,418.0,12_15_4
020121505,392.0,0.0,0.0,0.0,392.0,12_15_5
020121506,343.0,0.0,0.0,0.0,343.0,12_15_6
020121507,383.0,0.0,0.0,0.0,383.0,12_15_7
020121508,363.0,0.0,0.0,0.0,363.0,12_15_8
020121509,426.0,0.0,0.0,0.0,426.0,12_15_9
020121510,297.0,0.0,0.0,0.0,297.0,12_15_10
020121511,271.0,1.0,0.0,0.0,272.0,12_15_11
020121512,284.0,0.0,0.0,0.0,284.0,12_15_12
020121513,260.0,2.0,0.0,0.0,262.0,12_15_13
020121601,394.0,0.0,1.0,0.0,395.0,12_16_1
020121602,360.0,3.0,0.0,0.0,363.0,12_16_2
020121603,359.0,0.0,0.0,0.0,359.0,12_16_3
020121604,500.0,1.0,0.0,0.0,501.0,12_16_4
020121605,596.0,1.0,0.0,0.0,597.0,12_16_5
020121606,613.0,33.0,1.0,0.0,647.0,12_16_6
020121607,335.0,2.0,1.0,0.0,338.0,12_16_7
020121608,522.0,5.0,0.0,1.0,528.0,12_16_8
020121609,362.0,0.0,0.0,0.0,362.0,12_16_9
020121610,329.0,1.0,0.0,0.0,330.0,12_16_10
020121611,334.0,0.0,0.0,0.0,334.0,12_16_11
020121612,316.0,0.0,0.0,0.0,316.0,12_16_12
020121613,200.0,2.0,0.0,0.0,202.0,12_16_13
020121614,174.0,1.0,0.0,0.0,175.0,12_16_14
020121701,354.0,1.0,0.0,0.0,355.0,12_17_1
020121702,377.0,2.0,0.0,0.0,379.0,12_17_2
020121703,333.0,0.0,0.0,0.0,333.0,12_17_3
020121704,300.0,3.0,0.0,0.0,303.0,12_17_4
020121705,437.0,0.0,0.0,0.0,437.0,12_17_5
020121706,414.0,0.0,0.0,0.0,414.0,12_17_6
020121707,369.0,1.0,0.0,0.0,370.0,12_17_7
020121708,554.0,2.0,0.0,0.0,556.0,12_17_8
020121801,226.0,4.0,0.0,1.0,231.0,12_18_1
020121802,320.0,3.0,0.0,0.0,323.0,12_18_2
020121803,300.0,11.0,1.0,0.0,312.0,12_18_3
020121804,307.0,1.0,0.0,0.0,308.0,12_18_4
020121805,301.0,0.0,0.0,0.0,301.0,12_18_5
020121806,310.0,2.0,0.0,0.0,312.0,12_18_6
020121807,334.0,2.0,0.0,0.0,336.0,12_18_7
020121808,324.0,3.0,1.0,0.0,328.0,12_18_8
020121809,289.0,1.0,0.0,0.0,290.0,12_18_9
020121810,284.0,0.0,0.0,0.0,284.0,12_18_10
020121811,230.0,1.0,0.0,0.0,231.0,12_18_11
020121812,436.0,0.0,0.0,0.0,436.0,12_18_12
020121813,305.0,1.0,0.0,0.0,306.0,12_18_13
020121901,351.0,1.0,0.0,0.0,352.0,12_19_1
020121902,225.0,0.0,0.0,0.0,225.0,12_19_2
020121903,282.0,1.0,0.0,0.0,283.0,12_19_3
020121904,365.0,2.0,0.0,0.0,367.0,12_19_4
020121905,404.0,1.0,0.0,1.0,406.0,12_19_5
020121906,354.0,2.0,0.0,0.0,356.0,12_19_6
020121907,344.0,2.0,0.0,0.0,346.0,12_19_7
020121908,333.0,1.0,0.0,0.0,334.0,12_19_8
020121909,316.0,0.0,0.0,0.0,316.0,12_19_9
020121910,355.0,5.0,0.0,0.0,360.0,12_19_10
020121911,370.0,0.0,1.0,0.0,371.0,12_19_11
020121912,305.0,1.0,0.0,0.0,306.0,12_19_12
020121913,283.0,3.0,0.0,0.0,286.0,12_19_13
020122001,315.0,2.0,0.0,0.0,317.0,12_20_1
020122002,559.0,0.0,0.0,0.0,559.0,12_20_2
020122003,411.0,0.0,0.0,0.0,411.0,12_20_3
020122004,391.0,0.0,0.0,0.0,391.0,12_20_4
020122005,382.0,0.0,0.0,0.0,382.0,12_20_5
020122006,406.0,1.0,0.0,0.0,407.0,12_20_6
020122007,341.0,0.0,0.0,0.0,341.0,12_20_7
020122008,351.0,14.0,0.0,0.0,365.0,12_20_8
020122101,467.0,0.0,0.0,0.0,467.0,12_21_1
020122102,434.0,1.0,0.0,0.0,435.0,12_21_2
020122103,357.0,3.0,0.0,0.0,360.0,12_21_3
020122104,421.0,0.0,0.0,0.0,421.0,12_21_4
020122105,297.0,0.0,0.0,0.0,297.0,12_21_5
020122106,323.0,1.0,1.0,0.0,325.0,12_21_6
020122107,337.0,3.0,0.0,0.0,340.0,12_21_7
020122108,315.0,3.0,0.0,0.0,318.0,12_21_8
020122109,284.0,2.0,0.0,0.0,286.0,12_21_9
020122110,256.0,2.0,0.0,0.0,258.0,12_21_10
020122201,289.0,4.0,1.0,0.0,294.0,12_22_1
020122202,360.0,1.0,0.0,0.0,361.0,12_22_2
020122203,297.0,0.0,2.0,0.0,299.0,12_22_3
020122204,299.0,0.0,0.0,0.0,299.0,12_22_4
020122205,434.0,0.0,1.0,0.0,435.0,12_22_5
020122206,448.0,0.0,0.0,0.0,448.0,12_22_6
020122207,457.0,2.0,0.0,0.0,459.0,12_22_7
020122208,363.0,0.0,0.0,0.0,363.0,12_22_8
020122209,365.0,0.0,0.0,0.0,365.0,12_22_9
020122210,368.0,1.0,0.0,0.0,369.0,12_22_10
020122211,369.0,2.0,0.0,0.0,371.0,12_22_11
020130101,296.0,0.0,0.0,0.0,296.0,13_1_1
020130102,343.0,0.0,0.0,0.0,343.0,13_1_2
020130103,258.0,0.0,0.0,0.0,258.0,13_1_3
020130104,366.0,1.0,0.0,0.0,367.0,13_1_4
020130105,417.0,0.0,0.0,0.0,417.0,13_1_5
020130106,384.0,1.0,0.0,0.0,385.0,13_1_6
020130107,185.0,0.0,0.0,0.0,185.0,13_1_7
020130108,234.0,0.0,0.0,0.0,234.0,13_1_8
020130109,216.0,0.0,0.0,0.0,216.0,13_1_9
020130110,314.0,0.0,0.0,0.0,314.0,13_1_10
020130111,300.0,0.0,0.0,0.0,300.0,13_1_11
020130112,246.0,0.0,0.0,0.0,246.0,13_1_12
020130113,245.0,0.0,0.0,0.0,245.0,13_1_13
020130114,256.0,0.0,0.0,0.0,256.0,13_1_14
020130201,540.0,3.0,0.0,0.0,543.0,13_2_1
020130202,358.0,0.0,0.0,0.0,358.0,13_2_2
020130203,259.0,0.0,0.0,0.0,259.0,13_2_3
020130204,239.0,0.0,0.0,0.0,239.0,13_2_4
020130205,330.0,0.0,0.0,0.0,330.0,13_2_5
020130206,466.0,3.0,0.0,0.0,469.0,13_2_6
020130207,300.0,0.0,0.0,0.0,300.0,13_2_7
020130208,252.0,1.0,0.0,0.0,253.0,13_2_8
020130209,396.0,0.0,0.0,0.0,396.0,13_2_9
020130210,456.0,1.0,0.0,0.0,457.0,13_2_10
020130211,291.0,2.0,0.0,0.0,293.0,13_2_11
020130301,377.0,0.0,0.0,0.0,377.0,13_3_1
020130302,268.0,2.0,0.0,0.0,270.0,13_3_2
020130303,352.0,0.0,0.0,0.0,352.0,13_3_3
020130304,431.0,1.0,0.0,0.0,432.0,13_3_4
020130305,312.0,0.0,0.0,0.0,312.0,13_3_5
020130306,271.0,0.0,0.0,0.0,271.0,13_3_6
020130307,290.0,0.0,0.0,0.0,290.0,13_3_7
020130308,278.0,0.0,0.0,0.0,278.0,13_3_8
020130309,351.0,3.0,0.0,0.0,354.0,13_3_9
020130310,447.0,0.0,0.0,0.0,447.0,13_3_10
020130401,291.0,0.0,0.0,0.0,291.0,13_4_1
020130402,346.0,4.0,0.0,0.0,350.0,13_4_2
020130403,290.0,0.0,0.0,0.0,290.0,13_4_3
020130404,428.0,2.0,0.0,0.0,430.0,13_4_4
020130405,363.0,0.0,0.0,0.0,363.0,13_4_5
020130406,400.0,0.0,0.0,0.0,400.0,13_4_6
020130407,296.0,0.0,0.0,0.0,296.0,13_4_7
020130408,265.0,0.0,0.0,0.0,265.0,13_4_8
020130409,339.0,2.0,0.0,0.0,341.0,13_4_9
020130410,236.0,0.0,0.0,0.0,236.0,13_4_10
020130411,345.0,0.0,0.0,0.0,345.0,13_4_11
020130412,612.0,1.0,0.0,0.0,613.0,13_4_12
020130413,315.0,0.0,1.0,0.0,316.0,13_4_13
020130414,326.0,1.0,0.0,0.0,327.0,13_4_14
020130501,344.0,0.0,0.0,0.0,344.0,13_5_1
020130502,403.0,0.0,0.0,0.0,403.0,13_5_2
020130503,529.0,0.0,0.0,0.0,529.0,13_5_3
020130504,478.0,0.0,0.0,0.0,478.0,13_5_4
020130505,352.0,3.0,4.0,0.0,359.0,13_5_5
020130506,436.0,1.0,0.0,0.0,437.0,13_5_6
