Código,A red pública (cloaca),A cámara séptica y pozo ciego,Sólo a pozo ciego,"A hoyo, excavación en la tierra, etc.",Total,CO_FRAC_RA
020041305,391.0,0.0,0.0,0.0,391.0,4_13_5
020041306,204.0,0.0,0.0,0.0,204.0,4_13_6
020041307,399.0,1.0,0.0,0.0,400.0,4_13_7
020041308,149.0,0.0,0.0,0.0,149.0,4_13_8
020041309,168.0,2.0,0.0,0.0,170.0,4_13_9
020041310,202.0,0.0,0.0,0.0,202.0,4_13_10
020041311,447.0,1.0,0.0,0.0,448.0,4_13_11
020041401,263.0,1.0,0.0,0.0,264.0,4_14_1
020041402,257.0,2.0,0.0,0.0,259.0,4_14_2
020041403,249.0,5.0,1.0,0.0,255.0,4_14_3
020041404,493.0,2.0,0.0,0.0,495.0,4_14_4
020041405,302.0,0.0,0.0,0.0,302.0,4_14_5
020041406,208.0,0.0,0.0,0.0,208.0,4_14_6
020041407,289.0,0.0,0.0,0.0,289.0,4_14_7
020041408,391.0,19.0,0.0,0.0,410.0,4_14_8
020041409,262.0,0.0,0.0,0.0,262.0,4_14_9
020041501,259.0,0.0,0.0,0.0,259.0,4_15_1
020041502,624.0,0.0,0.0,0.0,624.0,4_15_2
020041503,483.0,0.0,0.0,0.0,483.0,4_15_3
020041504,297.0,0.0,0.0,0.0,297.0,4_15_4
020041505,218.0,1.0,0.0,0.0,219.0,4_15_5
020041506,236.0,1.0,0.0,0.0,237.0,4_15_6
020041507,273.0,0.0,0.0,0.0,273.0,4_15_7
020041508,270.0,0.0,0.0,0.0,270.0,4_15_8
020041509,253.0,0.0,0.0,0.0,253.0,4_15_9
020041510,186.0,1.0,0.0,0.0,187.0,4_15_10
020041601,259.0,0.0,0.0,0.0,259.0,4_16_1
020041602,927.0,2.0,0.0,0.0,929.0,4_16_2
020041603,438.0,0.0,0.0,0.0,438.0,4_16_3
020041604,262.0,1.0,1.0,0.0,264.0,4_16_4
020041605,412.0,0.0,0.0,0.0,412.0,4_16_5
020041606,225.0,0.0,0.0,0.0,225.0,4_16_6
020041607,155.0,0.0,0.0,0.0,155.0,4_16_7
020041608,210.0,1.0,0.0,0.0,211.0,4_16_8
020041609,426.0,0.0,2.0,0.0,428.0,4_16_9
020041610,274.0,0.0,0.0,0.0,274.0,4_16_10
020041701,221.0,0.0,0.0,0.0,221.0,4_17_1
020041702,240.0,0.0,0.0,0.0,240.0,4_17_2
020041703,214.0,3.0,0.0,0.0,217.0,4_17_3
020041704,296.0,0.0,0.0,0.0,296.0,4_17_4
020041705,328.0,0.0,0.0,0.0,328.0,4_17_5
020041706,280.0,0.0,0.0,0.0,280.0,4_17_6
020041707,251.0,4.0,0.0,0.0,255.0,4_17_7
020041708,347.0,3.0,1.0,0.0,351.0,4_17_8
020041709,337.0,0.0,0.0,0.0,337.0,4_17_9
020041710,274.0,2.0,0.0,0.0,276.0,4_17_10
020041801,20.0,4.0,0.0,17.0,41.0,4_18_1
020041901,233.0,17.0,0.0,1.0,251.0,4_19_1
020041902,255.0,4.0,0.0,0.0,259.0,4_19_2
020041903,315.0,2.0,0.0,0.0,317.0,4_19_3
020041904,326.0,10.0,3.0,0.0,339.0,4_19_4
020041905,283.0,2.0,0.0,0.0,285.0,4_19_5
020041906,315.0,14.0,0.0,0.0,329.0,4_19_6
020041907,217.0,2.0,1.0,0.0,220.0,4_19_7
020041908,424.0,15.0,6.0,0.0,445.0,4_19_8
020041909,314.0,4.0,4.0,1.0,323.0,4_19_9
020041910,258.0,3.0,0.0,0.0,261.0,4_19_10
020042001,308.0,11.0,1.0,0.0,320.0,4_20_1
020042002,253.0,3.0,0.0,0.0,256.0,4_20_2
020042003,261.0,7.0,3.0,0.0,271.0,4_20_3
020042004,192.0,2.0,1.0,0.0,195.0,4_20_4
020042005,195.0,4.0,2.0,0.0,201.0,4_20_5
020042006,286.0,6.0,2.0,0.0,294.0,4_20_6
020042007,279.0,10.0,1.0,0.0,290.0,4_20_7
020042008,226.0,9.0,3.0,0.0,238.0,4_20_8
020042009,266.0,10.0,2.0,1.0,279.0,4_20_9
020042010,337.0,17.0,2.0,0.0,356.0,4_20_10
020042011,310.0,4.0,2.0,0.0,316.0,4_20_11
020042012,468.0,2.0,0.0,0.0,470.0,4_20_12
020042101,212.0,12.0,2.0,0.0,226.0,4_21_1
020042102,219.0,12.0,2.0,0.0,233.0,4_21_2
020042103,207.0,0.0,0.0,0.0,207.0,4_21_3
020042104,201.0,9.0,2.0,0.0,212.0,4_21_4
020042105,237.0,1.0,0.0,0.0,238.0,4_21_5
020042106,262.0,1.0,1.0,0.0,264.0,4_21_6
020042107,262.0,6.0,4.0,0.0,272.0,4_21_7
020042108,268.0,10.0,2.0,0.0,280.0,4_21_8
020042109,212.0,10.0,2.0,0.0,224.0,4_21_9
020042110,175.0,6.0,0.0,1.0,182.0,4_21_10
020042111,264.0,10.0,4.0,0.0,278.0,4_21_11
020042112,173.0,3.0,8.0,0.0,184.0,4_21_12
020042201,257.0,0.0,0.0,0.0,257.0,4_22_1
020042202,272.0,0.0,0.0,0.0,272.0,4_22_2
020042203,350.0,1.0,0.0,0.0,351.0,4_22_3
020042204,495.0,0.0,0.0,0.0,495.0,4_22_4
020042205,275.0,5.0,0.0,0.0,280.0,4_22_5
020042206,254.0,0.0,1.0,0.0,255.0,4_22_6
020042207,397.0,1.0,3.0,0.0,401.0,4_22_7
020042208,352.0,7.0,2.0,0.0,361.0,4_22_8
020042209,258.0,1.0,0.0,0.0,259.0,4_22_9
020042210,225.0,4.0,0.0,0.0,229.0,4_22_10
020042211,286.0,4.0,0.0,0.0,290.0,4_22_11
020042212,216.0,1.0,0.0,0.0,217.0,4_22_12
020042301,263.0,7.0,2.0,0.0,272.0,4_23_1
020042302,282.0,5.0,0.0,0.0,287.0,4_23_2
020042303,231.0,5.0,0.0,0.0,236.0,4_23_3
020042304,256.0,9.0,0.0,0.0,265.0,4_23_4
020042305,212.0,15.0,0.0,0.0,227.0,4_23_5
020042306,298.0,6.0,0.0,0.0,304.0,4_23_6
020042307,226.0,4.0,1.0,1.0,232.0,4_23_7
020042308,285.0,0.0,0.0,0.0,285.0,4_23_8
020042309,142.0,4.0,4.0,0.0,150.0,4_23_9
020042310,249.0,4.0,0.0,0.0,253.0,4_23_10
020042311,205.0,1.0,0.0,0.0,206.0,4_23_11
020042312,189.0,11.0,6.0,20.0,226.0,4_23_12
020042401,374.0,20.0,8.0,0.0,402.0,4_24_1
020042402,496.0,18.0,9.0,0.0,523.0,4_24_2
020042403,336.0,25.0,10.0,0.0,371.0,4_24_3
020042404,485.0,20.0,12.0,1.0,518.0,4_24_4
020042405,321.0,15.0,51.0,5.0,392.0,4_24_5
020042406,257.0,50.0,39.0,26.0,372.0,4_24_6
020042501,358.0,93.0,217.0,4.0,672.0,4_25_1
020042502,537.0,22.0,33.0,9.0,601.0,4_25_2
020042503,994.0,25.0,36.0,8.0,1063.0,4_25_3
020042504,477.0,35.0,43.0,2.0,557.0,4_25_4
020042601,233.0,11.0,1.0,0.0,245.0,4_26_1
020042602,273.0,7.0,0.0,0.0,280.0,4_26_2
020042603,320.0,13.0,2.0,0.0,335.0,4_26_3
020050101,251.0,2.0,0.0,0.0,253.0,5_1_1
020050102,410.0,0.0,1.0,0.0,411.0,5_1_2
020050103,359.0,0.0,2.0,0.0,361.0,5_1_3
020050104,313.0,0.0,0.0,0.0,313.0,5_1_4
020050105,472.0,0.0,0.0,0.0,472.0,5_1_5
020050106,203.0,0.0,0.0,0.0,203.0,5_1_6
020050107,302.0,0.0,0.0,0.0,302.0,5_1_7
020050108,322.0,1.0,0.0,0.0,323.0,5_1_8
020050109,348.0,0.0,1.0,0.0,349.0,5_1_9
020050110,312.0,0.0,0.0,0.0,312.0,5_1_10
020050201,333.0,2.0,0.0,0.0,335.0,5_2_1
020050202,270.0,0.0,0.0,0.0,270.0,5_2_2
020050203,324.0,1.0,0.0,0.0,325.0,5_2_3
020050204,460.0,1.0,0.0,0.0,461.0,5_2_4
020050205,222.0,0.0,0.0,0.0,222.0,5_2_5
020050206,255.0,3.0,0.0,0.0,258.0,5_2_6
020050207,233.0,0.0,0.0,0.0,233.0,5_2_7
020050208,433.0,0.0,0.0,0.0,433.0,5_2_8
020050209,336.0,0.0,0.0,0.0,336.0,5_2_9
020050210,262.0,2.0,0.0,0.0,264.0,5_2_10
020050211,394.0,0.0,0.0,0.0,394.0,5_2_11
020050301,319.0,0.0,0.0,0.0,319.0,5_3_1
020050302,441.0,2.0,0.0,0.0,443.0,5_3_2
020050303,177.0,0.0,0.0,0.0,177.0,5_3_3
020050304,233.0,2.0,0.0,0.0,235.0,5_3_4
020050305,336.0,0.0,0.0,0.0,336.0,5_3_5
020050306,303.0,0.0,0.0,0.0,303.0,5_3_6
020050307,293.0,4.0,0.0,0.0,297.0,5_3_7
020050308,163.0,0.0,0.0,0.0,163.0,5_3_8
020050309,290.0,1.0,0.0,0.0,291.0,5_3_9
020050310,239.0,2.0,0.0,0.0,241.0,5_3_10
020050311,386.0,0.0,0.0,0.0,386.0,5_3_11
020050401,417.0,3.0,0.0,0.0,420.0,5_4_1
020050402,345.0,2.0,0.0,0.0,347.0,5_4_2
020050403,317.0,1.0,0.0,0.0,318.0,5_4_3
020050404,338.0,0.0,0.0,0.0,338.0,5_4_4
020050405,330.0,1.0,0.0,0.0,331.0,5_4_5
020050406,478.0,0.0,0.0,0.0,478.0,5_4_6
020050407,251.0,2.0,0.0,0.0,253.0,5_4_7
020050408,510.0,6.0,0.0,0.0,516.0,5_4_8
020050409,323.0,0.0,0.0,0.0,323.0,5_4_9
020050501,347.0,1.0,0.0,0.0,348.0,5_5_1
020050502,591.0,1.0,0.0,0.0,592.0,5_5_2
020050503,370.0,0.0,0.0,0.0,370.0,5_5_3
020050504,288.0,0.0,0.0,0.0,288.0,5_5_4
020050505,243.0,1.0,0.0,0.0,244.0,5_5_5
020050506,315.0,0.0,0.0,0.0,315.0,5_5_6
020050507,422.0,0.0,0.0,0.0,422.0,5_5_7
020050508,324.0,0.0,0.0,0.0,324.0,5_5_8
020050601,304.0,0.0,0.0,0.0,304.0,5_6_1
020050602,437.0,0.0,0.0,0.0,437.0,5_6_2
020050603,438.0,0.0,0.0,0.0,438.0,5_6_3
020050604,659.0,0.0,0.0,0.0,659.0,5_6_4
020050605,558.0,0.0,0.0,0.0,558.0,5_6_5
020050606,404.0,3.0,0.0,0.0,407.0,5_6_6
020050607,417.0,1.0,0.0,0.0,418.0,5_6_7
020050608,384.0,0.0,0.0,0.0,384.0,5_6_8
020050701,529.0,0.0,0.0,0.0,529.0,5_7_1
020050702,214.0,0.0,0.0,0.0,214.0,5_7_2
020050703,275.0,1.0,0.0,0.0,276.0,5_7_3
020050704,604.0,1.0,0.0,0.0,605.0,5_7_4
020050705,618.0,0.0,0.0,0.0,618.0,5_7_5
020050706,266.0,1.0,0.0,0.0,267.0,5_7_6
020050707,192.0,3.0,1.0,0.0,196.0,5_7_7
020050708,393.0,1.0,0.0,0.0,394.0,5_7_8
020050801,522.0,4.0,0.0,0.0,526.0,5_8_1
020050802,320.0,0.0,0.0,0.0,320.0,5_8_2
020050803,504.0,0.0,0.0,0.0,504.0,5_8_3
020050804,449.0,3.0,0.0,0.0,452.0,5_8_4
020050805,175.0,0.0,0.0,0.0,175.0,5_8_5
020050806,394.0,0.0,0.0,0.0,394.0,5_8_6
020050807,397.0,1.0,0.0,1.0,399.0,5_8_7
020050808,339.0,4.0,0.0,0.0,343.0,5_8_8
020050809,333.0,0.0,0.0,0.0,333.0,5_8_9
020050901,472.0,0.0,0.0,0.0,472.0,5_9_1
020050902,287.0,0.0,0.0,0.0,287.0,5_9_2
020050903,268.0,0.0,0.0,0.0,268.0,5_9_3
020050904,232.0,0.0,0.0,0.0,232.0,5_9_4
020050905,260.0,0.0,0.0,0.0,260.0,5_9_5
020050906,245.0,0.0,0.0,0.0,245.0,5_9_6
020050907,220.0,0.0,0.0,0.0,220.0,5_9_7
020050908,450.0,2.0,0.0,0.0,452.0,5_9_8
020050909,431.0,0.0,0.0,1.0,432.0,5_9_9
020050910,338.0,3.0,0.0,0.0,341.0,5_9_10
020051001,532.0,0.0,0.0,0.0,532.0,5_10_1
020051002,547.0,0.0,0.0,0.0,547.0,5_10_2
020051003,151.0,0.0,1.0,0.0,152.0,5_10_3
020051004,250.0,4.0,0.0,0.0,254.0,5_10_4
020051005,269.0,0.0,0.0,0.0,269.0,5_10_5
020051006,308.0,1.0,0.0,0.0,309.0,5_10_6
020051007,547.0,0.0,1.0,0.0,548.0,5_10_7
020051008,303.0,4.0,0.0,0.0,307.0,5_10_8
020051009,341.0,0.0,0.0,0.0,341.0,5_10_9
020051010,255.0,0.0,1.0,0.0,256.0,5_10_10
020051101,523.0,0.0,1.0,0.0,524.0,5_11_1
020051102,387.0,2.0,0.0,0.0,389.0,5_11_2
020051103,281.0,0.0,0.0,0.0,281.0,5_11_3
020051104,330.0,1.0,0.0,0.0,331.0,5_11_4
020051105,318.0,1.0,0.0,0.0,319.0,5_11_5
020051106,314.0,0.0,0.0,0.0,314.0,5_11_6
020051107,465.0,1.0,0.0,0.0,466.0,5_11_7
020051108,321.0,0.0,0.0,0.0,321.0,5_11_8
020051109,458.0,0.0,0.0,0.0,458.0,5_11_9
020051110,353.0,0.0,0.0,0.0,353.0,5_11_10
020051201,289.0,0.0,0.0,1.0,290.0,5_12_1
020051202,834.0,3.0,0.0,0.0,837.0,5_12_2
020051203,423.0,1.0,0.0,0.0,424.0,5_12_3
020051204,328.0,0.0,0.0,0.0,328.0,5_12_4
020051205,198.0,0.0,0.0,0.0,198.0,5_12_5
020051206,768.0,1.0,0.0,0.0,769.0,5_12_6
020051207,336.0,0.0,0.0,0.0,336.0,5_12_7
020051301,396.0,0.0,0.0,0.0,396.0,5_13_1
020051302,317.0,0.0,0.0,0.0,317.0,5_13_2
020051303,365.0,0.0,0.0,0.0,365.0,5_13_3
020051304,315.0,1.0,0.0,0.0,316.0,5_13_4
020051305,330.0,2.0,0.0,0.0,332.0,5_13_5
020051306,373.0,2.0,0.0,0.0,375.0,5_13_6
020051307,314.0,0.0,0.0,0.0,314.0,5_13_7
020051308,421.0,0.0,0.0,0.0,421.0,5_13_8
020051309,422.0,0.0,0.0,0.0,422.0,5_13_9
020051401,272.0,1.0,1.0,0.0,274.0,5_14_1
020051402,325.0,1.0,0.0,0.0,326.0,5_14_2
020051403,538.0,1.0,0.0,0.0,539.0,5_14_3
020051404,421.0,0.0,0.0,0.0,421.0,5_14_4
020051405,781.0,1.0,0.0,0.0,782.0,5_14_5
020051406,526.0,0.0,0.0,0.0,526.0,5_14_6
020051407,168.0,0.0,0.0,0.0,168.0,5_14_7
020051408,274.0,1.0,0.0,0.0,275.0,5_14_8
020051409,425.0,0.0,0.0,0.0,425.0,5_14_9
020051501,497.0,2.0,0.0,0.0,499.0,5_15_1
020051502,530.0,0.0,0.0,0.0,530.0,5_15_2
020051503,264.0,1.0,0.0,0.0,265.0,5_15_3
020051504,568.0,0.0,0.0,0.0,568.0,5_15_4
020051505,453.0,1.0,0.0,0.0,454.0,5_15_5
020051506,329.0,1.0,0.0,0.0,330.0,5_15_6
020051507,309.0,3.0,1.0,0.0,313.0,5_15_7
020051508,308.0,2.0,0.0,0.0,310.0,5_15_8
020051509,168.0,0.0,0.0,0.0,168.0,5_15_9
020051601,401.0,3.0,0.0,0.0,404.0,5_16_1
020051602,280.0,0.0,0.0,0.0,280.0,5_16_2
020051603,214.0,0.0,0.0,0.0,214.0,5_16_3
020051604,382.0,2.0,0.0,0.0,384.0,5_16_4
020051605,376.0,0.0,0.0,0.0,376.0,5_16_5
020051606,309.0,0.0,0.0,0.0,309.0,5_16_6
020051607,239.0,0.0,0.0,0.0,239.0,5_16_7
020051608,376.0,0.0,0.0,0.0,376.0,5_16_8
020051609,390.0,1.0,0.0,0.0,391.0,5_16_9
020051610,369.0,0.0,0.0,0.0,369.0,5_16_10
020051611,424.0,0.0,0.0,0.0,424.0,5_16_11
020051701,290.0,0.0,0.0,0.0,290.0,5_17_1
020051702,348.0,1.0,0.0,0.0,349.0,5_17_2
020051703,317.0,0.0,0.0,0.0,317.0,5_17_3
020051704,298.0,0.0,0.0,0.0,298.0,5_17_4
020051705,306.0,3.0,0.0,0.0,309.0,5_17_5
020051706,338.0,3.0,0.0,0.0,341.0,5_17_6
020051707,329.0,0.0,0.0,0.0,329.0,5_17_7
020051708,385.0,0.0,0.0,0.0,385.0,5_17_8
020051709,252.0,0.0,1.0,0.0,253.0,5_17_9
020051710,280.0,0.0,0.0,0.0,280.0,5_17_10
020051711,427.0,1.0,0.0,0.0,428.0,5_17_11
020051801,422.0,1.0,0.0,0.0,423.0,5_18_1
020051802,365.0,3.0,0.0,1.0,369.0,5_18_2
020051803,343.0,0.0,0.0,0.0,343.0,5_18_3
020051804,276.0,0.0,0.0,0.0,276.0,5_18_4
020051805,309.0,26.0,1.0,0.0,336.0,5_18_5
020051806,239.0,2.0,1.0,0.0,242.0,5_18_6
020051807,309.0,0.0,0.0,0.0,309.0,5_18_7
020051808,147.0,1.0,0.0,0.0,148.0,5_18_8
020051809,264.0,2.0,1.0,0.0,267.0,5_18_9
020051810,344.0,0.0,0.0,0.0,344.0,5_18_10
020051811,315.0,0.0,0.0,0.0,315.0,5_18_11
020051901,344.0,0.0,0.0,0.0,344.0,5_19_1
020051902,281.0,1.0,0.0,0.0,282.0,5_19_2
020051903,402.0,5.0,0.0,0.0,407.0,5_19_3
020051904,397.0,0.0,0.0,0.0,397.0,5_19_4
020051905,330.0,4.0,0.0,0.0,334.0,5_19_5
020051906,330.0,0.0,0.0,0.0,330.0,5_19_6
020051907,198.0,1.0,0.0,0.0,199.0,5_19_7
020051908,429.0,0.0,0.0,0.0,429.0,5_19_8
020051909,294.0,0.0,0.0,0.0,294.0,5_19_9
020051910,363.0,1.0,0.0,0.0,364.0,5_19_10
020051911,435.0,2.0,0.0,0.0,437.0,5_19_11
020052001,302.0,1.0,0.0,0.0,303.0,5_20_1
020052002,410.0,0.0,0.0,0.0,410.0,5_20_2
020052003,371.0,11.0,2.0,0.0,384.0,5_20_3
020052004,309.0,3.0,0.0,0.0,312.0,5_20_4
020052005,328.0,4.0,0.0,0.0,332.0,5_20_5
020052006,285.0,0.0,0.0,0.0,285.0,5_20_6
020052007,307.0,8.0,0.0,0.0,315.0,5_20_7
020052008,316.0,1.0,0.0,0.0,317.0,5_20_8
020052009,322.0,3.0,0.0,0.0,325.0,5_20_9
020052010,368.0,4.0,0.0,0.0,372.0,5_20_10
020052011,300.0,1.0,0.0,0.0,301.0,5_20_11
020052012,286.0,10.0,0.0,0.0,296.0,5_20_12
020052101,378.0,0.0,0.0,0.0,378.0,5_21_1
020052102,343.0,0.0,0.0,0.0,343.0,5_21_2
020052103,209.0,0.0,0.0,0.0,209.0,5_21_3
020052104,367.0,0.0,1.0,0.0,368.0,5_21_4
020052105,266.0,0.0,0.0,0.0,266.0,5_21_5
020052106,337.0,0.0,0.0,0.0,337.0,5_21_6
020052107,255.0,2.0,0.0,0.0,257.0,5_21_7
020052108,238.0,7.0,0.0,0.0,245.0,5_21_8
020052109,224.0,3.0,0.0,0.0,227.0,5_21_9
020052110,251.0,2.0,0.0,0.0,253.0,5_21_10
020052111,243.0,2.0,0.0,0.0,245.0,5_21_11
020052201,260.0,0.0,0.0,0.0,260.0,5_22_1
020052202,292.0,0.0,0.0,0.0,292.0,5_22_2
020052203,255.0,0.0,1.0,0.0,256.0,5_22_3
020052204,358.0,4.0,0.0,0.0,362.0,5_22_4
020052205,271.0,5.0,0.0,1.0,277.0,5_22_5
020052206,332.0,0.0,0.0,0.0,332.0,5_22_6
020052207,723.0,0.0,0.0,1.0,724.0,5_22_7
020052208,240.0,5.0,0.0,0.0,245.0,5_22_8
020052209,276.0,2.0,0.0,0.0,278.0,5_22_9
020052210,293.0,2.0,0.0,0.0,295.0,5_22_10
020052211,317.0,3.0,0.0,0.0,320.0,5_22_11
020052212,325.0,1.0,0.0,0.0,326.0,5_22_12
020052213,210.0,0.0,0.0,0.0,210.0,5_22_13
020060101,242.0,0.0,0.0,0.0,242.0,6_1_1
020060102,345.0,0.0,0.0,0.0,345.0,6_1_2
020060103,347.0,0.0,0.0,0.0,347.0,6_1_3
020060104,272.0,0.0,0.0,0.0,272.0,6_1_4
020060105,429.0,0.0,0.0,0.0,429.0,6_1_5
020060106,345.0,3.0,0.0,0.0,348.0,6_1_6
020060107,258.0,2.0,0.0,0.0,260.0,6_1_7
020060108,298.0,0.0,0.0,0.0,298.0,6_1_8
020060109,227.0,0.0,0.0,0.0,227.0,6_1_9
020060110,145.0,0.0,0.0,0.0,145.0,6_1_10
020060111,253.0,0.0,0.0,0.0,253.0,6_1_11
020060112,290.0,2.0,0.0,0.0,292.0,6_1_12
020060201,387.0,0.0,0.0,0.0,387.0,6_2_1
020060202,334.0,0.0,0.0,0.0,334.0,6_2_2
020060203,242.0,0.0,0.0,0.0,242.0,6_2_3
020060204,247.0,0.0,0.0,0.0,247.0,6_2_4
020060205,225.0,1.0,0.0,0.0,226.0,6_2_5
020060206,342.0,0.0,0.0,0.0,342.0,6_2_6
020060207,346.0,0.0,0.0,0.0,346.0,6_2_7
020060208,368.0,0.0,0.0,0.0,368.0,6_2_8
020060209,252.0,0.0,0.0,0.0,252.0,6_2_9
020060210,333.0,1.0,0.0,0.0,334.0,6_2_10
020060211,508.0,0.0,0.0,0.0,508.0,6_2_11
020060301,366.0,1.0,0.0,0.0,367.0,6_3_1
020060302,276.0,0.0,1.0,0.0,277.0,6_3_2
020060303,346.0,3.0,0.0,0.0,349.0,6_3_3
020060304,243.0,0.0,0.0,0.0,243.0,6_3_4
020060305,258.0,2.0,0.0,0.0,260.0,6_3_5
020060306,352.0,4.0,0.0,0.0,356.0,6_3_6
020060307,369.0,1.0,0.0,0.0,370.0,6_3_7
020060308,302.0,2.0,0.0,0.0,304.0,6_3_8
020060309,451.0,0.0,0.0,0.0,451.0,6_3_9
020060310,393.0,0.0,0.0,0.0,393.0,6_3_10
020060401,199.0,9.0,0.0,0.0,208.0,6_4_1
020060402,227.0,0.0,0.0,0.0,227.0,6_4_2
020060403,339.0,0.0,0.0,0.0,339.0,6_4_3
020060404,319.0,0.0,0.0,0.0,319.0,6_4_4
020060405,282.0,5.0,0.0,0.0,287.0,6_4_5
020060406,319.0,3.0,0.0,0.0,322.0,6_4_6
020060407,238.0,4.0,0.0,0.0,242.0,6_4_7
020060408,368.0,1.0,1.0,0.0,370.0,6_4_8
020060409,322.0,0.0,0.0,0.0,322.0,6_4_9
020060410,339.0,0.0,0.0,0.0,339.0,6_4_10
020060411,345.0,0.0,0.0,0.0,345.0,6_4_11
020060501,383.0,0.0,0.0,0.0,383.0,6_5_1
020060502,453.0,0.0,0.0,0.0,453.0,6_5_2
020060503,372.0,0.0,0.0,0.0,372.0,6_5_3
020060504,293.0,0.0,0.0,0.0,293.0,6_5_4
020060505,390.0,1.0,0.0,0.0,391.0,6_5_5
020060506,303.0,1.0,0.0,0.0,304.0,6_5_6
020060507,334.0,0.0,0.0,0.0,334.0,6_5_7
020060508,205.0,0.0,0.0,0.0,205.0,6_5_8
020060509,237.0,0.0,0.0,0.0,237.0,6_5_9
020060510,406.0,1.0,0.0,0.0,407.0,6_5_10
020060511,416.0,0.0,0.0,0.0,416.0,6_5_11
020060512,156.0,1.0,0.0,0.0,157.0,6_5_12
020060601,546.0,0.0,0.0,0.0,546.0,6_6_1
020060602,791.0,0.0,0.0,0.0,791.0,6_6_2
020060603,508.0,0.0,0.0,0.0,508.0,6_6_3
020060604,226.0,0.0,0.0,0.0,226.0,6_6_4
020060605,200.0,0.0,0.0,0.0,200.0,6_6_5
020060606,331.0,0.0,0.0,0.0,331.0,6_6_6
020060607,350.0,0.0,0.0,0.0,350.0,6_6_7
020060608,407.0,0.0,0.0,0.0,407.0,6_6_8
020060609,356.0,0.0,0.0,0.0,356.0,6_6_9
020060701,280.0,0.0,0.0,0.0,280.0,6_7_1
020060702,343.0,0.0,0.0,0.0,343.0,6_7_2
020060703,276.0,0.0,0.0,0.0,276.0,6_7_3
020060704,354.0,0.0,12.0,0.0,366.0,6_7_4
020060705,358.0,0.0,0.0,0.0,358.0,6_7_5
020060706,255.0,4.0,0.0,0.0,259.0,6_7_6
020060707,399.0,0.0,0.0,0.0,399.0,6_7_7
020060708,307.0,0.0,0.0,0.0,307.0,6_7_8
020060709,320.0,0.0,0.0,0.0,320.0,6_7_9
020060710,325.0,0.0,1.0,0.0,326.0,6_7_10
020060711,293.0,0.0,0.0,0.0,293.0,6_7_11
020060712,286.0,0.0,0.0,0.0,286.0,6_7_12
020060713,235.0,1.0,0.0,0.0,236.0,6_7_13
020060801,355.0,0.0,0.0,0.0,355.0,6_8_1
020060802,455.0,1.0,0.0,0.0,456.0,6_8_2
020060803,260.0,0.0,0.0,0.0,260.0,6_8_3
020060804,300.0,0.0,0.0,0.0,300.0,6_8_4
020060805,246.0,2.0,0.0,0.0,248.0,6_8_5
020060806,533.0,0.0,0.0,0.0,533.0,6_8_6
020060807,310.0,9.0,0.0,0.0,319.0,6_8_7
020060808,508.0,1.0,0.0,0.0,509.0,6_8_8
020060809,266.0,0.0,0.0,0.0,266.0,6_8_9
020060810,334.0,0.0,0.0,0.0,334.0,6_8_10
020060901,294.0,3.0,0.0,0.0,297.0,6_9_1
020060902,260.0,0.0,0.0,0.0,260.0,6_9_2
020060903,283.0,10.0,0.0,0.0,293.0,6_9_3
020060904,430.0,0.0,0.0,0.0,430.0,6_9_4
020060905,169.0,1.0,0.0,0.0,170.0,6_9_5
020060906,381.0,0.0,0.0,0.0,381.0,6_9_6
020060907,227.0,0.0,0.0,0.0,227.0,6_9_7
020060908,196.0,0.0,0.0,0.0,196.0,6_9_8
020060909,362.0,0.0,0.0,0.0,362.0,6_9_9
020060910,324.0,0.0,0.0,0.0,324.0,6_9_10
020061001,303.0,0.0,0.0,0.0,303.0,6_10_1
020061002,286.0,2.0,0.0,0.0,288.0,6_10_2
020061003,383.0,0.0,0.0,0.0,383.0,6_10_3
020061004,337.0,0.0,0.0,0.0,337.0,6_10_4
020061005,458.0,3.0,0.0,0.0,461.0,6_10_5
020061006,455.0,0.0,0.0,0.0,455.0,6_10_6
020061007,335.0,0.0,0.0,0.0,335.0,6_10_7
020061008,568.0,0.0,0.0,0.0,568.0,6_10_8
020061009,246.0,0.0,0.0,0.0,246.0,6_10_9
020061010,463.0,0.0,0.0,0.0,463.0,6_10_10
020061101,428.0,1.0,0.0,0.0,429.0,6_11_1
020061102,240.0,2.0,0.0,0.0,242.0,6_11_2
020061103,346.0,1.0,0.0,0.0,347.0,6_11_3
020061104,343.0,0.0,0.0,0.0,343.0,6_11_4
020061105,249.0,0.0,0.0,0.0,249.0,6_11_5
020061106,309.0,0.0,0.0,0.0,309.0,6_11_6
020061107,354.0,2.0,1.0,0.0,357.0,6_11_7
020061108,369.0,0.0,0.0,0.0,369.0,6_11_8
020061109,288.0,0.0,0.0,0.0,288.0,6_11_9
020061110,239.0,0.0,0.0,0.0,239.0,6_11_10
020061201,256.0,0.0,0.0,0.0,256.0,6_12_1
020061202,224.0,3.0,0.0,0.0,227.0,6_12_2
020061203,286.0,2.0,0.0,0.0,288.0,6_12_3
020061204,193.0,0.0,0.0,0.0,193.0,6_12_4
020061205,384.0,0.0,0.0,0.0,384.0,6_12_5
020061206,241.0,0.0,0.0,0.0,241.0,6_12_6
020061207,348.0,1.0,0.0,0.0,349.0,6_12_7
020061208,301.0,1.0,0.0,0.0,302.0,6_12_8
020061209,362.0,0.0,0.0,0.0,362.0,6_12_9
020061210,236.0,0.0,0.0,0.0,236.0,6_12_10
