,Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total
3241,020142403,111.0,56.0,87.0,7.0,8.0,0.0,269.0
3242,020142404,65.0,34.0,86.0,4.0,17.0,4.0,210.0
3243,020142405,147.0,85.0,163.0,12.0,25.0,4.0,436.0
3244,020142406,146.0,57.0,100.0,13.0,22.0,5.0,343.0
3245,020142407,130.0,65.0,102.0,9.0,22.0,3.0,331.0
3246,020142408,97.0,68.0,82.0,4.0,16.0,0.0,267.0
3247,020142409,134.0,59.0,116.0,13.0,24.0,2.0,348.0
3248,020142501,168.0,79.0,105.0,13.0,16.0,2.0,383.0
3249,020142502,88.0,43.0,66.0,11.0,8.0,0.0,216.0
3250,020142503,151.0,70.0,104.0,6.0,21.0,1.0,353.0
3251,020142504,129.0,39.0,94.0,13.0,9.0,1.0,285.0
3252,020142505,114.0,37.0,65.0,7.0,12.0,4.0,239.0
3253,020142506,106.0,22.0,120.0,6.0,23.0,0.0,277.0
3254,020142507,109.0,65.0,149.0,14.0,36.0,0.0,373.0
3255,020142508,127.0,68.0,135.0,9.0,14.0,2.0,355.0
3256,020142509,180.0,49.0,130.0,11.0,31.0,4.0,405.0
3257,020142601,237.0,89.0,162.0,9.0,28.0,1.0,526.0
3258,020142602,168.0,60.0,108.0,11.0,10.0,0.0,357.0
3259,020142603,58.0,38.0,64.0,2.0,21.0,1.0,184.0
3260,020142604,366.0,167.0,260.0,21.0,34.0,2.0,850.0
3261,020142605,198.0,111.0,121.0,17.0,11.0,0.0,458.0
3262,020142606,161.0,85.0,107.0,13.0,20.0,1.0,387.0
3263,020142607,267.0,113.0,117.0,11.0,22.0,2.0,532.0
3264,020142701,263.0,104.0,196.0,13.0,37.0,3.0,616.0
3265,020142702,230.0,104.0,177.0,16.0,40.0,3.0,570.0
3266,020142703,126.0,60.0,80.0,9.0,9.0,0.0,284.0
3267,020142704,215.0,100.0,69.0,2.0,10.0,0.0,396.0
3268,020142705,206.0,89.0,147.0,16.0,27.0,2.0,487.0
3269,020142706,83.0,33.0,74.0,7.0,14.0,1.0,212.0
3270,020142707,95.0,38.0,67.0,6.0,11.0,0.0,217.0
3271,020142801,155.0,69.0,58.0,7.0,9.0,1.0,299.0
3272,020142802,123.0,69.0,62.0,4.0,5.0,3.0,266.0
3273,020142803,133.0,52.0,80.0,13.0,9.0,1.0,288.0
3274,020142804,128.0,70.0,89.0,12.0,13.0,2.0,314.0
3275,020142805,99.0,56.0,58.0,5.0,10.0,0.0,228.0
3276,020142806,197.0,105.0,98.0,8.0,3.0,2.0,413.0
3277,020142807,185.0,79.0,84.0,14.0,11.0,1.0,374.0
3278,020142808,128.0,34.0,112.0,10.0,18.0,0.0,302.0
3279,020142809,98.0,55.0,88.0,9.0,12.0,1.0,263.0
3280,020142810,183.0,91.0,92.0,3.0,12.0,0.0,381.0
3281,020142811,170.0,116.0,85.0,9.0,10.0,2.0,392.0
3282,020142812,155.0,69.0,36.0,9.0,1.0,0.0,270.0
3283,020142901,132.0,48.0,77.0,7.0,13.0,0.0,277.0
3284,020142902,111.0,38.0,104.0,9.0,17.0,1.0,280.0
3285,020142903,87.0,43.0,103.0,7.0,30.0,0.0,270.0
3286,020142904,157.0,63.0,109.0,16.0,12.0,1.0,358.0
3287,020142905,117.0,35.0,105.0,6.0,16.0,1.0,280.0
3288,020142906,191.0,66.0,146.0,15.0,28.0,2.0,448.0
3289,020142907,150.0,66.0,124.0,15.0,19.0,5.0,379.0
3290,020142908,113.0,61.0,71.0,7.0,13.0,2.0,267.0
3291,020142909,139.0,63.0,92.0,9.0,29.0,4.0,336.0
3292,020142910,150.0,59.0,118.0,13.0,25.0,1.0,366.0
3293,020142911,119.0,69.0,75.0,8.0,8.0,2.0,281.0
3294,020143001,145.0,84.0,79.0,7.0,12.0,0.0,327.0
3295,020143002,197.0,117.0,85.0,18.0,11.0,1.0,429.0
3296,020143003,223.0,84.0,82.0,9.0,7.0,2.0,407.0
3297,020143004,155.0,62.0,72.0,8.0,8.0,0.0,305.0
3298,020143005,190.0,111.0,60.0,14.0,1.0,2.0,378.0
3299,020143006,119.0,52.0,47.0,4.0,11.0,0.0,233.0
3300,020143007,77.0,39.0,67.0,2.0,18.0,1.0,204.0
3301,020143008,322.0,184.0,134.0,23.0,12.0,0.0,675.0
3302,020143009,271.0,131.0,137.0,15.0,25.0,0.0,579.0
3303,020143101,99.0,60.0,51.0,2.0,3.0,2.0,217.0
3304,020143102,161.0,79.0,70.0,6.0,10.0,1.0,327.0
3305,020143103,155.0,59.0,45.0,8.0,12.0,0.0,279.0
3306,020143104,137.0,67.0,35.0,8.0,3.0,0.0,250.0
3307,020143105,134.0,64.0,37.0,10.0,5.0,1.0,251.0
3308,020143106,181.0,107.0,96.0,10.0,12.0,0.0,406.0
3309,020143107,182.0,75.0,49.0,2.0,6.0,1.0,315.0
3310,020143108,149.0,66.0,36.0,6.0,11.0,1.0,269.0
3311,020143109,135.0,53.0,27.0,4.0,6.0,0.0,225.0
3312,020143110,111.0,49.0,25.0,6.0,3.0,1.0,195.0
3313,020143111,121.0,24.0,58.0,4.0,6.0,1.0,214.0
3314,020143112,125.0,53.0,63.0,4.0,15.0,0.0,260.0
3315,020150101,121.0,122.0,137.0,23.0,14.0,0.0,417.0
3316,020150102,106.0,76.0,120.0,20.0,19.0,3.0,344.0
3317,020150103,81.0,69.0,100.0,8.0,10.0,0.0,268.0
3318,020150104,71.0,54.0,89.0,16.0,7.0,0.0,237.0
3319,020150105,80.0,65.0,100.0,15.0,7.0,1.0,268.0
3320,020150106,77.0,66.0,83.0,20.0,10.0,1.0,257.0
3321,020150107,99.0,69.0,91.0,19.0,12.0,0.0,290.0
3322,020150108,85.0,73.0,84.0,19.0,15.0,0.0,276.0
3323,020150109,93.0,96.0,126.0,17.0,8.0,2.0,342.0
3324,020150110,90.0,81.0,123.0,24.0,21.0,1.0,340.0
3325,020150111,61.0,52.0,87.0,7.0,11.0,2.0,220.0
3326,020150112,85.0,78.0,92.0,12.0,15.0,1.0,283.0
3327,020150201,71.0,68.0,99.0,22.0,19.0,1.0,280.0
3328,020150202,93.0,73.0,105.0,17.0,12.0,0.0,300.0
3329,020150203,92.0,89.0,84.0,18.0,9.0,0.0,292.0
3330,020150204,71.0,71.0,53.0,10.0,2.0,1.0,208.0
3331,020150205,78.0,53.0,69.0,4.0,3.0,1.0,208.0
3332,020150206,92.0,73.0,81.0,14.0,8.0,0.0,268.0
3333,020150207,118.0,51.0,92.0,11.0,7.0,0.0,279.0
3334,020150208,66.0,69.0,82.0,12.0,7.0,0.0,236.0
3335,020150209,68.0,66.0,61.0,8.0,9.0,0.0,212.0
3336,020150210,61.0,55.0,86.0,18.0,12.0,1.0,233.0
3337,020150301,103.0,65.0,98.0,15.0,8.0,0.0,289.0
3338,020150302,129.0,80.0,145.0,28.0,16.0,1.0,399.0
3339,020150303,119.0,79.0,130.0,24.0,29.0,1.0,382.0
3340,020150304,74.0,70.0,85.0,20.0,18.0,2.0,269.0
3341,020150305,65.0,61.0,61.0,18.0,26.0,11.0,242.0
3342,020150306,123.0,86.0,51.0,7.0,5.0,0.0,272.0
3343,020150307,108.0,81.0,50.0,7.0,5.0,0.0,251.0
3344,020150308,118.0,99.0,85.0,11.0,16.0,0.0,329.0
3345,020150309,135.0,75.0,104.0,21.0,13.0,1.0,349.0
3346,020150310,114.0,88.0,117.0,9.0,11.0,1.0,340.0
3347,020150311,101.0,52.0,126.0,18.0,40.0,3.0,340.0
3348,020150312,101.0,84.0,146.0,23.0,46.0,11.0,411.0
3349,020150313,98.0,75.0,86.0,19.0,11.0,2.0,291.0
3350,020150401,103.0,59.0,127.0,28.0,20.0,0.0,337.0
3351,020150402,80.0,60.0,86.0,23.0,6.0,1.0,256.0
3352,020150403,149.0,95.0,117.0,22.0,16.0,2.0,401.0
3353,020150404,50.0,52.0,83.0,8.0,12.0,1.0,206.0
3354,020150405,60.0,52.0,79.0,13.0,23.0,3.0,230.0
3355,020150406,84.0,50.0,101.0,17.0,16.0,2.0,270.0
3356,020150407,99.0,77.0,90.0,14.0,25.0,3.0,308.0
3357,020150408,105.0,66.0,91.0,7.0,24.0,4.0,297.0
3358,020150409,65.0,44.0,105.0,16.0,32.0,2.0,264.0
3359,020150410,70.0,50.0,91.0,21.0,23.0,2.0,257.0
3360,020150411,92.0,63.0,81.0,16.0,36.0,8.0,296.0
3361,020150412,98.0,60.0,140.0,23.0,29.0,3.0,353.0
3362,020150413,96.0,54.0,113.0,32.0,31.0,2.0,328.0
3363,020150414,77.0,68.0,105.0,20.0,34.0,14.0,318.0
3364,020150501,87.0,76.0,108.0,19.0,11.0,2.0,303.0
3365,020150502,111.0,104.0,113.0,17.0,12.0,1.0,358.0
3366,020150503,76.0,87.0,97.0,10.0,8.0,0.0,278.0
3367,020150504,75.0,44.0,67.0,19.0,28.0,2.0,235.0
3368,020150505,90.0,72.0,109.0,13.0,17.0,0.0,301.0
3369,020150506,73.0,68.0,101.0,20.0,19.0,1.0,282.0
3370,020150507,97.0,78.0,82.0,16.0,8.0,0.0,281.0
3371,020150508,87.0,87.0,121.0,19.0,19.0,1.0,334.0
3372,020150509,65.0,55.0,96.0,19.0,21.0,2.0,258.0
3373,020150510,65.0,54.0,68.0,20.0,13.0,4.0,224.0
3374,020150511,76.0,43.0,104.0,22.0,26.0,3.0,274.0
3375,020150512,87.0,63.0,94.0,14.0,14.0,0.0,272.0
3376,020150513,99.0,79.0,94.0,10.0,7.0,0.0,289.0
3377,020150514,77.0,67.0,87.0,17.0,13.0,0.0,261.0
3378,020150601,113.0,69.0,86.0,14.0,8.0,1.0,291.0
3379,020150602,102.0,61.0,90.0,14.0,18.0,0.0,285.0
3380,020150603,109.0,67.0,88.0,9.0,13.0,0.0,286.0
3381,020150604,60.0,64.0,93.0,13.0,18.0,2.0,250.0
3382,020150605,57.0,50.0,61.0,15.0,9.0,0.0,192.0
3383,020150606,77.0,71.0,26.0,6.0,3.0,0.0,183.0
3384,020150607,78.0,72.0,82.0,13.0,10.0,0.0,255.0
3385,020150701,75.0,82.0,101.0,16.0,23.0,3.0,300.0
3386,020150702,66.0,46.0,87.0,17.0,23.0,5.0,244.0
3387,020150703,62.0,56.0,79.0,14.0,16.0,3.0,230.0
3388,020150704,47.0,40.0,80.0,10.0,26.0,13.0,216.0
3389,020150705,71.0,66.0,107.0,22.0,24.0,3.0,293.0
3390,020150706,40.0,32.0,100.0,23.0,81.0,45.0,321.0
3391,020150707,96.0,66.0,142.0,26.0,18.0,3.0,351.0
3392,020150708,94.0,77.0,111.0,27.0,18.0,1.0,328.0
3393,020150709,70.0,54.0,97.0,20.0,36.0,6.0,283.0
3394,020150710,103.0,62.0,130.0,25.0,47.0,12.0,379.0
3395,020150711,81.0,87.0,108.0,30.0,23.0,0.0,329.0
3396,020150712,88.0,86.0,124.0,30.0,20.0,0.0,348.0
3397,020150801,80.0,59.0,118.0,23.0,48.0,8.0,336.0
3398,020150802,51.0,59.0,79.0,21.0,25.0,2.0,237.0
3399,020150803,107.0,71.0,136.0,27.0,29.0,3.0,373.0
3400,020150804,80.0,48.0,116.0,28.0,45.0,13.0,330.0
3401,020150805,84.0,56.0,97.0,17.0,27.0,4.0,285.0
3402,020150806,58.0,60.0,101.0,22.0,18.0,1.0,260.0
3403,020150807,94.0,68.0,132.0,29.0,29.0,5.0,357.0
3404,020150808,76.0,70.0,117.0,25.0,33.0,2.0,323.0
3405,020150809,131.0,76.0,157.0,33.0,35.0,1.0,433.0
3406,020150810,115.0,64.0,146.0,28.0,26.0,3.0,382.0
3407,020150901,94.0,39.0,75.0,12.0,8.0,0.0,228.0
3408,020150902,69.0,41.0,70.0,14.0,15.0,0.0,209.0
3409,020150903,81.0,47.0,80.0,12.0,10.0,0.0,230.0
3410,020150904,57.0,38.0,88.0,31.0,31.0,8.0,253.0
3411,020150905,65.0,45.0,92.0,13.0,27.0,7.0,249.0
3412,020150906,48.0,37.0,69.0,20.0,33.0,6.0,213.0
3413,020150907,72.0,46.0,82.0,19.0,40.0,11.0,270.0
3414,020150908,110.0,79.0,189.0,65.0,211.0,73.0,727.0
3415,020151001,126.0,45.0,122.0,18.0,34.0,3.0,348.0
3416,020151002,103.0,75.0,121.0,22.0,18.0,2.0,341.0
3417,020151003,130.0,100.0,131.0,24.0,20.0,4.0,409.0
3418,020151004,114.0,61.0,116.0,27.0,18.0,1.0,337.0
3419,020151005,87.0,52.0,94.0,18.0,21.0,5.0,277.0
3420,020151006,72.0,34.0,84.0,15.0,10.0,1.0,216.0
3421,020151007,132.0,48.0,151.0,21.0,46.0,4.0,402.0
3422,020151008,106.0,52.0,113.0,19.0,31.0,3.0,324.0
3423,020151009,85.0,62.0,97.0,13.0,32.0,8.0,297.0
3424,020151010,74.0,46.0,85.0,3.0,42.0,7.0,257.0
3425,020151011,97.0,65.0,70.0,14.0,6.0,1.0,253.0
3426,020151012,109.0,57.0,107.0,24.0,32.0,9.0,338.0
3427,020151013,128.0,55.0,127.0,16.0,36.0,2.0,364.0
3428,020151101,76.0,42.0,129.0,15.0,41.0,5.0,308.0
3429,020151102,126.0,77.0,110.0,8.0,35.0,2.0,358.0
3430,020151103,104.0,60.0,102.0,13.0,25.0,1.0,305.0
3431,020151104,88.0,80.0,102.0,10.0,24.0,4.0,308.0
3432,020151105,72.0,49.0,81.0,12.0,19.0,12.0,245.0
3433,020151106,60.0,51.0,89.0,30.0,31.0,5.0,266.0
3434,020151107,80.0,53.0,85.0,13.0,26.0,1.0,258.0
3435,020151108,101.0,52.0,86.0,15.0,20.0,2.0,276.0
3436,020151109,117.0,70.0,116.0,41.0,35.0,3.0,382.0
3437,020151110,82.0,45.0,87.0,21.0,28.0,5.0,268.0
3438,020151111,146.0,68.0,227.0,30.0,59.0,1.0,531.0
3439,020151112,132.0,58.0,141.0,25.0,19.0,1.0,376.0
3440,020151113,116.0,78.0,117.0,18.0,29.0,6.0,364.0
3441,020151201,65.0,55.0,78.0,20.0,41.0,18.0,277.0
3442,020151202,65.0,59.0,96.0,23.0,35.0,5.0,283.0
3443,020151203,113.0,46.0,101.0,19.0,27.0,3.0,309.0
3444,020151204,110.0,45.0,121.0,17.0,29.0,2.0,324.0
3445,020151205,103.0,65.0,100.0,21.0,36.0,8.0,333.0
3446,020151206,85.0,36.0,116.0,17.0,53.0,1.0,308.0
3447,020151207,71.0,36.0,94.0,13.0,18.0,3.0,235.0
3448,020151208,89.0,35.0,167.0,21.0,59.0,2.0,373.0
3449,020151209,83.0,43.0,73.0,17.0,27.0,2.0,245.0
3450,020151301,92.0,76.0,102.0,12.0,19.0,3.0,304.0
3451,020151302,81.0,48.0,79.0,18.0,30.0,1.0,257.0
3452,020151303,121.0,40.0,102.0,14.0,18.0,3.0,298.0
3453,020151304,72.0,51.0,103.0,19.0,15.0,2.0,262.0
3454,020151305,77.0,30.0,77.0,11.0,15.0,2.0,212.0
3455,020151306,100.0,31.0,82.0,10.0,13.0,2.0,238.0
3456,020151307,116.0,57.0,93.0,14.0,11.0,1.0,292.0
3457,020151308,79.0,27.0,65.0,13.0,10.0,0.0,194.0
3458,020151309,143.0,113.0,148.0,14.0,39.0,5.0,462.0
3459,020151310,98.0,54.0,106.0,16.0,23.0,0.0,297.0
3460,020151401,105.0,69.0,137.0,19.0,30.0,4.0,364.0
3461,020151402,131.0,97.0,129.0,19.0,9.0,1.0,386.0
3462,020151403,103.0,48.0,112.0,14.0,23.0,2.0,302.0
3463,020151404,81.0,76.0,110.0,17.0,20.0,4.0,308.0
3464,020151405,146.0,74.0,151.0,16.0,33.0,1.0,421.0
3465,020151406,85.0,11.0,123.0,13.0,47.0,7.0,286.0
3466,020151407,120.0,44.0,179.0,27.0,22.0,0.0,392.0
3467,020151408,92.0,37.0,126.0,17.0,42.0,12.0,326.0
3468,020151409,88.0,62.0,127.0,25.0,44.0,1.0,347.0
3469,020151410,78.0,76.0,84.0,16.0,16.0,2.0,272.0
3470,020151411,87.0,92.0,141.0,17.0,34.0,5.0,376.0
3471,020151501,75.0,57.0,118.0,19.0,22.0,2.0,293.0
3472,020151502,57.0,60.0,92.0,16.0,8.0,2.0,235.0
3473,020151503,143.0,122.0,122.0,7.0,7.0,0.0,401.0
3474,020151504,88.0,63.0,119.0,29.0,44.0,9.0,352.0
3475,020151505,67.0,59.0,94.0,29.0,43.0,5.0,297.0
3476,020151506,95.0,65.0,84.0,24.0,32.0,11.0,311.0
3477,020151507,87.0,45.0,145.0,26.0,53.0,5.0,361.0
3478,020151508,87.0,54.0,86.0,14.0,17.0,2.0,260.0
3479,020151509,136.0,74.0,150.0,36.0,33.0,1.0,430.0
3480,020151510,105.0,64.0,149.0,28.0,59.0,8.0,413.0
3481,020151601,100.0,58.0,125.0,19.0,45.0,8.0,355.0
3482,020151602,92.0,61.0,116.0,26.0,26.0,6.0,327.0
3483,020151603,100.0,84.0,170.0,23.0,11.0,0.0,388.0
3484,020151604,72.0,83.0,113.0,18.0,6.0,1.0,293.0
3485,020151605,80.0,42.0,112.0,23.0,17.0,2.0,276.0
3486,020151606,83.0,70.0,110.0,22.0,16.0,7.0,308.0
3487,020151607,89.0,68.0,110.0,12.0,35.0,2.0,316.0
3488,020151608,122.0,68.0,116.0,14.0,31.0,3.0,354.0
3489,020151609,113.0,68.0,105.0,11.0,9.0,0.0,306.0
3490,020151610,86.0,81.0,129.0,17.0,22.0,2.0,337.0
3491,020151611,105.0,70.0,103.0,14.0,11.0,4.0,307.0
3492,020151701,126.0,62.0,96.0,14.0,23.0,2.0,323.0
3493,020151702,111.0,39.0,95.0,16.0,8.0,2.0,271.0
3494,020151703,108.0,62.0,122.0,29.0,44.0,3.0,368.0
3495,020151704,98.0,87.0,138.0,26.0,52.0,8.0,409.0
3496,020151705,130.0,68.0,97.0,26.0,23.0,5.0,349.0
3497,020151706,106.0,65.0,98.0,20.0,17.0,2.0,308.0
3498,020151707,133.0,50.0,104.0,22.0,19.0,5.0,333.0
3499,020151708,84.0,48.0,105.0,16.0,17.0,0.0,270.0
3500,020151709,83.0,72.0,77.0,11.0,16.0,7.0,266.0
3501,020151710,139.0,72.0,96.0,17.0,17.0,1.0,342.0
3502,020151711,132.0,66.0,106.0,28.0,21.0,3.0,356.0
3503,020151712,109.0,74.0,94.0,15.0,10.0,0.0,302.0
3504,020151801,67.0,39.0,107.0,24.0,18.0,2.0,257.0
3505,020151802,72.0,65.0,62.0,8.0,6.0,0.0,213.0
3506,020151803,93.0,63.0,116.0,21.0,15.0,2.0,310.0
3507,020151804,73.0,46.0,62.0,11.0,17.0,0.0,209.0
3508,020151805,83.0,58.0,58.0,5.0,10.0,1.0,215.0
3509,020151806,85.0,50.0,57.0,6.0,11.0,1.0,210.0
3510,020151807,103.0,89.0,103.0,6.0,14.0,1.0,316.0
3511,020151808,76.0,52.0,73.0,6.0,9.0,2.0,218.0
3512,020151809,67.0,32.0,96.0,9.0,18.0,0.0,222.0
3513,020151810,74.0,48.0,86.0,9.0,20.0,3.0,240.0
3514,020151811,113.0,53.0,102.0,12.0,13.0,1.0,294.0
3515,020151812,92.0,50.0,77.0,10.0,13.0,2.0,244.0
3516,020151813,104.0,61.0,67.0,15.0,7.0,0.0,254.0
3517,020151901,103.0,45.0,64.0,11.0,6.0,1.0,230.0
3518,020151902,128.0,46.0,119.0,20.0,20.0,2.0,335.0
3519,020151903,101.0,63.0,108.0,19.0,17.0,2.0,310.0
3520,020151904,128.0,74.0,109.0,11.0,19.0,2.0,343.0
3521,020151905,134.0,67.0,143.0,16.0,22.0,1.0,383.0
3522,020151906,102.0,65.0,137.0,16.0,17.0,1.0,338.0
3523,020151907,171.0,61.0,116.0,14.0,11.0,1.0,374.0
3524,020151908,88.0,48.0,124.0,13.0,20.0,1.0,294.0
3525,020151909,103.0,56.0,98.0,12.0,14.0,3.0,286.0
3526,020151910,152.0,99.0,137.0,18.0,5.0,1.0,412.0
3527,020151911,123.0,63.0,153.0,22.0,19.0,3.0,383.0
3528,020152001,122.0,79.0,125.0,13.0,7.0,1.0,347.0
3529,020152002,138.0,73.0,123.0,17.0,14.0,1.0,366.0
3530,020152003,120.0,80.0,114.0,20.0,12.0,0.0,346.0
3531,020152004,119.0,70.0,75.0,5.0,8.0,1.0,278.0
3532,020152005,71.0,51.0,102.0,11.0,38.0,1.0,274.0
3533,020152006,112.0,55.0,119.0,15.0,20.0,0.0,321.0
3534,020152007,110.0,68.0,81.0,14.0,13.0,3.0,289.0
3535,020152008,116.0,48.0,90.0,8.0,5.0,1.0,268.0
3536,020152009,77.0,19.0,78.0,16.0,30.0,5.0,225.0
3537,020152010,95.0,76.0,99.0,19.0,26.0,4.0,319.0
3538,020152011,138.0,27.0,123.0,16.0,32.0,8.0,344.0
3539,020152012,120.0,62.0,127.0,14.0,15.0,4.0,342.0
3540,020152101,101.0,53.0,120.0,18.0,25.0,3.0,320.0
3541,020152102,127.0,62.0,144.0,14.0,26.0,1.0,374.0
3542,020152103,90.0,54.0,114.0,10.0,22.0,3.0,293.0
3543,020152104,129.0,50.0,130.0,11.0,22.0,1.0,343.0
3544,020152105,70.0,26.0,69.0,14.0,14.0,8.0,201.0
3545,020152106,139.0,87.0,162.0,17.0,10.0,3.0,418.0
3546,020152107,53.0,26.0,71.0,11.0,12.0,2.0,175.0
3547,020152108,102.0,42.0,89.0,14.0,14.0,0.0,261.0
3548,020152109,138.0,71.0,142.0,24.0,16.0,1.0,392.0
3549,020152110,93.0,38.0,111.0,12.0,23.0,1.0,278.0
3550,020152111,117.0,61.0,118.0,21.0,14.0,4.0,335.0
3551,020152112,57.0,37.0,59.0,5.0,47.0,12.0,217.0
3552,020152113,140.0,62.0,129.0,18.0,35.0,5.0,389.0
