,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
2230,020101704,76.0,76.0,80.0,72.0,76.0,56.0,81.0,80.0,80.0,87.0,81.0,73.0,47.0,28.0,37.0,21.0,21.0,4.0,4.0,3.0,1083.0
2231,020101705,69.0,72.0,67.0,58.0,79.0,85.0,76.0,64.0,82.0,67.0,67.0,77.0,57.0,34.0,26.0,33.0,32.0,13.0,3.0,0.0,1061.0
2232,020101706,41.0,67.0,54.0,63.0,71.0,73.0,60.0,60.0,51.0,54.0,51.0,52.0,38.0,38.0,31.0,25.0,28.0,9.0,5.0,1.0,872.0
2233,020101707,73.0,49.0,55.0,66.0,61.0,64.0,82.0,54.0,60.0,56.0,44.0,63.0,38.0,28.0,20.0,20.0,25.0,14.0,2.0,1.0,875.0
2234,020101708,41.0,42.0,41.0,30.0,66.0,53.0,56.0,60.0,48.0,29.0,31.0,51.0,34.0,28.0,27.0,20.0,15.0,12.0,9.0,1.0,694.0
2235,020101709,27.0,35.0,39.0,50.0,44.0,47.0,61.0,34.0,39.0,42.0,49.0,32.0,21.0,30.0,31.0,21.0,14.0,14.0,6.0,2.0,638.0
2236,020101710,36.0,50.0,66.0,51.0,46.0,49.0,52.0,57.0,59.0,59.0,34.0,46.0,36.0,32.0,26.0,20.0,14.0,4.0,3.0,1.0,741.0
2237,020101801,42.0,44.0,34.0,48.0,58.0,64.0,65.0,49.0,44.0,51.0,53.0,34.0,35.0,27.0,23.0,32.0,20.0,10.0,2.0,1.0,736.0
2238,020101802,39.0,45.0,35.0,33.0,78.0,46.0,58.0,48.0,43.0,56.0,53.0,42.0,52.0,44.0,25.0,24.0,20.0,9.0,4.0,1.0,755.0
2239,020101803,38.0,34.0,39.0,46.0,59.0,68.0,68.0,52.0,45.0,51.0,53.0,43.0,52.0,35.0,24.0,28.0,22.0,19.0,4.0,0.0,780.0
2240,020101804,76.0,64.0,74.0,85.0,71.0,102.0,104.0,78.0,74.0,77.0,57.0,47.0,50.0,48.0,38.0,24.0,17.0,14.0,9.0,5.0,1114.0
2241,020101805,38.0,42.0,30.0,37.0,48.0,59.0,69.0,52.0,44.0,50.0,62.0,41.0,43.0,37.0,44.0,38.0,32.0,11.0,2.0,0.0,779.0
2242,020101806,31.0,28.0,29.0,29.0,46.0,43.0,40.0,45.0,53.0,33.0,46.0,36.0,32.0,35.0,18.0,31.0,19.0,10.0,2.0,0.0,606.0
2243,020101807,38.0,23.0,21.0,53.0,66.0,68.0,54.0,49.0,38.0,53.0,63.0,57.0,42.0,39.0,38.0,34.0,29.0,15.0,5.0,0.0,785.0
2244,020101808,21.0,40.0,29.0,28.0,43.0,32.0,34.0,46.0,45.0,38.0,47.0,28.0,23.0,23.0,17.0,26.0,31.0,31.0,10.0,4.0,596.0
2245,020101809,76.0,57.0,62.0,60.0,78.0,97.0,92.0,80.0,82.0,73.0,74.0,89.0,76.0,58.0,61.0,60.0,55.0,40.0,12.0,2.0,1284.0
2246,020101810,27.0,31.0,25.0,35.0,36.0,39.0,29.0,27.0,42.0,33.0,25.0,40.0,28.0,35.0,23.0,22.0,13.0,4.0,2.0,0.0,516.0
2247,020101811,38.0,43.0,41.0,36.0,43.0,60.0,65.0,46.0,36.0,39.0,43.0,24.0,37.0,35.0,18.0,13.0,22.0,14.0,8.0,2.0,663.0
2248,020101812,45.0,46.0,55.0,48.0,57.0,52.0,53.0,69.0,44.0,48.0,49.0,62.0,37.0,44.0,32.0,29.0,23.0,12.0,3.0,0.0,808.0
2249,020101901,27.0,27.0,16.0,21.0,39.0,62.0,53.0,42.0,30.0,23.0,45.0,38.0,29.0,30.0,29.0,14.0,18.0,14.0,6.0,0.0,563.0
2250,020101902,71.0,57.0,60.0,61.0,118.0,88.0,91.0,82.0,76.0,53.0,58.0,64.0,57.0,42.0,39.0,30.0,26.0,16.0,5.0,0.0,1094.0
2251,020101903,84.0,75.0,76.0,64.0,96.0,93.0,93.0,87.0,56.0,62.0,43.0,53.0,39.0,19.0,21.0,29.0,49.0,38.0,19.0,4.0,1100.0
2252,020101904,49.0,32.0,33.0,50.0,56.0,72.0,68.0,53.0,46.0,44.0,37.0,52.0,50.0,38.0,38.0,30.0,20.0,16.0,4.0,0.0,788.0
2253,020101905,53.0,37.0,41.0,38.0,65.0,72.0,81.0,72.0,36.0,51.0,45.0,50.0,32.0,36.0,33.0,39.0,25.0,12.0,4.0,0.0,822.0
2254,020101906,73.0,62.0,44.0,58.0,75.0,73.0,93.0,56.0,52.0,53.0,38.0,37.0,37.0,40.0,27.0,19.0,11.0,8.0,2.0,0.0,858.0
2255,020101907,43.0,41.0,34.0,32.0,58.0,51.0,68.0,65.0,32.0,52.0,47.0,47.0,48.0,39.0,40.0,32.0,27.0,17.0,2.0,0.0,775.0
2256,020101908,26.0,29.0,33.0,26.0,46.0,53.0,40.0,31.0,36.0,23.0,29.0,34.0,31.0,18.0,10.0,21.0,12.0,11.0,3.0,0.0,512.0
2257,020101909,40.0,44.0,36.0,40.0,35.0,60.0,63.0,67.0,44.0,51.0,49.0,50.0,34.0,26.0,30.0,32.0,16.0,8.0,4.0,0.0,729.0
2258,020101910,66.0,61.0,58.0,47.0,76.0,90.0,81.0,87.0,55.0,54.0,62.0,45.0,34.0,32.0,36.0,47.0,36.0,24.0,14.0,3.0,1008.0
2259,020101911,50.0,42.0,52.0,65.0,63.0,73.0,78.0,76.0,56.0,74.0,56.0,47.0,45.0,37.0,26.0,32.0,26.0,13.0,6.0,2.0,919.0
2260,020101912,80.0,68.0,56.0,55.0,80.0,124.0,111.0,85.0,74.0,56.0,94.0,58.0,52.0,40.0,38.0,38.0,20.0,7.0,1.0,0.0,1137.0
2261,020110101,40.0,58.0,36.0,48.0,72.0,64.0,60.0,66.0,77.0,62.0,59.0,66.0,47.0,46.0,48.0,60.0,58.0,37.0,21.0,7.0,1032.0
2262,020110102,46.0,49.0,49.0,54.0,70.0,51.0,77.0,81.0,58.0,67.0,59.0,59.0,53.0,37.0,30.0,30.0,35.0,17.0,7.0,4.0,933.0
2263,020110103,28.0,30.0,46.0,66.0,52.0,39.0,40.0,44.0,37.0,57.0,53.0,36.0,43.0,31.0,18.0,32.0,27.0,19.0,19.0,3.0,720.0
2264,020110104,51.0,58.0,50.0,48.0,46.0,48.0,66.0,81.0,68.0,66.0,40.0,42.0,42.0,54.0,25.0,26.0,27.0,6.0,2.0,0.0,846.0
2265,020110105,29.0,27.0,34.0,30.0,33.0,42.0,62.0,38.0,32.0,32.0,46.0,35.0,41.0,26.0,29.0,15.0,21.0,8.0,5.0,2.0,587.0
2266,020110106,35.0,50.0,48.0,55.0,49.0,45.0,45.0,66.0,53.0,45.0,60.0,64.0,29.0,44.0,39.0,33.0,24.0,13.0,4.0,1.0,802.0
2267,020110107,31.0,38.0,35.0,37.0,37.0,54.0,61.0,52.0,48.0,51.0,33.0,34.0,30.0,32.0,31.0,29.0,38.0,29.0,14.0,6.0,720.0
2268,020110108,32.0,29.0,34.0,38.0,41.0,53.0,55.0,44.0,45.0,48.0,52.0,44.0,41.0,37.0,17.0,27.0,22.0,11.0,1.0,4.0,675.0
2269,020110109,49.0,29.0,39.0,41.0,64.0,52.0,75.0,55.0,45.0,48.0,52.0,58.0,41.0,44.0,33.0,22.0,19.0,10.0,2.0,3.0,781.0
2270,020110110,42.0,44.0,38.0,46.0,55.0,70.0,81.0,55.0,47.0,46.0,45.0,52.0,47.0,39.0,30.0,33.0,27.0,17.0,7.0,1.0,822.0
2271,020110111,50.0,44.0,41.0,41.0,51.0,75.0,90.0,75.0,68.0,54.0,49.0,49.0,58.0,39.0,33.0,30.0,22.0,19.0,5.0,2.0,895.0
2272,020110112,29.0,31.0,27.0,41.0,61.0,56.0,62.0,49.0,42.0,42.0,52.0,43.0,33.0,35.0,20.0,22.0,16.0,10.0,5.0,0.0,676.0
2273,020110201,46.0,44.0,47.0,60.0,57.0,61.0,48.0,62.0,49.0,52.0,74.0,55.0,49.0,50.0,25.0,22.0,18.0,12.0,4.0,1.0,836.0
2274,020110202,46.0,66.0,43.0,55.0,67.0,61.0,72.0,80.0,65.0,69.0,74.0,73.0,55.0,33.0,38.0,33.0,24.0,13.0,3.0,3.0,973.0
2275,020110203,38.0,28.0,54.0,50.0,56.0,53.0,64.0,40.0,50.0,46.0,51.0,49.0,43.0,24.0,24.0,33.0,24.0,11.0,1.0,0.0,739.0
2276,020110204,23.0,33.0,33.0,30.0,30.0,40.0,57.0,46.0,26.0,43.0,34.0,35.0,32.0,26.0,22.0,20.0,18.0,5.0,0.0,2.0,555.0
2277,020110205,67.0,52.0,57.0,72.0,70.0,66.0,67.0,89.0,62.0,70.0,66.0,63.0,68.0,52.0,50.0,46.0,32.0,15.0,2.0,0.0,1066.0
2278,020110206,51.0,50.0,55.0,53.0,76.0,65.0,57.0,90.0,79.0,60.0,65.0,67.0,46.0,51.0,38.0,32.0,23.0,18.0,5.0,0.0,981.0
2279,020110207,51.0,55.0,50.0,46.0,43.0,47.0,54.0,76.0,64.0,58.0,37.0,45.0,73.0,39.0,34.0,32.0,11.0,16.0,6.0,4.0,841.0
2280,020110208,33.0,51.0,50.0,62.0,67.0,48.0,67.0,43.0,59.0,66.0,61.0,58.0,50.0,44.0,40.0,34.0,30.0,10.0,6.0,4.0,883.0
2281,020110209,19.0,34.0,32.0,53.0,60.0,46.0,21.0,33.0,42.0,57.0,50.0,47.0,34.0,35.0,31.0,33.0,23.0,11.0,4.0,0.0,665.0
2282,020110210,55.0,56.0,63.0,58.0,72.0,74.0,64.0,58.0,61.0,63.0,85.0,70.0,66.0,42.0,29.0,44.0,32.0,22.0,6.0,2.0,1022.0
2283,020110211,27.0,31.0,45.0,46.0,58.0,66.0,57.0,45.0,64.0,60.0,61.0,67.0,50.0,45.0,29.0,30.0,26.0,19.0,7.0,4.0,837.0
2284,020110301,18.0,31.0,40.0,32.0,54.0,49.0,27.0,32.0,32.0,59.0,65.0,54.0,36.0,43.0,39.0,28.0,32.0,15.0,3.0,4.0,693.0
2285,020110302,27.0,45.0,45.0,43.0,57.0,47.0,57.0,53.0,49.0,50.0,64.0,45.0,47.0,44.0,47.0,34.0,25.0,12.0,8.0,1.0,800.0
2286,020110303,33.0,33.0,38.0,34.0,43.0,35.0,44.0,54.0,51.0,44.0,42.0,39.0,32.0,34.0,30.0,37.0,24.0,26.0,9.0,5.0,687.0
2287,020110304,18.0,27.0,34.0,36.0,39.0,37.0,42.0,45.0,33.0,41.0,42.0,34.0,40.0,42.0,20.0,22.0,35.0,24.0,6.0,2.0,619.0
2288,020110305,17.0,28.0,31.0,28.0,32.0,38.0,34.0,34.0,37.0,40.0,37.0,40.0,40.0,36.0,37.0,19.0,18.0,11.0,5.0,3.0,565.0
2289,020110306,36.0,40.0,43.0,64.0,45.0,42.0,44.0,51.0,65.0,37.0,56.0,49.0,48.0,40.0,31.0,23.0,20.0,13.0,5.0,3.0,755.0
2290,020110307,43.0,41.0,49.0,48.0,49.0,45.0,43.0,52.0,44.0,55.0,62.0,51.0,45.0,38.0,50.0,36.0,20.0,8.0,8.0,2.0,789.0
2291,020110308,40.0,38.0,34.0,44.0,50.0,43.0,49.0,60.0,44.0,47.0,49.0,57.0,36.0,52.0,25.0,32.0,32.0,19.0,4.0,2.0,757.0
2292,020110309,45.0,27.0,33.0,45.0,41.0,54.0,57.0,52.0,37.0,39.0,50.0,51.0,56.0,31.0,38.0,29.0,26.0,15.0,7.0,1.0,734.0
2293,020110310,39.0,35.0,34.0,43.0,42.0,50.0,53.0,59.0,48.0,49.0,57.0,40.0,52.0,46.0,44.0,37.0,20.0,15.0,6.0,4.0,773.0
2294,020110311,36.0,29.0,27.0,34.0,39.0,58.0,53.0,53.0,37.0,34.0,45.0,43.0,37.0,51.0,36.0,45.0,33.0,36.0,10.0,4.0,740.0
2295,020110312,43.0,40.0,59.0,43.0,51.0,56.0,77.0,55.0,58.0,50.0,47.0,40.0,34.0,28.0,20.0,26.0,21.0,18.0,8.0,1.0,775.0
2296,020110401,48.0,59.0,48.0,43.0,71.0,44.0,47.0,59.0,60.0,77.0,48.0,45.0,47.0,39.0,27.0,34.0,19.0,11.0,2.0,1.0,829.0
2297,020110402,43.0,36.0,46.0,50.0,55.0,46.0,58.0,65.0,59.0,60.0,53.0,38.0,48.0,30.0,42.0,19.0,16.0,16.0,3.0,3.0,786.0
2298,020110403,37.0,29.0,28.0,25.0,40.0,50.0,46.0,50.0,32.0,28.0,42.0,39.0,45.0,42.0,34.0,33.0,50.0,51.0,29.0,9.0,739.0
2299,020110404,39.0,49.0,42.0,65.0,55.0,43.0,38.0,45.0,59.0,47.0,57.0,58.0,76.0,53.0,50.0,48.0,58.0,39.0,18.0,9.0,948.0
2300,020110405,24.0,33.0,47.0,45.0,48.0,61.0,35.0,45.0,45.0,51.0,65.0,39.0,55.0,42.0,46.0,25.0,38.0,25.0,7.0,1.0,777.0
2301,020110406,37.0,31.0,35.0,40.0,38.0,44.0,47.0,34.0,38.0,59.0,41.0,39.0,44.0,40.0,23.0,24.0,16.0,10.0,3.0,1.0,644.0
2302,020110407,38.0,37.0,44.0,45.0,38.0,34.0,32.0,49.0,60.0,56.0,47.0,41.0,40.0,48.0,41.0,25.0,30.0,14.0,8.0,0.0,727.0
2303,020110408,26.0,30.0,32.0,48.0,50.0,44.0,44.0,42.0,53.0,62.0,35.0,35.0,51.0,39.0,26.0,33.0,26.0,22.0,2.0,0.0,700.0
2304,020110409,44.0,37.0,43.0,51.0,55.0,42.0,55.0,55.0,57.0,53.0,63.0,46.0,36.0,42.0,47.0,42.0,32.0,23.0,4.0,1.0,828.0
2305,020110410,24.0,32.0,32.0,46.0,52.0,56.0,45.0,44.0,51.0,35.0,39.0,58.0,39.0,22.0,33.0,35.0,39.0,7.0,2.0,0.0,691.0
2306,020110411,54.0,54.0,47.0,53.0,70.0,68.0,59.0,66.0,56.0,55.0,57.0,59.0,54.0,48.0,25.0,25.0,41.0,25.0,15.0,0.0,931.0
2307,020110412,46.0,42.0,43.0,54.0,50.0,53.0,77.0,57.0,61.0,64.0,61.0,57.0,54.0,41.0,51.0,28.0,23.0,16.0,5.0,0.0,883.0
2308,020110413,45.0,38.0,37.0,35.0,54.0,60.0,73.0,53.0,54.0,46.0,52.0,62.0,36.0,30.0,39.0,41.0,21.0,15.0,3.0,1.0,795.0
2309,020110501,32.0,44.0,36.0,48.0,62.0,42.0,41.0,48.0,49.0,48.0,55.0,53.0,40.0,27.0,21.0,18.0,22.0,13.0,4.0,1.0,704.0
2310,020110502,37.0,49.0,52.0,57.0,66.0,72.0,52.0,65.0,57.0,61.0,60.0,48.0,35.0,47.0,36.0,31.0,23.0,16.0,2.0,1.0,867.0
2311,020110503,46.0,50.0,57.0,75.0,72.0,75.0,64.0,55.0,72.0,85.0,54.0,66.0,43.0,49.0,36.0,43.0,21.0,11.0,2.0,1.0,977.0
2312,020110504,24.0,39.0,26.0,32.0,30.0,43.0,46.0,36.0,41.0,38.0,54.0,35.0,44.0,35.0,32.0,28.0,23.0,15.0,3.0,0.0,624.0
2313,020110505,48.0,36.0,41.0,43.0,47.0,56.0,69.0,78.0,64.0,44.0,49.0,56.0,58.0,44.0,30.0,28.0,31.0,22.0,8.0,2.0,854.0
2314,020110506,39.0,49.0,45.0,43.0,61.0,55.0,60.0,61.0,52.0,70.0,53.0,56.0,61.0,36.0,36.0,47.0,31.0,16.0,5.0,0.0,876.0
2315,020110507,29.0,49.0,50.0,43.0,34.0,42.0,56.0,57.0,46.0,70.0,47.0,56.0,36.0,34.0,37.0,33.0,17.0,14.0,4.0,0.0,754.0
2316,020110508,42.0,51.0,50.0,53.0,44.0,54.0,51.0,66.0,69.0,50.0,53.0,55.0,54.0,37.0,36.0,38.0,35.0,13.0,9.0,2.0,862.0
2317,020110509,38.0,49.0,51.0,56.0,52.0,41.0,50.0,63.0,59.0,57.0,65.0,45.0,47.0,38.0,39.0,37.0,26.0,18.0,8.0,3.0,842.0
2318,020110510,43.0,32.0,30.0,34.0,47.0,55.0,72.0,63.0,45.0,42.0,60.0,48.0,62.0,44.0,51.0,33.0,19.0,27.0,3.0,1.0,811.0
2319,020110601,46.0,30.0,26.0,28.0,45.0,49.0,75.0,59.0,33.0,36.0,44.0,42.0,42.0,33.0,26.0,35.0,25.0,17.0,6.0,1.0,698.0
2320,020110602,52.0,48.0,43.0,67.0,70.0,77.0,72.0,61.0,61.0,82.0,65.0,64.0,52.0,40.0,41.0,33.0,21.0,14.0,3.0,1.0,967.0
2321,020110603,42.0,42.0,44.0,44.0,39.0,65.0,80.0,62.0,44.0,53.0,46.0,54.0,46.0,33.0,46.0,37.0,23.0,17.0,2.0,0.0,819.0
2322,020110604,64.0,53.0,44.0,46.0,76.0,66.0,80.0,64.0,55.0,63.0,61.0,50.0,49.0,31.0,28.0,38.0,24.0,20.0,4.0,0.0,916.0
2323,020110605,40.0,27.0,38.0,44.0,52.0,70.0,72.0,53.0,45.0,46.0,42.0,30.0,29.0,40.0,39.0,23.0,29.0,10.0,2.0,1.0,732.0
2324,020110606,42.0,51.0,41.0,35.0,63.0,72.0,80.0,51.0,58.0,39.0,59.0,52.0,51.0,43.0,39.0,32.0,27.0,14.0,5.0,1.0,855.0
2325,020110607,57.0,66.0,48.0,50.0,59.0,81.0,71.0,57.0,70.0,48.0,65.0,54.0,51.0,26.0,26.0,30.0,20.0,15.0,1.0,0.0,895.0
2326,020110608,37.0,32.0,30.0,38.0,47.0,42.0,53.0,66.0,44.0,42.0,53.0,45.0,42.0,46.0,40.0,44.0,24.0,12.0,3.0,0.0,740.0
2327,020110609,49.0,54.0,43.0,43.0,60.0,61.0,70.0,63.0,48.0,57.0,46.0,50.0,39.0,44.0,51.0,41.0,28.0,14.0,4.0,0.0,865.0
2328,020110610,43.0,48.0,45.0,52.0,57.0,62.0,68.0,53.0,48.0,50.0,38.0,47.0,45.0,43.0,26.0,31.0,26.0,12.0,5.0,0.0,799.0
2329,020110611,35.0,48.0,51.0,53.0,53.0,59.0,80.0,51.0,61.0,65.0,58.0,40.0,52.0,42.0,37.0,30.0,24.0,17.0,2.0,1.0,859.0
2330,020110701,36.0,27.0,34.0,26.0,262.0,466.0,380.0,279.0,182.0,141.0,136.0,79.0,51.0,32.0,23.0,28.0,19.0,10.0,2.0,5.0,2218.0
2331,020110702,54.0,49.0,45.0,60.0,61.0,55.0,63.0,58.0,58.0,52.0,64.0,66.0,53.0,39.0,34.0,28.0,25.0,11.0,7.0,2.0,884.0
2332,020110703,37.0,41.0,49.0,53.0,56.0,53.0,51.0,56.0,59.0,53.0,53.0,47.0,44.0,43.0,29.0,30.0,18.0,10.0,4.0,0.0,786.0
2333,020110704,45.0,47.0,59.0,52.0,62.0,64.0,76.0,63.0,57.0,61.0,67.0,49.0,72.0,41.0,36.0,37.0,24.0,16.0,7.0,1.0,936.0
2334,020110705,51.0,55.0,53.0,55.0,51.0,60.0,83.0,66.0,54.0,54.0,54.0,58.0,54.0,35.0,39.0,39.0,30.0,32.0,31.0,11.0,965.0
2335,020110706,41.0,54.0,44.0,37.0,57.0,56.0,56.0,60.0,53.0,59.0,64.0,51.0,40.0,37.0,23.0,21.0,21.0,16.0,0.0,1.0,791.0
2336,020110707,40.0,49.0,52.0,63.0,53.0,42.0,49.0,61.0,51.0,65.0,47.0,60.0,45.0,30.0,23.0,18.0,25.0,17.0,5.0,1.0,796.0
2337,020110708,37.0,48.0,50.0,36.0,43.0,44.0,54.0,66.0,39.0,44.0,45.0,46.0,33.0,35.0,24.0,17.0,18.0,7.0,4.0,1.0,691.0
2338,020110709,58.0,46.0,41.0,40.0,48.0,54.0,66.0,81.0,51.0,53.0,52.0,45.0,40.0,37.0,36.0,23.0,24.0,12.0,1.0,0.0,808.0
2339,020110710,50.0,59.0,50.0,52.0,50.0,53.0,60.0,77.0,60.0,53.0,41.0,47.0,32.0,38.0,26.0,29.0,21.0,15.0,4.0,0.0,817.0
2340,020110711,42.0,42.0,34.0,29.0,47.0,78.0,81.0,62.0,50.0,38.0,55.0,61.0,41.0,45.0,29.0,29.0,20.0,16.0,7.0,1.0,807.0
2341,020110712,50.0,53.0,58.0,49.0,46.0,55.0,75.0,56.0,46.0,60.0,58.0,43.0,53.0,54.0,35.0,20.0,27.0,10.0,5.0,1.0,854.0
2342,020110801,64.0,48.0,53.0,45.0,51.0,75.0,83.0,75.0,66.0,50.0,48.0,47.0,39.0,33.0,36.0,26.0,21.0,21.0,4.0,1.0,886.0
2343,020110802,50.0,51.0,55.0,55.0,59.0,54.0,47.0,62.0,66.0,58.0,69.0,59.0,46.0,38.0,46.0,39.0,21.0,12.0,8.0,1.0,896.0
2344,020110803,17.0,29.0,19.0,38.0,47.0,19.0,25.0,26.0,29.0,42.0,50.0,30.0,34.0,29.0,21.0,27.0,25.0,9.0,2.0,1.0,519.0
2345,020110804,15.0,25.0,27.0,24.0,56.0,54.0,60.0,41.0,38.0,37.0,54.0,62.0,33.0,39.0,29.0,40.0,32.0,42.0,11.0,5.0,724.0
2346,020110805,37.0,29.0,30.0,34.0,30.0,54.0,46.0,48.0,32.0,30.0,41.0,45.0,45.0,48.0,25.0,31.0,29.0,16.0,7.0,1.0,658.0
2347,020110806,47.0,59.0,45.0,62.0,64.0,80.0,84.0,79.0,66.0,69.0,65.0,54.0,55.0,53.0,38.0,35.0,22.0,10.0,5.0,0.0,992.0
2348,020110807,47.0,58.0,56.0,56.0,64.0,69.0,50.0,74.0,62.0,82.0,52.0,65.0,79.0,43.0,42.0,35.0,27.0,22.0,8.0,1.0,992.0
2349,020110808,41.0,54.0,51.0,56.0,74.0,63.0,62.0,61.0,74.0,62.0,93.0,73.0,57.0,45.0,31.0,25.0,23.0,22.0,5.0,1.0,973.0
2350,020110809,40.0,36.0,27.0,39.0,43.0,69.0,64.0,65.0,40.0,44.0,65.0,54.0,50.0,42.0,39.0,37.0,37.0,26.0,5.0,1.0,823.0
2351,020110901,55.0,46.0,58.0,45.0,55.0,62.0,62.0,75.0,65.0,65.0,55.0,38.0,57.0,34.0,33.0,32.0,19.0,12.0,5.0,0.0,873.0
2352,020110902,53.0,36.0,40.0,39.0,57.0,65.0,69.0,71.0,62.0,57.0,55.0,47.0,56.0,26.0,19.0,26.0,17.0,8.0,3.0,1.0,807.0
2353,020110903,58.0,62.0,50.0,61.0,49.0,61.0,83.0,79.0,93.0,56.0,73.0,59.0,66.0,56.0,36.0,27.0,16.0,19.0,4.0,0.0,1008.0
2354,020110904,36.0,26.0,39.0,31.0,56.0,47.0,49.0,47.0,33.0,53.0,56.0,47.0,40.0,26.0,24.0,20.0,17.0,7.0,5.0,0.0,659.0
2355,020110905,49.0,39.0,16.0,33.0,33.0,50.0,82.0,66.0,52.0,38.0,50.0,31.0,59.0,43.0,43.0,24.0,19.0,4.0,3.0,3.0,737.0
2356,020110906,14.0,26.0,32.0,28.0,43.0,37.0,50.0,37.0,34.0,61.0,40.0,34.0,25.0,22.0,33.0,26.0,20.0,14.0,2.0,1.0,579.0
2357,020110907,39.0,36.0,30.0,41.0,46.0,66.0,51.0,51.0,54.0,56.0,40.0,49.0,37.0,28.0,34.0,40.0,38.0,32.0,15.0,5.0,788.0
2358,020110908,45.0,34.0,25.0,45.0,72.0,56.0,57.0,56.0,35.0,44.0,55.0,66.0,68.0,54.0,33.0,31.0,34.0,28.0,16.0,12.0,866.0
2359,020110909,19.0,27.0,20.0,24.0,31.0,36.0,47.0,29.0,31.0,32.0,37.0,39.0,39.0,21.0,32.0,24.0,23.0,16.0,0.0,2.0,529.0
2360,020110910,40.0,33.0,20.0,21.0,46.0,80.0,79.0,64.0,37.0,27.0,31.0,33.0,35.0,44.0,22.0,18.0,23.0,15.0,2.0,1.0,671.0
2361,020110911,27.0,22.0,24.0,28.0,29.0,41.0,48.0,38.0,43.0,25.0,28.0,33.0,43.0,42.0,28.0,34.0,29.0,15.0,8.0,1.0,586.0
2362,020110912,33.0,19.0,15.0,22.0,38.0,58.0,61.0,42.0,35.0,22.0,52.0,40.0,33.0,45.0,50.0,41.0,28.0,16.0,8.0,0.0,658.0
2363,020111001,34.0,36.0,33.0,25.0,47.0,61.0,56.0,57.0,38.0,47.0,31.0,47.0,56.0,43.0,39.0,35.0,19.0,14.0,6.0,0.0,724.0
2364,020111002,38.0,47.0,43.0,52.0,47.0,75.0,96.0,54.0,60.0,60.0,60.0,68.0,68.0,41.0,49.0,39.0,25.0,22.0,8.0,4.0,956.0
2365,020111003,40.0,29.0,27.0,28.0,51.0,57.0,65.0,51.0,28.0,43.0,41.0,52.0,44.0,46.0,36.0,30.0,31.0,9.0,5.0,2.0,715.0
2366,020111004,45.0,48.0,41.0,51.0,60.0,75.0,60.0,74.0,52.0,51.0,68.0,74.0,67.0,60.0,35.0,41.0,24.0,19.0,10.0,1.0,956.0
2367,020111005,41.0,38.0,46.0,43.0,58.0,72.0,86.0,68.0,69.0,67.0,55.0,52.0,65.0,54.0,35.0,29.0,33.0,18.0,11.0,2.0,942.0
2368,020111006,49.0,53.0,41.0,37.0,51.0,81.0,107.0,89.0,63.0,44.0,49.0,68.0,58.0,56.0,35.0,31.0,43.0,22.0,5.0,0.0,982.0
2369,020111007,63.0,59.0,40.0,52.0,47.0,95.0,126.0,78.0,71.0,67.0,50.0,46.0,40.0,47.0,29.0,28.0,35.0,8.0,1.0,0.0,982.0
2370,020111008,47.0,41.0,29.0,28.0,42.0,74.0,62.0,60.0,49.0,48.0,39.0,32.0,44.0,39.0,36.0,23.0,22.0,25.0,7.0,1.0,748.0
2371,020111009,40.0,46.0,42.0,34.0,36.0,68.0,78.0,60.0,69.0,63.0,44.0,36.0,32.0,34.0,22.0,28.0,15.0,6.0,4.0,0.0,757.0
2372,020111010,30.0,43.0,46.0,43.0,49.0,73.0,70.0,56.0,61.0,44.0,37.0,34.0,27.0,21.0,25.0,23.0,14.0,15.0,2.0,0.0,713.0
2373,020111101,34.0,48.0,44.0,56.0,73.0,62.0,56.0,44.0,42.0,57.0,81.0,47.0,46.0,34.0,33.0,23.0,26.0,17.0,4.0,0.0,827.0
2374,020111102,48.0,44.0,55.0,57.0,61.0,54.0,64.0,77.0,53.0,67.0,56.0,61.0,60.0,33.0,38.0,23.0,21.0,12.0,4.0,0.0,888.0
2375,020111103,51.0,69.0,71.0,62.0,72.0,81.0,72.0,71.0,62.0,59.0,59.0,56.0,43.0,37.0,38.0,20.0,20.0,5.0,4.0,1.0,953.0
2376,020111104,10.0,21.0,12.0,21.0,24.0,13.0,27.0,29.0,13.0,18.0,19.0,25.0,19.0,16.0,6.0,9.0,2.0,8.0,2.0,0.0,294.0
2377,020111105,57.0,61.0,44.0,45.0,59.0,75.0,71.0,66.0,62.0,58.0,74.0,71.0,58.0,35.0,38.0,39.0,24.0,13.0,2.0,0.0,952.0
2378,020111106,51.0,64.0,60.0,74.0,54.0,84.0,81.0,56.0,72.0,72.0,59.0,49.0,51.0,51.0,45.0,41.0,28.0,23.0,2.0,0.0,1017.0
2379,020111107,46.0,55.0,47.0,52.0,66.0,77.0,64.0,52.0,63.0,60.0,69.0,58.0,49.0,43.0,14.0,23.0,25.0,9.0,6.0,0.0,878.0
2380,020111108,46.0,61.0,49.0,46.0,55.0,73.0,74.0,66.0,50.0,47.0,57.0,44.0,41.0,38.0,47.0,31.0,25.0,11.0,4.0,2.0,867.0
2381,020111109,50.0,50.0,66.0,65.0,59.0,74.0,68.0,54.0,50.0,49.0,74.0,51.0,48.0,34.0,43.0,33.0,22.0,11.0,3.0,2.0,906.0
