,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
2078,020100207,52.0,68.0,47.0,44.0,80.0,78.0,75.0,70.0,51.0,54.0,64.0,61.0,55.0,39.0,32.0,42.0,33.0,20.0,6.0,2.0,973.0
2079,020100208,39.0,41.0,44.0,49.0,66.0,71.0,50.0,57.0,53.0,46.0,66.0,67.0,59.0,42.0,42.0,19.0,32.0,19.0,6.0,0.0,868.0
2080,020100301,30.0,38.0,38.0,37.0,43.0,43.0,40.0,45.0,35.0,43.0,45.0,35.0,34.0,34.0,17.0,28.0,20.0,4.0,2.0,1.0,612.0
2081,020100302,36.0,59.0,43.0,50.0,65.0,54.0,51.0,59.0,53.0,54.0,62.0,38.0,45.0,37.0,45.0,34.0,28.0,15.0,6.0,2.0,836.0
2082,020100303,44.0,50.0,46.0,44.0,54.0,41.0,46.0,48.0,59.0,57.0,57.0,53.0,50.0,39.0,32.0,40.0,25.0,11.0,3.0,4.0,803.0
2083,020100304,39.0,29.0,32.0,30.0,37.0,26.0,33.0,46.0,44.0,45.0,32.0,38.0,25.0,22.0,41.0,38.0,17.0,11.0,3.0,0.0,588.0
2084,020100305,54.0,34.0,45.0,48.0,52.0,45.0,64.0,53.0,50.0,53.0,42.0,54.0,54.0,36.0,34.0,34.0,28.0,20.0,5.0,1.0,806.0
2085,020100306,34.0,28.0,40.0,51.0,43.0,33.0,53.0,51.0,48.0,45.0,30.0,46.0,54.0,26.0,32.0,42.0,33.0,23.0,2.0,3.0,717.0
2086,020100307,52.0,38.0,50.0,54.0,63.0,64.0,80.0,65.0,48.0,70.0,49.0,53.0,45.0,41.0,38.0,40.0,36.0,19.0,3.0,2.0,910.0
2087,020100308,80.0,62.0,45.0,50.0,86.0,78.0,80.0,75.0,59.0,74.0,59.0,53.0,42.0,50.0,40.0,34.0,24.0,15.0,0.0,0.0,1006.0
2088,020100401,77.0,64.0,57.0,48.0,72.0,58.0,81.0,91.0,71.0,76.0,71.0,56.0,77.0,37.0,37.0,24.0,25.0,13.0,1.0,0.0,1036.0
2089,020100402,58.0,82.0,73.0,60.0,64.0,71.0,76.0,109.0,67.0,81.0,65.0,56.0,70.0,60.0,38.0,36.0,19.0,14.0,5.0,1.0,1105.0
2090,020100403,42.0,57.0,46.0,47.0,59.0,70.0,62.0,64.0,56.0,55.0,44.0,45.0,59.0,48.0,39.0,29.0,25.0,17.0,12.0,3.0,879.0
2091,020100404,37.0,43.0,50.0,60.0,59.0,76.0,62.0,34.0,44.0,62.0,73.0,52.0,44.0,23.0,23.0,28.0,23.0,14.0,5.0,2.0,814.0
2092,020100405,41.0,46.0,45.0,45.0,43.0,41.0,70.0,68.0,60.0,52.0,58.0,36.0,51.0,44.0,37.0,29.0,13.0,7.0,3.0,0.0,789.0
2093,020100406,13.0,30.0,42.0,46.0,42.0,44.0,37.0,36.0,50.0,50.0,56.0,45.0,32.0,28.0,30.0,33.0,24.0,13.0,3.0,1.0,655.0
2094,020100407,43.0,52.0,37.0,43.0,55.0,54.0,57.0,64.0,67.0,55.0,42.0,46.0,30.0,30.0,32.0,25.0,30.0,12.0,1.0,0.0,775.0
2095,020100408,36.0,39.0,47.0,39.0,46.0,50.0,46.0,54.0,46.0,46.0,53.0,38.0,29.0,41.0,34.0,32.0,21.0,13.0,6.0,1.0,717.0
2096,020100409,41.0,45.0,50.0,44.0,46.0,50.0,63.0,63.0,38.0,55.0,53.0,51.0,36.0,31.0,34.0,28.0,29.0,15.0,2.0,0.0,774.0
2097,020100501,35.0,40.0,41.0,49.0,44.0,35.0,42.0,54.0,46.0,42.0,48.0,40.0,52.0,39.0,31.0,29.0,17.0,13.0,2.0,1.0,700.0
2098,020100502,44.0,50.0,34.0,38.0,40.0,58.0,76.0,53.0,43.0,30.0,40.0,50.0,43.0,22.0,47.0,20.0,14.0,14.0,4.0,3.0,723.0
2099,020100503,41.0,55.0,55.0,63.0,71.0,77.0,71.0,51.0,60.0,73.0,64.0,60.0,40.0,43.0,37.0,38.0,23.0,9.0,5.0,0.0,936.0
2100,020100504,52.0,47.0,34.0,67.0,66.0,61.0,63.0,62.0,46.0,54.0,59.0,60.0,61.0,43.0,37.0,37.0,32.0,26.0,10.0,4.0,921.0
2101,020100505,50.0,49.0,44.0,40.0,46.0,71.0,75.0,58.0,53.0,58.0,48.0,42.0,45.0,43.0,41.0,25.0,18.0,13.0,5.0,2.0,826.0
2102,020100506,40.0,60.0,57.0,51.0,53.0,55.0,77.0,60.0,47.0,45.0,52.0,57.0,44.0,40.0,28.0,34.0,36.0,12.0,5.0,0.0,853.0
2103,020100507,43.0,40.0,49.0,53.0,65.0,62.0,65.0,53.0,53.0,53.0,57.0,48.0,35.0,36.0,39.0,40.0,31.0,24.0,9.0,0.0,855.0
2104,020100508,59.0,57.0,47.0,58.0,58.0,65.0,68.0,81.0,80.0,66.0,48.0,49.0,60.0,39.0,39.0,35.0,28.0,22.0,3.0,0.0,962.0
2105,020100509,37.0,46.0,23.0,40.0,33.0,43.0,53.0,60.0,35.0,39.0,52.0,48.0,40.0,29.0,31.0,37.0,26.0,18.0,3.0,0.0,693.0
2106,020100510,44.0,45.0,41.0,45.0,53.0,52.0,57.0,63.0,59.0,47.0,50.0,36.0,48.0,43.0,30.0,41.0,30.0,15.0,6.0,0.0,805.0
2107,020100511,47.0,47.0,43.0,37.0,41.0,49.0,53.0,48.0,33.0,45.0,44.0,40.0,48.0,32.0,33.0,29.0,20.0,12.0,2.0,0.0,703.0
2108,020100512,38.0,49.0,48.0,45.0,38.0,44.0,49.0,59.0,53.0,50.0,46.0,38.0,67.0,40.0,27.0,31.0,26.0,15.0,3.0,1.0,767.0
2109,020100513,34.0,56.0,40.0,56.0,55.0,51.0,55.0,60.0,47.0,60.0,63.0,55.0,50.0,41.0,36.0,26.0,19.0,11.0,4.0,1.0,820.0
2110,020100514,34.0,41.0,35.0,43.0,54.0,49.0,55.0,71.0,36.0,49.0,50.0,53.0,37.0,33.0,25.0,27.0,32.0,11.0,1.0,1.0,737.0
2111,020100601,30.0,34.0,38.0,48.0,47.0,55.0,49.0,41.0,43.0,49.0,48.0,41.0,29.0,20.0,31.0,27.0,16.0,14.0,1.0,1.0,662.0
2112,020100602,35.0,35.0,40.0,47.0,48.0,47.0,37.0,34.0,55.0,43.0,55.0,45.0,51.0,37.0,20.0,20.0,16.0,13.0,4.0,0.0,682.0
2113,020100603,50.0,69.0,60.0,62.0,71.0,77.0,76.0,76.0,58.0,70.0,85.0,67.0,58.0,48.0,46.0,43.0,33.0,17.0,5.0,0.0,1071.0
2114,020100604,42.0,56.0,42.0,59.0,61.0,58.0,56.0,63.0,55.0,74.0,49.0,51.0,44.0,53.0,31.0,39.0,23.0,7.0,5.0,0.0,868.0
2115,020100605,50.0,52.0,42.0,44.0,59.0,81.0,63.0,63.0,53.0,56.0,59.0,62.0,52.0,44.0,26.0,30.0,27.0,10.0,3.0,0.0,876.0
2116,020100606,44.0,46.0,44.0,44.0,55.0,61.0,65.0,60.0,59.0,50.0,49.0,59.0,54.0,47.0,32.0,35.0,26.0,15.0,4.0,2.0,851.0
2117,020100607,22.0,34.0,50.0,61.0,74.0,57.0,61.0,48.0,55.0,55.0,77.0,60.0,59.0,40.0,23.0,22.0,19.0,12.0,2.0,0.0,831.0
2118,020100608,40.0,55.0,43.0,39.0,50.0,73.0,78.0,59.0,58.0,53.0,54.0,58.0,54.0,38.0,31.0,39.0,28.0,12.0,4.0,0.0,866.0
2119,020100609,58.0,68.0,59.0,49.0,62.0,64.0,89.0,68.0,83.0,54.0,47.0,64.0,41.0,43.0,44.0,26.0,27.0,12.0,5.0,2.0,965.0
2120,020100610,74.0,70.0,59.0,60.0,72.0,91.0,92.0,102.0,73.0,66.0,66.0,60.0,39.0,46.0,38.0,29.0,33.0,23.0,5.0,2.0,1100.0
2121,020100611,44.0,53.0,35.0,41.0,52.0,55.0,60.0,61.0,34.0,65.0,50.0,54.0,48.0,34.0,25.0,38.0,26.0,8.0,3.0,0.0,786.0
2122,020100612,28.0,35.0,41.0,46.0,53.0,56.0,38.0,41.0,35.0,51.0,43.0,48.0,51.0,46.0,39.0,30.0,22.0,8.0,5.0,1.0,717.0
2123,020100613,57.0,65.0,49.0,52.0,67.0,61.0,75.0,81.0,63.0,70.0,63.0,41.0,66.0,61.0,56.0,44.0,39.0,23.0,9.0,1.0,1043.0
2124,020100701,68.0,58.0,62.0,61.0,78.0,71.0,106.0,96.0,67.0,56.0,76.0,58.0,72.0,52.0,53.0,42.0,29.0,27.0,9.0,1.0,1142.0
2125,020100702,84.0,75.0,44.0,64.0,71.0,85.0,129.0,86.0,65.0,56.0,66.0,53.0,50.0,38.0,33.0,29.0,25.0,10.0,5.0,0.0,1068.0
2126,020100703,65.0,66.0,67.0,77.0,85.0,84.0,80.0,95.0,68.0,96.0,80.0,76.0,60.0,48.0,52.0,42.0,42.0,33.0,6.0,1.0,1223.0
2127,020100704,60.0,49.0,44.0,63.0,55.0,89.0,110.0,89.0,64.0,64.0,73.0,56.0,80.0,65.0,51.0,43.0,44.0,22.0,12.0,0.0,1133.0
2128,020100705,49.0,31.0,28.0,42.0,70.0,80.0,68.0,43.0,43.0,49.0,56.0,66.0,49.0,34.0,36.0,46.0,33.0,12.0,7.0,1.0,843.0
2129,020100706,59.0,48.0,43.0,54.0,56.0,71.0,87.0,78.0,62.0,63.0,42.0,48.0,60.0,44.0,55.0,33.0,33.0,14.0,9.0,1.0,960.0
2130,020100707,54.0,55.0,83.0,122.0,153.0,123.0,82.0,63.0,56.0,97.0,169.0,184.0,102.0,52.0,49.0,26.0,25.0,16.0,3.0,0.0,1514.0
2131,020100708,53.0,57.0,43.0,104.0,73.0,70.0,81.0,77.0,69.0,56.0,59.0,62.0,62.0,57.0,39.0,32.0,35.0,12.0,5.0,1.0,1047.0
2132,020100709,80.0,59.0,58.0,57.0,54.0,82.0,88.0,85.0,61.0,56.0,60.0,44.0,55.0,38.0,23.0,29.0,15.0,12.0,3.0,0.0,959.0
2133,020100710,66.0,71.0,76.0,70.0,66.0,92.0,111.0,88.0,69.0,79.0,59.0,56.0,47.0,60.0,36.0,35.0,19.0,11.0,4.0,0.0,1115.0
2134,020100801,56.0,67.0,49.0,50.0,74.0,89.0,85.0,76.0,57.0,70.0,77.0,82.0,67.0,50.0,37.0,45.0,34.0,15.0,4.0,1.0,1085.0
2135,020100802,65.0,67.0,57.0,86.0,92.0,93.0,92.0,74.0,96.0,87.0,79.0,79.0,61.0,53.0,48.0,28.0,32.0,15.0,4.0,0.0,1208.0
2136,020100803,46.0,39.0,37.0,34.0,61.0,59.0,57.0,45.0,53.0,49.0,55.0,51.0,39.0,51.0,31.0,39.0,30.0,17.0,7.0,0.0,800.0
2137,020100804,50.0,73.0,60.0,53.0,65.0,65.0,66.0,87.0,85.0,60.0,71.0,42.0,57.0,63.0,41.0,31.0,23.0,22.0,6.0,1.0,1021.0
2138,020100805,54.0,47.0,47.0,51.0,70.0,63.0,59.0,57.0,49.0,47.0,56.0,54.0,49.0,26.0,35.0,32.0,35.0,10.0,7.0,0.0,848.0
2139,020100806,65.0,52.0,51.0,43.0,60.0,70.0,57.0,69.0,48.0,42.0,66.0,59.0,49.0,38.0,34.0,34.0,23.0,18.0,3.0,1.0,882.0
2140,020100807,56.0,66.0,63.0,78.0,73.0,77.0,105.0,80.0,85.0,76.0,62.0,74.0,58.0,49.0,46.0,44.0,35.0,17.0,10.0,0.0,1154.0
2141,020100808,61.0,57.0,64.0,69.0,70.0,76.0,104.0,84.0,72.0,56.0,65.0,65.0,67.0,51.0,51.0,40.0,36.0,22.0,9.0,2.0,1121.0
2142,020100809,47.0,30.0,38.0,38.0,53.0,47.0,83.0,50.0,73.0,43.0,64.0,55.0,47.0,35.0,25.0,27.0,23.0,17.0,5.0,0.0,800.0
2143,020100901,51.0,48.0,47.0,48.0,49.0,61.0,74.0,64.0,49.0,54.0,58.0,47.0,40.0,41.0,37.0,32.0,25.0,9.0,1.0,3.0,838.0
2144,020100902,51.0,61.0,40.0,49.0,52.0,70.0,80.0,72.0,48.0,44.0,44.0,65.0,52.0,42.0,37.0,34.0,31.0,16.0,9.0,2.0,899.0
2145,020100903,47.0,51.0,47.0,49.0,54.0,54.0,72.0,61.0,72.0,40.0,52.0,36.0,42.0,48.0,34.0,33.0,25.0,13.0,0.0,1.0,831.0
2146,020100904,40.0,48.0,34.0,43.0,58.0,69.0,72.0,63.0,50.0,52.0,62.0,53.0,39.0,47.0,41.0,28.0,28.0,8.0,5.0,0.0,840.0
2147,020100905,79.0,58.0,50.0,54.0,65.0,85.0,96.0,76.0,48.0,42.0,63.0,48.0,49.0,41.0,40.0,40.0,27.0,15.0,18.0,7.0,1001.0
2148,020100906,72.0,71.0,58.0,71.0,61.0,67.0,91.0,81.0,80.0,56.0,50.0,45.0,46.0,38.0,46.0,29.0,15.0,10.0,3.0,2.0,992.0
2149,020100907,60.0,51.0,44.0,54.0,67.0,61.0,66.0,70.0,65.0,55.0,49.0,54.0,56.0,40.0,26.0,34.0,18.0,13.0,1.0,1.0,885.0
2150,020100908,39.0,44.0,55.0,50.0,45.0,37.0,54.0,60.0,64.0,58.0,43.0,40.0,38.0,37.0,23.0,18.0,15.0,10.0,7.0,0.0,737.0
2151,020100909,37.0,28.0,38.0,41.0,55.0,36.0,43.0,40.0,51.0,57.0,61.0,45.0,38.0,31.0,21.0,16.0,26.0,15.0,6.0,0.0,685.0
2152,020100910,57.0,39.0,42.0,49.0,73.0,76.0,58.0,52.0,50.0,53.0,60.0,47.0,40.0,15.0,30.0,22.0,19.0,12.0,7.0,0.0,801.0
2153,020101001,37.0,43.0,42.0,44.0,45.0,43.0,57.0,54.0,54.0,53.0,38.0,46.0,33.0,44.0,18.0,45.0,30.0,11.0,5.0,3.0,745.0
2154,020101002,44.0,74.0,60.0,76.0,63.0,74.0,64.0,79.0,65.0,74.0,64.0,66.0,52.0,29.0,54.0,47.0,60.0,44.0,30.0,8.0,1127.0
2155,020101003,56.0,65.0,72.0,65.0,60.0,68.0,93.0,74.0,68.0,53.0,58.0,50.0,52.0,40.0,24.0,22.0,28.0,16.0,2.0,1.0,967.0
2156,020101004,35.0,32.0,36.0,54.0,57.0,47.0,59.0,47.0,51.0,50.0,66.0,53.0,47.0,46.0,27.0,28.0,31.0,11.0,2.0,1.0,780.0
2157,020101005,51.0,58.0,46.0,59.0,58.0,67.0,67.0,83.0,46.0,59.0,65.0,48.0,49.0,38.0,35.0,20.0,21.0,14.0,4.0,1.0,889.0
2158,020101006,48.0,43.0,49.0,63.0,75.0,60.0,58.0,64.0,58.0,58.0,75.0,75.0,48.0,39.0,33.0,28.0,21.0,10.0,3.0,0.0,908.0
2159,020101007,51.0,46.0,45.0,38.0,33.0,73.0,72.0,62.0,49.0,39.0,51.0,44.0,47.0,36.0,41.0,39.0,30.0,21.0,7.0,0.0,824.0
2160,020101008,34.0,50.0,48.0,47.0,38.0,38.0,47.0,54.0,43.0,63.0,49.0,47.0,36.0,34.0,36.0,25.0,21.0,17.0,6.0,0.0,733.0
2161,020101009,55.0,44.0,65.0,50.0,69.0,67.0,76.0,60.0,72.0,54.0,78.0,49.0,52.0,44.0,30.0,36.0,22.0,26.0,5.0,3.0,957.0
2162,020101010,48.0,37.0,43.0,42.0,38.0,41.0,45.0,59.0,50.0,56.0,56.0,37.0,26.0,44.0,33.0,32.0,20.0,14.0,5.0,0.0,726.0
2163,020101011,43.0,48.0,51.0,55.0,61.0,52.0,49.0,50.0,59.0,63.0,50.0,36.0,44.0,39.0,43.0,32.0,21.0,12.0,2.0,0.0,810.0
2164,020101012,51.0,53.0,46.0,45.0,62.0,65.0,80.0,80.0,57.0,48.0,45.0,44.0,49.0,40.0,41.0,39.0,34.0,15.0,5.0,1.0,900.0
2165,020101101,47.0,60.0,35.0,55.0,60.0,81.0,66.0,62.0,55.0,49.0,53.0,48.0,44.0,36.0,30.0,33.0,20.0,8.0,6.0,2.0,850.0
2166,020101102,67.0,64.0,59.0,58.0,89.0,84.0,95.0,98.0,63.0,43.0,62.0,74.0,72.0,48.0,33.0,40.0,38.0,20.0,5.0,1.0,1113.0
2167,020101103,48.0,51.0,44.0,47.0,54.0,65.0,84.0,58.0,54.0,49.0,49.0,53.0,53.0,39.0,38.0,33.0,19.0,14.0,4.0,0.0,856.0
2168,020101104,82.0,67.0,55.0,68.0,97.0,87.0,90.0,78.0,54.0,60.0,47.0,51.0,49.0,36.0,28.0,24.0,26.0,16.0,4.0,2.0,1021.0
2169,020101105,81.0,65.0,71.0,80.0,79.0,85.0,75.0,58.0,64.0,63.0,57.0,49.0,32.0,24.0,17.0,16.0,15.0,11.0,2.0,0.0,944.0
2170,020101106,35.0,35.0,31.0,23.0,48.0,47.0,36.0,49.0,23.0,14.0,32.0,39.0,30.0,19.0,15.0,12.0,15.0,6.0,1.0,0.0,510.0
2171,020101107,74.0,75.0,61.0,66.0,105.0,96.0,93.0,69.0,78.0,56.0,60.0,59.0,58.0,40.0,33.0,24.0,18.0,7.0,4.0,3.0,1079.0
2172,020101108,41.0,35.0,54.0,49.0,57.0,54.0,80.0,66.0,50.0,32.0,60.0,54.0,51.0,42.0,40.0,30.0,18.0,16.0,8.0,2.0,839.0
2173,020101109,56.0,67.0,73.0,60.0,79.0,85.0,78.0,75.0,61.0,58.0,73.0,70.0,60.0,40.0,31.0,41.0,35.0,31.0,11.0,1.0,1085.0
2174,020101110,40.0,37.0,46.0,27.0,37.0,60.0,60.0,59.0,44.0,39.0,36.0,29.0,46.0,36.0,18.0,28.0,20.0,13.0,2.0,1.0,678.0
2175,020101111,38.0,39.0,29.0,36.0,52.0,51.0,55.0,45.0,30.0,33.0,31.0,43.0,49.0,36.0,24.0,17.0,20.0,10.0,6.0,1.0,645.0
2176,020101201,62.0,72.0,57.0,58.0,86.0,68.0,80.0,79.0,53.0,65.0,66.0,58.0,43.0,41.0,33.0,28.0,27.0,17.0,8.0,5.0,1006.0
2177,020101202,43.0,43.0,37.0,38.0,63.0,72.0,81.0,66.0,54.0,50.0,46.0,55.0,56.0,46.0,40.0,37.0,25.0,15.0,7.0,1.0,875.0
2178,020101203,44.0,39.0,50.0,50.0,79.0,59.0,75.0,44.0,50.0,54.0,48.0,38.0,48.0,27.0,20.0,21.0,23.0,20.0,13.0,5.0,807.0
2179,020101204,36.0,32.0,38.0,37.0,42.0,48.0,52.0,48.0,35.0,43.0,44.0,19.0,27.0,34.0,29.0,17.0,20.0,17.0,7.0,4.0,629.0
2180,020101205,44.0,50.0,46.0,36.0,45.0,49.0,57.0,41.0,38.0,38.0,28.0,24.0,19.0,21.0,16.0,11.0,21.0,12.0,8.0,1.0,605.0
2181,020101206,39.0,40.0,38.0,45.0,54.0,62.0,35.0,36.0,36.0,29.0,41.0,27.0,25.0,24.0,25.0,13.0,21.0,9.0,2.0,0.0,601.0
2182,020101207,38.0,36.0,45.0,44.0,55.0,54.0,47.0,39.0,48.0,47.0,47.0,36.0,31.0,20.0,20.0,19.0,15.0,13.0,5.0,0.0,659.0
2183,020101208,38.0,44.0,38.0,38.0,51.0,54.0,57.0,38.0,40.0,65.0,47.0,49.0,49.0,37.0,30.0,32.0,31.0,11.0,3.0,1.0,753.0
2184,020101209,35.0,38.0,37.0,30.0,55.0,72.0,60.0,56.0,47.0,51.0,33.0,45.0,51.0,40.0,24.0,19.0,23.0,18.0,2.0,1.0,737.0
2185,020101210,34.0,39.0,17.0,29.0,45.0,46.0,44.0,57.0,32.0,41.0,31.0,32.0,37.0,28.0,35.0,24.0,27.0,6.0,8.0,0.0,612.0
2186,020101301,31.0,44.0,39.0,59.0,54.0,46.0,43.0,47.0,36.0,42.0,46.0,38.0,40.0,35.0,26.0,25.0,30.0,24.0,8.0,5.0,718.0
2187,020101302,35.0,46.0,34.0,39.0,36.0,54.0,67.0,58.0,30.0,46.0,45.0,39.0,45.0,41.0,31.0,32.0,34.0,27.0,13.0,1.0,753.0
2188,020101303,44.0,46.0,34.0,46.0,57.0,55.0,53.0,56.0,54.0,36.0,42.0,48.0,37.0,36.0,24.0,21.0,19.0,14.0,3.0,0.0,725.0
2189,020101304,30.0,27.0,46.0,34.0,51.0,35.0,56.0,41.0,43.0,45.0,35.0,31.0,27.0,23.0,19.0,27.0,19.0,9.0,5.0,2.0,605.0
2190,020101305,48.0,38.0,41.0,43.0,54.0,67.0,45.0,64.0,60.0,49.0,52.0,51.0,51.0,32.0,30.0,28.0,28.0,19.0,5.0,5.0,810.0
2191,020101306,45.0,43.0,51.0,41.0,47.0,62.0,56.0,41.0,40.0,46.0,54.0,63.0,57.0,42.0,33.0,40.0,29.0,32.0,12.0,6.0,840.0
2192,020101307,29.0,34.0,50.0,52.0,43.0,66.0,35.0,40.0,51.0,62.0,41.0,42.0,44.0,23.0,31.0,24.0,24.0,18.0,9.0,4.0,722.0
2193,020101308,18.0,41.0,35.0,44.0,79.0,43.0,42.0,42.0,39.0,58.0,56.0,59.0,70.0,48.0,39.0,23.0,30.0,15.0,3.0,1.0,785.0
2194,020101309,37.0,35.0,36.0,39.0,56.0,72.0,57.0,47.0,39.0,44.0,45.0,45.0,29.0,31.0,30.0,30.0,22.0,23.0,8.0,1.0,726.0
2195,020101310,25.0,29.0,29.0,31.0,42.0,47.0,50.0,35.0,41.0,34.0,36.0,33.0,34.0,28.0,23.0,21.0,26.0,20.0,6.0,3.0,593.0
2196,020101311,26.0,21.0,32.0,30.0,39.0,41.0,51.0,44.0,32.0,39.0,34.0,48.0,46.0,33.0,37.0,19.0,19.0,15.0,11.0,2.0,619.0
2197,020101312,23.0,24.0,27.0,31.0,42.0,44.0,42.0,41.0,35.0,41.0,44.0,42.0,44.0,31.0,36.0,23.0,14.0,15.0,1.0,1.0,601.0
2198,020101401,55.0,46.0,50.0,59.0,65.0,69.0,75.0,78.0,55.0,49.0,69.0,45.0,57.0,33.0,23.0,33.0,13.0,17.0,10.0,1.0,902.0
2199,020101402,48.0,56.0,62.0,54.0,67.0,74.0,69.0,51.0,60.0,66.0,71.0,49.0,50.0,41.0,32.0,32.0,19.0,19.0,3.0,2.0,925.0
2200,020101403,61.0,53.0,40.0,41.0,47.0,48.0,67.0,76.0,69.0,55.0,51.0,17.0,40.0,38.0,31.0,31.0,27.0,17.0,4.0,0.0,813.0
2201,020101404,46.0,43.0,45.0,46.0,49.0,58.0,65.0,57.0,53.0,50.0,55.0,59.0,70.0,39.0,28.0,28.0,21.0,14.0,5.0,1.0,832.0
2202,020101405,25.0,46.0,48.0,41.0,51.0,44.0,50.0,38.0,54.0,43.0,41.0,55.0,36.0,44.0,34.0,27.0,18.0,18.0,5.0,1.0,719.0
2203,020101406,42.0,42.0,32.0,44.0,40.0,33.0,42.0,45.0,43.0,38.0,29.0,40.0,26.0,25.0,27.0,23.0,12.0,7.0,1.0,2.0,593.0
2204,020101407,39.0,49.0,57.0,59.0,67.0,50.0,64.0,66.0,45.0,64.0,51.0,43.0,42.0,34.0,27.0,25.0,35.0,14.0,3.0,1.0,835.0
2205,020101408,29.0,25.0,30.0,40.0,37.0,43.0,43.0,48.0,30.0,51.0,44.0,40.0,28.0,31.0,24.0,24.0,19.0,6.0,6.0,1.0,599.0
2206,020101409,46.0,56.0,43.0,54.0,66.0,81.0,95.0,66.0,43.0,54.0,50.0,46.0,55.0,37.0,29.0,32.0,15.0,14.0,3.0,2.0,887.0
2207,020101410,55.0,49.0,25.0,46.0,56.0,74.0,74.0,65.0,46.0,55.0,45.0,49.0,39.0,58.0,30.0,25.0,21.0,17.0,6.0,4.0,839.0
2208,020101411,57.0,47.0,51.0,40.0,45.0,56.0,65.0,63.0,54.0,36.0,40.0,28.0,31.0,32.0,23.0,23.0,9.0,7.0,1.0,1.0,709.0
2209,020101501,26.0,41.0,34.0,48.0,37.0,36.0,44.0,50.0,46.0,36.0,50.0,45.0,31.0,36.0,19.0,23.0,14.0,16.0,0.0,1.0,633.0
2210,020101502,45.0,51.0,52.0,68.0,65.0,62.0,86.0,56.0,65.0,52.0,52.0,61.0,48.0,44.0,26.0,34.0,35.0,9.0,5.0,2.0,918.0
2211,020101503,30.0,31.0,36.0,48.0,48.0,25.0,42.0,34.0,31.0,46.0,37.0,21.0,31.0,30.0,22.0,15.0,13.0,10.0,5.0,2.0,557.0
2212,020101504,32.0,36.0,35.0,36.0,54.0,48.0,59.0,53.0,41.0,34.0,38.0,63.0,39.0,22.0,24.0,26.0,21.0,8.0,7.0,0.0,676.0
2213,020101505,37.0,42.0,43.0,49.0,51.0,42.0,54.0,59.0,61.0,74.0,68.0,55.0,46.0,50.0,24.0,22.0,22.0,16.0,4.0,1.0,820.0
2214,020101506,32.0,25.0,23.0,31.0,51.0,54.0,49.0,32.0,28.0,40.0,46.0,53.0,32.0,30.0,24.0,26.0,25.0,10.0,2.0,0.0,613.0
2215,020101507,26.0,23.0,27.0,25.0,36.0,51.0,25.0,45.0,30.0,30.0,37.0,39.0,34.0,25.0,28.0,19.0,20.0,4.0,2.0,0.0,526.0
2216,020101508,80.0,74.0,76.0,77.0,84.0,89.0,80.0,64.0,64.0,61.0,52.0,62.0,46.0,39.0,39.0,35.0,26.0,15.0,7.0,3.0,1073.0
2217,020101509,46.0,49.0,59.0,92.0,113.0,104.0,70.0,70.0,68.0,82.0,112.0,121.0,82.0,55.0,33.0,26.0,24.0,12.0,3.0,2.0,1223.0
2218,020101601,34.0,31.0,37.0,30.0,40.0,56.0,53.0,62.0,52.0,48.0,43.0,38.0,32.0,23.0,25.0,17.0,27.0,12.0,7.0,4.0,671.0
2219,020101602,62.0,53.0,49.0,63.0,88.0,94.0,84.0,68.0,55.0,71.0,83.0,60.0,80.0,44.0,36.0,37.0,29.0,17.0,4.0,0.0,1077.0
2220,020101603,61.0,63.0,42.0,51.0,46.0,52.0,62.0,67.0,52.0,46.0,37.0,37.0,25.0,29.0,28.0,29.0,24.0,18.0,5.0,4.0,778.0
2221,020101604,38.0,39.0,40.0,49.0,58.0,66.0,81.0,58.0,49.0,54.0,60.0,68.0,60.0,58.0,30.0,29.0,19.0,13.0,4.0,0.0,873.0
2222,020101605,53.0,47.0,49.0,45.0,72.0,72.0,77.0,78.0,57.0,69.0,76.0,62.0,86.0,37.0,39.0,39.0,44.0,25.0,14.0,10.0,1051.0
2223,020101606,48.0,67.0,56.0,55.0,67.0,79.0,80.0,75.0,52.0,60.0,74.0,67.0,50.0,56.0,37.0,31.0,31.0,17.0,3.0,1.0,1006.0
2224,020101607,34.0,36.0,42.0,44.0,48.0,52.0,62.0,61.0,58.0,45.0,61.0,48.0,27.0,45.0,41.0,31.0,35.0,9.0,3.0,0.0,782.0
2225,020101608,47.0,52.0,47.0,59.0,64.0,56.0,54.0,51.0,53.0,53.0,57.0,48.0,49.0,34.0,44.0,44.0,20.0,13.0,8.0,0.0,853.0
2226,020101609,56.0,63.0,62.0,69.0,77.0,46.0,61.0,82.0,60.0,68.0,56.0,40.0,55.0,41.0,50.0,21.0,26.0,14.0,4.0,2.0,953.0
2227,020101701,31.0,25.0,35.0,42.0,50.0,64.0,49.0,43.0,38.0,41.0,61.0,48.0,52.0,42.0,37.0,36.0,33.0,15.0,5.0,1.0,748.0
2228,020101702,58.0,34.0,38.0,37.0,53.0,72.0,76.0,58.0,40.0,53.0,54.0,54.0,50.0,37.0,45.0,39.0,26.0,16.0,4.0,0.0,844.0
2229,020101703,35.0,37.0,49.0,67.0,69.0,55.0,68.0,73.0,52.0,68.0,70.0,66.0,64.0,34.0,44.0,32.0,29.0,24.0,5.0,3.0,944.0
