X;Y;FECHA;CALLE;NUMERO;M2;DOLARES;PESOS;U_S_M2;BARRIOS;COMUNA
-58.426733079552463;-34.592096033903047;2015/02/19;GORRITI;4600;208.0;420000;;2019.2;PALERMO;14
-58.429056210676073;-34.590600366634497;2015/02/19;GORRITI;4800;500.0;1800000;;3600.0;PALERMO;14
-58.431083668382001;-34.589298075952165;2015/02/19;GORRITI;5000;217.0;700000;;3225.8;PALERMO;14
-58.431083668382001;-34.589298075952165;2015/02/19;GORRITI;5000;430.0;900000;;2093.0;PALERMO;14
-58.437058504918859;-34.584837371548424;2015/02/19;GORRITI;5600;320.0;850000;;2656.3;PALERMO;14
-58.440460942754157;-34.626289648273577;;"GOYENA, PEDRO";900;300.0;550000;;1833.3;CABALLITO;6
-58.445524463473596;-34.627047444038844;;"GOYENA, PEDRO";1300;1068.0;1540000;;1441.9;CABALLITO;6
-58.447064126701626;-34.627341257466405;2015/02/19;"GOYENA, PEDRO";1400;1070.0;1620000;;1514.0;CABALLITO;6
-58.46128986981369;-34.603026611273592;2015/02/19;"GRANADA, NICOLAS";1600;150.0;197000;;1313.3;PATERNAL;15
-58.462606907805203;-34.619817299608911;2015/02/18;GRANADEROS;700;369.0;570000;;1544.7;FLORES;7
-58.463214592470941;-34.618570525739699;2015/02/18;GRANADEROS;800;254.0;420000;;1653.5;FLORES;7
-58.463214592470941;-34.618570525739699;2015/02/18;GRANADEROS;800;414.0;650000;;1570.0;FLORES;7
-58.407842918881649;-34.646945774257375;2015/02/19;GRITO DE ASENCIO;3300;650.0;300000;;461.5;PARQUE PATRICIOS;4
-58.410554913803885;-34.647397511988935;2015/02/19;GRITO DE ASENCIO;3500;200.0;160000;;800.0;PARQUE PATRICIOS;4
-58.500444154757226;-34.582346718117115;;GRIVEO;2600;430.0;340000;;790.7;VILLA PUEYRREDON;12
-58.503814127620998;-34.584432683892864;;GRIVEO;2900;135.0;250000;;1851.9;VILLA PUEYRREDON;12
-58.503814127620998;-34.584432683892864;2015/02/20;GRIVEO;2900;160.0;80000;;500.0;VILLA PUEYRREDON;12
-58.507796761616575;-34.586893320868725;;GRIVEO;3200;133.0;197000;;1481.2;VILLA PUEYRREDON;12
-58.507796761616575;-34.586893320868725;2015/02/20;GRIVEO;3200;442.0;380000;;859.7;VILLA PUEYRREDON;12
-58.518745334176693;-34.593640805795111;2015/02/20;GRIVEO;4100;211.0;220000;;1042.7;VILLA DEVOTO;11
-58.484376228763509;-34.633607268860963;2015/02/18;GUALEGUAYCHU;100;203.0;250000;;1231.5;VELEZ SARSFIELD;10
-58.506451680366531;-34.60928027530403;;GUALEGUAYCHU;2800;303.0;460000;;1518.2;VILLA DEVOTO;11
-58.513253382542551;-34.602176614592096;;GUALEGUAYCHU;3800;360.0;620000;;1722.2;VILLA DEVOTO;11
-58.415106445986908;-34.643467568123313;2015/02/19;GUARANI;400;103.0;189000;;1835.0;NUEVA POMPEYA;4
-58.411471946465923;-34.602881029482361;2015/02/13;GUARDIA VIEJA;3300;247.0;600000;;2429.1;BALVANERA;3
-58.411471946465923;-34.602881029482361;2015/02/13;GUARDIA VIEJA;3300;986.0;600000;;608.5;BALVANERA;3
-58.416247661800149;-34.601315496373424;;GUARDIA VIEJA;3700;1283.0;700000;;545.6;ALMAGRO;5
-58.416247661800149;-34.601315496373424;2015/02/13;GUARDIA VIEJA;3700;458.0;700000;;1528.4;ALMAGRO;5
-58.417697755213382;-34.600844913078504;;GUARDIA VIEJA;3800;1281.0;700000;;546.4;ALMAGRO;5
-58.417697755213382;-34.600844913078504;2015/02/13;GUARDIA VIEJA;3800;369.0;700000;;1897.0;ALMAGRO;5
-58.425266501063504;-34.600102899445339;2015/02/13;GUARDIA VIEJA;4300;568.0;1000000;;1760.6;ALMAGRO;5
-58.436158229148091;-34.577185495279579;2015/02/19;GUATEMALA;600;930.0;1900000;;2043.0;PALERMO;14
-58.418968876147339;-34.589235485484465;2015/02/19;GUATEMALA;4200;127.0;650000;;5118.1;PALERMO;14
-58.431822187222927;-34.580270462810162;2015/02/19;GUATEMALA;5600;246.0;1000000;;4065.0;PALERMO;14
-58.432836250282385;-34.579461174617421;2015/02/19;GUATEMALA;5700;220.0;920000;;4181.8;PALERMO;14
-58.435879182709222;-34.57703240770843;;GUATEMALA;6000;500.0;1900000;;3800.0;PALERMO;14
-58.431296867402239;-34.619708973785897;;GUAYAQUIL;200;513.0;660000;;1286.5;CABALLITO;6
-58.43698240676563;-34.620901767221326;2015/02/13;GUAYAQUIL;600;250.0;690000;;2760.0;CABALLITO;6
-58.407900154962853;-34.592481724526813;2015/02/13;GUEMES;2900;968.0;3200000;;3305.8;RECOLETA;2
-58.450138306645698;-34.586833075967391;2015/02/18;GUEVARA;400;131.0;379000;;2893.1;CHACARITA;15
-58.426123314000534;-34.587511859773869;2015/02/19;GURRUCHAGA;1900;95.0;650000;;6842.1;PALERMO;14
-58.483775389887882;-34.600752729246288;;"GUTIERREZ, RICARDO";2600;170.0;270000;;1588.2;VILLA DEL PARQUE;11
-58.482223876732583;-34.614719858463289;2015/02/18;HELGUERA;1600;705.0;1200000;;1702.1;VILLA SANTA RITA;11
-58.487475601517268;-34.608214091513972;;HELGUERA;2300;65.0;110000;;1692.3;VILLA DEL PARQUE;11
-58.491188664075231;-34.603889610111487;;HELGUERA;2700;189.0;222000;;1174.6;VILLA DEL PARQUE;11
-58.496912840674078;-34.596625646505061;2015/02/20;HELGUERA;3500;280.0;290000;;1035.7;AGRONOMIA;15
-58.463182576367984;-34.581805260834393;2015/02/20;HEREDIA;1000;270.0;320000;;1185.2;VILLA ORTUZAR;15
-58.438135670855665;-34.617626312194375;2015/02/13;HIDALGO;100;325.0;495000;;1523.1;CABALLITO;6
-58.470718460394124;-34.576072898013933;;HOLMBERG;1700;130.0;176000;;1353.8;VILLA ORTUZAR;15
-58.471649141811987;-34.574981792653446;2015/02/20;HOLMBERG;1800;268.0;330000;;1231.3;VILLA ORTUZAR;15
-58.478769389290179;-34.566968622150895;;HOLMBERG;2700;352.0;650000;;1846.6;VILLA URQUIZA;12
-58.48261940736117;-34.561986697758705;2015/02/20;HOLMBERG;3300;190.0;242000;;1273.7;VILLA URQUIZA;12
-58.488633641507128;-34.553057782104297;2015/02/19;HOLMBERG;4200;540.0;475000;;879.6;SAAVEDRA;12
-58.494057881764412;-34.642944824167138;2015/02/19;HOMERO;500;224.0;270000;;1205.4;VILLA LURO;10
-58.43722244874867;-34.58325278294128;2015/02/19;HONDURAS;5700;720.0;2500000;;3472.2;PALERMO;14
-58.439245493807178;-34.581665957711834;2015/02/19;HONDURAS;5900;433.0;870000;;2009.2;PALERMO;14
-58.446694788810881;-34.624746097242557;2015/02/18;HORTIGUERA;200;118.0;220000;;1864.4;CABALLITO;6
-58.44515977562623;-34.628383858691294;2015/02/13;HORTIGUERA;500;291.0;740000;;2543.0;CABALLITO;6
-58.441781684374092;-34.623776464091428;2015/02/13;HUALFIN;1000;1856.0;1540000;;829.7;CABALLITO;6
-58.443413502544189;-34.623882645408742;2015/02/19;HUALFIN;1100;95.0;380000;;4000.0;CABALLITO;6
-58.423863313207313;-34.601469490583682;;HUMAHUACA;4200;1600.0;900000;;562.5;ALMAGRO;5
-58.423863313207313;-34.601469490583682;2015/02/13;HUMAHUACA;4200;650.0;800000;;1230.8;ALMAGRO;5
-58.423863313207313;-34.601469490583682;2015/02/13;HUMAHUACA;4200;483.0;900000;;1863.4;ALMAGRO;5
-58.369949888879866;-34.620537791353229;2015/02/19;HUMBERTO 1°;300;92.0;330000;;3587.0;SAN TELMO;1
-58.372858560902493;-34.620587431165958;2015/02/19;HUMBERTO 1°;500;650.0;900000;;1384.6;SAN TELMO;1
-58.377200315330057;-34.620748181417191;2015/02/20;HUMBERTO 1°;800;379.0;750000;;1978.9;SAN TELMO;1
-58.387218889952706;-34.621123700909223;2015/02/18;HUMBERTO 1°;1500;1023.0;1150950;;1125.1;CONSTITUCION;1
-58.393080725891494;-34.62149446323717;2015/02/20;HUMBERTO 1°;1900;189.0;249000;;1317.5;SAN CRISTOBAL;3
-58.394458062397561;-34.62155755495413;2015/02/20;HUMBERTO 1°;2000;472.0;850000;;1800.8;SAN CRISTOBAL;3
-58.401378228102303;-34.622172402384884;2015/02/20;HUMBERTO 1°;2600;339.0;430000;;1268.4;SAN CRISTOBAL;3
-58.407217172494562;-34.623078250281246;;HUMBERTO 1°;3000;240.0;195000;;812.5;SAN CRISTOBAL;3
-58.407217172494562;-34.623078250281246;;HUMBERTO 1°;3000;305.0;340000;;1114.8;SAN CRISTOBAL;3
-58.407217172494562;-34.623078250281246;2015/02/19;HUMBERTO 1°;3000;468.0;390000;;833.3;SAN CRISTOBAL;3
-58.407217172494562;-34.623078250281246;2015/02/19;HUMBERTO 1°;3000;394.0;390000;;989.8;SAN CRISTOBAL;3
-58.410493451706557;-34.623604610367238;2015/02/13;HUMBERTO 1°;3200;355.0;326744;2.810.000;920.4;SAN CRISTOBAL;3
-58.451173259463005;-34.597474373859448;2015/02/19;HUMBOLDT;100;3100.0;1500000;;483.9;VILLA CRESPO;15
-58.450111897314535;-34.596691508808668;2015/02/19;HUMBOLDT;200;208.0;250000;;1201.9;VILLA CRESPO;15
-58.450111897314535;-34.596691508808668;2015/02/19;HUMBOLDT;200;242.0;210000;;867.8;VILLA CRESPO;15
-58.446936847304755;-34.59436390413245;;HUMBOLDT;500;252.0;500000;;1984.1;VILLA CRESPO;15
-58.444952385783679;-34.592833886868497;2015/02/19;HUMBOLDT;700;200.0;380000;;1900.0;VILLA CRESPO;15
-58.441278746199174;-34.589822206083134;2015/02/19;HUMBOLDT;1100;138.0;250000;;1811.6;CHACARITA;15
-58.440290361111508;-34.589019490003409;;HUMBOLDT;1200;180.0;350000;;1944.4;CHACARITA;15
-58.440290361111508;-34.589019490003409;2015/02/19;HUMBOLDT;1200;311.0;350000;;1125.4;CHACARITA;15
-58.440290361111508;-34.589019490003409;2015/02/19;HUMBOLDT;1200;204.0;350000;;1715.7;CHACARITA;15
-58.434413048802647;-34.584219721639677;2015/02/19;HUMBOLDT;1800;298.0;1000000;;3355.7;PALERMO;14
-58.431556129151673;-34.581728046165395;2015/02/19;HUMBOLDT;2100;182.0;1700000;;9340.7;PALERMO;14
-58.4299112322472;-34.580292609368819;2015/02/19;HUMBOLDT;2300;472.0;1200000;;2542.4;PALERMO;14
-58.428892990902433;-34.579403916551151;2015/02/19;HUMBOLDT;2400;236.0;800000;;3389.8;PALERMO;14
-58.441227182094394;-34.554269546155126;2015/02/13;HUSARES;2000;173.0;310000;;1791.9;BELGRANO;13
-58.519403563256013;-34.641319422228001;2015/02/18;IBARROLA;6600;918.0;680000;;740.7;LINIERS;9
-58.468083590094686;-34.555314508250717;2015/02/19;IBERA;2800;150.0;295000;;1966.7;NUÑEZ;13
-58.406323384950632;-34.630736472305891;2015/02/19;INCLAN;3000;485.0;650000;;1340.2;PARQUE PATRICIOS;4
-58.414486408996773;-34.632243626127391;;INCLAN;3500;180.0;160000;;888.9;BOEDO;5
-58.414486408996773;-34.632243626127391;2015/02/19;INCLAN;3500;1039.0;875000;;842.2;BOEDO;5
-58.417820233024713;-34.632820778022065;;INCLAN;3800;546.0;1000000;;1831.5;BOEDO;5
-58.419242273001473;-34.632970625758695;2015/02/13;INCLAN;3900;996.0;650000;;652.6;BOEDO;5
-58.381505336685073;-34.617525917423819;2015/02/18;INDEPENDENCIA;1100;750.0;2200000;;2933.3;MONTSERRAT;1
-58.38302616608626;-34.617599558590101;2015/02/18;INDEPENDENCIA;1200;775.0;1050000;;1354.8;MONTSERRAT;1
-58.385874045428054;-34.617713674429702;;INDEPENDENCIA;1400;440.0;590000;;1340.9;MONTSERRAT;1
-58.424053259753826;-34.621406117789768;2015/02/13;INDEPENDENCIA;4100;328.0;680000;;2073.2;ALMAGRO;5
-58.366640904891476;-34.637919432868927;2015/02/13;IRALA;1000;362.0;140000;;386.7;BOCA;4
-58.380251603838758;-34.620921817224925;2015/02/13;"IRIGOYEN, BERNARDO de";1100;115.0;554000;;4817.4;CONSTITUCION;1
-58.380251603838758;-34.620921817224925;2015/02/18;"IRIGOYEN, BERNARDO de";1100;537.0;1050000;;1955.3;CONSTITUCION;1
-58.379775774383234;-34.623729959492891;2015/02/18;"IRIGOYEN, BERNARDO DE";1300;600.0;1200000;;2000.0;CONSTITUCION;1
-58.379573168281773;-34.624949723413778;2015/02/18;"IRIGOYEN, BERNARDO de";1400;713.0;1150000;;1612.9;CONSTITUCION;1
-58.379573168281773;-34.624949723413778;2015/02/18;"IRIGOYEN, BERNARDO de";1400;611.0;900000;;1473.0;CONSTITUCION;1
-58.379181788083081;-34.626077303072798;2015/02/18;"IRIGOYEN, BERNARDO DE";1500;764.0;975000;;1276.2;CONSTITUCION;1
-58.406506417084955;-34.648091848966224;2015/02/19;"IRIGOYEN, SANTOS";900;263.0;160000;;608.4;NUEVA POMPEYA;4
-58.497525113503663;-34.56471404496741;;ISLANDIA;5500;303.0;425000;;1402.6;VILLA URQUIZA;12
-58.46311202095275;-34.58688228029002;;ITURRI;1300;360.0;379000;;1052.8;VILLA ORTUZAR;15
-58.373750213469698;-34.629527444628145;2015/02/13;ITUZAINGO;600;373.0;450000;;1206.4;BARRACAS;4
-58.47968665104576;-34.553609595823588;;JARAMILLO;3600;373.0;340000;;911.5;SAAVEDRA;12
-58.481527413190257;-34.554568458335126;2015/02/19;JARAMILLO;3800;225.0;240000;;1066.7;SAAVEDRA;12
-58.410219857065897;-34.609186425879088;2015/02/19;"JAURES, JEAN";100;380.0;300000;;789.5;BALVANERA;3
-58.371203602792072;-34.645203997247002;2015/02/13;"JOVELLANOS, GASPAR M. de";1400;112.0;160000;;1428.6;BARRACAS;4
-58.510885294144785;-34.613110844212024;2015/02/18;"JUAREZ, BENITO";2900;210.0;220000;;1047.6;VILLA DEVOTO;11
-58.519359352174632;-34.603709963702265;2015/02/20;"JUAREZ, BENITO";4100;280.0;330000;;1178.6;VILLA DEVOTO;11
-58.433890979054055;-34.593801169924454;2015/02/19;JUFRE;600;394.0;520000;;1319.8;VILLA CRESPO;15
-58.405443062779597;-34.61343068432884;;JUJUY;300;632.0;300000;;474.7;BALVANERA;3
-58.405443062779597;-34.61343068432884;2015/02/19;JUJUY;300;158.0;300000;;1898.7;BALVANERA;3
-58.40368568345766;-34.618832792047435;2015/02/20;JUJUY;800;210.0;380000;;1809.5;BALVANERA;3
-58.403371970189291;-34.619824140246621;2015/02/20;JUJUY;900;360.0;600000;;1666.7;SAN CRISTOBAL;3
-58.390112536616627;-34.594266473836811;2015/02/19;JUNCAL;1600;363.0;2200000;;6060.6;RECOLETA;2
-58.422476173686427;-34.577259155495859;2015/02/19;JUNCAL;4500;481.0;2980000;;6195.4;PALERMO;14
-58.396428884607992;-34.60593864025553;2015/02/18;JUNIN;300;134.0;450000;;3358.2;BALVANERA;3
-58.465588636369539;-34.567138606584599;2015/02/13;JURAMENTO;3300;266.0;450000;;1691.7;BELGRANO;13
-58.438397556962656;-34.588791955693694;;"JUSTO, JUAN B.";1900;280.0;330000;;1178.6;VILLA CRESPO;15
-58.441825041458841;-34.592869251836923;2015/02/19;"JUSTO, JUAN B.";2300;260.0;829000;;3188.5;VILLA CRESPO;15
-58.446711477761923;-34.596187590425053;;"JUSTO, JUAN B.";2800;170.0;400000;;2352.9;VILLA CRESPO;15
-58.452168867106074;-34.599952459815832;;"JUSTO, JUAN B.";3300;257.0;980000;;3813.2;VILLA CRESPO;15
-58.453181200124632;-34.60071406645072;2015/02/19;"JUSTO, JUAN B.";3400;510.0;1780000;;3490.2;VILLA CRESPO;15
-58.45507217303831;-34.602001800428162;2015/02/19;"JUSTO, JUAN B.";3600;171.0;290000;;1695.9;VILLA CRESPO;15
-58.459413028266503;-34.605316044433728;2015/02/18;"JUSTO, JUAN B.";4200;155.0;220000;;1419.4;CABALLITO;6
-58.471253457639115;-34.613017706848446;2015/02/18;"JUSTO, JUAN B.";5200;464.0;550000;;1185.3;VILLA GRAL. MITRE;11
-58.471253457639115;-34.613017706848446;;"JUSTO, JUAN B.";5200;502.0;550000;;1095.6;VILLA GRAL. MITRE;11
-58.477213697242178;-34.619035451326518;2015/02/18;"JUSTO, JUAN B.";5800;234.0;500000;;2136.8;VILLA SANTA RITA;11
-58.481966178072653;-34.622749951208419;2015/02/18;"JUSTO, JUAN B.";6300;265.0;550000;;2075.5;VILLA SANTA RITA;11
-58.484760040569988;-34.624540104711514;;"JUSTO, JUAN B.";6600;158.0;235000;;1487.3;FLORESTA;10
-58.484760040569988;-34.624540104711514;2015/02/18;"JUSTO, JUAN B.";6600;190.0;179000;;942.1;FLORESTA;10
-58.503114516034103;-34.633282883366455;;"JUSTO, JUAN B.";8200;299.0;285000;;953.2;VILLA LURO;10
-58.515403635933957;-34.633290113387801;2015/02/12;"JUSTO, JUAN B.";9000;232.0;335000;;1444.0;LINIERS;9
-58.524254177089659;-34.63431832903872;2015/02/20;"JUSTO, JUAN B.";9500;360.0;400000;;1111.1;VERSALLES;10
-58.427028436513289;-34.608652882927537;;KING;300;477.0;210000;;440.3;ALMAGRO;5
-58.427028436513289;-34.608652882927537;2015/02/13;KING;300;159.0;210000;;1320.8;ALMAGRO;5
-58.428786022499182;-34.624499602631026;2015/02/13;LA MAR;100;188.0;400000;;2127.7;CABALLITO;6
-58.434671045860632;-34.553596017619597;2015/02/13;LA PAMPA;600;611.0;5000000;;8183.3;BELGRANO;13
-58.464222797793546;-34.570509400962798;2015/02/13;LA PAMPA;3400;1176.0;3000000;;2551.0;BELGRANO;13
-58.428235603715244;-34.620678156786155;2015/02/19;LA PLATA;500;520.0;2000000;;3846.2;CABALLITO;6
-58.427660500016046;-34.623591105301124;2015/02/19;LA PLATA;700;420.0;990000;;2357.1;CABALLITO;6
-58.42620783733534;-34.62941665006587;;LA PLATA;1200;160.0;470000;;2937.5;PARQUE CHACABUCO;7
-58.424439701852521;-34.637190856245908;2015/02/13;LA PLATA;1900;910.0;2700000;;2967.0;PARQUE CHACABUCO;7
-58.42392666538899;-34.639169561623149;2015/02/19;LA PLATA;2100;910.0;2700000;;2967.0;PARQUE CHACABUCO;7
-58.422175151105336;-34.643900833012097;2015/02/19;LA PLATA;2500;550.0;1200000;;2181.8;NUEVA POMPEYA;4
-58.420289070434734;-34.646079904077283;2015/02/19;LA PLATA;2700;202.0;450000;;2227.7;NUEVA POMPEYA;4
-58.408963331729019;-34.611450366258232;2015/02/18;LA RIOJA;100;1462.0;1700000;;1162.8;BALVANERA;3
-58.408878535144794;-34.612590872530937;2015/02/18;LA RIOJA;200;1073.0;1500000;;1397.9;BALVANERA;3
-58.408287554641653;-34.617455359602829;2015/02/13;LA RIOJA;600;450.0;715000;;1588.9;BALVANERA;3
-58.407739142951606;-34.6208656167641;2015/02/19;LA RIOJA;900;238.0;250000;;1050.4;SAN CRISTOBAL;3
-58.406565911116054;-34.630270137922665;2015/02/19;LA RIOJA;1700;471.0;1100000;;2335.5;PARQUE PATRICIOS;4
-58.486437351443556;-34.636353956149648;2015/02/18;LACARRA;100;179.0;190000;;1061.5;VELEZ SARSFIELD;10
-58.484159166158136;-34.63815961273766;2015/02/18;LACARRA;300;273.0;420000;;1538.5;VELEZ SARSFIELD;10
-58.447184292963833;-34.573535358065541;2015/02/18;"LACROZE, FEDERICO";2800;373.0;850000;;2278.8;COLEGIALES;13
-58.447865364759998;-34.574761407985648;2015/02/13;"LACROZE, FEDERICO";2900;357.0;950000;;2661.1;COLEGIALES;13
-58.507242098205154;-34.585235614112719;;LADINES;3100;195.0;115000;;589.7;VILLA PUEYRREDON;12
-58.509871060044176;-34.58685434324051;;LADINES;3300;782.0;600000;;767.3;VILLA PUEYRREDON;12
-58.509871060044176;-34.58685434324051;;LADINES;3300;164.0;170000;;1036.6;VILLA PUEYRREDON;12
-58.467860988098664;-34.631758939736606;;LAFUENTE;100;644.0;1200000;;1863.4;FLORES;7
-58.467860988098664;-34.631758939736606;2015/02/18;LAFUENTE;100;236.0;297000;;1258.5;FLORES;7
-58.466848688282816;-34.63407551819661;2015/02/18;LAFUENTE;300;430.0;550000;;1279.1;FLORES;7
-58.46451076264453;-34.639267211446054;2015/02/18;LAFUENTE;800;260.0;129000;;496.2;FLORES;7
-58.464128778028076;-34.639915402944581;2015/02/18;LAFUENTE;900;260.0;129000;;496.2;FLORES;7
-58.47390070493168;-34.644483385930954;2015/02/19;LAGUNA;1100;260.0;180000;;692.3;PARQUE AVELLANEDA;9
-58.471350975401741;-34.646514216110447;2015/02/18;LAGUNA;1300;200.0;115000;;575.0;PARQUE AVELLANEDA;9
-58.515018125877404;-34.58787057491044;;"LAMARCA, EMILIO";5200;117.0;160000;;1367.5;VILLA DEVOTO;11
-58.461087409038974;-34.618990822393386;;"LAMAS, ANDRES";700;164.0;260000;;1585.4;FLORES;7
-58.461087409038974;-34.618990822393386;;"LAMAS, ANDRES";700;945.0;1450000;;1534.4;FLORES;7
-58.461087409038974;-34.618990822393386;2015/02/18;"LAMAS, ANDRES";700;1425.0;1450000;;1017.5;FLORES;7
-58.469389006399979;-34.60666245408607;2015/02/19;"LAMAS, ANDRES";2000;381.0;350000;;918.6;VILLA GRAL. MITRE;11
-58.404138388185245;-34.591215055051372;2015/02/13;LAPRIDA;1600;149.0;850000;;5704.7;RECOLETA;2
-58.456188704577585;-34.542765778738627;2015/02/18;"LARRALDE, CRISOLOGO";1600;225.0;500000;;2222.2;NUÑEZ;13
-58.469369185817854;-34.549455811165764;2015/02/19;"LARRALDE, CRISOLOGO";2500;1116.0;3700000;;3315.4;SAAVEDRA;12
-58.47277338910019;-34.551338682120416;2015/02/19;"LARRALDE, CRISOLOGO";2900;486.0;600000;;1234.6;SAAVEDRA;12
-58.476102630343632;-34.553180560821822;;"LARRALDE, CRISOLOGO";3300;315.0;350000;;1111.1;SAAVEDRA;12
-58.476102630343632;-34.553180560821822;2015/02/19;"LARRALDE, CRISOLOGO";3300;311.0;415000;;1334.4;SAAVEDRA;12
-58.479752514034594;-34.555201547105007;2015/02/19;"LARRALDE, CRISOLOGO";3700;383.0;1150000;;3002.6;SAAVEDRA;12
-58.491999993571483;-34.561178841681787;;"LARRALDE, CRISOLOGO";5000;360.0;250000;;694.4;SAAVEDRA;12
-58.489922091812062;-34.660814883529227;2015/02/19;LARRAYA;2400;330.0;400000;;1212.1;MATADEROS;9
-58.49786467757631;-34.613848973837058;2015/02/18;LASCANO;4000;350.0;460000;;1314.3;MONTE CASTRO;10
-58.499980254513439;-34.615070094895302;2015/02/18;LASCANO;4200;175.0;275000;;1571.4;MONTE CASTRO;10
-58.503383680430581;-34.616974536916942;;LASCANO;4500;198.0;198000;;1000.0;MONTE CASTRO;10
-58.457305139908549;-34.62850242800112;2015/02/18;LAUTARO;100;156.0;390000;;2500.0;FLORES;7
-58.395424263554084;-34.6031258179733;2015/02/18;LAVALLE;2000;313.0;700000;;2236.4;BALVANERA;3
-58.411135791922632;-34.601946396325836;2015/02/13;LAVALLE;3200;80.0;190000;;2375.0;BALVANERA;3
-58.412525605936189;-34.601478079939064;2015/02/13;LAVALLE;3300;213.0;230000;;1079.8;BALVANERA;3
-58.429978119035468;-34.598237786401789;;LAVALLEJA;900;344.0;660000;;1918.6;VILLA CRESPO;15
-58.402015150683063;-34.637643129650087;;LAVARDEN;100;180.0;300000;;1666.7;PARQUE PATRICIOS;4
-58.402015150683063;-34.637643129650087;2015/02/19;LAVARDEN;100;500.0;300000;;600.0;PARQUE PATRICIOS;4
-58.401456819464073;-34.640069457680966;2015/02/19;LAVARDEN;300;2000.0;1200000;;600.0;PARQUE PATRICIOS;4
-58.500816049552377;-34.569671812789004;2015/02/20;LAVOISIER;3400;220.0;230000;;1045.5;VILLA URQUIZA;12
-58.487349671492979;-34.569180518508375;;"LE BRETON, TOMAS A.";4900;470.0;1300000;;2766.0;VILLA URQUIZA;12
-58.487349671492979;-34.569180518508375;;"LE BRETON, TOMAS A.";4900;286.0;750000;;2622.4;VILLA URQUIZA;12
-58.487349671492979;-34.569180518508375;;"LE BRETON, TOMAS A.";4900;270.0;650000;;2407.4;VILLA URQUIZA;12
-58.519745243105909;-34.640326151612477;;"LEGUIZAMON, MARTINIANO";100;160.0;350000;;2187.5;LINIERS;9
-58.519745243105909;-34.640326151612477;;"LEGUIZAMON, MARTINIANO";100;120.0;175000;;1458.3;LINIERS;9
-58.517579521433753;-34.645958797910822;2015/02/19;"LEGUIZAMON, MARTINIANO";700;357.0;220000;;616.2;LINIERS;9
-58.507017790843712;-34.653687231380012;2015/02/19;"LEGUIZAMON, MARTINIANO";1600;480.0;650000;;1354.2;MATADEROS;9
-58.505017612805389;-34.655245210605358;;"LEGUIZAMON, MARTINIANO";1800;100.0;100000;;1000.0;MATADEROS;9
-58.451590259107199;-34.593610532720362;2015/02/13;LEIVA;4400;260.0;370000;;1423.1;CHACARITA;15
-58.448333542146564;-34.588759066831194;2015/02/13;"LEMOS, JUAN GREGORIO, Gral.";200;314.0;420000;;1337.6;CHACARITA;15
-58.4288442046713;-34.597360158523081;2015/02/19;LERMA;100;376.0;850000;;2260.6;VILLA CRESPO;15
-58.42440625662627;-34.611157072124676;;LEZICA;4100;550.0;225000;;409.1;ALMAGRO;5
-58.42440625662627;-34.611157072124676;2015/02/13;LEZICA;4100;151.0;240000;;1589.4;ALMAGRO;5
-58.427663308629121;-34.612301911567492;;LIBRES;100;418.0;180000;;430.6;ALMAGRO;5
-58.427663308629121;-34.612301911567492;2015/02/13;LIBRES;100;182.0;180000;;989.0;ALMAGRO;5
-58.52305765896017;-34.613322237309795;;"LISTA, RAMON, CNEL.";5200;190.0;240000;;1263.2;VILLA DEVOTO;11
-58.507914860980001;-34.591123734761375;2015/02/20;LLAVALLOL;4600;294.0;426000;;1449.0;VILLA DEVOTO;11
-58.473851098550227;-34.584130608043594;2015/02/19;LLERENA;2500;333.0;550000;;1651.7;PARQUE CHAS;15
-58.476100722947187;-34.586222949122856;;LLERENA;2700;855.0;380000;;444.4;PARQUE CHAS;15
-58.476100722947187;-34.586222949122856;2015/02/13;LLERENA;2700;285.0;380000;;1333.3;PARQUE CHAS;15
-58.479810192253197;-34.589083040374803;2015/02/19;LLERENA;3100;145.0;250000;;1724.1;PARQUE CHAS;15
-58.503053990968716;-34.630534789537869;2015/02/18;LOPE DE VEGA;900;6200.0;6500000;;1048.4;VELEZ SARSFIELD;10
-58.504178876430615;-34.629707210464986;2015/02/20;LOPE DE VEGA;1000;400.0;590000;;1475.0;VELEZ SARSFIELD;10
-58.509248504582828;-34.625951150741791;2015/02/20;LOPE DE VEGA;1500;141.0;290000;;2056.7;MONTE CASTRO;10
-58.520899244893336;-34.617012619902674;;LOPE DE VEGA;2700;112.0;275000;;2455.4;VILLA DEVOTO;11
-58.494078186066133;-34.588178039969911;;"LOPEZ MERINO, FRANCISCO";4100;185.0;190000;;1027.0;AGRONOMIA;15
-58.458652062224907;-34.578286326611192;2015/02/20;"LORETO, Virrey";3600;220.0;720000;;3272.7;COLEGIALES;13
-58.397536996211116;-34.639221592215328;2015/02/19;LOS PATOS;2600;450.0;300000;;666.7;PARQUE PATRICIOS;4
-58.432061491247687;-34.599433925024186;;LOYOLA;100;386.0;880000;;2279.8;VILLA CRESPO;15
-58.432061491247687;-34.599433925024186;;LOYOLA;100;191.0;500000;;2617.8;VILLA CRESPO;15
-58.432061491247687;-34.599433925024186;;LOYOLA;100;343.0;880000;;2565.6;VILLA CRESPO;15
-58.435175324071558;-34.596103722587472;;LOYOLA;500;373.0;600000;;1608.6;VILLA CRESPO;15
-58.435175324071558;-34.596103722587472;;LOYOLA;500;208.0;380000;;1826.9;VILLA CRESPO;15
