,BARRIO,CALLE,COMUNA,DOLARES,YEAR,FECHA,LAT,LON,M2,NUMERO,U_S_M2,CO_FRACC,CO_FRAC_RA
7085,VILLA CRESPO,DARWIN,15.0,110000.0,2007,2007-12-13,-34.5973,-58.4493,170.0,300,647.1,015_15,15_15_4
7087,FLORESTA,DIRECTORIO,10.0,135000.0,2007,2007-12-13,-34.6384,-58.4754,136.0,3700,992.6,010_19,10_19_12
7088,BALVANERA,DEAN FUNES,3.0,118000.0,2007,2007-12-13,-34.6178,-58.4064,197.0,700,599.0,003_17,3_17_4
7090,FLORES,"FALCON, RAMON L.,CNEL.",7.0,360000.0,2007,2007-12-13,-34.6284,-58.4572,220.0,2100,1636.4,007_10,7_10_3
7091,CONSTITUCION,PAVON,1.0,320000.0,2007,2007-12-13,-34.6261,-58.3896,457.0,1800,700.2,001_28,1_28_13
7092,NUÑEZ,NUÑEZ,12.0,450000.0,2007,2007-12-13,-34.5506,-58.4686,312.0,2600,1442.3,013_5,13_5_3
7093,FLORES,"ALBERDI, JUAN BAUTISTA",7.0,295000.0,2007,2007-12-13,-34.6298,-58.4565,220.0,2000,1340.9,007_10,7_10_4
7094,PARQUE CHACABUCO,PUMACAHUA,7.0,138000.0,2007,2007-12-13,-34.6381,-58.4486,450.0,1300,306.7,007_12,7_12_7
7096,VILLA CRESPO,CUCHA CUCHA,15.0,140000.0,2007,2007-12-13,-34.6027,-58.4559,216.0,1900,648.1,015_15,15_15_7
7108,CABALLITO,AVELLANEDA,6.0,220000.0,2007,2007-12-13,-34.614,-58.4379,138.0,600,1594.2,006_6,6_6_5
7097,PARQUE AVELLANEDA,DIRECTORIO,9.0,210000.0,2007,2007-12-13,-34.6388,-58.4762,180.0,3800,1166.7,010_19,10_19_11
7098,VILLA PUEYRREDON,ESCOBAR,12.0,110000.0,2007,2007-12-13,-34.5771,-58.5069,237.0,2700,464.1,012_19,12_19_6
7099,ALMAGRO,LAVALLE,5.0,350000.0,2007,2007-12-13,-34.6009,-58.4152,476.3,3500,734.8,005_2,5_2_2
7100,CONSTITUCION,"CALVO, CARLOS",1.0,420000.0,2007,2007-12-13,-34.6203,-58.3902,439.0,1700,956.7,001_20,1_20_5
7101,BELGRANO,LA PAMPA,13.0,650000.0,2007,2007-12-13,-34.5648,-58.4544,220.0,2500,2954.5,013_20,13_20_5
7102,PARQUE PATRICIOS,INCLAN,4.0,130000.0,2007,2007-12-13,-34.6294,-58.3983,373.0,2500,348.5,004_7,4_7_3
7103,VILLA PUEYRREDON,"MISTRAL, GABRIELA",12.0,280000.0,2007,2007-12-13,-34.5896,-58.5053,410.0,3200,682.9,012_22,12_22_7
7104,MONTE CASTRO,SANABRIA,10.0,135000.0,2007,2007-12-13,-34.6153,-58.503,105.0,2300,1285.7,010_6,10_6_5
7105,SAAVEDRA,ARIAS,13.0,240000.0,2007,2007-12-13,-34.5443,-58.479,387.0,3000,620.2,012_4,12_4_2
7106,NUÑEZ,PAROISSIEN,12.0,125000.0,2007,2007-12-13,-34.5443,-58.4649,142.0,1900,880.3,013_2,13_2_4
7107,MATADEROS,"LAFERRERE, GREGORIO de",9.0,55000.0,2007,2007-12-13,-34.6704,-58.5018,136.0,7300,404.4,009_16,9_16_8
7136,VILLA REAL,NAZARRE,10.0,130000.0,2007,2007-12-14,-34.6253,-58.5288,282.0,6200,461.0,010_2,10_2_7
7137,PARQUE AVELLANEDA,BRAGADO,9.0,120000.0,2007,2007-12-14,-34.6435,-58.4911,243.0,4700,493.8,010_17,10_17_10
7138,MONTE CASTRO,NAMUNCURA,10.0,100000.0,2007,2007-12-14,-34.6189,-58.5115,174.0,2200,574.7,010_5,10_5_4
7179,FLORESTA,MORON,10.0,700000.0,2007,2007-12-14,-34.6254,-58.4777,370.0,3400,1891.9,010_11,10_11_6
7168,VILLA PUEYRREDON,NAZCA,12.0,235000.0,2007,2007-12-14,-34.5855,-58.5031,260.0,4800,903.8,012_20,12_20_2
7169,PALERMO,CABILDO,14.0,1600000.0,2007,2007-12-14,-34.5722,-58.4408,585.0,400,2735.0,013_28,13_28_10
7170,CABALLITO,FRANKLIN,6.0,349000.0,2007,2007-12-14,-34.6107,-58.4493,670.0,1100,520.9,006_3,6_3_4
7171,VILLA PUEYRREDON,HELGUERA,12.0,75000.0,2007,2007-12-14,-34.5847,-58.508,75.0,5100,1000.0,012_22,12_22_4
7172,AGRONOMIA,DE LOS INCAS,15.0,269000.0,2007,2007-12-14,-34.5822,-58.4754,168.0,4600,1601.2,015_5,15_5_3
7173,VILLA URQUIZA,OLAZABAL,12.0,420000.0,2007,2007-12-14,-34.5716,-58.4777,242.0,4400,1735.5,012_11,12_11_1
7174,CABALLITO,CACHIMAYO,6.0,540000.0,2007,2007-12-14,-34.6239,-58.4416,393.0,300,1374.0,006_15,6_15_3
7175,VILLA GRAL. MITRE,TERRERO,11.0,235000.0,2007,2007-12-14,-34.614,-58.4626,379.0,1200,620.1,011_22,11_22_11
7176,SAAVEDRA,BESARES,13.0,250000.0,2007,2007-12-14,-34.5458,-58.4719,374.0,2500,668.4,012_5,12_5_5
7178,AGRONOMIA,"VICTORICA, B., GRAL.",15.0,125000.0,2007,2007-12-14,-34.5859,-58.4797,178.0,3000,702.2,015_2,15_2_7
7180,VILLA URQUIZA,LAVOISIER,12.0,128000.0,2007,2007-12-14,-34.5736,-58.4976,148.0,3100,864.9,012_18,12_18_9
7139,PATERNAL,"GARCIA, JUAN AGUSTIN",15.0,79000.0,2007,2007-12-14,-34.6024,-58.4662,133.0,1700,594.0,015_8,15_8_10
7181,VILLA CRESPO,CAMARGO,15.0,3000000.0,2007,2007-12-14,-34.5974,-58.4438,3944.0,900,760.6,015_14,15_14_8
7182,MONTSERRAT,MEXICO,1.0,600000.0,2007,2007-12-14,-34.6154,-58.3816,1000.0,1100,600.0,001_17,1_17_11
7183,MONTE CASTRO,"SASTRE, MARCOS",10.0,85000.0,2007,2007-12-14,-34.6239,-58.5194,200.0,5700,425.0,010_5,10_5_1
7184,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL",15.0,380000.0,2007,2007-12-14,-34.6,-58.4386,320.0,400,1187.5,015_18,15_18_3
7185,BELGRANO,ROOSEVELT FRANKLIN D.,13.0,460000.0,2007,2007-12-14,-34.5591,-58.4634,380.0,2800,1210.5,013_7,13_7_7
7186,MONTE CASTRO,MIRANDA,10.0,280000.0,2007,2007-12-14,-34.6173,-58.4977,400.0,4300,700.0,010_7,10_7_5
7187,CABALLITO,DIRECTORIO,6.0,320000.0,2007,2007-12-14,-34.6286,-58.4386,208.0,900,1538.5,006_16,6_16_9
7188,VILLA CRESPO,CORRIENTES,15.0,850000.0,2007,2007-12-14,-34.598,-58.4406,433.0,5500,1963.0,015_13,15_13_8
7190,VILLA SANTA RITA,"LAMARCA, EMILIO",11.0,200000.0,2007,2007-12-14,-34.6149,-58.4916,344.0,1900,581.4,011_15,11_15_1
7191,BALVANERA,MEXICO,3.0,250000.0,2007,2007-12-14,-34.6173,-58.4056,330.0,2900,757.6,003_18,3_18_1
7167,BELGRANO,LA PAMPA,13.0,680000.0,2007,2007-12-14,-34.5582,-58.4432,264.0,1400,2575.8,013_12,13_12_9
7166,CABALLITO,DIRECTORIO,6.0,420000.0,2007,2007-12-14,-34.6277,-58.4324,226.0,500,1858.4,006_21,6_21_9
7165,VILLA CRESPO,LAVALLEJA,15.0,265000.0,2007,2007-12-14,-34.5973,-58.4291,443.0,1000,598.2,015_21,15_21_4
7164,VILLA URQUIZA,"TAMBORINI, JOSE PASCUAL",12.0,140000.0,2007,2007-12-14,-34.5723,-58.503,356.0,6100,393.3,012_18,12_18_5
7140,BELGRANO,"UGARTE, MANUEL",13.0,250000.0,2007,2007-12-14,-34.5521,-58.4534,190.0,1600,1315.8,013_10,13_10_3
7141,FLORES,PRIMERA JUNTA,7.0,79900.0,2007,2007-12-14,-34.6407,-58.4605,160.0,3100,499.4,007_14,7_14_12
7142,CABALLITO,AVELLANEDA,6.0,420000.0,2007,2007-12-14,-34.6108,-58.4304,250.0,100,1680.0,006_7,6_7_12
7143,VILLA CRESPO,HUMBOLDT,15.0,315000.0,2007,2007-12-14,-34.592,-58.4444,251.1,800,1254.3,015_11,15_11_13
7144,VILLA LURO,ALVAREZ JONTE,10.0,215000.0,2007,2007-12-14,-34.6269,-58.5144,231.0,5600,930.7,010_5,10_5_10
7145,PALERMO,"CABRERA, JOSE A.",14.0,280000.0,2007,2007-12-14,-34.5963,-58.4215,166.0,4000,1686.7,014_22,14_22_10
7147,FLORES,BOYACA,7.0,128000.0,2007,2007-12-14,-34.6158,-58.4645,160.0,1100,800.0,011_22,11_22_7
7148,CABALLITO,BACACAY,6.0,270000.0,2007,2007-12-14,-34.6183,-58.4423,398.0,900,678.4,006_11,6_11_9
7149,CABALLITO,VALLE,6.0,480000.0,2007,2007-12-14,-34.6235,-58.4275,300.0,100,1600.0,006_21,6_21_6
7150,FLORESTA,"ARANGUREN, JUAN F., Dr.",10.0,155000.0,2007,2007-12-14,-34.6281,-58.4828,225.2,3800,688.4,010_11,10_11_7
7152,BELGRANO,"NAON, ROMULO",13.0,375000.0,2007,2007-12-14,-34.5729,-58.4681,454.0,1800,826.0,012_11,12_11_11
7153,FLORES,SANTANDER,7.0,88000.0,2007,2007-12-14,-34.6417,-58.4501,164.0,2200,536.6,007_16,7_16_6
7154,NUÑEZ,"PEDRAZA, MANUELA",12.0,300000.0,2007,2007-12-14,-34.5474,-58.4589,453.0,1700,662.3,013_3,13_3_3
7155,NUÑEZ,CIUDAD DE LA PAZ,12.0,600000.0,2007,2007-12-14,-34.554,-58.4655,365.0,3200,1643.8,013_5,13_5_7
7156,VILLA URQUIZA,BUCARELLI,12.0,174000.0,2007,2007-12-14,-34.5656,-58.4971,286.0,3500,608.4,012_9,12_9_1
7157,VILLA URQUIZA,MACHAIN,12.0,188000.0,2007,2007-12-14,-34.5656,-58.4823,303.0,3100,620.5,012_10,12_10_3
7158,VERSALLES,ECHENAGUCIA,10.0,55000.0,2007,2007-12-14,-34.6306,-58.5163,115.0,1100,478.3,010_4,10_4_6
7159,VILLA CRESPO,SERRANO,15.0,220000.0,2007,2007-12-14,-34.5928,-58.4368,210.0,1000,1047.6,015_13,15_13_1
7160,SAN CRISTOBAL,ENTRE RIOS,3.0,650000.0,2007,2007-12-14,-34.6191,-58.3918,504.0,1000,1289.7,003_21,3_21_1
7161,BELGRANO,BLANCO ENCALADA,13.0,390000.0,2007,2007-12-14,-34.5669,-58.4717,642.0,3600,607.5,013_18,13_18_1
7162,SAN TELMO,SAN JUAN,1.0,350000.0,2007,2007-12-14,-34.6216,-58.3683,322.0,300,1087.0,001_24,1_24_6
7163,VILLA SOLDATI,PORTELA,8.0,168000.0,2007,2007-12-14,-34.6541,-58.453,476.0,3400,352.9,008_14,8_14_4
7303,BELGRANO,CIUDAD DE LA PAZ,13.0,1600000.0,2007,2007-12-14,-34.5654,-58.4551,600.0,1900,2666.7,013_20,13_20_5
7305,FLORESTA,"LAMARCA, EMILIO",10.0,300000.0,2007,2007-12-14,-34.6282,-58.4786,100.0,500,3000.0,010_11,10_11_11
7457,MONTE CASTRO,MERCEDES,10.0,135000.0,2007,2007-12-14,-34.6163,-58.4992,231.2,2100,583.9,010_6,10_6_9
7446,VILLA URQUIZA,ANDONAEGUI,12.0,120000.0,2007,2007-12-14,-34.5667,-58.4974,225.0,3500,533.3,012_9,12_9_2
7447,SAAVEDRA,PAROISSIEN,13.0,115000.0,2007,2007-12-14,-34.5519,-58.4823,162.0,3700,709.9,012_3,12_3_10
7448,NUEVA POMPEYA,ALMAFUERTE,4.0,166000.0,2007,2007-12-14,-34.6456,-58.4147,316.1,700,525.2,004_4,4_4_8
7450,SAN CRISTOBAL,INDEPENDENCIA,3.0,235000.0,2007,2007-12-14,-34.619,-58.4035,363.0,2700,647.4,003_18,3_18_9
7451,NUÑEZ,CIUDAD DE LA PAZ,12.0,490000.0,2007,2007-12-14,-34.5555,-58.4644,227.6,2941,2153.0,013_6,13_6_5
7452,NUEVA POMPEYA,DEL TIGRE,4.0,178000.0,2007,2007-12-14,-34.6454,-58.415,320.0,3850,556.3,004_4,4_4_8
7453,BELGRANO,DRAGONES,13.0,455000.0,2007,2007-12-14,-34.5541,-58.4397,360.0,1950,1263.9,013_12,13_12_4
7454,BALVANERA,BELGRANO,3.0,320000.0,2007,2007-12-14,-34.6148,-58.4073,2000.0,3000,160.0,003_14,3_14_10
7455,PARQUE PATRICIOS,ALMAFUERTE,4.0,178000.0,2007,2007-12-14,-34.6428,-58.413,320.4,385,555.5,004_4,4_4_4
7456,BOEDO,SAN IGNACIO,5.0,170000.0,2007,2007-12-14,-34.6234,-58.4163,77.9,3600,2181.2,005_19,5_19_3
7458,COLEGIALES,CRAMER,13.0,650000.0,2007,2007-12-14,-34.5739,-58.446,680.0,700,955.9,013_28,13_28_5
7444,NUÑEZ,QUESADA,12.0,235000.0,2007,2007-12-14,-34.5568,-58.4682,333.0,3000,705.7,013_6,13_6_3
7459,PARQUE PATRICIOS,"GARAY, JUAN DE",4.0,270000.0,2007,2007-12-14,-34.6282,-58.3967,283.6,2300,952.0,003_23,3_23_9
7460,VILLA LUGANO,MURGUIONDO,8.0,22000.0,2007,2007-12-14,-34.666,-58.4898,69.0,3000,318.8,008_4,8_4_1
7461,VILLA LUGANO,LA MESOPOTAMIA,8.0,40000.0,2007,2007-12-17,-34.6785,-58.4845,156.0,4100,256.4,008_3,8_3_7
7462,MATADEROS,DIRECTORIO,9.0,45000.0,2007,2007-12-17,-34.6655,-58.5093,270.0,7300,166.7,009_8,9_8_11
7463,BOCA,"BRIN, Ministro",4.0,48000.0,2007,2007-12-17,-34.6341,-58.3559,263.0,1200,182.5,004_19,4_19_7
7464,VILLA LUGANO,RIO NEGRO,8.0,48000.0,2007,2007-12-17,-34.6816,-58.4814,100.0,6400,480.0,008_3,8_3_6
7465,BOCA,"ARAOZ DE LAMADRID, G., GRAL.",4.0,48000.0,2007,2007-12-17,-34.636,-58.3551,292.0,200,164.4,004_19,4_19_9
7466,BOCA,PINZON,4.0,52000.0,2007,2007-12-17,-34.635,-58.3627,242.0,600,214.9,004_20,4_20_6
7467,PARQUE AVELLANEDA,MARTINEZ CASTRO,9.0,55000.0,2007,2007-12-17,-34.6471,-58.4678,143.0,1500,384.6,009_13,9_13_2
7468,FLORES,"ALBERDI, JUAN BAUTISTA",7.0,56000.0,2007,2007-12-17,-34.6301,-58.4575,355.0,2100,157.7,007_10,7_10_6
7469,VELEZ SARSFIELD,"ESCALADA DE SAN MARTIN, R.",10.0,59000.0,2007,2007-12-17,-34.6288,-58.4983,105.0,4900,561.9,010_9,10_9_10
7445,VILLA URQUIZA,PACHECO,12.0,175000.0,2007,2007-12-14,-34.5644,-58.4908,381.0,3500,459.3,012_9,12_9_4
7443,ALMAGRO,PRINGLES,5.0,140000.0,2007,2007-12-14,-34.6013,-58.4268,136.0,1000,1029.4,005_5,5_5_4
7429,CABALLITO,ACHAVAL,6.0,480000.0,2007,2007-12-14,-34.6265,-58.45,312.0,200,1538.5,006_13,6_13_3
7418,LINIERS,IBARROLA,9.0,340000.0,2007,2007-12-14,-34.6416,-58.5194,325.0,6600,1046.2,009_2,9_2_1
7419,VELEZ SARSFIELD,BERMUDEZ,10.0,142000.0,2007,2007-12-14,-34.6274,-58.4993,390.0,1100,364.1,010_9,10_9_8
7420,RECOLETA,"PACHECO DE MELO, JOSE ANDRES",2.0,10000000.0,2007,2007-12-14,-34.5886,-58.3986,1500.0,2400,6666.7,002_10,2_10_7
7421,VILLA DEL PARQUE,BAIGORRIA,11.0,285000.0,2007,2007-12-14,-34.6086,-58.499,900.0,3800,316.7,011_8,11_8_7
7422,PARQUE PATRICIOS,ENTRE RIOS,4.0,150000.0,2007,2007-12-14,-34.6273,-58.3913,265.0,1700,566.0,003_21,3_21_10
7423,VILLA ORTUZAR,TRIUNVIRATO,15.0,275000.0,2007,2007-12-14,-34.5851,-58.462,218.0,2700,1261.5,015_4,15_4_9
7424,MONTE CASTRO,VICTOR HUGO,10.0,75000.0,2007,2007-12-14,-34.6237,-58.519,157.0,1800,477.7,010_5,10_5_1
7425,FLORESTA,GAONA,10.0,2600000.0,2007,2007-12-14,-34.6247,-58.4826,2500.0,4200,1040.0,011_17,11_17_8
7427,BELGRANO,CRAMER,13.0,710000.0,2007,2007-12-14,-34.561,-58.4644,407.0,2600,1744.5,013_17,13_17_1
7428,FLORES,MEMBRILLAR,7.0,185000.0,2007,2007-12-14,-34.6297,-58.4608,108.0,200,1713.0,007_10,7_10_1
7430,CABALLITO,"ARANGUREN, JUAN F., Dr.",6.0,170000.0,2007,2007-12-14,-34.6201,-58.4565,400.0,1800,425.0,007_4,7_4_9
7442,FLORES,HELGUERA,7.0,330000.0,2007,2007-12-14,-34.6302,-58.4731,440.0,100,750.0,007_1,7_1_5
7431,LINIERS,GANA,9.0,170000.0,2007,2007-12-14,-34.6372,-58.5265,770.0,300,220.8,009_1,9_1_6
7436,VILLA URQUIZA,OLAZABAL,12.0,600000.0,2007,2007-12-14,-34.578,-58.4888,389.7,5400,1539.6,012_15,12_15_5
7437,CONSTITUCION,SAN JUAN,1.0,270000.0,2007,2007-12-14,-34.6223,-58.3859,410.0,1500,658.5,001_21,1_21_7
7438,PARQUE PATRICIOS,MONASTERIO,4.0,680000.0,2007,2007-12-14,-34.6377,-58.3953,2100.0,300,323.8,004_8,4_8_4
7439,VILLA URQUIZA,ALTOLAGUIRRE,12.0,435000.0,2007,2007-12-14,-34.5762,-58.4918,420.0,2500,1035.7,012_16,12_16_13
7440,SAN NICOLAS,"PERON, JUAN DOMINGO, TTE.",1.0,2500000.0,2007,2007-12-14,-34.6066,-58.3863,1520.0,1400,1644.7,001_11,1_11_4
7441,CABALLITO,HIDALGO,6.0,480000.0,2007,2007-12-14,-34.6084,-58.4414,672.0,1000,714.3,006_5,6_5_3
7470,PARQUE CHACABUCO,ZAPALA,7.0,60000.0,2007,2007-12-17,-34.642,-58.4365,150.0,1500,400.0,007_20,7_20_8
7471,VILLA LUGANO,ZUVIRIA,8.0,60000.0,2007,2007-12-17,-34.6622,-58.478,249.0,4800,241.0,008_5,8_5_3
7472,VILLA LUGANO,SANTANDER,8.0,60000.0,2007,2007-12-17,-34.6718,-58.4842,267.0,5800,224.7,008_3,8_3_1
7512,SAAVEDRA,RUIZ HUIDOBRO,13.0,95000.0,2007,2007-12-17,-34.548,-58.4814,140.0,3400,678.6,012_3,12_3_8
7501,PARQUE AVELLANEDA,"CUNNINGHAME, GRAHAM, ROBERTO",9.0,88000.0,2007,2007-12-17,-34.6481,-58.4896,220.0,1100,400.0,009_10,9_10_1
7502,LINIERS,"LEGUIZAMON, ONESIMO",9.0,88500.0,2007,2007-12-17,-34.6512,-58.5242,243.1,7300,364.0,009_4,9_4_5
7503,BARRACAS,AZARA,4.0,90000.0,2007,2007-12-17,-34.6403,-58.3708,152.3,900,590.9,004_22,4_22_2
7504,VILLA LUGANO,"BARROS PAZOS, JOSE",8.0,90000.0,2007,2007-12-17,-34.6825,-58.4742,303.0,6100,297.0,008_8,8_8_8
7505,VILLA LUGANO,OLIDEN,8.0,90000.0,2007,2007-12-17,-34.6779,-58.4727,520.0,4500,173.1,008_8,8_8_6
7506,SAN CRISTOBAL,SAAVEDRA,3.0,92800.0,2007,2007-12-17,-34.6188,-58.4024,128.5,900,722.2,003_18,3_18_10
7507,PARQUE AVELLANEDA,BRUIX,9.0,93000.0,2007,2007-12-17,-34.6465,-58.4882,226.0,4600,411.5,009_10,9_10_2
7510,NUEVA POMPEYA,"EINSTEIN, ALBERTO",4.0,95000.0,2007,2007-12-17,-34.647,-58.4141,271.0,200,350.6,004_4,4_4_9
7513,VILLA RIACHUELO,"SUAREZ, JOSE LEON",8.0,95000.0,2007,2007-12-17,-34.6879,-58.4799,216.0,5000,439.8,008_9,8_9_2
7473,NUEVA POMPEYA,"TABORDA, DIOGENES",4.0,65000.0,2007,2007-12-17,-34.6499,-58.4101,355.0,1000,183.1,004_2,4_2_8
7514,BARRACAS,"JOVELLANOS, GASPAR M. de",4.0,96000.0,2007,2007-12-17,-34.6384,-58.3726,133.0,800,721.8,004_15,4_15_9
7515,VILLA SANTA RITA,ARGERICH,11.0,96000.0,2007,2007-12-17,-34.619,-58.477,106.0,1400,905.7,011_18,11_18_4
7516,AGRONOMIA,BUCARELLI,15.0,97000.0,2007,2007-12-17,-34.5878,-58.4779,120.0,1200,808.3,015_5,15_5_12
7517,FLORES,NEPPER,7.0,98000.0,2007,2007-12-17,-34.6406,-58.4532,93.0,1200,1053.8,007_16,7_16_2
7518,PARQUE CHACABUCO,THORNE,7.0,98000.0,2007,2007-12-17,-34.6363,-58.448,132.0,1000,742.4,007_12,7_12_6
7519,VILLA URQUIZA,QUESADA,12.0,98000.0,2007,2007-12-17,-34.5725,-58.4976,136.0,5800,720.6,012_18,12_18_8
7520,PATERNAL,"SEGUI, F. J., ALTE.",15.0,99000.0,2007,2007-12-17,-34.6033,-58.4631,582.0,2000,170.1,015_8,15_8_9
7522,VILLA URQUIZA,BERTHELOT,12.0,100000.0,2007,2007-12-17,-34.5678,-58.4975,190.5,3300,524.9,012_17,12_17_1
7524,PARQUE CHACABUCO,CACHIMAYO,7.0,105000.0,2007,2007-12-17,-34.6387,-58.4358,187.0,1700,561.5,007_20,7_20_6
7500,PARQUE CHACABUCO,MIRAFLORES,7.0,85000.0,2007,2007-12-17,-34.6455,-58.4382,323.0,2200,263.2,007_20,7_20_10
7499,NUÑEZ,CRAMER,12.0,85000.0,2007,2007-12-17,-34.554,-58.4706,123.5,3400,688.3,013_5,13_5_5
7498,VILLA GRAL. MITRE,"OROÑO, NICASIO",11.0,85000.0,2007,2007-12-17,-34.6045,-58.461,115.0,2000,739.1,011_21,11_21_5
7497,FLORES,CONDARCO,7.0,85000.0,2007,2007-12-17,-34.6203,-58.471,140.0,1100,607.1,007_2,7_2_1
7474,CONSTITUCION,"ECHAGUE, PEDRO",1.0,65000.0,2007,2007-12-17,-34.6296,-58.3828,270.0,1300,240.7,001_27,1_27_6
7475,MATADEROS,POLA,9.0,65000.0,2007,2007-12-17,-34.6497,-58.5005,122.0,1200,532.8,009_6,9_6_4
7476,BOCA,SUAREZ,4.0,65000.0,2007,2007-12-17,-34.633,-58.3535,422.9,100,153.7,004_19,4_19_8
7477,PARQUE PATRICIOS,PATAGONES,4.0,65000.0,2007,2007-12-17,-34.6363,-58.3956,180.0,2500,361.1,004_8,4_8_5
7478,VILLA LUGANO,"PAZ, GRAL.",8.0,69000.0,2007,2007-12-17,-34.6868,-58.4832,287.0,15700,240.4,008_8,8_8_1
7479,VILLA LUGANO,"ALVAREZ, CRISOSTOMO",8.0,70000.0,2007,2007-12-17,-34.6668,-58.4804,225.0,5300,311.1,008_4,8_4_5
7480,PARQUE PATRICIOS,COOPERACION,4.0,70000.0,2007,2007-12-17,-34.6387,-58.3963,117.0,2500,598.3,004_8,4_8_9
7481,BOCA,SUAREZ,4.0,70000.0,2007,2007-12-17,-34.6349,-58.3582,315.0,400,222.2,004_19,4_19_6
7482,AGRONOMIA,CRUZ DEL EJE,15.0,71900.0,2007,2007-12-17,-34.5897,-58.4867,145.0,2100,495.9,015_1,15_1_10
7483,MONTE CASTRO,BAIGORRIA,10.0,75000.0,2007,2007-12-17,-34.6229,-58.5198,139.0,5600,539.6,010_1,10_1_8
7484,NUEVA POMPEYA,BEAZLEY,4.0,75000.0,2007,2007-12-17,-34.6536,-58.4115,255.0,3700,294.1,004_2,4_2_5
7485,VILLA LUGANO,CAFAYATE,8.0,78000.0,2007,2007-12-17,-34.6809,-58.4739,294.0,4600,265.3,008_8,8_8_8
7486,VILLA LUGANO,SOMELLERA,8.0,78000.0,2007,2007-12-17,-34.6713,-58.4713,60.0,5200,1300.0,008_6,8_6_8
7487,MATADEROS,SAN PEDRO,9.0,79000.0,2007,2007-12-17,-34.668,-58.5031,365.0,7200,216.4,009_16,9_16_6
7488,AGRONOMIA,BOLIVIA,15.0,79000.0,2007,2007-12-17,-34.5894,-58.4943,112.4,4000,702.7,015_1,15_1_7
7489,MATADEROS,TAPALQUE,9.0,79500.0,2007,2007-12-17,-34.6626,-58.5112,279.0,7200,284.9,009_8,9_8_4
7490,SAN CRISTOBAL,SANCHEZ DE LORIA,3.0,80000.0,2007,2007-12-17,-34.6265,-58.4118,261.0,1400,306.5,005_20,5_20_2
7491,BOCA,OLAVARRIA,4.0,80000.0,2007,2007-12-17,-34.6378,-58.3628,370.0,800,216.2,004_20,4_20_5
7492,MATADEROS,TANDIL,9.0,80000.0,2007,2007-12-17,-34.653,-58.4914,304.0,5200,263.2,009_9,9_9_10
7493,VILLA LUGANO,"CASCO, HORACIO, DR.",8.0,80000.0,2007,2007-12-17,-34.6628,-58.4773,350.0,4800,228.6,008_5,8_5_4
7494,MATADEROS,SAN PEDRO,9.0,80000.0,2007,2007-12-17,-34.6548,-58.4876,234.0,5300,341.9,009_15,9_15_3
7495,VELEZ SARSFIELD,WAGNER,10.0,84000.0,2007,2007-12-17,-34.6283,-58.5027,186.0,1200,451.6,010_9,10_9_6
7417,VILLA PUEYRREDON,GRIVEO,12.0,193000.0,2007,2007-12-14,-34.5833,-58.5014,435.0,2700,443.7,012_20,12_20_3
7416,BELGRANO,ECHEVERRIA,13.0,1500000.0,2007,2007-12-14,-34.5563,-58.4448,176.0,1400,8522.7,013_12,13_12_8
7415,CHACARITA,FRAGA,15.0,107000.0,2007,2007-12-14,-34.5829,-58.4589,148.0,1200,723.0,015_10,15_10_2
7346,VILLA DEL PARQUE,"RIVAS, GRAL.",11.0,98000.0,2007,2007-12-14,-34.5994,-58.4827,150.0,2400,653.3,011_10,11_10_8
7334,VILLA DEVOTO,"CARRIL, SALVADOR MARIA DEL",11.0,736000.0,2007,2007-12-14,-34.603,-58.5183,727.0,4500,1012.4,011_4,11_4_3
7335,BOEDO,INDEPENDENCIA,5.0,700000.0,2007,2007-12-14,-34.6209,-58.4138,380.0,3400,1842.1,005_16,5_16_11
7336,VILLA DEVOTO,"LISTA, RAMON, CNEL.",11.0,250000.0,2007,2007-12-14,-34.6122,-58.5218,286.0,5200,874.1,011_5,11_5_10
7338,SAN CRISTOBAL,RINCON,3.0,420000.0,2007,2007-12-14,-34.6217,-58.3955,900.0,1100,466.7,003_22,3_22_5
7339,SAN NICOLAS,ESMERALDA,1.0,1450000.0,2007,2007-12-14,-34.6048,-58.3782,330.0,300,4393.9,001_12,1_12_12
7340,CABALLITO,DIRECTORIO,6.0,4500000.0,2007,2007-12-14,-34.63,-58.4483,2600.0,1500,1730.8,006_13,6_13_8
7341,MONTE CASTRO,"JUAREZ, BENITO",10.0,320000.0,2007,2007-12-14,-34.6157,-58.5087,1500.0,2600,213.3,010_6,10_6_2
7343,AGRONOMIA,"CARRIL, SALVADOR MARIA DEL",15.0,220000.0,2007,2007-12-14,-34.5859,-58.4902,162.0,2200,1358.0,012_21,12_21_10
7344,VILLA URQUIZA,AVALOS,12.0,195000.0,2007,2007-12-14,-34.5795,-58.482,126.0,1900,1547.6,012_14,12_14_8
7345,SAAVEDRA,RAMALLO,13.0,195000.0,2007,2007-12-14,-34.5436,-58.4749,277.0,2700,704.0,012_4,12_4_6
7347,VILLA SANTA RITA,SAN BLAS,11.0,275000.0,2007,2007-12-14,-34.6122,-58.4826,457.0,3000,601.8,011_15,11_15_11
7360,FLORES,"DIAZ, AVELINO",7.0,48000.0,2007,2007-12-14,-34.6421,-58.4492,262.0,2400,183.2,007_16,7_16_7
7349,VILLA DEVOTO,"PAZ, GRAL.",11.0,145000.0,2007,2007-12-14,-34.6097,-58.5279,329.0,8200,440.7,011_5,11_5_1
